ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa05022	Pathways of neurodegeneration - multiple diseases	52	0.429544891820915	1.82772599333641	0.000714811210856626	0.000714811210856626	0.121353701378161	671	tags=52%, list=28%, signal=39%	ADRM1/ARAF/RAF1/CSNK1A1L/XBP1/CALM2/BCL2/TRAF2/CDK5R1/FADD/FZD5/CALML5/IL1A/ATG2A/GNAQ/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/CALM3/NDUFB5/ND4/ATXN3/MAP2K6/DCTN6/CAMK2B/IL1B/BAK1/PPP3CA/UBE2G1/CTNNB1/NDUFS8
hsa05152	Tuberculosis	27	0.496529606405339	1.88534615810856	0.001232904336214	0.001232904336214	0.121353701378161	740	tags=74%, list=31%, signal=51%	RAF1/CR1L/IRAK2/CALM2/RFX5/BCL2/FADD/CALML5/IL1A/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/MYD88/CALM3/CASP10/CAMK2B/IL1B/PPP3CA/EP300/IRAK4
hsa04910	Insulin signaling pathway	26	0.511027408655713	1.93057491366472	0.0014284942452088	0.0014284942452088	0.121353701378161	417	tags=48%, list=17%, signal=40%	RPTOR/PHKA1/ARAF/RAF1/SORBS1/PTPRF/PKLR/PKLR/CRK/CALM2/CALML5/ACACA/ACACA/CALM3
hsa04010	MAPK signaling pathway	54	0.391856180394718	1.67398091553329	0.00199939280343239	0.00199939280343239	0.121353701378161	740	tags=59%, list=31%, signal=42%	GNG12/ARAF/MAP3K7/RAF1/RRAS2/RET/CRK/TRAF2/IL1A/MAPKAPK2/MYC/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/MYD88/MAP2K6/FGF22/MAP3K1/CSF1R/NTRK2/TEK/MAP4K1/MAP4K1/TAB2/IL1B/PPP3CA/MAP3K8/IGF1/MECOM/CDC42/PLA2G4A/IRAK4
hsa04218	Cellular senescence	33	0.458893352940984	1.80817168661471	0.00271313521895192	0.00271313521895192	0.121353701378161	827	tags=58%, list=35%, signal=39%	CDK1/RBL1/E2F2/E2F2/RAF1/RRAS2/E2F3/CALM2/CALML5/IL1A/MAPKAPK2/CCNE2/MYC/CALM3/SMAD3/MAP2K6/CDKN2B/PPP3CA/HLA-E/HLA-E/HLA-E/HLA-E/HLA-E/HLA-E/HLA-E/NFATC4/NFATC4/PIK3CB
hsa05010	Alzheimer disease	45	0.417614166673846	1.74450722570575	0.00322937537262123	0.00322937537262123	0.121353701378161	671	tags=51%, list=28%, signal=38%	ADRM1/IDE/ARAF/RAF1/CSNK1A1L/XBP1/CALM2/TRAF2/CDK5R1/FADD/FZD5/CALML5/IL1A/ATG2A/GNAQ/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/CALM3/NDUFB5/ND4/APBB1/IL1B/PPP3CA/CTNNB1/NDUFS8
hsa05170	Human immunodeficiency virus 1 infection	44	0.427634638350683	1.78390915503013	0.00344642743243132	0.00344642743243132	0.121353701378161	827	tags=56%, list=35%, signal=38%	CDK1/GNG12/MAP3K7/RAF1/CRK/PLCG2/CALM2/BCL2/TRAF2/FADD/GNG4/GNG4/CALML5/GNAQ/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/MYD88/CALM3/MAP2K6/TRAF5/TAB2/BAK1/PPP3CA/GNB3/IRAK4/HLA-E/HLA-E/HLA-E/HLA-E/HLA-E/HLA-E/HLA-E/NFATC4/NFATC4/PIK3CB
hsa04540	Gap junction	9	0.664085010951421	1.86056387247808	0.00403899178498178	0.00403899178498178	0.121353701378161	324	tags=56%, list=14%, signal=48%	CDK1/CSNK1D/RAF1/DRD1/GNAQ
hsa04720	Long-term potentiation	11	0.63167853047926	1.88964165712187	0.00411735772533046	0.00411735772533046	0.121353701378161	690	tags=82%, list=29%, signal=58%	ARAF/RAF1/CALM2/CALML5/GNAQ/CALM3/CAMK2B/PPP3CA/EP300
hsa05161	Hepatitis B	40	0.41605713053662	1.70154860459692	0.00464284286788537	0.00464284286788537	0.123157516074433	844	tags=65%, list=35%, signal=43%	ARAF/MAP3K7/E2F2/E2F2/RAF1/JAK3/E2F3/BCL2/FADD/CCNE2/MYC/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/MYD88/SMAD3/MAP2K6/MAP3K1/BIRC5/TAB2/CASP10/EP300/IRAK4/NFATC4/NFATC4/PIK3CB/STAT4
hsa04141	Protein processing in endoplasmic reticulum	19	0.506734028091929	1.77195789480349	0.00753933761692158	0.00753933761692158	0.181809864063563	637	tags=58%, list=27%, signal=43%	SEC61G/SSR3/NGLY1/SEC31B/XBP1/BCL2/TRAF2/OS9/ATXN3/BAK1/UBE2G1
