A	B	scaled_weight
ethanol[c]	MAR03905	1
NAD+[c]	MAR03905	1
ethanol[c]	MAR03907	1
NADP+[c]	MAR03907	1
acetate[c]	MAR04097	0.796230667194186
ATP[c]	MAR04097	0.796230667194186
CoA[c]	MAR04097	0.796230667194186
acetate[m]	MAR04099	0.788727584063352
ATP[m]	MAR04099	0.788727584063352
CoA[m]	MAR04099	0.788727584063352
acetyl adenylate[c]	MAR04108	0.796652080715788
CoA[c]	MAR04108	0.796652080715788
acetate[c]	MAR04133	0.796652080715788
ATP[c]	MAR04133	0.796652080715788
H+[c]	MAR04133	0.796652080715788
CoA[m]	MAR04137	0.875571911396208
NAD+[m]	MAR04137	0.875571911396208
pyruvate[m]	MAR04137	0.875571911396208
H+[x]	MAR04281	1
NADH[x]	MAR04281	1
pyruvate[x]	MAR04281	1
MAR04281	L-lactate[x]	0.952490615872376
MAR04281	NAD+[x]	0.952490615872376
H+[c]	MAR04388	0.954039224440729
NADH[c]	MAR04388	0.954039224440729
pyruvate[c]	MAR04388	0.954039224440729
MAR04388	L-lactate[c]	1
MAR04388	NAD+[c]	1
acetaldehyde[c]	MAR04283	0.814366644974338
H2O[c]	MAR04283	0.814366644974338
NADP+[c]	MAR04283	0.814366644974338
acetaldehyde[m]	MAR08357	0.734589023458753
H2O[m]	MAR08357	0.734589023458753
NAD+[m]	MAR08357	0.734589023458753
ATP[c]	MAR04379	0.633779210614896
fructose-6-phosphate[c]	MAR04379	0.633779210614896
fructose-6-phosphate[c]	MAR04301	0.633767010857763
UTP[c]	MAR04301	0.633767010857763
DHAP[c]	MAR04355	0.633767010857763
erythrose-4-phosphate[c]	MAR04355	0.633767010857763
ADP[c]	MAR04358	0.392029944378239
H+[c]	MAR04358	0.392029944378239
PEP[c]	MAR04358	0.392029944378239
H2O[c]	MAR04360	0.815076439224918
methylglyoxal[c]	MAR04360	0.815076439224918
NADP+[c]	MAR04360	0.815076439224918
2-phospho-D-glycerate[c]	MAR04363	0.848369630723449
MAR04363	H2O[c]	0.642213751017248
MAR04363	PEP[c]	0.642213751017248
2-phospho-D-glycerate[c]	MAR04365	0.809570063176492
MAR04365	3-phospho-D-glycerate[c]	0.847961759077507
1,3-bisphospho-D-glycerate[c]	MAR04368	0.901596318670659
ADP[c]	MAR04368	0.901596318670659
MAR04368	3-phospho-D-glycerate[c]	0.831815112196335
MAR04368	ATP[c]	0.831815112196335
1,3-bisphospho-D-glycerate[c]	MAR04370	0.833692963658175
H2O[c]	MAR04370	0.833692963658175
1,3-bisphospho-D-glycerate[c]	MAR04371	0.855265373846431
2,3-bisphospho-D-glycerate[c]	MAR04372	0.855265373846437
H2O[c]	MAR04372	0.855265373846437
1,3-bisphospho-D-glycerate[c]	MAR04373	0.809901307681322
H+[c]	MAR04373	0.809901307681322
NADH[c]	MAR04373	0.809901307681322
MAR04373	GAP[c]	0.901596318670637
MAR04373	NAD+[c]	0.901596318670637
MAR04373	Pi[c]	0.901596318670637
DHAP[c]	MAR04375	0.809219715698587
GAP[c]	MAR04375	0.809219715698587
MAR04375	fructose-1,6-bisphosphate[c]	0.633767010857763
fructose-1,6-bisphosphate[c]	MAR04377	0.748195687965459
H2O[c]	MAR04377	0.748195687965459
fructose-6-phosphate[c]	MAR04381	0.714815890033523
MAR04381	glucose-6-phosphate[c]	0.997155607954343
DHAP[c]	MAR04391	0.831691918636644
MAR04391	GAP[c]	0.794720433075269
ATP[c]	MAR04394	0.864766080074368
glucose[c]	MAR04394	0.864766080074368
glucose-1-phosphate[c]	MAR04396	0.937425000030287
MAR04396	glucose-6-phosphate[c]	0.757910326597098
glucose-6-phosphate[r]	MAR04521	0.811307888106043
H2O[r]	MAR04521	0.811307888106043
H+[m]	MAR06410	0.863486521387773
lipoamide[m]	MAR06410	0.863486521387773
pyruvate[m]	MAR06410	0.863486521387773
CoA[m]	MAR06412	0.863486521387773
S-acetyldihydrolipoamide[m]	MAR06412	0.863486521387773
beta-D-glucose[c]	MAR07745	0.3046861394449
MAR07745	glucose[c]	0.3046861394449
ADP[c]	MAR07747	0.856765778080718
glucose[c]	MAR07747	0.856765778080718
ethanol[x]	MAR08360	1
H2O2[x]	MAR08360	1
carbamoyl-phosphate[r]	MAR08652	0.3046861394449
glucose[r]	MAR08652	0.3046861394449
ethanol[c]	MAR08757	1
H+[c]	MAR08757	1
NADPH[c]	MAR08757	1
O2[c]	MAR08757	1
H2O[e]	MAR03989	1
maltose[e]	MAR03989	1
H2O[c]	MAR04122	0.705724021426961
NAD+[c]	MAR04122	0.705724021426961
UDP-glucose[c]	MAR04122	0.705724021426961
H2O[e]	MAR04837	1
trehalose[e]	MAR04837	1
glycogenin[c]	MAR05395	0.748111310657447
UDP-glucose[c]	MAR05395	0.748111310657447
glycogenin G8[c]	MAR05396	0.748111310657447
UDP-glucose[c]	MAR05396	0.748111310657447
UDP-glucose[c]	MAR09727	0.862825517721003
glycogenin G11[c]	MAR05397	0.748111310657447
glycogenin G4G7[c]	MAR05398	0.748111310657447
Pi[c]	MAR05398	0.748111310657447
glycogenin G4G4[c]	MAR05399	0.746847810574596
glycogenin G7G1[c]	MAR05400	0.746847810574596
H2O[c]	MAR05400	0.746847810574596
glycogenin G7[c]	MAR05401	0.747005171514114
Pi[c]	MAR05401	0.747005171514114
H2O[c]	MAR08568	1
maltodecaose[c]	MAR08568	1
H2O[e]	MAR08569	1
maltodecaose[e]	MAR08569	1
H2O[c]	MAR08570	1
maltononaose[c]	MAR08570	1
H2O[e]	MAR08571	1
maltononaose[e]	MAR08571	1
H2O[c]	MAR08572	1
maltoheptaose[c]	MAR08572	1
H2O[e]	MAR08573	1
maltoheptaose[e]	MAR08573	1
H2O[c]	MAR08574	1
maltohexaose[c]	MAR08574	1
H2O[e]	MAR08575	1
maltohexaose[e]	MAR08575	1
H2O[c]	MAR08576	1
maltopentaose[c]	MAR08576	1
H2O[e]	MAR08577	1
maltopentaose[e]	MAR08577	1
H2O[c]	MAR08578	1
maltotetraose[c]	MAR08578	1
H2O[e]	MAR08579	1
maltotetraose[e]	MAR08579	1
H2O[e]	MAR08581	1
maltotriose[e]	MAR08581	1
H2O[c]	MAR08591	1
maltotriose[c]	MAR08591	1
H2O[l]	MAR08592	1
maltotriose[l]	MAR08592	1
H2O[c]	MAR08580	1
maltotriose[c]	MAR08580	1
H2O[c]	MAR08582	1
maltose[c]	MAR08582	1
H2O[c]	MAR08587	1
maltose[c]	MAR08587	1
H2O[l]	MAR08589	1
maltose[l]	MAR08589	1
H2O[e]	MAR08583	1
starch structure 1[e]	MAR08583	1
H2O[e]	MAR08584	1
starch structure 2[e]	MAR08584	1
1,3-bisphospho-D-glycerate[c]	MAR08585	0.802061558922976
glucose-1-phosphate[c]	MAR08585	0.802061558922976
glucose-1-phosphate[c]	MAR03944	0.875883757142459
H+[c]	MAR03944	0.875883757142459
UTP[c]	MAR03944	0.875883757142459
UDP-galactose[c]	MAR04128	1
MAR04128	UDP-glucose[c]	0.760654712311285
ATP[c]	MAR04130	0.761827417441368
galactose[c]	MAR04130	0.761827417441368
glucose-1-phosphate[c]	MAR04131	0.775450515713889
UDP-galactose[c]	MAR04131	0.775450515713889
MAR04131	alpha-D-galactose-1-phosphate[c]	0.761347516472151
MAR04131	UDP-glucose[c]	0.761347516472151
galactose-1-phosphate[c]	MAR04132	0.761347516472136
UDP-glucose[c]	MAR04132	0.761347516472136
H2O[e]	MAR04303	1
sucrose[e]	MAR04303	1
ATP[c]	MAR04414	0.761347516472136
galactose[c]	MAR04414	0.761347516472136
H2O[e]	MAR04415	0.71521000522394
lactose[e]	MAR04415	0.71521000522394
galactosylglycerol[e]	MAR04416	1
H2O[e]	MAR04416	1
CDP[c]	MAR04774	0.771113566856054
H+[c]	MAR04774	0.771113566856054
tagatose-1,6-bisphosphate[c]	MAR04774	0.771113566856054
MAR04774	CTP[c]	0.771113566856054
MAR04774	D-tagatose-6-phosphate[c]	0.771113566856054
D-tagatose-6-phosphate[c]	MAR04775	0.771113566856054
ITP[c]	MAR04775	0.771113566856054
MAR04775	H+[c]	0.771113566856054
MAR04775	IDP[c]	0.771113566856054
MAR04775	tagatose-1,6-bisphosphate[c]	0.771113566856054
lactose[e]	MAR04831	1
NAD+[e]	MAR04831	1
MAR04831	3-ketolactose[e]	0.3046861394449
MAR04831	H+[e]	0.3046861394449
MAR04831	NADH[e]	0.3046861394449
3-keto-beta-D-galactose[e]	MAR04832	1
glucose[e]	MAR04832	1
MAR04832	3-ketolactose[e]	1
MAR04832	H2O[e]	1
glucose[g]	MAR07674	0.714988160000172
UDP-galactose[g]	MAR07674	0.714988160000172
ATP[c]	MAR08761	1
D-tagatose[c]	MAR08761	1
D-tagatose-6-phosphate[c]	MAR08762	1
MAR08762	DHAP[c]	0.3046861394449
MAR08762	glyceraldehyde[c]	0.3046861394449
H2O[l]	MAR08764	0.691725366626294
lactose[l]	MAR08764	0.691725366626294
galactose[c]	MAR08766	0.817241165802753
H+[c]	MAR08766	0.817241165802753
NADPH[c]	MAR08766	0.817241165802753
MAR08766	galactitol[c]	1
MAR08766	NADP+[c]	1
alpha-D-galactose-1-phosphate[c]	MAR08767	0.778284277836791
H+[c]	MAR08767	0.778284277836791
UTP[c]	MAR08767	0.778284277836791
ATP[c]	MAR00454	0.771444908813016
glyceraldehyde[c]	MAR00454	0.771444908813016
ATP[c]	MAR04297	0.845810003584489
fructose-6-phosphate[c]	MAR04297	0.845810003584489
ATP[c]	MAR04310	0.3046861394449
fructose[c]	MAR04310	0.3046861394449
D-glucitol[c]	MAR04315	0.733640067841581
NAD+[c]	MAR04315	0.733640067841581
MAR04315	fructose[c]	0.858070112801561
MAR04315	H+[c]	0.858070112801561
MAR04315	NADH[c]	0.858070112801561
D-glucitol[c]	MAR04316	0.878622496682818
NADP+[c]	MAR04316	0.878622496682818
MAR04316	glucose[c]	0.8786224966828
MAR04316	H+[c]	0.8786224966828
MAR04316	NADPH[c]	0.8786224966828
ATP[c]	MAR04317	0.3046861394449
D-glucitol[c]	MAR04317	0.3046861394449
ATP[c]	MAR04318	0.3046861394449
fructose[c]	MAR04318	0.3046861394449
ATP[c]	MAR04319	0.73839965254187
fructose[c]	MAR04319	0.73839965254187
ATP[c]	MAR04320	0.3046861394449
mannose-1-phosphate[c]	MAR04320	0.3046861394449
DHAP[c]	MAR04356	0.3046861394449
glyceraldehyde[c]	MAR04356	0.3046861394449
fructose-6-phosphate[c]	MAR04383	0.839377895716307
MAR04383	mannose-6-phosphate[c]	1
mannose-6-phosphate[c]	MAR04385	0.737195083050993
GDP[c]	MAR04386	0.737299811647623
H+[c]	MAR04386	0.737299811647623
mannose-1-phosphate[c]	MAR04386	0.737299811647623
GTP[c]	MAR04387	0.690843652740844
H+[c]	MAR04387	0.690843652740844
mannose-1-phosphate[c]	MAR04387	0.690843652740844
GDP-mannose[c]	MAR04399	0.851226362069655
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR04400	0.851252892122472
H+[c]	MAR04400	0.851252892122472
NADH[c]	MAR04400	0.851252892122472
GDP-L-fucose[c]	MAR04401	0.3046861394449
PPi[c]	MAR04401	0.3046861394449
MAR04401	GTP[c]	0.3046861394449
MAR04401	H+[c]	0.3046861394449
MAR04401	L-fucose-1-phosphate[c]	0.3046861394449
6-deoxy-L-galactose[c]	MAR04402	0.732016333327423
