tf	target	mor	likelihood	state
ADNP	SLC12A4	-0.446219373501037	1	inhibition
ADNP	NDRG3	0.682193152275511	1	activation
ADNP	EIF4H	0.9965275717668	1	activation
ADNP	KCNAB3	-0.104494567839236	1	inhibition
ADNP	TNFRSF1A	-0.00265481144044918	1	inhibition
ADNP	PHF10	0.800918340290859	1	activation
ADNP	DENND5B	0.40179599690396	1	activation
ADNP	ZNF263	0.57842440197943	1	activation
ADNP	ISCA2	0.841124309956204	1	activation
ADNP	ITM2C	0.977065166717719	1	activation
ADNP	ACER3	-0.00164870617131988	1	inhibition
ADNP	C1orf146	-0.00148471245558182	1	inhibition
ADNP	CUTC	0.840472407539127	1	activation
ADNP	FAIM	-0.396200038883587	1	inhibition
ADNP	CEP97	0.173166262069975	1	activation
ADNP	PER1	0.448223604137831	1	activation
ADNP	TJP3	0.831122893974957	1	activation
ADNP	SV2A	0.734872280587876	1	activation
ADNP	EIF5AL1	0.859123930307209	1	activation
ADNP2	MYL12A	0.998800797569816	1	activation
ADNP2	ZFP90	0.999660314447542	1	activation
ADNP2	ZNF317	0.99888001931557	1	activation
ADNP2	RPAP1	0.827335158666806	1	activation
ADNP2	SCD	0.382848978163701	1	activation
ADNP2	SFTPC	0.955262606379762	1	activation
ADNP2	UQCRHL	0.858828207548849	1	activation
ADNP2	LONRF3	-0.00162966651013063	1	inhibition
ADNP2	PLEKHJ1	-0.971552141768653	1	inhibition
ADNP2	CMPK2	-0.753836028366175	1	inhibition
ADNP2	KATNAL1	0.92337473768756	1	activation
ADNP2	NUDCD2	0.997849940539408	1	activation
ADNP2	SNORD17	0.904387504650454	1	activation
AEBP1	CSPG4	0.294574989202496	1	activation
AEBP1	KIR2DL3	0.0872857053562625	1	activation
AEBP1	ZNF362	0.533350165533746	1	activation
AEBP1	FRAT2	-0.00194973664029332	1	inhibition
AEBP1	ATP6V1G1	0.529159675400425	1	activation
AEBP1	APTX	0.945201296194098	1	activation
AEBP1	IL15	0.703219365805678	1	activation
AEBP1	ACTR8	0.866919097277241	1	activation
AEBP1	ST3GAL1	-0.000893586059681442	1	inhibition
AEBP1	ZNF354C	0.58486009720792	1	activation
AEBP1	KCTD17	0.334106752948029	1	activation
AEBP2	NR1D1	0.998720085535833	1	activation
AEBP2	NDUFB3	-0.0108642329512484	1	inhibition
AEBP2	FCRLB	0.763888362720509	1	activation
AEBP2	DNAJC19	0.972868599770598	1	activation
AEBP2	STMN1	0.671658499764349	1	activation
AEBP2	TAOK1	0.793472589369305	1	activation
AEBP2	ZSWIM7	0.128799877760789	1	activation
AEBP2	TRPM7	0.225411193253926	1	activation
AEBP2	TPRG1	0.158291828381688	1	activation
AEBP2	ZBTB42	0.987551493545087	1	activation
AEBP2	EBNA1BP2	0.802075786300417	1	activation
AEBP2	ZDHHC2	0.967243899698259	1	activation
AEBP2	LRP8	0.848156663316823	1	activation
AEBP2	PPIH	0.361454240940767	1	activation
AEBP2	PPOX	-0.874178566443012	1	inhibition
AEBP2	NDST2	0.568427069690752	1	activation
AEBP2	RTKN	0.269117326622425	1	activation
AHCTF1	SNAPC5	0.265795497003779	1	activation
AHCTF1	ANKRD13A	0.970910460784818	1	activation
AHCTF1	HIPK1	-0.000769252445998725	1	inhibition
AHCTF1	PSD	-0.303093620825627	1	inhibition
AHCTF1	VTN	0.934350830660191	1	activation
AHCTF1	RNF11	0.178476032410212	1	activation
AHCTF1	CD59	0.743253864523654	1	activation
AHCTF1	PRR7	0.96889802096173	1	activation
AHCTF1	SMCR8	0.279234326125653	1	activation
AHCTF1	ANXA9	0.88721018313528	1	activation
AHCTF1	TRPV1	0.624502414426415	1	activation
AHCTF1	CISD3	-0.467398626437302	1	inhibition
AHCTF1	APOBEC3B	-0.00908073449786582	1	inhibition
AHCTF1	APOBEC3D	-0.0286096842127335	1	inhibition
AHCTF1	FAM149A	-0.0544687792976334	1	inhibition
AHCTF1	SNORA48	0.193237544982352	1	activation
AHCTF1	ZNF445	0.915688017762658	1	activation
AHDC1	MAMDC2	0.99758891183268	1	activation
AHDC1	WDR83	0.486521676101532	1	activation
AHDC1	TMEM33	-0.807921294389684	1	inhibition
AHDC1	EXD3	0.999994713768276	1	activation
AHDC1	SUMO1P3	-0.000564906741717431	1	inhibition
AHDC1	YIPF6	0.932024050269251	1	activation
AHDC1	USP5	0.966838173057714	1	activation
AHDC1	RUVBL2	0.61372537604035	1	activation
AHDC1	LRRC43	0.982926045899802	1	activation
AHDC1	TRIM26	-0.192789492023852	1	inhibition
AHDC1	ZNF420	0.678526112163431	1	activation
AHR	LYRM7	-0.194865606656306	1	inhibition
AHR	ARMCX3	0.138478072936169	1	activation
AHR	MAP4K2	0.798198338173727	1	activation
AHR	SYCE1L	-0.00123808702357179	1	inhibition
AHR	TMBIM6	0.637386945067471	1	activation
AHR	YWHAG	0.520766844895377	1	activation
AHR	PTENP1	0.20488768614202	1	activation
AHR	ZNF44	-0.000649643344338261	1	inhibition
AHR	SCN9A	-0.00330815253506525	1	inhibition
AHR	CCDC148	-0.983761343504959	1	inhibition
AHR	FOS	0.0835879097522372	1	activation
AHR	CTU2	0.782549101821539	1	activation
AHR	MAP4	-0.668790707306033	1	inhibition
AHR	ODF3	0.56370276806162	1	activation
AHR	THOC7	0.0835879097522372	1	activation
AHR	KLRK1	-0.333409585949698	1	inhibition
AHR	IMPDH2	-0.00304061178921404	1	inhibition
AHR	CENPT	-0.0254301778150796	1	inhibition
AHRR	PXMP2	0.360342032304753	1	activation
AHRR	HOXA11	-0.0503749115889639	1	inhibition
AHRR	STK32C	0.10492426413128	1	activation
AHRR	SFRP2	0.168320630068161	1	activation
AHRR	C3orf49	0.238386145054121	1	activation
AHRR	BOLA1	-0.890934647065053	1	inhibition
AHRR	CISD3	0.24505759275578	1	activation
AHRR	EGLN2	-0.00140044691104818	1	inhibition
AHRR	CHD4	0.230542027629147	1	activation
AHRR	C1R	-0.0345573960535465	1	inhibition
AHRR	JAK2	0.9798428687759	1	activation
AIRE	DPH2	0.671658499764349	1	activation
AIRE	ST20	0.243713556719753	1	activation
AIRE	TLN2	0.37378161829661	1	activation
AIRE	TLR9	-0.000977164349519042	1	inhibition
AIRE	TSKU	0.581353117350373	1	activation
AIRE	CALB1	0.926135180698348	1	activation
AKAP8	ZNRF2	-0.0017071045849012	1	inhibition
AKAP8	NDUFB11	-0.114868390224459	1	inhibition
AKAP8	GPR157	-0.0271098142757524	1	inhibition
AKAP8	ANKRD34A	0.264379667291291	1	activation
AKAP8	STK39	0.210899565636183	1	activation
AKAP8	HNRNPF	-0.00444348170963303	1	inhibition
AKAP8	SLC14A2	0.108701252598398	1	activation
AKAP8	TXNDC9	-0.0735768314467362	1	inhibition
AKAP8	KIR3DL1	-0.0131069328199539	1	inhibition
AKAP8	DAGLB	0.122574636722755	1	activation
AKAP8	SNORA36A	-0.0261931745628949	1	inhibition
AKAP8	AGPAT5	0.890842479768724	1	activation
AKAP8	EIF1	-0.00194973664029332	1	inhibition
AKAP8	NEBL	0.598800120677902	1	activation
AKAP8	NAB2	0.494934141204214	1	activation
AKAP8	RNLS	-0.955512101524756	1	inhibition
AKAP8	VAT1	-0.991455407531147	1	inhibition
AKAP8	ID2	-0.214225900747082	1	inhibition
AKAP8L	GPR83	0.738618477965767	1	activation
AKAP8L	IL12RB2	-0.00550479548665714	1	inhibition
AKAP8L	THNSL2	-0.977859182210737	1	inhibition
AKAP8L	CABIN1	0.968433532886794	1	activation
AKAP8L	SLC22A23	0.994504284204547	1	activation
AKAP8L	TIMD4	0.895988984233598	1	activation
AKAP8L	KREMEN1	-0.928970838031364	1	inhibition
AKAP8L	GOLPH3	-0.00151975349070279	1	inhibition
AKAP8L	CD320	-0.0429968643585722	1	inhibition
AKAP8L	CDHR2	0.658248770764158	1	activation
AKAP8L	NT5M	0.839490593908714	1	activation
AKAP8L	PCP2	0.906288270806128	1	activation
AKAP8L	PRB3	0.445844850119395	1	activation
AKAP8L	CORO1C	0.181720807719391	1	activation
AKAP8L	USF2	0.984794214773776	1	activation
AKAP8L	SULT1A3	0.251850446266756	1	activation
AKAP8L	ANGPT2	0.481717387641804	1	activation
AKAP8L	HCFC1R1	0.983187064131782	1	activation
AKNA	PCSK7	-0.85845522766211	1	inhibition
AKNA	HDHD2	0.989587262687348	1	activation
AKNA	CRYZL1	0.878072735398843	1	activation
AKNA	HARBI1	0.191721778896329	1	activation
AKNA	SP110	0.672189390666844	1	activation
AKNA	TMEM184B	0.100809692198674	1	activation
AKNA	RAB3IP	-0.467398626437302	1	inhibition
AKNA	SLC15A2	0.992830823073883	1	activation
AKNA	MCF2L2	-0.970420718340072	1	inhibition
AKNA	CENPP	0.932024050269251	1	activation
AKNA	CHIC2	0.832484139435498	1	activation
AKNA	VAMP2	0.949930782969483	1	activation
AKNA	EBP	0.997188695630196	1	activation
AKNA	ZSWIM6	0.999584193872199	1	activation
AKNA	NDEL1	-0.807361340853501	1	inhibition
AKNA	ZBTB39	0.997204577106062	1	activation
AKNA	DNLZ	-0.0105828107351059	1	inhibition
AKNA	ETFB	0.327693614384594	1	activation
AKNA	SOD2	0.114332544889211	1	activation
ALX3	GAN	0.550654194189285	1	activation
ALX3	RNASE2	0.870543699494945	1	activation
ALX3	APH1A	0.987999115377555	1	activation
ALX3	ATXN2	0.508156629329916	1	activation
ALX3	TMTC3	0.395445698749668	1	activation
ALX3	TXNDC15	0.494333118634775	1	activation
ALX3	SCARNA6	0.978028694161293	1	activation
ALX3	ANKRD36BP1	0.412255694691503	1	activation
ALX3	HRNR	-0.0544687792976334	1	inhibition
ALX3	BRD7P3	-0.0079915096166015	1	inhibition
ALX4	CHRDL1	0.767360098875419	1	activation
