	NodeIn	baitName	oeName	NodeOut	oeName_changed
1	chr1:8484342-8487414	RERE;RP5-1115A15.1	.	chr1:8735096-8738290	chr1:8735096-8738290
2	chr1:19986147-19994505	HTR6	.	chr1:19581662-19584574	chr1:19581662-19584574
3	chr1:29062514-29066919	YTHDF2	.	chr1:29512555-29515128	chr1:29512555-29515128
4	chr1:29197677-29207781	RP1-212P9.3	.	chr1:29512555-29515128	chr1:29512555-29515128
5	chr1:30113931-30119220	AC092265.1	AL645859.1	chr1:29573666-29580274	AL645859.1
6	chr1:30113931-30119220	AC092265.1	.	chr1:29837863-29839266	chr1:29837863-29839266
7	chr1:30113931-30119220	AC092265.1	.	chr1:29839267-29843966	chr1:29839267-29843966
8	chr1:30113931-30119220	AC092265.1	.	chr1:29843967-29844797	chr1:29843967-29844797
9	chr1:30113931-30119220	AC092265.1	.	chr1:29844798-29846774	chr1:29844798-29846774
10	chr1:30113931-30119220	AC092265.1	.	chr1:29846775-29853480	chr1:29846775-29853480
11	chr1:30113931-30119220	AC092265.1	.	chr1:29853481-29856648	chr1:29853481-29856648
12	chr1:30113931-30119220	AC092265.1	.	chr1:29871108-29872971	chr1:29871108-29872971
13	chr1:30113931-30119220	AC092265.1	.	chr1:29872972-29875676	chr1:29872972-29875676
14	chr1:31188386-31193343	MATN1-AS1;MATN1	.	chr1:29512555-29515128	chr1:29512555-29515128
15	chr1:38401993-38413902	INPP5B	RNU6-584P;SNORA63	chr1:38348182-38352668	RNU6-584P;SNORA63
16	chr1:38401993-38413902	INPP5B	.	chr1:38352669-38353106	chr1:38352669-38353106
17	chr1:38401993-38413902	INPP5B	.	chr1:38353107-38353482	chr1:38353107-38353482
18	chr1:38401993-38413902	INPP5B	.	chr1:38415127-38419773	chr1:38415127-38419773
19	chr1:38401993-38413902	INPP5B	.	chr1:39306893-39311622	chr1:39306893-39311622
20	chr1:38401993-38413902	INPP5B	.	chr1:39311623-39317408	chr1:39311623-39317408
21	chr1:38401993-38413902	INPP5B	.	chr1:39317409-39318448	chr1:39317409-39318448
22	chr1:38401993-38413902	INPP5B	.	chr1:39320049-39321969	chr1:39320049-39321969
23	chr1:38401993-38413902	INPP5B	.	chr1:39322066-39323108	chr1:39322066-39323108
24	chr1:38401993-38413902	INPP5B	.	chr1:39328056-39328371	chr1:39328056-39328371
25	chr1:42493902-42508163	HIVEP3;HNRNPFP1	.	chr1:42055033-42059237	chr1:42055033-42059237
26	chr1:42493902-42508163	HIVEP3;HNRNPFP1	.	chr1:42065320-42067545	chr1:42065320-42067545
27	chr1:42493902-42508163	HIVEP3;HNRNPFP1	.	chr1:42275895-42280369	chr1:42275895-42280369
28	chr1:42493902-42508163	HIVEP3;HNRNPFP1	.	chr1:42280370-42281840	chr1:42280370-42281840
29	chr1:44441553-44456606	ATP6V0B;B4GALT2	DMAP1	chr1:44678697-44684308	DMAP1
30	chr1:44456607-44458206	CCDC24	DMAP1	chr1:44678697-44684308	DMAP1
