	NodeIn	baitName	oeName	NodeOut	oeName_changed
1	chr1:1562478-1580659	CDK11B;MIB2;MMP23B	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2	chr1:1648711-1672992	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2
2	chr1:6840889-6845265	RP11-312B8.1	.	chr1:6778847-6781869	chr1:6778847-6781869
3	chr1:6845266-6861033	CAMTA1	.	chr1:6778847-6781869	chr1:6778847-6781869
4	chr1:7279196-7281793	RNU1-8P	.	chr1:6778847-6781869	chr1:6778847-6781869
5	chr1:8081098-8094265	ERRFI1;RP11-431K24.1	.	chr1:8332714-8342772	chr1:8332714-8342772
6	chr1:8484342-8487414	RERE;RP5-1115A15.1	.	chr1:8766673-8772921	chr1:8766673-8772921
7	chr1:8571654-8573207	RP5-1115A15.2;SNORA77	.	chr1:8766673-8772921	chr1:8766673-8772921
8	chr1:11113121-11122975	SRM	AGTRAP	chr1:11793489-11797297	AGTRAP
9	chr1:11158746-11163451	EXOSC10;RP4-635E18.6	AGTRAP	chr1:11793489-11797297	AGTRAP
10	chr1:11321726-11322699	MTOR	AGTRAP	chr1:11793489-11797297	AGTRAP
11	chr1:11705329-11717347	FBXO2;FBXO44	AGTRAP	chr1:11793489-11797297	AGTRAP
12	chr1:11722754-11727775	FBXO6	AGTRAP	chr1:11793489-11797297	AGTRAP
13	chr1:11793489-11797297	AGTRAP	.	chr1:11026643-11029788	chr1:11026643-11029788
14	chr1:11793489-11797297	AGTRAP	SRM	chr1:11113121-11122975	SRM
15	chr1:11793489-11797297	AGTRAP	.	chr1:11122976-11125911	chr1:11122976-11125911
16	chr1:11793489-11797297	AGTRAP	.	chr1:11155387-11158745	chr1:11155387-11158745
17	chr1:11793489-11797297	AGTRAP	EXOSC10;RP4-635E18.6	chr1:11158746-11163451	EXOSC10;RP4-635E18.6
18	chr1:11793489-11797297	AGTRAP	MTOR-AS1;MTOR	chr1:11192293-11204078	MTOR-AS1;MTOR
19	chr1:11793489-11797297	AGTRAP	RNU6-537P	chr1:11210175-11212490	RNU6-537P
20	chr1:11793489-11797297	AGTRAP	.	chr1:11219017-11221640	chr1:11219017-11221640
21	chr1:11793489-11797297	AGTRAP	.	chr1:11249466-11250983	chr1:11249466-11250983
22	chr1:11793489-11797297	AGTRAP	.	chr1:11300928-11303008	chr1:11300928-11303008
23	chr1:11793489-11797297	AGTRAP	.	chr1:11303009-11306078	chr1:11303009-11306078
24	chr1:11793489-11797297	AGTRAP	.	chr1:11307360-11321725	chr1:11307360-11321725
25	chr1:11793489-11797297	AGTRAP	MTOR	chr1:11321726-11322699	MTOR
26	chr1:11793489-11797297	AGTRAP	.	chr1:11322700-11325886	chr1:11322700-11325886
27	chr1:11793489-11797297	AGTRAP	.	chr1:11338705-11340582	chr1:11338705-11340582
28	chr1:11793489-11797297	AGTRAP	.	chr1:11340583-11341748	chr1:11340583-11341748
29	chr1:11793489-11797297	AGTRAP	.	chr1:11341749-11343920	chr1:11341749-11343920
30	chr1:11793489-11797297	AGTRAP	.	chr1:11343921-11350656	chr1:11343921-11350656
31	chr1:11793489-11797297	AGTRAP	.	chr1:11351074-11354745	chr1:11351074-11354745
32	chr1:11793489-11797297	AGTRAP	.	chr1:11721735-11722753	chr1:11721735-11722753
33	chr1:11793489-11797297	AGTRAP	FBXO6	chr1:11722754-11727775	FBXO6
34	chr1:11793489-11797297	AGTRAP	.	chr1:11735112-11735965	chr1:11735112-11735965
35	chr1:11793489-11797297	AGTRAP	.	chr1:11799679-11819384	chr1:11799679-11819384
36	chr1:11793489-11797297	AGTRAP	.	chr1:11855936-11856823	chr1:11855936-11856823
