	NodeIn	baitName	oeName	NodeOut	oeName_changed
1	chr1:831895-848168	RP11-54O7.16;RP11-54O7.1	.	chr1:874082-876091	chr1:874082-876091
2	chr1:1049052-1062659	C1orf159	TTLL10	chr1:1107116-1109732	TTLL10
3	chr1:1107116-1109732	TTLL10	RP11-54O7.2	chr1:848169-850618	RP11-54O7.2
4	chr1:1107116-1109732	TTLL10	C1orf170;PLEKHN1	chr1:903641-927394	C1orf170;PLEKHN1
5	chr1:1107116-1109732	TTLL10	.	chr1:978382-989620	chr1:978382-989620
6	chr1:1107116-1109732	TTLL10	.	chr1:1062660-1064244	chr1:1062660-1064244
7	chr1:1107116-1109732	TTLL10	.	chr1:1064245-1069045	chr1:1064245-1069045
8	chr1:1107116-1109732	TTLL10	.	chr1:1069046-1083958	chr1:1069046-1083958
9	chr1:1107116-1109732	TTLL10	.	chr1:1092013-1096738	chr1:1092013-1096738
10	chr1:1107116-1109732	TTLL10	.	chr1:1150970-1156235	chr1:1150970-1156235
11	chr1:1107116-1109732	TTLL10	.	chr1:1156236-1160797	chr1:1156236-1160797
12	chr1:1107116-1109732	TTLL10	RP5-902P8.10;UBE2J2	chr1:1206874-1212438	RP5-902P8.10;UBE2J2
13	chr1:1109733-1122642	TTLL10-AS1;TTLL10	.	chr1:1092013-1096738	chr1:1092013-1096738
14	chr1:1126526-1150969	TNFRSF18;TNFRSF4	TTLL10	chr1:1107116-1109732	TTLL10
15	chr1:1126526-1150969	TNFRSF18;TNFRSF4	DVL1;MXRA8	chr1:1283837-1305518	DVL1;MXRA8
16	chr1:1206874-1212438	RP5-902P8.10;UBE2J2	.	chr1:1092013-1096738	chr1:1092013-1096738
17	chr1:1206874-1212438	RP5-902P8.10;UBE2J2	TTLL10	chr1:1107116-1109732	TTLL10
18	chr1:1212439-1220554	SCNN1D	TTLL10	chr1:1107116-1109732	TTLL10
19	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	.	chr1:1092013-1096738	chr1:1092013-1096738
20	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	DVL1;MXRA8	chr1:1283837-1305518	DVL1;MXRA8
21	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:957200-974400	chr1:957200-974400
22	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:974401-978381	chr1:974401-978381
23	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1048248-1049051	chr1:1048248-1049051
24	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1064245-1069045	chr1:1064245-1069045
25	chr1:1283837-1305518	DVL1;MXRA8	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	chr1:1239426-1278099	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3
26	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1426922-1428709	chr1:1426922-1428709
27	chr1:1283837-1305518	DVL1;MXRA8	.	chr1:1442647-1451038	chr1:1442647-1451038
28	chr1:1562478-1580659	CDK11B;MIB2;MMP23B	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2	chr1:1648711-1672992	CDK11A;RP1-283E3.4;RP1-283E3.8;SLC35E2
29	chr1:1820953-1830463	GNB1;RP1-140A9.1	.	chr1:1698926-1709349	chr1:1698926-1709349
30	chr1:2319572-2324377	MORN1;RER1	.	chr1:3338276-3339939	chr1:3338276-3339939
31	chr1:2335725-2351765	PEX10	TTC34	chr1:2696923-2710654	TTC34
32	chr1:2335725-2351765	PEX10	.	chr1:3338276-3339939	chr1:3338276-3339939
33	chr1:2354920-2357804	PLCH2	TTC34	chr1:2696923-2710654	TTC34
34	chr1:2354920-2357804	PLCH2	.	chr1:3338276-3339939	chr1:3338276-3339939
35	chr1:2387105-2417285	PLCH2	.	chr1:3338276-3339939	chr1:3338276-3339939
36	chr1:2420090-2426369	RP3-395M20.2;RP3-395M20.3	.	chr1:3338276-3339939	chr1:3338276-3339939
