ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
WP2023	Cell differentiation - expanded index	6	-0.826269408308854	-2.46569139334955	6.45720086453386e-05	6.45720086453386e-05	0.0337133855664084	421	tags=100%, list=18%, signal=83%	RUNX2/STAT3/MYOD1/PAX7/HDAC5
WP314	Fas ligand pathway and stress induction of heat shock proteins	9	0.750420168067227	2.12147288980181	0.000189128408546191	0.000189128408546191	0.0345683888026813	603	tags=100%, list=25%, signal=75%	MAP3K7/BCL2/FADD/IL1A/MAPKAPK2/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/MAP3K1/CASP10/CASP6
WP4301	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells	3	0.953897736797988	1.8636664885234	0.000198628846950891	0.000198628846950891	0.0345683888026813	113	tags=100%, list=5%, signal=95%	ARAF/RAF1/RRAS2
WP2059	Alzheimer's disease and miRNA effects	35	0.484011007565773	1.93620428845844	0.000446333245625375	0.000446333245625375	0.0466065873326707	417	tags=57%, list=17%, signal=48%	ADRM1/IDE/ARAF/RAF1/CSNK1A1L/XBP1/CALM2/TRAF2/CDK5R1/FADD/FZD5/CALML5/IL1A/ATG2A/GNAQ/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/CALM3
WP5124	Alzheimer's disease	35	0.484011007565773	1.93620428845844	0.000446333245625375	0.000446333245625375	0.0466065873326707	417	tags=57%, list=17%, signal=48%	ADRM1/IDE/ARAF/RAF1/CSNK1A1L/XBP1/CALM2/TRAF2/CDK5R1/FADD/FZD5/CALML5/IL1A/ATG2A/GNAQ/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/CALM3
WP2636	Common pathways underlying drug addiction	4	0.863539257188432	1.85283320080498	0.00106038226988383	0.00106038226988383	0.0830510038620034	159	tags=75%, list=7%, signal=70%	ARAF/RAF1/DRD1
WP2446	Retinoblastoma gene in cancer	21	0.541330785124722	1.91773079531491	0.00111348624129501	0.00111348624129501	0.0830510038620034	383	tags=45%, list=16%, signal=39%	CDK1/E2F2/E2F2/RAF1/PRMT2/POLE2/E2F3/PRIM1/CCNE2/MYC
WP4022	Pyrimidine metabolism	19	0.548864104695692	1.89944844933753	0.001719416704045	0.001719416704045	0.0981990087914882	481	tags=53%, list=20%, signal=42%	POLR2D/POLR1C/POLE2/PRIM1/POLR2L/DUT/POLR1B/PRIM2/DTYMK/POLR1E
WP4496	Signal transduction through IL1R	10	0.644801624428806	1.88763897773273	0.00196736428614956	0.00196736428614956	0.0981990087914882	607	tags=83%, list=25%, signal=63%	MAP3K7/IRAK2/IL1A/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/MYD88/MAP2K6/MAP3K1/IL1B
WP5039	SARS-CoV-2 innate immunity evasion and cell-specific immune response	11	0.637930576481546	1.91185010860493	0.0020154055127452	0.0020154055127452	0.0981990087914882	690	tags=89%, list=29%, signal=64%	TRAF2/FADD/CXCL17/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/SMAD3/TRAF5/PF4/IFITM1/EP300
WP45	G1 to S cell cycle control	15	0.565002684325716	1.83965696482723	0.00206891056828841	0.00206891056828841	0.0981990087914882	407	tags=53%, list=17%, signal=44%	CDK1/E2F2/E2F2/POLE2/E2F3/PRIM1/CCNE2/MYC/PRIM2
WP2029	Cell differentiation - index	4	-0.825576519916143	-2.03291331139361	0.00292117864510244	0.00292117864510244	0.122130595972711	421	tags=100%, list=18%, signal=83%	STAT3/MYOD1/HDAC5
WP4767	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	5	0.795241254099963	1.84277857112536	0.00304095334730439	0.00304095334730439	0.122130595972711	285	tags=80%, list=12%, signal=71%	RBL1/RAF1/BMP2/SOX9
WP382	MAPK signaling pathway	39	0.43585843706268	1.78077288366401	0.00331008693393297	0.00331008693393297	0.123443843551185	727	tags=62%, list=30%, signal=44%	GNG12/ARAF/MAP3K7/RAF1/RRAS2/CRK/TRAF2/IL1A/MAPKAPK2/MYC/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/MAP2K6/FGF22/MAP3K1/NTRK2/MAP4K1/MAP4K1/TAB2/IL1B/PPP3CA/MAP3K8/CDC42/PLA2G4A
WP5063	FOXP3 in COVID-19	3	-0.886001676445935	-1.89199795507758	0.00461999792652091	0.00461999792652091	0.156434080050261	276	tags=100%, list=12%, signal=89%	STAT3/IL2RB
WP5218	Extrafollicular and follicular B cell activation by SARS-CoV-2	10	0.606249423992915	1.77477847387681	0.00525485209863149	0.00525485209863149	0.156434080050261	444	tags=78%, list=19%, signal=64%	BLNK/GPR183/XBP1/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/SH2D1A/PTPRC/PTPRC
WP4698	Vitamin D-sensitive calcium signaling in depression	5	0.767786566528177	1.779158996973	0.00611194001032707	0.00611194001032707	0.156434080050261	234	tags=50%, list=10%, signal=45%	GCLC/KDM3A/BCL2
WP400	p38 MAPK signaling pathway	10	0.600651050485439	1.75838938978605	0.0061234043226238	0.0061234043226238	0.156434080050261	727	tags=80%, list=30%, signal=56%	MAP3K7/TRAF2/MAPKAPK2/MYC/MAP2K6/MAP3K1/CDC42/PLA2G4A
WP4549	Fragile X syndrome	26	0.454919992051184	1.69679237912565	0.00612498767597727	0.00612498767597727	0.156434080050261	649	tags=59%, list=27%, signal=43%	RPTOR/AGAP2/ARAF/RAF1/GABRA1/ARHGAP32/CNR1/CYFIP1/CYFIP1/CYFIP1/GABRG2/MECP2/NTRK2/CAMK2B/PPP3CA/CLTB/EIF4A1
WP4577	Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway	4	0.79706498951782	1.71020421305019	0.0062565211143442	0.0062565211143442	0.156434080050261	488	tags=100%, list=20%, signal=80%	RPTOR/ATG2A/ACACA/ACACA/MECP2
