node	agg	layer1	layer2	layer3	layer4
1	1	1	0	0	0
2	4	5	0	0	0
3	8	9	0	0	0
4	2	2	0	0	0
5	4	4	0	0	0
6	16	16	0	0	0
7	1	1	0	0	0
8	1	1	0	0	0
9	17	17	0	0	0
10	4	4	0	0	0
11	14	14	0	0	0
12	1	1	0	0	0
13	9	9	0	0	0
14	22	22	0	0	0
15	1	1	0	0	0
16	1	1	0	0	0
17	1	1	0	0	0
18	8	8	0	0	0
19	6	6	0	0	0
20	2	2	0	0	0
21	40	40	0	0	0
22	6	6	0	0	0
23	3	3	0	0	0
24	3	3	0	0	0
25	11	11	0	0	0
26	15	15	0	0	0
27	14	14	0	0	0
28	1	1	0	0	0
29	1	1	0	0	0
30	2	2	0	0	0
31	4	4	0	0	0
32	13	13	0	0	0
33	4	4	0	0	0
34	2	2	0	0	0
35	1	1	0	0	0
36	20	20	0	0	0
37	4	4	0	0	0
38	8	8	0	0	0
39	2	2	0	0	0
40	2	3	0	0	0
41	5	6	0	0	0
42	7	7	0	0	0
43	3	3	0	0	0
44	4	4	0	0	0
45	59	59	0	0	0
46	37	37	0	0	0
47	60	60	0	0	0
48	2	2	0	0	0
49	1	1	0	0	0
50	1	1	0	0	0
51	27	27	0	0	0
52	19	20	0	0	0
53	19	20	0	0	0
54	18	20	0	0	0
55	5	5	0	0	0
56	16	17	0	0	0
57	8	9	0	0	0
58	20	21	0	0	0
59	19	22	0	0	0
60	8	8	0	0	0
61	18	18	0	0	0
62	8	8	0	0	0
63	24	26	0	0	0
64	11	11	0	0	0
65	7	7	0	0	0
66	27	28	0	0	0
67	9	10	0	0	0
68	10	10	0	0	0
69	3	3	0	0	0
70	11	11	0	0	0
71	39	40	0	0	0
72	8	9	0	0	0
73	4	4	0	0	0
74	3	3	0	0	0
75	1	1	0	0	0
76	14	14	0	0	0
77	1	1	0	0	0
78	6	6	0	0	0
79	7	9	0	0	0
80	8	9	0	0	0
81	13	15	0	0	0
82	12	13	0	0	0
83	8	8	0	0	0
84	24	24	0	0	0
85	1	1	0	0	0
86	38	38	0	0	0
87	8	8	0	0	0
88	2	2	0	0	0
89	2	2	0	0	0
90	12	12	0	0	0
91	4	4	0	0	0
92	4	4	0	0	0
93	5	5	0	0	0
94	8	8	0	0	0
95	13	13	0	0	0
96	1	1	0	0	0
97	1	1	0	0	0
98	7	7	0	0	0
99	22	22	0	0	0
100	3	3	0	0	0
101	15	15	0	0	0
102	3	3	0	0	0
103	12	12	0	0	0
104	22	22	0	0	0
105	5	5	0	0	0
106	4	4	0	0	0
107	2	2	0	0	0
108	12	12	0	0	0
109	24	24	0	0	0
110	14	14	0	0	0
111	5	5	0	0	0
112	23	23	0	0	0
113	23	23	0	0	0
114	2	2	0	0	0
115	15	15	0	0	0
116	15	15	0	0	0
117	2	2	0	0	0
118	29	29	0	0	0
119	19	19	0	0	0
120	19	19	0	0	0
121	2	2	0	0	0
122	7	7	0	0	0
123	15	15	0	0	0
124	2	2	0	0	0
125	5	5	0	0	0
126	12	12	0	0	0
127	21	21	0	0	0
128	9	9	0	0	0
129	26	27	0	0	0
130	3	3	0	0	0
131	10	11	0	0	0
132	7	7	0	0	0
133	17	17	0	0	0
134	12	12	0	0	0
135	15	15	0	0	0
136	8	8	0	0	0
137	17	17	0	0	0
138	2	2	0	0	0
139	4	4	0	0	0
140	18	18	0	0	0
141	24	24	0	0	0
142	1	1	0	0	0
143	3	3	0	0	0
144	6	6	0	0	0
145	2	3	0	0	0
146	1	2	0	0	0
147	9	11	0	0	0
148	2	2	0	0	0
149	24	24	0	0	0
150	2	2	0	0	0
151	27	27	0	0	0
152	17	17	0	0	0
153	20	20	0	0	0
154	4	4	0	0	0
155	9	9	0	0	0
156	34	34	0	0	0
157	1	1	0	0	0
158	4	4	0	0	0
159	23	25	0	0	0
160	37	38	0	0	0
161	50	51	0	0	0
162	3	3	0	0	0
163	16	16	0	0	0
164	7	7	0	0	0
165	19	19	0	0	0
166	38	38	0	0	0
167	7	7	0	0	0
168	14	14	0	0	0
169	2	2	0	0	0
170	16	16	0	0	0
171	10	11	0	0	0
172	5	5	0	0	0
173	15	17	0	0	0
174	21	23	0	0	0
175	26	27	0	0	0
176	3	3	0	0	0
177	1	1	0	0	0
178	3	3	0	0	0
179	1	1	0	0	0
180	9	10	0	0	0
181	7	7	0	0	0
182	19	19	0	0	0
183	34	35	0	0	0
184	8	8	0	0	0
185	15	15	0	0	0
186	14	14	0	0	0
187	9	9	0	0	0
188	23	23	0	0	0
189	33	33	0	0	0
190	9	9	0	0	0
191	23	23	0	0	0
192	24	24	0	0	0
193	26	28	0	0	0
194	54	55	0	0	0
195	28	29	0	0	0
196	2	2	0	0	0
197	6	6	0	0	0
198	23	23	0	0	0
199	12	12	0	0	0
200	13	13	0	0	0
201	7	7	0	0	0
202	18	18	0	0	0
203	8	8	0	0	0
204	3	3	0	0	0
205	2	2	0	0	0
206	9	9	0	0	0
207	3	3	0	0	0
208	23	24	0	0	0
209	57	58	0	0	0
210	8	8	0	0	0
211	33	33	0	0	0
212	16	16	0	0	0
213	6	6	0	0	0
214	19	19	0	0	0
215	16	16	0	0	0
216	2	2	0	0	0
217	9	9	0	0	0
218	2	2	0	0	0
219	3	3	0	0	0
220	5	5	0	0	0
221	8	8	0	0	0
222	8	8	0	0	0
223	7	7	0	0	0
224	4	4	0	0	0
225	14	14	0	0	0
226	11	11	0	0	0
227	11	11	0	0	0
228	3	3	0	0	0
229	19	20	0	0	0
230	9	9	0	0	0
231	50	51	0	0	0
232	23	23	0	0	0
233	5	5	0	0	0
234	6	6	0	0	0
235	35	35	0	0	0
236	30	30	0	0	0
237	1	1	0	0	0
238	23	23	0	0	0
239	32	32	0	0	0
240	27	27	0	0	0
241	4	4	0	0	0
242	7	7	0	0	0
243	1	1	0	0	0
244	9	9	0	0	0
245	36	37	0	0	0
246	35	36	0	0	0
247	5	5	0	0	0
248	44	46	0	0	0
249	2	2	0	0	0
250	6	6	0	0	0
251	4	4	0	0	0
252	14	14	0	0	0
253	5	5	0	0	0
254	3	3	0	0	0
255	13	13	0	0	0
256	32	32	0	0	0
257	2	2	0	0	0
258	21	21	0	0	0
259	25	25	0	0	0
260	2	2	0	0	0
261	4	4	0	0	0
262	18	18	0	0	0
263	5	5	0	0	0
264	7	7	0	0	0
265	18	19	0	0	0
266	34	35	0	0	0
267	24	25	0	0	0
268	3	3	0	0	0
269	13	13	0	0	0
270	32	32	0	0	0
271	25	25	0	0	0
272	4	4	0	0	0
273	21	22	0	0	0
274	43	45	0	0	0
275	1	1	0	0	0
276	5	5	0	0	0
277	92	94	0	0	0
278	9	9	0	0	0
279	1	1	0	0	0
280	6	6	0	0	0
281	17	17	0	0	0
282	62	63	0	0	0
283	3	3	0	0	0
284	1	1	0	0	0
285	1	1	0	0	0
286	7	7	0	0	0
287	13	13	0	0	0
288	1	1	0	0	0
289	12	13	0	0	0
290	19	19	0	0	0
291	16	17	0	0	0
292	123	124	0	0	0
293	8	8	0	0	0
294	28	28	0	0	0
295	25	25	0	0	0
296	22	22	0	0	0
297	8	8	0	0	0
298	1	1	0	0	0
299	15	15	0	0	0
300	2	2	0	0	0
301	3	3	0	0	0
302	17	18	0	0	0
303	45	46	0	0	0
304	34	34	0	0	0
305	1	1	0	0	0
306	9	9	0	0	0
307	1	1	0	0	0
308	1	1	0	0	0
309	5	5	0	0	0
310	7	7	0	0	0
311	15	15	0	0	0
312	13	13	0	0	0
313	4	4	0	0	0
314	4	4	0	0	0
315	8	8	0	0	0
316	2	2	0	0	0
317	21	21	0	0	0
318	4	4	0	0	0
319	37	37	0	0	0
320	4	4	0	0	0
321	2	2	0	0	0
322	56	56	0	0	0
323	1	1	0	0	0
324	13	13	0	0	0
325	5	5	0	0	0
326	40	41	0	0	0
327	1	1	0	0	0
328	2	2	0	0	0
329	5	5	0	0	0
330	45	45	0	0	0
331	4	4	0	0	0
332	3	3	0	0	0
333	22	23	0	0	0
334	15	15	0	0	0
335	34	35	0	0	0
336	41	42	0	0	0
337	1	1	0	0	0
338	2	2	0	0	0
339	6	6	0	0	0
340	1	1	0	0	0
341	1	1	0	0	0
342	35	36	0	0	0
343	19	19	0	0	0
344	48	51	0	0	0
345	71	73	0	0	0
346	14	14	0	0	0
347	22	22	0	0	0
348	11	11	0	0	0
349	38	41	0	0	0
350	49	52	0	0	0
351	3	3	0	0	0
352	13	13	0	0	0
353	3	3	0	0	0
354	6	7	0	0	0
