nodeID nodeLabel
1 chr1:1005127-1034268
2 chr1:1096739-1107115
3 chr1:1109733-1122642
4 chr1:1160798-1206873
5 chr1:1212439-1220554
6 chr1:1239426-1278099
7 chr1:1465274-1482323
8 chr1:1533887-1545982
9 chr1:1648711-1672992
10 chr1:2104999-2122560
11 chr1:2354920-2357804
12 chr1:2387105-2417285
13 chr1:2420090-2426369
14 chr1:2927637-2944794
15 chr1:3470648-3481073
16 chr1:6553634-6581701
17 chr1:6614862-6634284
18 chr1:6808226-6817296
19 chr1:7279196-7281793
20 chr1:7500933-7503257
21 chr1:8265143-8268856
22 chr1:8351923-8354157
23 chr1:8571654-8573207
24 chr1:9082025-9091716
25 chr1:9205544-9214053
26 chr1:9336978-9341933
27 chr1:10221034-10226462
28 chr1:10355588-10362375
29 chr1:10494029-10510019
30 chr1:10517783-10519585
31 chr1:11039443-11046834
32 chr1:11085726-11113120
33 chr1:11192293-11204078
34 chr1:11228704-11246524
35 chr1:11248311-11249465
36 chr1:11285314-11287968
37 chr1:11837145-11851241
38 chr1:11901356-11913795
39 chr1:12566709-12567962
40 chr1:12627258-12642357
41 chr1:12700924-12716452
42 chr1:12773296-12776419
43 chr1:12794756-12801844
44 chr1:12832196-12836206
45 chr1:15495408-15502593
46 chr1:15659242-15665924
47 chr1:15667944-15673815
48 chr1:15763811-15767301
49 chr1:15779730-15788479
50 chr1:15855326-15870456
51 chr1:15932824-15936842
52 chr1:15985644-15986908
53 chr1:16059770-16064295
54 chr1:16064296-16081772
55 chr1:16232922-16239426
56 chr1:16321496-16331357
57 chr1:16331358-16347268
58 chr1:16358634-16372517
59 chr1:16485103-16490906
60 chr1:16516866-16525321
61 chr1:16538420-16542892
62 chr1:16555003-16560581
63 chr1:16763583-16765770
64 chr1:17297144-17307321
65 chr1:17530817-17533093
66 chr1:17573271-17575857
67 chr1:17728739-17733875
68 chr1:17773612-17779452
69 chr1:18504333-18508604
70 chr1:19834133-19846538
71 chr1:19852468-19871393
72 chr1:19965667-19968102
73 chr1:20140001-20141953
74 chr1:20247143-20260754
75 chr1:20301548-20307716
76 chr1:20458341-20473891
77 chr1:20503783-20504897
78 chr1:20644901-20650388
79 chr1:21064878-21072569
80 chr1:21314908-21317537
81 chr1:21592479-21598521
82 chr1:21904946-21937583
83 chr1:22137923-22169002
84 chr1:22974711-22980184
85 chr1:23072076-23078076
86 chr1:23150255-23167762
87 chr1:23283163-23292199
88 chr1:23487352-23489391
89 chr1:23489392-23491849
90 chr1:23521149-23521709
91 chr1:24206181-24218829
92 chr1:24387880-24394506
93 chr1:24469097-24474112
94 chr1:24992621-24996135
95 chr1:25098458-25111106
96 chr1:25273787-25293947
97 chr1:25531683-25536069
98 chr1:25669878-25676351
99 chr1:25977545-25994557
100 chr1:26195281-26207401
