node	layer	module	flow	log_flow	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_size	GRN_nes	GRN_pval	GRN_pval.fdr	fPPI_IDH2_vs_IDH1_diff	fPPI_IDH2_vs_IDH1_p.val	Metabolism_pvalue	Metabolism_mean.diff
37014	4	11	0.00192192	6.25443059260936	SLC7A6	0	1	0	0	1	NA	NA	NA	NA	NA
31021	4	40	0.00142013	6.55700686226357	MAR09491	0	1	0	0	1	NA	NA	NA	NA	NA
37013	4	11	0.00114861	6.76920276332089	SLC7A5	0	1	0	0	1	NA	NA	NA	NA	NA
36732	4	22	0.00111853	6.79573995575766	SLC15A1	0	1	0	0	1	NA	NA	NA	NA	NA
36733	4	22	0.0010675	6.84243581286149	SLC15A2	0	1	0	0	1	NA	NA	NA	NA	NA
37035	4	30	0.000851412	7.06861441023685	SLCO1B1	0	1	0	0	1	NA	NA	NA	NA	NA
20069	4	62	0.000682148	7.29026391486616	CRAT	0	1	0	0	1	NA	-0.301057440476185	0.0951851825820614	NA	NA
17212	4	57	0.000563833	7.48075244960305	ABCA1	0	1	0	0	1	NA	NA	NA	NA	NA
19508	4	54	0.00056328	7.4817337177534	CEL	0	1	0	0	1	NA	NA	NA	NA	NA
24272	4	54	0.000538579	7.52657636832091	LIPA	0	1	0	0	1	NA	0.297457976190479	0.288074731430296	NA	NA
31020	4	160	0.000530163	7.54232605153123	MAR09490	0	1	0	0	1	NA	NA	NA	NA	NA
36853	4	9	0.000509265	7.58254204821015	SLC27A2	0	1	0	0	1	NA	-0.0382269850383334	0.904076737263124	NA	NA
36809	4	56	0.000503116	7.5946897981502	SLC25A19	0	1	0	0	1	NA	-0.301817575568423	0.180284977264074	NA	NA
36786	4	193	0.000495663	7.60961429764411	SLC22A5	0	1	0	0	1	NA	NA	NA	NA	NA
21607	4	158	0.00043911	7.73076060680031	FASN	0	1	0	0	1	NA	-0.13437595238095	0.548867447911865	NA	NA
20380	4	2	0.000432271	7.74645785158504	CYP3A4	0	1	0	0	1	NA	NA	NA	NA	NA
36811	4	49	0.000428731	7.75468087533486	SLC25A20	0	1	0	0	1	NA	0.101059880952384	0.608775931995321	NA	NA
17442	4	118	0.000396321	7.83328606901284	ACOX1	0	1	0	0	1	NA	0.10782017857143	0.599591822457327	NA	NA
20058	4	50	0.000380732	7.87341484242141	CPT1A	0	1	0	0	1	NA	-0.332059702380953	0.105195518326419	NA	NA
17460	4	9	0.000375096	7.88832856475627	ACSL1	0	1	0	0	1	NA	0.404987321428571	0.259867528489571	NA	NA
29547	4	98	0.000372781	7.89451944211687	MAR06710	0	1	0	0	1	NA	NA	NA	NA	NA
29569	4	98	0.000372781	7.89451944211687	MAR06737	0	1	0	0	1	NA	NA	NA	NA	NA
