"tf"	"target"	"mor"	"likelihood"	"state"
"ADNP"	"ATF7IP"	0.676152806046716	1	"activation"
"ADNP"	"DYRK1A"	0.633339894497377	1	"activation"
"ADNP"	"TLK1"	-0.0431599068453185	1	"inhibition"
"ADNP"	"ZMYM4"	0.9356113771658	1	"activation"
"ADNP"	"ABCC1"	-0.607892168153746	1	"inhibition"
"ADNP"	"ABCC6"	-5.44733232371969e-05	1	"inhibition"
"ADNP"	"ABHD5"	-0.806070835138299	1	"inhibition"
"ADNP"	"ABT1"	0.986998945769113	1	"activation"
"ADNP"	"ACBD6"	0.998556171017461	1	"activation"
"ADNP"	"ADAMTS10"	0.297857343480473	1	"activation"
"ADNP"	"ADAMTS14"	0.998401345413936	1	"activation"
"ADNP"	"ADCY7"	0.971953036799029	1	"activation"
"ADNP"	"AHCY"	0.9481481457209	1	"activation"
"ADNP"	"AIF1L"	0.273852369633973	1	"activation"
"ADNP"	"AKNA"	0.823308728581327	1	"activation"
"ADNP"	"AKT2"	0.285714422438034	1	"activation"
"ADNP"	"ALDH1A1"	-0.955269389954517	1	"inhibition"
"ADNP"	"ALDH1A2"	-0.824026275858695	1	"inhibition"
"ADNP"	"ALX4"	0.23645601550149	1	"activation"
"ADNP"	"ANGPT1"	0.676152806046716	1	"activation"
"ADNP"	"ANGPTL2"	-0.000501869667582988	1	"inhibition"
"ADNP"	"ANKRD24"	0.824677161167283	1	"activation"
"ADNP"	"ANO6"	0.419866072253363	1	"activation"
"ADNP"	"ANTXR2"	0.92446225727173	1	"activation"
"ADNP"	"AP1M1"	0.900301087441952	1	"activation"
"ADNP"	"ARHGEF1"	0.943224738146129	1	"activation"
"ADNP"	"ARHGEF10L"	0.906103594389027	1	"activation"
"ADNP"	"ARHGEF37"	0.481690282987207	1	"activation"
"ADNP"	"ARID3A"	0.851519860003255	1	"activation"
"ADNP"	"ARID5B"	0.667802979230483	1	"activation"
"ADNP"	"ARL5A"	-0.000139928498514611	1	"inhibition"
"ADNP"	"ASAP1"	0.469724512684007	1	"activation"
"ADNP"	"ASCC2"	-0.931003621905464	1	"inhibition"
"ADNP"	"ATP2B1"	0.88774982185154	1	"activation"
"ADNP"	"ATP8B3"	-0.0495530705862873	1	"inhibition"
"ADNP"	"AXL"	-0.0176324630449895	1	"inhibition"
"ADNP"	"BBC3"	0.124126043215231	1	"activation"
"ADNP"	"BHLHE40"	0.97976680702697	1	"activation"
"ADNP"	"CACNA1A"	0.604225642557901	1	"activation"
"ADNP"	"CACNA1I"	-0.00606424062325957	1	"inhibition"
"ADNP"	"CCNY"	0.306103219894238	1	"activation"
"ADNP"	"CDCP1"	-0.00414416766997864	1	"inhibition"
"ADNP"	"CDH1"	0.976158584099689	1	"activation"
"ADNP"	"CDH23"	0.249159466373315	1	"activation"
"ADNP"	"CDHR3"	-0.0411983497127859	1	"inhibition"
"ADNP"	"CDK5RAP2"	0.873859771576537	1	"activation"
"ADNP"	"CEBPB"	-0.00462413054793802	1	"inhibition"
"ADNP"	"CHST11"	-8.5963956090905e-06	1	"inhibition"
"ADNP"	"CHST3"	0.536641185974122	1	"activation"
"ADNP"	"CIITA"	0.866384712116212	1	"activation"
"ADNP"	"CKM"	0.534265660210862	1	"activation"
"ADNP"	"CLIP1"	0.915359922647417	1	"activation"
"ADNP"	"CLIP2"	0.71804916947603	1	"activation"
"ADNP"	"CMIP"	0.327218029945948	1	"activation"
"ADNP"	"CMKLR1"	-0.957081384534567	1	"inhibition"
"ADNP"	"CNGB1"	-0.000144469624968447	1	"inhibition"
"ADNP"	"CNKSR3"	0.410494352072048	1	"activation"
"ADNP"	"CNN1"	-0.000861161717839021	1	"inhibition"
"ADNP"	"COL27A1"	-0.0048833855468898	1	"inhibition"
"ADNP"	"CORO2A"	0.708381573301046	1	"activation"
"ADNP"	"CPEB4"	-1.78739399058162e-05	1	"inhibition"
"ADNP"	"CPNE2"	0.968278662675072	1	"activation"
"ADNP"	"CPPED1"	-0.806070835138299	1	"inhibition"
"ADNP"	"CRADD"	-9.55447784784712e-06	1	"inhibition"
"ADNP"	"CRB2"	0.113462354565918	1	"activation"
"ADNP"	"CRISPLD2"	-0.968616740917509	1	"inhibition"
"ADNP"	"CSF3R"	-0.156468163327097	1	"inhibition"
"ADNP"	"CTBS"	0.0998160384655587	1	"activation"
"ADNP"	"CTRC"	0.419866072253363	1	"activation"
"ADNP"	"CUX1"	0.553206001095587	1	"activation"
"ADNP"	"CUX2"	0.380453121129871	1	"activation"
"ADNP"	"DAPK2"	0.56026544346543	1	"activation"
"ADNP"	"DENND1A"	-0.171572740139807	1	"inhibition"
"ADNP"	"DEPDC5"	0.878979892195561	1	"activation"
"ADNP"	"DLGAP4"	0.0884087682132668	1	"activation"
"ADNP"	"DNAJB12"	0.867474839132987	1	"activation"
"ADNP"	"DNAJC6"	-0.944128260602747	1	"inhibition"
"ADNP"	"DNM1"	-0.00501810817617707	1	"inhibition"
"ADNP"	"DNM2"	0.327218029945948	1	"activation"
"ADNP"	"DOCK6"	-0.0024410210906888	1	"inhibition"
"ADNP"	"DPP3"	0.897719620968491	1	"activation"
"ADNP"	"E2F2"	-0.992043046063398	1	"inhibition"
"ADNP"	"EBI3"	0.752927680447004	1	"activation"
"ADNP"	"ECE1"	-0.322234454997536	1	"inhibition"
"ADNP"	"EEF2K"	0.975696452823588	1	"activation"
"ADNP"	"EHF"	0.412832304300077	1	"activation"
"ADNP"	"EIF4E"	0.613278982888381	1	"activation"
"ADNP"	"EIF4G3"	0.419866072253363	1	"activation"
"ADNP"	"ELFN1"	-0.187681896424821	1	"inhibition"
"ADNP"	"ELL2"	-0.099503813854398	1	"inhibition"
"ADNP"	"ENG"	0.97976680702697	1	"activation"
"ADNP"	"EPB41"	-0.72504754116245	1	"inhibition"
"ADNP"	"EPB41L1"	-0.755724408445676	1	"inhibition"
"ADNP"	"EPHA2"	-0.607892168153746	1	"inhibition"
"ADNP"	"EPHB4"	-0.112458590241369	1	"inhibition"
"ADNP"	"ERCC1"	0.70050604898405	1	"activation"
"ADNP"	"ERCC2"	0.366844084091257	1	"activation"
"ADNP"	"ERN2"	-0.00731367361636492	1	"inhibition"
"ADNP"	"FAF1"	0.997612207048499	1	"activation"
"ADNP"	"FBN3"	0.412832304300077	1	"activation"
"ADNP"	"FBXW11"	0.9367531520893	1	"activation"
"ADNP"	"FCHO1"	-1.26417031603009e-05	1	"inhibition"
"ADNP"	"FHAD1"	0.546121496303508	1	"activation"
"ADNP"	"FIBCD1"	0.859685389934672	1	"activation"
"ADNP"	"FLNB"	0.982346125845819	1	"activation"
"ADNP"	"FNIP2"	0.9283587023087	1	"activation"
"ADNP"	"FXN"	0.849116445291135	1	"activation"
"ADNP"	"GABBR2"	0.622249895393984	1	"activation"
"ADNP"	"GADD45B"	0.18388940473588	1	"activation"
"ADNP"	"GDF15"	0.571968272970088	1	"activation"
"ADNP"	"GDPD5"	-0.00159116665624006	1	"inhibition"
"ADNP"	"GFI1B"	-0.00792012518593864	1	"inhibition"
"ADNP"	"GMPR"	0.987631272271704	1	"activation"
"ADNP"	"GNA15"	0.963821621533673	1	"activation"
"ADNP"	"GPR160"	0.963481903162345	1	"activation"
"ADNP"	"GRIP2"	-0.201290642970771	1	"inhibition"
"ADNP"	"GRM4"	0.9481481457209	1	"activation"
"ADNP"	"GSN"	-2.12211884609224e-05	1	"inhibition"
"ADNP"	"GTDC1"	0.100742855852597	1	"activation"
