ID	nes_1	pval_1	nes_2	pval_2	nes_3	pval_3	combine_nes	fisher_pval
ARNT	2.92921824564125	0.00339815733691169	2.83631050994155	0.00456380512551945	3.02389740622386	0.00249541046111684	2.92980872060222	6.33582786964904e-06
TCF7L2	-3.20570435904871	0.00134732337563172	-2.9732058523863	0.00294706728239126	-1.78434927884157	0.0743669274157208	-2.65441983009219	3.8111227829752e-05
RHBDL3	-3.48728590979804	0.000487949414993281	0	1	0	1	-3.48728590979804	0.000487949414993281
ZNF20	3.40013270969845	0.000673531550260788	1.82610457920589	0.067834510589398	0	1	2.61311864445217	0.000502285844221109
TERF2	-1.40043684608086	0.16138254275286	-2.05093504519005	0.0402732727358829	-3.19074402851181	0.00141906944389991	-2.21403863992757	0.00073602111885553
ACOT11	-3.37040246034284	0.000750584729360276	0	1	0	1	-3.37040246034284	0.000750584729360276
ZMAT1	-1.86668853128512	0.061945096241907	-3.12280516349646	0.00179136291355654	0	1	-2.49474684739079	0.0011214555595478
ZNF135	-3.20373423202437	0.00135657640099176	-1.67563636176423	0.0938094419032057	0	1	-2.4396852968943	0.00126868744469017
TIGD2	1.15448732710277	0.24830043122778	3.45852998109184	0.000543131819642864	0	1	2.30650865409731	0.00133663312186212
RAB20	3.18210758624213	0.00146207495978166	0	1	0	1	3.18210758624213	0.00146207495978166
TRIM25	3.15645388620357	0.00159700137173196	0	1	0	1	3.15645388620357	0.00159700137173196
NOS3	3.12517659145422	0.00177698348280947	0	1	0	1	3.12517659145422	0.00177698348280947
LEF1	2.32703595245169	0.0199633518149656	2.16754832492126	0.0301930690938812	1.99008059331781	0.0465820582293566	2.16155495689692	0.00186438934550188
ASAP2	-3.08251421056431	0.00205259929898989	0	1	0	1	-3.08251421056431	0.00205259929898989
CCR8	3.07643705011427	0.00209490532171543	0	1	0	1	3.07643705011427	0.00209490532171543
S1PR2	3.03138074964827	0.00243438058829934	0	1	0	1	3.03138074964827	0.00243438058829934
MTA3	3.02630909750845	0.00247559090092124	0	1	0	1	3.02630909750845	0.00247559090092124
TCFL5	2.87451299494894	0.00404651117821788	1.82889613889195	0.0674151687757159	0	1	2.35170456692045	0.002511576394746
CHN1	3.0198321255352	0.00252914826497732	0	1	0	1	3.0198321255352	0.00252914826497732
IKZF4	2.08458240106616	0.0371072233510556	2.65747123562067	0.00787293086256125	0	1	2.37102681834341	0.0026696775566637
ZNF222	3.01370843022689	0.00258075699537455	1.57758667122362	0.11466059642923	0	1	2.29564755072525	0.00270032268257893
F2RL1	-2.99871223838703	0.00271123246543672	0	1	0	1	-2.99871223838703	0.00271123246543672
IL16	2.99593788658764	0.00273602158565077	0	1	0	1	2.99593788658764	0.00273602158565077
NPSR1	-2.97976749179131	0.00288467247529241	0	1	0	1	-2.97976749179131	0.00288467247529241
L1CAM	2.96410706985204	0.00303562645111344	0	1	0	1	2.96410706985204	0.00303562645111344
RCBTB1	2.95882851307105	0.00308810895899304	0	1	0	1	2.95882851307105	0.00308810895899304
P2RX3	-2.95646726776505	0.00311185259070934	0	1	0	1	-2.95646726776505	0.00311185259070934
PPP1R9B	2.94108767258117	0.00327061949623743	0	1	0	1	2.94108767258117	0.00327061949623743
OR52N1	-2.93880977365579	0.00329475224591231	0	1	0	1	-2.93880977365579	0.00329475224591231
DTX1	2.93685935691959	0.00331554432768002	0	1	0	1	2.93685935691959	0.00331554432768002
FBXO8	2.93607693899935	0.00332391869283506	0	1	0	1	2.93607693899935	0.00332391869283506
OR2AT4	-2.93403117369327	0.00334590601560685	0	1	0	1	-2.93403117369327	0.00334590601560685
TBL1Y	-2.92653232725511	0.00342763881099142	0	1	0	1	-2.92653232725511	0.00342763881099142
INSR	-2.92198815496083	0.00347804767547081	0	1	0	1	-2.92198815496083	0.00347804767547081
TRAK1	-2.91974583501597	0.00350316968969709	0	1	0	1	-2.91974583501597	0.00350316968969709
ZBED2	-2.89197334149236	0.00382830429174229	-1.62708634479145	0.103718760762736	0	1	-2.2595298431419	0.00350665951748369
ASB12	-2.91551995166749	0.0035509640181911	0	1	0	1	-2.91551995166749	0.0035509640181911
IRF2	-1.81634734755975	0.0693171065080181	-2.92753750078246	0.00341657855942315	-1.1169112948471	0.264032254782817	-1.95359871439644	0.00359733783995214
MAFK	-2.61267201227836	0.00898374715297692	-0.591965219338875	0.553873878961888	-2.47879947657044	0.0131825394087449	-1.89447890272923	0.00374019294171543
IFNAR1	2.8988102829002	0.00374581471834027	0	1	0	1	2.8988102829002	0.00374581471834027
SPN	-2.89774473232324	0.00375856367783617	0	1	0	1	-2.89774473232324	0.00375856367783617
CDK5R1	-2.8960829085687	0.00377852558033676	0	1	0	1	-2.8960829085687	0.00377852558033676
STAT2	2.88512157394825	0.00391262535868906	1.50816873896086	0.131511345941214	1.51332755313161	0.13019647721829	1.96887262201357	0.00380493275646633
WASF2	-2.89035611545786	0.00384805640215238	0	1	0	1	-2.89035611545786	0.00384805640215238
SOX18	-2.46956874502264	0.0135276023728799	-2.12567959141833	0.0335299473802566	0	1	-2.29762416822048	0.00394539098502649
LAT2	2.88025130384921	0.00397358304738951	0	1	0	1	2.88025130384921	0.00397358304738951
BMP15	-2.87894646206746	0.00399006063900013	0	1	0	1	-2.87894646206746	0.00399006063900013
GRM8	-2.86912451657428	0.00411609723760591	0	1	0	1	-2.86912451657428	0.00411609723760591
SP140	3.00093009586518	0.00269156346767789	1.32191187171237	0.186197498742531	0	1	2.16142098378878	0.00430928505763466
SPATA13	2.85232510905441	0.00434006873283643	0	1	0	1	2.85232510905441	0.00434006873283643
EGR4	-2.12591769188369	0.0335101135033372	-2.4173409951535	0.0156343630225566	0	1	-2.27162934351859	0.00448162057709965
BCL10	2.84102556410026	0.0044968707443047	0	1	0	1	2.84102556410026	0.0044968707443047
EPGN	-2.8401091167358	0.00450981047040057	0	1	0	1	-2.8401091167358	0.00450981047040057
AHDC1	0	1	-2.83474237423542	0.00458626537397192	0	1	-2.83474237423542	0.00458626537397192
CRYAB	-2.83020456221069	0.00465182512398809	0	1	0	1	-2.83020456221069	0.00465182512398809
ELN	-2.82731975515665	0.00469394318695555	0	1	0	1	-2.82731975515665	0.00469394318695555
CNTNAP4	-2.82695278479879	0.00469932561734869	0	1	0	1	-2.82695278479879	0.00469932561734869
ZNF57	-0.712792771916027	0.475973999002377	-3.2456781510182	0.00117171225970761	0	1	-1.97923546146711	0.00473584940069784
ABCC8	-2.82269765845047	0.00476214570448667	0	1	0	1	-2.82269765845047	0.00476214570448667
TLE4	2.81740274205687	0.00484137749958406	0	1	0	1	2.81740274205687	0.00484137749958406
GRIK2	-2.8137504747494	0.00489672215598775	0	1	0	1	-2.8137504747494	0.00489672215598775
GNG2	2.81268135405711	0.0049130310220939	0	1	0	1	2.81268135405711	0.0049130310220939
SPOCK3	2.81182951157591	0.00492606057626603	0	1	0	1	2.81182951157591	0.00492606057626603
MT1H	-2.80870131872571	0.00497417713433974	0	1	0	1	-2.80870131872571	0.00497417713433974
CBX8	-2.80816769069646	0.00498242748387414	0	1	0	1	-2.80816769069646	0.00498242748387414
ADCY2	-2.78985239942309	0.00527320753171079	0	1	0	1	-2.78985239942309	0.00527320753171079
POU2F2	1.78696694748453	0.0739428308437626	2.86394629477821	0.0041839894332001	0.962264192919429	0.335916910807588	1.87105914506072	0.00542831752335132
SP1	1.73356957224332	0.0829944832157859	2.16080492754091	0.0307104112836697	2.0265789041278	0.042705495803433	1.97365113463734	0.00563433044301389
ETS1	2.36900372843146	0.0178360736539789	1.06090589561167	0.288732669709736	2.30487908783306	0.0211733461153438	1.91159623729206	0.00564233030182418
MED27	-2.76759022067136	0.00564724122179627	0	1	0	1	-2.76759022067136	0.00564724122179627
RAB43	-2.76123597755039	0.00575830537675326	0	1	0	1	-2.76123597755039	0.00575830537675326
CD24	2.75766526947744	0.00582157766724656	0	1	0	1	2.75766526947744	0.00582157766724656
NKX2-3	-3.08664177230554	0.00202431388873146	-0.931054092414776	0.35182558397266	0	1	-2.00884793236016	0.00587366075368076
BAIAP2L1	-2.75437404623564	0.00588045192986064	0	1	0	1	-2.75437404623564	0.00588045192986064
ZNF671	-2.64119847221244	0.00826133077234515	-1.71109074116694	0.0870643631052352	0	1	-2.17614460668969	0.00592480581154985
MED13L	-2.73164955036323	0.00630181332642577	0	1	0	1	-2.73164955036323	0.00630181332642577
APLP2	-2.73090191418716	0.00631612666255288	0	1	0	1	-2.73090191418716	0.00631612666255288
TRIM13	-2.70451140909817	0.00684049206116932	0	1	0	1	-2.70451140909817	0.00684049206116932
DACH2	-2.69658375956228	0.00700547768929773	0	1	0	1	-2.69658375956228	0.00700547768929773
PPP2R5C	2.69657769841181	0.00700560518590321	0	1	0	1	2.69657769841181	0.00700560518590321
GATA3	2.72949251913098	0.00634318882719587	0.964943133701805	0.334573295324931	1.81474216171037	0.0695635425114225	1.83639260484772	0.00719321362412486
HOXA5	-1.859133430178	0.0630082277865426	-2.44640149297607	0.014429022085564	0	1	-2.15276746157704	0.00727590763248109
OR1I1	-2.68277151994588	0.00730148546040545	0	1	0	1	-2.68277151994588	0.00730148546040545
RBM10	2.67182893422729	0.00754390953562578	0	1	0	1	2.67182893422729	0.00754390953562578
MS4A1	-2.6683905598103	0.00762156040314133	0	1	0	1	-2.6683905598103	0.00762156040314133
FOXP3	2.38555749964451	0.0170532562883617	1.17161379326306	0.241352147729085	2.0681992023679	0.0386212952444405	1.87512349842516	0.00763014310142531
MAZ	-1.5138906032568	0.130053587790332	-1.01470694009637	0.310245544917597	-2.88202311357436	0.00395130747785274	-1.80354021897584	0.00764813311828606
HSBP1	-2.65911231152625	0.00783468409314192	0	1	0	1	-2.65911231152625	0.00783468409314192
PITPNC1	2.65816639486314	0.00785670917172278	0	1	0	1	2.65816639486314	0.00785670917172278
TAS2R8	-2.65581122404113	0.00791178901457424	0	1	0	1	-2.65581122404113	0.00791178901457424
DERL3	-2.64849716615735	0.00808505270778648	0	1	0	1	-2.64849716615735	0.00808505270778648
MLLT6	2.64473450584816	0.00817550350385523	0	1	0	1	2.64473450584816	0.00817550350385523
OR10A4	-2.64274535228641	0.00822368589907284	0	1	0	1	-2.64274535228641	0.00822368589907284
PCGF5	-2.64111506455655	0.00826336495524294	0	1	0	1	-2.64111506455655	0.00826336495524294
APOL3	2.6394380035197	0.00830436107477295	0	1	0	1	2.6394380035197	0.00830436107477295
RAB23	2.63933238099201	0.00830694912098441	0	1	0	1	2.63933238099201	0.00830694912098441
CCR3	2.63911671925565	0.00831223567538031	0	1	0	1	2.63911671925565	0.00831223567538031
RHBDL1	2.63802017948059	0.00833916193640905	0	1	0	1	2.63802017948059	0.00833916193640905
RAC1	-2.63419754015324	0.00843364056868934	0	1	0	1	-2.63419754015324	0.00843364056868934
CBLC	2.63257255281282	0.00847409216890339	0	1	0	1	2.63257255281282	0.00847409216890339
KLF6	0.462291428138623	0.643872345837488	1.67481887673376	0.0939697740371414	2.96671148072359	0.00301003274309633	1.70127392853199	0.00850214458487431
RNF2	2.62811842216972	0.00858586203911773	0	1	0	1	2.62811842216972	0.00858586203911773
CD28	-2.6267608765092	0.00862018873071402	0	1	0	1	-2.6267608765092	0.00862018873071402
TBX18	-2.62539817030245	0.00865476923735576	0	1	0	1	-2.62539817030245	0.00865476923735576
DTHD1	2.62407671388098	0.00868842133909088	0	1	0	1	2.62407671388098	0.00868842133909088
