"ONTOLOGY" "ID" "Description" "setSize" "enrichmentScore" "NES" "pvalue" "p.adjust" "qvalue" "rank" "leading_edge" "core_enrichment"
"GO:0006805" "BP" "GO:0006805" "xenobiotic metabolic process" 119 -0.528907317535676 -2.35966828576301 1.95516559829131e-10 1.95516559829131e-10 4.32832502080679e-06 6182 "tags=80%, list=32%, signal=55%" "PON3/UGT1A3/UGT2B11/UGT2B17/ACSM1/UGT1A9/UGT1A6/EPHX1/GSTA5/CYP2U1/GSTM1/GSTM4/SULT1A4/CRYZ/UGT2B15/UGT2B15/UGT2B28/GSTA1/NAT1/GSTA2/GSTO1/UGT1A8/GSTM2/GSTA3/CYP1A2/SULT1B1/UGT1A7/SLCO1B1/GSTA4/CYP2B6/CYP2F1/FMO1/SLCO2B1/UGT2B7/CYP2J2/CYP2A7/CYP2S1/AOX1/SLC28A3/AOC2/CYP26A1/CYP2A6/CYP2A13/ABCC5/CYP4F2/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/LPO/ACAA1/SULT2A1/ALDH3A1/CYP26B1/CYP4F12/CYP1B1/CYP2E1/CYP3A7/GSTO2/CYP2C18/ACSL1/UGT1A1/CYP2C19/CYP1A1/GSTM3/CBR1/SULT1A1/UGT1A10/NAT2/CYP2C8/CYP46A1/FMO4/CYP2C9/ABCB1/GLYAT/ABCC4/CYP3A4/CYP3A5/SULT1A3/CBR3/ABCB11/ABCB11/ABCC1/ABCC1/ABCC2/HNF4A/ABCC3/FMO5/CYP2R1/BCHE/GUK1/SLC29A1/NQO1/CYP2W1/SULT1A2/CYB5B/SMOX/AHR/RORC/VKORC1"
"GO:0004930" "MF" "GO:0004930" "G protein-coupled receptor activity" 751 0.346172780706717 1.69940171965705 5.9955551960248e-10 5.9955551960248e-10 6.63644849092619e-06 5802 "tags=43%, list=30%, signal=32%" "GPR85/HPGD/AGTR2/AGTRAP/GPR50/NPR1/GPR34/HCAR2/OPN1MW3/ACKR2/SSTR5/CCR10/LANCL1/CCR4/OR10G6/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2T7/OR2T7/OR2T7/OR2T7/OR4K3/OR4K3/OR52E5/OR8U8/HTR1D/GPR35/P2RY11/OR4C46/FZD7/GPR139/TPRA1/GPR173/FFAR4/OR52J3/OR52J3/TAS2R45/VN1R1/CALCRL/PTGFR/AVPR1B/OR51G2/TAS2R20/TAS2R20/TAS2R20/DRD4/DRD4/OR2A12/OR2A12/GPR6/GPER1/PROKR1/HRH3/OR11H2/OR1D4/OR1D5/OR4C5/OR4E1/OR4F3/OR52E1/OR52E1/OR8G1/OR8G2P/OR8U9/CCR1/GALR3/RAMP2/GABBR2/OR2M2/ZNF219/CCKBR/GPR39/GCGR/GCGR/CHRM4/S1PR5/OR4F17/LTB4R2/LTB4R2/OR8I2/NMUR2/OR4A15/HCRTR1/SLC39A9/P2RY6/MAS1/MC1R/OR4C15/GPR135/ADGRB3/GPR15/FFAR3/OR4C13/OR2Z1/GPR83/OR5H6/OR2T2/OR2T2/OR2T2/OR2T2/CRHR2/OR4S2/CCR7/F2R/HTR2A/EDNRA/OR4A16/OR2T6/OR2T6/OR2T6/OR2T6/OR10G4/CELSR2/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/S1PR2/OR5L2/NTSR1/OR1I1/OR1E2/OR2T8/OR5H15/AGTR1/TAS2R13/TAS2R13/TAS2R13/OR51F1/GPR32/OR1L8/OR10K2/OR10A6/OR10A6/OR10A6/OR2A25/OR2A25/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR51Q1/ACKR1/OR8H3/OR9Q2/OR2C3/OR10Q1/OR1Q1/OR10W1/OR4K14/OR4K14/OR4N2/TAS2R9/TAS2R9/TAS2R9/P2RY13/OR4A47/OR10P1/OR10G2/NLRP6/OR4C12/OR4C12/OPN5/APLNR/GPR17/OR8S1/OR8B3/TAS2R3/SORCS1/OR6N2/GPR162/PTGDR2/OR2AJ1/MRGPRG/OR14A2/NPY2R/OR14K1/OR7G3/GPR146/OR5D18/OR5M10/OR4K15/OR4K15/OR5K1/P2RY8/P2RY8/OR2G2/OR10D3/GPR37/OR6S1/CHRM1/RRH/OR8B12/HTR1F/PTGER4/GPR62/S1PR3/FFAR1/CASR/OR52E8/NMBR/DRD2/OR9K2/OR10R2/OR13H1/GPR84/OR8J3/OR3A3/OR6J1/CNR1/OR10T2/OR5AP2/TAS2R50/TAS2R50/TAS2R50/RGR/OR2T29/OR2T29/OR2T5/OR2T5/OR1A1/OR2G3/OR4P4/OR6C75/SSTR2/TAS2R7/TAS2R7/TAS2R7/FZD6/BDKRB2/OR5M3/OR5M3/CRHR1/CRHR1/CRHR1/OR4N5/OR4N5/GPR68/OR4E2/NPR3/OR4K2/OR4K2/MRGPRE/P2RY14/OR10K1/PTGER3/GPR158/OR10G9/DRD1/OR5AK2/OR2A2/OR2A2/OR5AC2/OR6C74/SSTR3/OR52B6/OR52W1/HTR5A/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR8K5/CALCR/HTR6/OR6C6/OR7D2/ADGRF1/OR2L8/OR4C11/OR51B2/OR5B17/GPR141/OR8B8/GPR160/OR2L13/ACKR4/GPR88/OR9G1/OR9G1/NPY/TAS2R30/TAS2R30/TAS2R30/P2RY10/OR6C68/GPR87/OR6F1/NPSR1/OR5K2/OR51I2/OR5H1/ADRA1A/OR4K13/OR4K13/OR4D11/SMO/OR51D1/OR6C2/OR11H12/TAS1R3/OR14C36/TAS2R19/TAS2R19/TAS2R19/OR2L5/OPN1SW/OR4D9/OR10G8/OR2G6/OR2G6/NPFFR1/OR2AP1/OR5D13/OR13G1/HTR2C/GPR176/OR51A7/OR8B4/OR2F1/OR2F1/CCRL2/OR6P1/GPR174/CXCR1/C5AR2/OR4A5/OR10A3/OR10A3/OR10A3/SCTR/TAAR8/OPRD1/PTGIR/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR5C1/CCR8/OR51F2/OPRM1/NPY5R/BDKRB1/GPR82/OR52M1/CCKAR/GPRC6A/MC2R/HTR1B/GPR4/OR5J2/OR7G2/OR3A1/ADORA2A/OR1L3/CXCR4/EDNRB/OR2T10/OR2T10/GPR37L1/OR4D1/OR13C2/GPR22/GPR22/CCR3/OR11L1/OR9A4/HTR4/ADRA2A/CCR5/FPR2/OR2V1/S1PR4/TAS2R41/TAS2R41/GABBR1/GABBR1/GABBR1/GABBR1/GABBR1/GABBR1/GABBR1/OR4K17/OR4K17/GPR161/PTGDR/OR51T1/OR2A4/OR6Y1/OR52I2/OR5AU1/OR5W2/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/GNRHR2"
"GO:0030312" "CC" "GO:0030312" "external encapsulating structure" 488 -0.331293519833181 -1.7495216351888 2.54991087003665e-09 2.54991087003665e-09 1.88165528097336e-05 3125 "tags=26%, list=16%, signal=23%" "LGALS3BP/WNT2B/CRISP3/POSTN/MUC2/MUC2/MMP15/SERPINE2/SRPX2/LRRC3B/LGALS9/WNT3/WNT3/WNT3/HSD17B12/THBS1/NPNT/LAMA3/MMP10/DSPP/LRIG3/RBP3/MFAP4/NID1/COL6A1/FBLN7/ASPN/ASPN/IMPG2/CDON/ADAMTS8/EFEMP1/SLPI/TIMP4/MXRA5/A2M/CTSF/ANXA11/TIMP2/ITGB4/NAV2/HTRA1/APOE/LAMA4/MMP7/APCS/ADAMTS2/PODN/MMP14/MMP11/MMP11/MFGE8/CBLN1/COL22A1/IGFBP7/HPSE/TECTA/LRIG1/GP1BA/CHADL/FBLN1/ADAMTS10/NID2/COL9A3/FCN3/THSD4/SRPX/CTSZ/CCBE1/PCSK6/PLSCR1/DMP1/SOST/ADAM19/FCN1/TNR/ORM1/PRG4/MMP19/TGFB1/PLOD3/MFAP2/PCOLCE/EGFL6/MMP16/SSC5D/HAPLN1/CTSS/RELN/COL27A1/LAMB1/MMP28/MMP28/COL25A1/LTBP3/ADAMTS3/PTX3/GFOD2/MUC6/MUC6/MUC6/IHH/RELL2/LOXL4/THBS3/OC90/SERPINB9/BMPER/PSAP/S100A10/FRAS1/SERPINB12/CTHRC1/CDH2/LGALS1/OGN/OGN/WNT4/THBS2/COL24A1/ZP3/GH1/WNT5B/COCH/FREM2/DGCR6/S100A4/LRRN3/LTBP1/ANG/DST/CFP/WNT2/SEMA3B/FBLN5/FLRT1/TINAG/WNT8A/FGL2/CRISPLD2/THBS4/FBLN2"
"GO:0031012" "CC" "GO:0031012" "extracellular matrix" 487 -0.331365681444795 -1.7500612815646 4.12542446203189e-09 4.12542446203189e-09 2.28320531213139e-05 3125 "tags=26%, list=16%, signal=23%" "LGALS3BP/WNT2B/CRISP3/POSTN/MUC2/MUC2/MMP15/SERPINE2/SRPX2/LRRC3B/LGALS9/WNT3/WNT3/WNT3/HSD17B12/THBS1/NPNT/LAMA3/MMP10/DSPP/LRIG3/RBP3/MFAP4/NID1/COL6A1/FBLN7/ASPN/ASPN/IMPG2/CDON/ADAMTS8/EFEMP1/SLPI/TIMP4/MXRA5/A2M/CTSF/ANXA11/TIMP2/ITGB4/NAV2/HTRA1/APOE/LAMA4/MMP7/APCS/ADAMTS2/PODN/MMP14/MMP11/MMP11/MFGE8/CBLN1/COL22A1/IGFBP7/HPSE/TECTA/LRIG1/GP1BA/CHADL/FBLN1/ADAMTS10/NID2/COL9A3/FCN3/THSD4/SRPX/CTSZ/CCBE1/PCSK6/PLSCR1/DMP1/SOST/ADAM19/FCN1/TNR/ORM1/PRG4/MMP19/TGFB1/PLOD3/MFAP2/PCOLCE/EGFL6/MMP16/SSC5D/HAPLN1/CTSS/RELN/COL27A1/LAMB1/MMP28/MMP28/COL25A1/LTBP3/ADAMTS3/PTX3/GFOD2/MUC6/MUC6/MUC6/IHH/RELL2/LOXL4/THBS3/OC90/SERPINB9/BMPER/PSAP/S100A10/FRAS1/SERPINB12/CTHRC1/CDH2/LGALS1/OGN/OGN/WNT4/THBS2/COL24A1/ZP3/GH1/WNT5B/COCH/FREM2/DGCR6/S100A4/LRRN3/LTBP1/ANG/DST/CFP/WNT2/SEMA3B/FBLN5/FLRT1/TINAG/WNT8A/FGL2/CRISPLD2/THBS4/FBLN2"
"GO:0050911" "BP" "GO:0050911" "detection of chemical stimulus involved in sensory perception of smell" 389 0.382842526523696 1.8017525651572 1.31626995478802e-08 1.31626995478802e-08 5.82788914087304e-05 5792 "tags=43%, list=30%, signal=31%" "OR10G6/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2T7/OR2T7/OR2T7/OR2T7/OR4K3/OR4K3/OR52E5/OR8U8/OR4C46/OR52J3/OR52J3/OR51G2/OR2A12/OR2A12/OR11H2/OR11H7/OR11H7/OR1D4/OR1D5/OR4C5/OR4E1/OR4F3/OR52E1/OR52E1/OR56A5/OR8G1/OR8G2P/OR8U9/OR2M2/OR4F17/OR8I2/OR4A15/OR4C15/OR4C13/OR2Z1/OR5H6/OR2T2/OR2T2/OR2T2/OR2T2/OR4S2/OR4A16/OR2T6/OR2T6/OR2T6/OR2T6/OR10G4/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR5L2/OR1I1/OR1E2/OR2T8/OR5H15/OR51F1/OR1L8/OR10K2/OR10A6/OR10A6/OR10A6/OR2A25/OR2A25/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR51Q1/OR8H3/OR9Q2/OR2C3/OR10Q1/OR1Q1/OR10W1/OR4K14/OR4K14/OR4N2/OR4A47/OR10P1/OR10G2/OR4C12/OR4C12/OR8S1/OR8B3/OR6N2/OR2AJ1/OR14A2/OR14K1/OR7G3/OR5D18/OR5M10/OR4K15/OR4K15/OR5K1/OR2G2/OR10D3/OR6S1/OR8B12/OR52E8/OR9K2/OR10R2/OR13H1/OR8J3/OR3A3/OR6J1/OR10T2/OR5AP2/OR10J5/OR2T29/OR2T29/OR2T5/OR2T5/OR1A1/OR2G3/OR4P4/OR6C75/OR5M3/OR5M3/OR4N5/OR4N5/OR4E2/OR4K2/OR4K2/OR10K1/OR10G9/OR5AK2/OR2A2/OR2A2/OR5AC2/OR6C74/OR52B6/OR52W1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR8K5/OR6C6/OR7D2/OR2L8/OR4C11/OR51B2/OR5B17/OR8B8/OR2L13/OR11H4/OR11H4/OR9G1/OR9G1/OR6C68/OR6F1/OR5K2/OR51I2/OR10H3/OR5H1/OR4K13/OR4K13/OR4D11/OR51D1/OR6C2/OR56A4/OR11H12/OR14C36/OR2L5/OR4D9/OR10G8/OR2G6/OR2G6/OR2AP1/OR5D13/OR13G1/OR51A7/OR8B4/OR2F1/OR2F1/OR6P1/OR56A1/OR4A5/OR10A3/OR10A3/OR10A3/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR5C1/OR51F2/OR52M1/OR5J2/OR7G2/OR3A1/OR1L3/OR2T10/OR2T10/OR4D1/OR13C2/OR11L1/OR9A4/OR2V1/OR4K17/OR4K17/OR51T1/OR2A4/OR6Y1/OR52I2/OR10H4/OR5AU1/OR5W2/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1"
"GO:0004497" "MF" "GO:0004497" "monooxygenase activity" 96 -0.527897875549383 -2.27965379272701 3.02823851951433e-08 3.02823851951433e-08 0.000111731375971765 5075 "tags=67%, list=27%, signal=49%" "FAXDC2/PAH/CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP1A2/MSMO1/CYP4X1/CYP2B6/CYP2F1/FMO1/TYRP1/CYP4Z1/CYP2J2/CYP2A7/CYP2S1/AKR1C2/CYP26A1/CYP2A6/CYP4B1/CYP2A13/CYP4F2/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP27A1/CYP4F3/CH25H/CYP3A43/AKR1C3/CYP26B1/HMOX2/HMOX2/CYP4F12/CYP1B1/CYP2E1/CYP3A7/CYP2C18/TYR/CYP2C19/CYP1A1/PCBD1/CYP4F22/CYP19A1/CYP2C8/CYP46A1/FMO4/CYP2C9/CYP3A4/CYP3A5/CYP51A1/CYP4F8/COQ7/CYP4F11/PAM/CYP24A1/FMO5/CYP2R1/CYP4A11/SQLE/CYP2W1/CYP27C1/KMO/DOHH/CYP20A1/PTGIS"
"GO:0007608" "BP" "GO:0007608" "sensory perception of smell" 412 0.367037789016466 1.73181159474749 7.50707136180795e-08 7.50707136180795e-08 0.000237415365128095 5792 "tags=42%, list=30%, signal=30%" "OR10G6/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2I1P/OR2T7/OR2T7/OR2T7/OR2T7/OR4K3/OR4K3/OR52E5/OR8U8/OR4C46/OR52J3/OR52J3/OR51G2/OR2A12/OR2A12/OR11H2/OR11H7/OR11H7/OR1D4/OR1D5/OR4C5/OR4E1/OR4F3/OR52E1/OR52E1/OR56A5/OR8G1/OR8G2P/OR8U9/OR2M2/OR4F17/OR8I2/OR4A15/OR4C15/OR4C13/OR2Z1/OR5H6/OR2T2/OR2T2/OR2T2/OR2T2/OR4S2/OR4A16/OR2T6/OR2T6/OR2T6/OR2T6/OR10G4/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR2J3/OR5L2/OR1I1/OR1E2/OR2T8/OR5H15/OR51F1/OR1L8/OR10K2/OR10A6/OR10A6/OR10A6/OR2A25/OR2A25/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR51Q1/OR8H3/OR9Q2/OR2C3/OR10Q1/OR1Q1/OR10W1/SYT10/OR4K14/OR4K14/OR4N2/OR4A47/OR10P1/OR10G2/OR4C12/OR4C12/OR8S1/OR8B3/OR6N2/OR2AJ1/OR14A2/OR14K1/OR7G3/OR5D18/OR5M10/OR4K15/OR4K15/OR5K1/OR2G2/OR10D3/OR6S1/OR8B12/OR52E8/DRD2/OR9K2/OR10R2/OR13H1/OR8J3/OR3A3/OR6J1/OR10T2/OR5AP2/OR10J5/OR2T29/OR2T29/OR2T5/OR2T5/OR1A1/OR2G3/OR4P4/OR6C75/OR5M3/OR5M3/OR4N5/OR4N5/OR4E2/OR4K2/OR4K2/OR10K1/OR10G9/OR5AK2/OR2A2/OR2A2/OR5AC2/OR6C74/OR52B6/OR52W1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR8K5/OR6C6/OR7D2/OR2L8/OR4C11/OR51B2/OR5B17/OR8B8/OR2L13/OR11H4/OR11H4/OR9G1/OR9G1/OR6C68/OR6F1/OR5K2/OR51I2/OR10H3/OR5H1/ADCY3/OR4K13/OR4K13/OR4D11/OR51D1/OR6C2/OR56A4/OR11H12/OR14C36/OR2L5/OR4D9/OR10G8/OR2G6/OR2G6/OR2AP1/OR5D13/OR13G1/OR51A7/OR8B4/OR2F1/OR2F1/OR6P1/OR56A1/OR4A5/OR10A3/OR10A3/OR10A3/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2J1/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR2B3/OR5C1/OR51F2/OR52M1/OR5J2/OR7G2/OR3A1/OR1L3/OR2T10/OR2T10/OR4D1/OR13C2/OR11L1/OR9A4/OR2V1/OR4K17/OR4K17/OR51T1/OR2A4/OR6Y1/OR52I2/OR10H4/OR5AU1/OR5W2/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1/OR11A1"
"GO:0016712" "MF" "GO:0016712" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen" 38 -0.684929470002237 -2.42744492087946 1.06112305637012e-07 1.06112305637012e-07 0.000293637881559473 5027 "tags=86%, list=26%, signal=64%" "CYP1A2/CYP2B6/CYP2F1/CYP4Z1/CYP2J2/CYP2A7/CYP2S1/CYP2A6/CYP4B1/CYP2A13/CYP4F2/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP4F3/CYP3A43/HMOX2/HMOX2/CYP4F12/CYP1B1/CYP2E1/CYP3A7/CYP2C18/CYP2C19/CYP1A1/CYP19A1/CYP2C8/CYP2C9/CYP3A4/CYP3A5/CYP4F8/CYP4F11/CYP2R1/CYP4A11/CYP2W1"
"GO:0062023" "CC" "GO:0062023" "collagen-containing extracellular matrix" 374 -0.337602252184364 -1.76203462685916 1.52108980120827e-07 1.52108980120827e-07 0.000374152510049253 4276 "tags=34%, list=22%, signal=27%" "COL15A1/SDC3/EMILIN1/GPC5/FCN2/MMRN2/ADAMTSL4/EFNA5/PRSS1/PRSS1/LOXL3/ENTPD2/EMILIN3/ADAMTS1/GPC6/CLEC14A/GREM1/GREM1/GREM1/VCAN/TPSB2/NPPA/COL2A1/ANGPTL3/LOXL1/SERPINB8/MFAP5/FREM1/SPARC/CTSC/ITIH2/LAMB2/MDK/NDP/LGALS3BP/WNT2B/POSTN/MUC2/MUC2/SERPINE2/SRPX2/LGALS9/THBS1/NPNT/LAMA3/RBP3/MFAP4/NID1/COL6A1/ASPN/ASPN/IMPG2/CDON/ADAMTS8/EFEMP1/SLPI/MXRA5/A2M/CTSF/ANXA11/TIMP2/ITGB4/NAV2/HTRA1/APOE/LAMA4/APCS/ADAMTS2/PODN/MFGE8/CBLN1/IGFBP7/CHADL/FBLN1/ADAMTS10/NID2/COL9A3/FCN3/THSD4/SRPX/CTSZ/PCSK6/PLSCR1/SOST/ADAM19/FCN1/TNR/ORM1/PRG4/TGFB1/PLOD3/MFAP2/PCOLCE/EGFL6/SSC5D/HAPLN1/CTSS/COL27A1/LAMB1/MMP28/MMP28/COL25A1/LTBP3/ADAMTS3/RELL2/LOXL4/THBS3/SERPINB9/PSAP/S100A10/FRAS1/SERPINB12/CTHRC1/CDH2/LGALS1/OGN/OGN/THBS2/COL24A1/ZP3/GH1/WNT5B/COCH/FREM2/S100A4/LTBP1/ANG/DST/CFP/WNT2/SEMA3B/FBLN5/TINAG/WNT8A/FGL2/THBS4/FBLN2"
"GO:0046906" "MF" "GO:0046906" "tetrapyrrole binding" 135 -0.445919907195272 -2.02957259341774 2.82760005071929e-07 2.82760005071929e-07 0.000625971122807131 5075 "tags=53%, list=27%, signal=39%" "CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP1A2/CYP4X1/CYP2B6/CYP2F1/CYB5A/CYP4Z1/CYP2J2/CYP2A7/CYP2S1/STEAP4/CYP26A1/CYP2A6/CYP4B1/CYP2A13/HBG1/CYP4F2/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP27A1/CYP4F3/LPO/CYP3A43/CYP26B1/HMOX2/HMOX2/CYP4F12/CYP1B1/CYB5R4/CYP2E1/CYP3A7/CYP2C18/CYP2C19/HBB/CYP1A1/CYP4F22/CYP19A1/CYP2C8/CYP46A1/CYP2C9/PTGS2/CYP3A4/RSAD1/CYP3A5/CYP51A1/CYP4F8/PTGS1/CYP4F11/CYP24A1/CYP2R1/CYP4A11/MMAB/COX15/CYP2W1/STC2/SLC48A1/CYP27C1/CYB5B/CYP20A1/NR1D1/CYBA/HBA2/PTGIS/LMBRD1/TDO2/TDO2/FLVCR2/CD320/FA2H/THAP4"
"GO:0043436" "BP" "GO:0043436" "oxoacid metabolic process" 901 -0.262831839634482 -1.45781087323027 3.88604505745266e-07 3.88604505745266e-07 0.000782080512950114 5673 "tags=42%, list=30%, signal=31%" "TST/SUCLA2/GSTZ1/CYP2U1/FADS1/PLA2G4A/GSTM1/GSTM4/GPI/GPI/GPI/GPI/UROC1/SULT1A4/DBT/PGK2/ENO2/BCO2/PDXDC1/PDXDC1/NLRC4/UGT2B15/UGT2B15/ME2/ACAT1/UGT2B28/ALDH1A1/GSTA1/SULT1E1/MDH1B/HSD17B10/GSTO1/ALDH1A3/UGT1A8/BPNT1/GSTM2/SRR/THNSL2/MECR/PRKAR2B/PRODH2/ACSBG1/UGT1A4/PAH/UGT2A1/ACAA2/ENO1/P2RX7/FABP1/ALOX5/ALOX5/L2HGDH/HK2/ACSL5/LEP/CPT1C/ACSL6/ME1/ACAD9/SLC16A1/SLC16A1/RDH10/FABP2/CYP1A2/UGT2B10/UGT2B10/CD36/SULT1B1/UGT1A7/LIAS/MSMO1/CYP2B6/GPX4/MTAP/CYP2F1/PGK1/FMO1/TYRP1/ECHS1/UGT2B4/CYP4Z1/ALDH8A1/UGT2B7/ARV1/CYP2J2/DECR1/SLC27A3/SLC27A3/SLC27A6/CYP2A7/HADHA/LARS2/ADPGK/ABAT/TNFRSF1A/CYP2S1/ASAH2/ELOVL4/HADHB/PFKM/IARS2/NPC1/ALOX12/SLC25A17/BCAT1/D2HGDH/AKR1C2/FABP3/PON1/PFAS/DDC/HIBADH/ATP8B1/CYP26A1/CYP2A6/FADS2/ST3GAL1/AUH/PRG3/FAH/CYP4B1/CYP2A13/ELOVL7/MARS1/ACSS2/GGTLC2/AADAT/ELOVL3/PFKP/CYP4F2/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/CYP2D6/ACAD10/SLC22A13/ACSL3/LIPF/CYP27A1/CYP4F3/MAPK14/ACAA1/SULT2A1/SLC25A2/DEGS1/AKR1C3/ELOVL5/STARD4/CDO1/CYP26B1/ACADL/ACSBG2/ANKRD23/CYP4F12/MCEE/CYP1B1/PYCR1/MSRA/MSRA/CYP2E1/CYP3A7/GSTO2/CYP2C18/TYR/ACADS/FOXK1/DECR2/DECR2/EDN1/ACSL1/UGT1A1/GPAM/CYP2C19/IL4I1/GPAT4/SLC27A1/GLS2/HADH/ACSL4/ACADVL/HMGCLL1/CYP1A1/SCD5/ALDOA/ALDH3A2/TPST2/ARG2/BLMH/CBR1/ACOT6/PCBD1/ETFA/EDN2/ELOVL2/SULT1A1/CYP4F22/UROS/PC/ASPG/ABCD1/PPARA/ALDH6A1/UGT1A10/ADHFE1/CYP2C8/ANGPTL3/ELOVL6/CYP46A1/HEXA/FMO4/GPAT2/TECR/PEPD/CYP2C9/HARS2/GLYAT/SLC27A2/C3/PTGS2/GGT6/MINPP1/SCD/ACLY/ACOT7/DDO/DAGLA/CYP3A4/DAGLB/CYP3A5/NAGK/SLC23A1/SULT1A3/AASS/CYP4F8/SLC27A4/ABCB11/ABCB11/RIMKLA/GGT5/GGT1/ABCC1/ABCC1/ACOT1/ELOVL1/ALDOC/PTGS1/ACOT2/SLC7A7/BAAT/BAAT/CYP4F11/CHST12/DPEP1/FPGS/PAM/ACOX3/ACOT4/RGN/ATF4/GCAT/ACOX1/GLUL/ABHD6/SHMT1/SHMT1/HNF4A/PTS/SLC6A8/AGXT/FASN/HEXB/FN3K/ALOX5AP/ACADM/GAPDHS/PAPSS2/SLC25A21/ME3/SCLY/CYP4A11/OCA2/OCA2/AASDHPPT/HSD17B12/GCSH/GCSH/MTHFR/QKI/STAR/ALKBH7/ABCD3/PM20D1/HAAO/CHST14/SESN2/SESN2/SLC23A2/SHMT2/PLOD2/TECRL/IL1B/FAHD1/BPGM/APOC1/PTGR1/CEACAM1/CLN3/HMGCL/NUDT7/NR1H4/ACOT12/SCPEP1/ABCD4/ARHGAP11B/ARHGAP11B/ARHGAP11B/ST6GAL1/ASPA/CBR4/GCDH/ACBD5/AVPR1A/DGAT2/GCLM/DDAH1/ASAH1/GSS/STAT3/MARS2/NUDT19/ALDH1L2/CES1/CES1/ARL2/AOAH/XBP1/KLHL25/MGAT4A/PGAM1/TARS2/PANK2/MRI1/ACOX2/HNMT/DPEP2/GRHPR/MECP2/AMT/PPA2/CYP2W1/SULT1A2/ALDH1A2/GNMT/EP300/PLOD3/ABHD2/GCLC/DDAH2/DDAH2/DDAH2/DDAH2/DDAH2/DDAH2/DDAH2/THEM4/FBP1/CYP27C1/BCAT2/MTHFD2L/ADIPOR1/GLDC/KMO/PROX1/BHMT/ADIPOR2/ADIPOR2/FOXK2/ALDH5A1/ACOXL/GHSR/PARS2/PDK4/BHMT2/FAAH2/SEPHS1/CTPS2/NR1D1/PTGR2/YARS2/OSBPL7/RPTOR/HYI/PSEN1/TPST1/SARS2/SARS2/ABCD2/NAAA/DDIT4/PTGIS/ATCAY/ATP7A/LYPLA2/TDO2/TDO2/AIG1/RIMKLB/OAT/FA2H/ILVBL/PNKD/THAP4/OSBPL9"
