node	agg	layer1	layer2	layer3	layer4
43543	1589	0	0	0	1589
43579	1270	0	0	0	1270
43551	550	0	0	0	550
43883	497	0	0	0	497
43553	479	0	0	0	479
43602	369	0	0	0	369
43592	335	0	0	0	335
43547	330	0	0	0	330
43545	328	0	0	0	328
9701	281	0	0	281	0
9679	279	0	7	272	0
9453	274	0	2	272	0
9670	259	0	1	258	0
43606	257	0	0	0	257
9647	236	0	0	236	0
6286	220	0	37	193	0
9654	216	0	0	216	0
9743	216	0	0	216	0
44087	206	0	0	0	206
9723	204	0	0	204	0
6316	202	0	20	188	0
9777	198	0	0	198	0
9718	197	0	0	197	0
9602	191	0	1	190	0
43609	190	0	0	0	190
9812	189	0	0	189	0
9816	189	0	0	189	0
9836	189	0	0	189	0
9611	186	0	3	185	0
9892	186	0	0	186	0
6118	182	0	19	167	0
5759	179	0	34	166	0
9652	177	0	0	177	0
9801	177	0	0	177	0
9869	177	0	0	177	0
43839	177	0	0	0	177
6259	176	0	9	170	0
8700	172	0	10	166	0
9746	172	0	2	171	0
9843	172	0	0	172	0
9655	171	0	0	171	0
5758	169	0	34	155	0
9633	169	0	1	168	0
9683	169	0	0	169	0
43564	169	0	0	0	169
9623	168	0	0	168	0
9799	168	0	0	168	0
9653	166	0	0	166	0
43607	164	0	0	0	164
43611	164	0	0	0	164
9598	162	0	3	159	0
9977	162	0	6	159	0
6211	161	0	37	131	0
43562	160	0	0	0	160
9887	158	0	0	158	0
5846	157	0	17	146	0
5997	157	0	38	126	0
9635	157	0	2	157	0
9895	157	0	2	155	0
9640	155	0	1	154	0
9805	155	0	0	155	0
6155	154	0	25	134	0
43608	154	0	0	0	154
10040	153	0	3	150	0
9645	152	0	0	152	0
9615	151	0	0	151	0
9612	150	0	1	149	0
9676	150	0	0	150	0
13105	148	0	0	0	148
8617	147	0	3	145	0
9620	147	0	0	147	0
9733	147	0	0	147	0
9613	145	0	0	145	0
5836	144	0	47	122	0
7369	144	0	6	139	0
9657	144	0	0	144	0
9698	144	0	1	143	0
5960	143	0	25	122	0
9691	143	0	0	143	0
9739	143	0	0	143	0
9790	143	0	0	143	0
10046	143	0	0	143	0
9659	142	0	0	142	0
9706	142	0	0	142	0
9665	141	0	2	140	0
9687	141	0	0	141	0
9727	141	0	4	140	0
9742	141	0	0	141	0
9618	140	0	0	140	0
9748	140	0	2	139	0
9752	140	0	0	140	0
9894	140	0	10	131	0
43615	140	0	0	0	140
9621	139	0	0	139	0
9671	139	0	1	138	0
9832	139	0	0	139	0
43563	139	0	0	0	139
9781	138	0	0	138	0
43860	138	0	0	0	138
43617	137	0	0	0	137
9619	136	0	0	136	0
9686	136	0	0	136	0
9664	135	0	0	135	0
9813	135	0	0	135	0
9626	134	0	0	134	0
9734	133	0	0	133	0
9964	133	0	5	129	0
10489	133	0	0	133	0
9636	132	0	2	130	0
9710	132	0	7	129	0
9773	132	0	0	132	0
10018	132	0	0	132	0
9628	131	0	4	130	0
9759	131	0	0	131	0
9610	129	0	0	129	0
9642	129	0	0	129	0
9601	128	0	5	125	0
9604	128	0	4	126	0
9614	128	0	0	128	0
9646	128	0	1	127	0
6673	127	0	24	109	0
9643	127	0	4	123	0
9938	125	0	0	125	0
5896	124	0	26	108	0
9772	124	0	0	124	0
10068	124	0	0	124	0
