nodeLabel	flow_class_1	flow_class_2	distance
ZNF426	0	0.794522279348	0.5578
RRAGB	0	0.792921072962203	0.5567
IL23R	0	0.730264913139614	0.5137
ZNF616	0	0.726298615806149	0.511
OR2T35	0	0.724699146087469	0.5099
ZNF420	0	0.723930509390468	0.5094
BTLA	0	0.705817866578748	0.4969
CCR9	0	0.701042919235169	0.4937
GNG4	0	0.697998066360304	0.4916
CDC42EP3	0	0.697518230355242	0.4912
ZNF627	0	0.689953590447684	0.4861
MAR07090	0.0315874873162547	0.72137009135046	0.4846
MAR07089	0.0313724527423174	0.716357569903855	0.4814
MAR08102	0.0355687595852126	0.720178436298706	0.4809
PBX2	0	0.681476656568755	0.4802
BMP2	0	0.679740337977303	0.479
GRM8	0	0.678333095815924	0.4781
VBP1	0.0319369143957337	0.711932193108544	0.4779
GGA3	0.0315874873162547	0.70870549206729	0.4759
MAR08047	0.0719938999664625	0.751433328165571	0.4759
PRPF38A	0.0384625585469906	0.712954688434897	0.4739
MAR04969	0.0329555969106698	0.706100757442677	0.4732
RINT1	0	0.6670919103402	0.4704
UQCRFS1	0.0310403086207029	0.696206132635043	0.4678
TNFRSF25	0	0.659742545676051	0.4653
SPRY1	0	0.657532758586845	0.4638
ZMIZ1	0	0.645581161606441	0.4556
MT-CO2	0.0582621252213409	0.706569005465729	0.4551
RAB41	0	0.644114273328697	0.4546
ARHGEF10	0.0345034061766208	0.6800325647145	0.4542
RAB40C	0	0.63563779477587	0.4488
TAX1BP3	0	0.633999878687276	0.4477
NPBWR2	0	0.632648117445789	0.4467
STMN4	0	0.631731975963359	0.4461
ATF6	0	0.631255814502794	0.4458
MAR03007	0.0773391739730597	0.713196241523843	0.4457
MAR06168	0	0.630637371125181	0.4454
BCAR1	0	0.629750306269725	0.4447
PROKR2	0	0.626026544374985	0.4422
OR2W1	0	0.623599247426494	0.4405
MAPK9	0	0.622592171211587	0.4398
ZNF429	0	0.621751661189593	0.4393
SNIP1	0	0.621026176381914	0.4388
ACVR1B	0	0.617408190735928	0.4363
RAB26	0	0.614014106234526	0.4339
TLR10	0	0.612441663204009	0.4329
OR2K2	0	0.611371622110897	0.4321
RHOV	0	0.611169044196089	0.432
OGFR	0	0.610579537889042	0.4316
TRIM27	0	0.609216954023689	0.4307
PMEPA1	0	0.608873894089739	0.4304
MAR05462	0.0294989539582428	0.639652171853487	0.4301
GPR62	0	0.607600433598294	0.4295
RAMP1	0	0.607303922889327	0.4293
PRKAG2	0	0.607035123855005	0.4292
ATOH7	0	0.606506512870575	0.4288
ZNF70	0	0.605790186360642	0.4283
MAR04116	0.128924454644981	0.741407071825208	0.4276
LSM7	0.071827916736	0.67956781629732	0.4267
UBE2V1	0	0.601955391401795	0.4257
ZNF391	0	0.601237519973745	0.4252
IRF1	0	0.600933073635889	0.425
SCYL1	0	0.600720970232143	0.4248
TIMM13	0.148160066155778	0.757693758235233	0.4248
ZDHHC14	0	0.60028524697251	0.4245
MAR01306	0.113053534816506	0.719911228198967	0.4244
APLNR	0	0.598422720528653	0.4232
FOXB1	0	0.597664694295744	0.4227
ARHGAP24	0	0.596578551021618	0.422
FOXQ1	0	0.595607320910477	0.4213
UNC5B	0	0.594983551047399	0.4209
MAR09112	0.0429929763420422	0.639652171853487	0.4203
MAR11549	0.116422841800373	0.717067459619906	0.42
MAR09868	0.0882370733507204	0.686561146048119	0.4195
ZC3H10	0	0.591599456022578	0.4186
MAR06167	0	0.590810577311812	0.418
GPR25	0	0.590620304456788	0.4179
ADRA1D	0	0.589917739453654	0.4174
TNFRSF18	0	0.589765497811083	0.4173
TCEAL5	0	0.589405144310633	0.4171
CHRM2	0	0.5886743308547	0.4166
DOCK1	0	0.588661828417605	0.4165
PGRMC2	0	0.587560960886187	0.4158
AXIN2	0	0.587211431190436	0.4156
BATF	0	0.585715991593041	0.4145
ADIPOQ	0	0.585138634621445	0.4141
ZNF622	0	0.584565064598213	0.4137
DCBLD2	0	0.584163438549258	0.4135
GOLT1B	0	0.583207578518296	0.4128
APH1B	0	0.58246117658119	0.4123
MAR10360	0.0294989539582428	0.612298957992351	0.4113
PTH1R	0	0.580515897660018	0.411
MAR11548	0.136083490782977	0.724752842268964	0.4109
OR4F17	0.0806098993071993	0.664530493737755	0.41
ACTN2	0	0.578982035868838	0.4099
ZNF439	0	0.577941226071655	0.4092
SCAI	0	0.577220918116163	0.4087
OR5J2	0	0.576344291544464	0.4081
IL2RA	0	0.574977088149158	0.4072
KLRC1	0	0.573452925078415	0.4061
SMOC1	0	0.573102516155408	0.4059
MAR09391	0.126234906874511	0.70626658101062	0.4054
CNTN1	0	0.572113831325523	0.4052
MAR01510	0.195104921704921	0.778895623247679	0.4052
FBXO31	0	0.57182167433283	0.405
IL22RA2	0	0.57139887043815	0.4047
ANK2	0	0.571231164652284	0.4046
MAR10436	0.0294989539582428	0.601880591430443	0.4042
RHOC	0	0.570673728479118	0.4042
LTB4R2	0	0.570582344451551	0.4041
AKAP4	0	0.57043848422045	0.404
SAG	0	0.568722556940077	0.4029
OR56A1	0	0.56832813879877	0.4026
DUSP1	0	0.568100805894973	0.4024
PSMD8	0.128574086028492	0.704014975647965	0.4022
PIM2	0	0.567103217935218	0.4018
TNF	0	0.566222700541389	0.4012
CCL8	0	0.565949936969712	0.401
COLEC12	0	0.565852569512636	0.4009
TULP4	0	0.565564046207796	0.4007
MAR06734	0.0320304371854163	0.599157456410491	0.4005
BCL2L2	0	0.56515959459439	0.4004
DLC1	0	0.564749492426764	0.4001
FGF9	0	0.563967437212485	0.3996
ZNF85	0	0.564003291504202	0.3996
OR10A6	0	0.562472430926655	0.3986
ZRANB1	0	0.562566876974944	0.3986
ZNF586	0	0.561753802835329	0.3981
RNF138	0	0.561632954246802	0.398
MAR12006	0.18088172565761	0.75306321868896	0.3978
DEPDC5	0	0.559590287386555	0.3966
OR10Z1	0	0.559608877042572	0.3966
DHX36	0.0714945485085566	0.635177284108645	0.3965
IFI6	0	0.559471290671729	0.3965
RASSF1	0	0.558670908324573	0.396
RGS12	0	0.558202352025846	0.3956
MCF2L	0	0.557847466404919	0.3954
GTF2B	0.0316390541717113	0.590496006633093	0.3948
PSMC4	0.0580397223354267	0.617401388248498	0.3941
HTR4	0	0.555798650437238	0.394
ING1	0	0.555868199830296	0.394
ASCL3	0	0.554771558785645	0.3933
MAR01238	0.15052382445645	0.714314658879982	0.3933
OR6C68	0	0.554784145540969	0.3933
ARHGAP32	0	0.553771394524618	0.3926
TAOK3	0	0.553445664403014	0.3924
SIPA1L3	0	0.552845334372837	0.392
EVX2	0	0.552621308205921	0.3918
PRRX1	0	0.551365742724005	0.391
GABRA2	0	0.549397901685505	0.3896
MAR09084	0.0294989539582428	0.580575598849751	0.3895
PRRX2	0	0.549056485775614	0.3894
RABL2B	0	0.548678805798388	0.3891
POU3F2	0	0.548291334265072	0.3888
HOXB1	0	0.547573768792321	0.3884
FASTK	0	0.546897952700084	0.3879
INTS3	0.0752368660235573	0.625454735995408	0.3871
RASSF10	0	0.545750317351855	0.3871
GPR162	0	0.545409255929841	0.3869
ZNF766	0	0.544494771295318	0.3862
EBF3	0	0.543763428438808	0.3857
ZNF461	0	0.542637046260802	0.385
