nodeLabel	flow_class_1	flow_class_2	distance
DHX8	0	0.865761476988198	0.1096
ZFPM2	0	0.865761476988198	0.1096
FGB	0	0.861183956845643	0.1094
CD40	0	0.847930067050265	0.1087
HIVEP2	0	0.828036848071427	0.1077
SF3B6	0	0.816405825690424	0.1071
COX20	0	0.811833435039198	0.1069
DHX37	0	0.805541907741371	0.1066
H2AFX	0	0.777788802774986	0.1052
MRPL30	0	0.775896182357753	0.1051
UQCR10	0	0.775896182357753	0.1051
BCAM	0	0.77398287282597	0.105
COPS7A	0	0.77398287282597	0.105
NARS2	0	0.77398287282597	0.105
SRSF5	0	0.77204772204293	0.1049
CCR6	0	0.759957392837053	0.1043
MAR01566	0	0.74919049030656	0.1037
MAR05968	0	0.743543208269666	0.1034
MAR09810	0	0.742391184771812	0.1034
GOLGA2	0	0.740064173858215	0.1032
MAR08043	0	0.740064173858215	0.1032
NDUFA5	0	0.740064173858215	0.1032
MAR03982	0	0.72793094286617	0.1026
MRPS23	0	0.725398600450277	0.1025
NMUR1	0	0.725398600450277	0.1025
VAMP8	0	0.722828005194552	0.1024
MAR10193	0	0.714878136937207	0.102
NUP35	0	0.714878136937207	0.102
MAR04341	0	0.712144320218914	0.1018
MAR04824	0	0.712144320218914	0.1018
MAR06278	0	0.712144320218914	0.1018
MAR06503	0	0.712144320218914	0.1018
MAR10474	0	0.712144320218914	0.1018
MAR12572	0	0.712144320218914	0.1018
MAR12664	0	0.712144320218914	0.1018
MAR07768	0	0.709366902370108	0.1017
MAR08839	0	0.699275939215136	0.1012
MAR08841	0	0.699275939215136	0.1012
MAR05070	0	0.691688175419393	0.1008
MAR02954	0	0.680470023985715	0.1002
MAR04449	0	0.680470023985715	0.1002
ETFB	0	0.675428880049094	0.1
MAR04339	0	0.675428880049094	0.1
MAR02958	0	0.671984842179418	0.0998
TTF1	0	0.671984842179418	0.0998
CDK12	0	0.657473611767812	0.099
MRPL22	0	0.645727023812923	0.0984
ZFYVE28	0	0.624172135286025	0.0973
MAR06904	0	0.614732693472303	0.0969
PSD4	0	0.599527223793042	0.0961
MAR12703	0	0.594145657875367	0.0958
GPR151	0	0.58858948218275	0.0955
GFRA2	0	0.582848055913416	0.0952
MAR00545	0	0.579903931255494	0.0951
MAR00546	0	0.579903931255494	0.0951
MAR00548	0	0.579903931255494	0.0951
MAR00550	0	0.579903931255494	0.0951
MAR00551	0	0.579903931255494	0.0951
MAR00557	0	0.579903931255494	0.0951
MAR00685	0	0.579903931255494	0.0951
MAR00686	0	0.579903931255494	0.0951
MAR00689	0	0.579903931255494	0.0951
