"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0015081"	"GO:0015081"	"sodium ion transmembrane transporter activity"	"4/37"	"73/7864"	0.000358030399025938	0.0637294110266169	0.05728486384415	"ATP1A2/SLC6A2/GRIK4/SCN3A"	4
"GO:0046873"	"GO:0046873"	"metal ion transmembrane transporter activity"	"5/37"	"210/7864"	0.002813423564945	0.195506211121732	0.175735920109422	"ATP1A2/SLC6A2/GRIK4/SCN3A/TMC1"	5
"GO:0005272"	"GO:0005272"	"sodium channel activity"	"2/37"	"22/7864"	0.00468960335930741	0.195506211121732	0.175735920109422	"GRIK4/SCN3A"	2
"GO:0016829"	"GO:0016829"	"lyase activity"	"3/37"	"83/7864"	0.00680284395227158	0.195506211121732	0.175735920109422	"CA6/CYP17A1/GUCY1A2"	3
"GO:0005245"	"GO:0005245"	"voltage-gated calcium channel activity"	"2/37"	"27/7864"	0.0070212907473057	0.195506211121732	0.175735920109422	"SCN3A/TMC1"	2
"GO:0022890"	"GO:0022890"	"inorganic cation transmembrane transporter activity"	"5/37"	"262/7864"	0.00719544210217109	0.195506211121732	0.175735920109422	"ATP1A2/SLC6A2/GRIK4/SCN3A/TMC1"	5
"GO:1901702"	"GO:1901702"	"salt transmembrane transporter activity"	"5/37"	"274/7864"	0.00865638484732354	0.195506211121732	0.175735920109422	"ATP1A2/SLC6A2/GRIK4/SCN3A/TMC1"	5
"GO:0008324"	"GO:0008324"	"monoatomic cation transmembrane transporter activity"	"5/37"	"275/7864"	0.00878679600547111	0.195506211121732	0.175735920109422	"ATP1A2/SLC6A2/GRIK4/SCN3A/TMC1"	5
"GO:0015318"	"GO:0015318"	"inorganic molecular entity transmembrane transporter activity"	"5/37"	"317/7864"	0.0155832597455995	0.240751919830105	0.216406220072005	"ATP1A2/SLC6A2/GRIK4/SCN3A/TMC1"	5
"GO:0005125"	"GO:0005125"	"cytokine activity"	"3/37"	"114/7864"	0.0161176172601665	0.240751919830105	0.216406220072005	"CCL1/FGF2/GREM2"	3
"GO:0015075"	"GO:0015075"	"monoatomic ion transmembrane transporter activity"	"5/37"	"339/7864"	0.0202697985782483	0.240751919830105	0.216406220072005	"ATP1A2/SLC6A2/GRIK4/SCN3A/TMC1"	5
"GO:0042562"	"GO:0042562"	"hormone binding"	"2/37"	"51/7864"	0.0237662697806472	0.240751919830105	0.216406220072005	"ATP1A2/GLP1R"	2
"GO:0005262"	"GO:0005262"	"calcium channel activity"	"2/37"	"58/7864"	0.0301871775549296	0.240751919830105	0.216406220072005	"SCN3A/TMC1"	2
"GO:0005261"	"GO:0005261"	"monoatomic cation channel activity"	"3/37"	"146/7864"	0.0307453361958752	0.240751919830105	0.216406220072005	"GRIK4/SCN3A/TMC1"	3
"GO:0019955"	"GO:0019955"	"cytokine binding"	"2/37"	"60/7864"	0.03213536057678	0.240751919830105	0.216406220072005	"FGF2/GREM2"	2
"GO:0020037"	"GO:0020037"	"heme binding"	"2/37"	"62/7864"	0.0341321177737307	0.240751919830105	0.216406220072005	"CYP17A1/GUCY1A2"	2
"GO:0015085"	"GO:0015085"	"calcium ion transmembrane transporter activity"	"2/37"	"64/7864"	0.0361764189390018	0.240751919830105	0.216406220072005	"SCN3A/TMC1"	2
"GO:0022836"	"GO:0022836"	"gated channel activity"	"3/37"	"156/7864"	0.0363782064956249	0.240751919830105	0.216406220072005	"GRIK4/SCN3A/TMC1"	3
"GO:0022839"	"GO:0022839"	"monoatomic ion gated channel activity"	"3/37"	"156/7864"	0.0363782064956249	0.240751919830105	0.216406220072005	"GRIK4/SCN3A/TMC1"	3
"GO:0046906"	"GO:0046906"	"tetrapyrrole binding"	"2/37"	"66/7864"	0.038267248005748	0.240751919830105	0.216406220072005	"CYP17A1/GUCY1A2"	2
"GO:0022843"	"GO:0022843"	"voltage-gated monoatomic cation channel activity"	"2/37"	"67/7864"	0.0393297968074907	0.240751919830105	0.216406220072005	"SCN3A/TMC1"	2
"GO:0008201"	"GO:0008201"	"heparin binding"	"2/37"	"71/7864"	0.0436913379849572	0.240751919830105	0.216406220072005	"FGF2/GREM2"	2
"GO:0004866"	"GO:0004866"	"endopeptidase inhibitor activity"	"2/37"	"72/7864"	0.0448089506312883	0.240751919830105	0.216406220072005	"VIL1/SPINK2"	2
"GO:0015079"	"GO:0015079"	"potassium ion transmembrane transporter activity"	"2/37"	"72/7864"	0.0448089506312883	0.240751919830105	0.216406220072005	"ATP1A2/GRIK4"	2
"GO:0008020"	"GO:0008020"	"G protein-coupled photoreceptor activity"	"1/37"	"10/7864"	0.0460919087508982	0.240751919830105	0.216406220072005	"OPN1SW"	1
"GO:0030414"	"GO:0030414"	"peptidase inhibitor activity"	"2/37"	"76/7864"	0.0493847189034268	0.240751919830105	0.216406220072005	"VIL1/SPINK2"	2
"GO:0000295"	"GO:0000295"	"adenine nucleotide transmembrane transporter activity"	"1/37"	"11/7864"	0.0505857462064894	0.240751919830105	0.216406220072005	"SLC25A52"	1
"GO:0015377"	"GO:0015377"	"chloride:monoatomic cation symporter activity"	"1/37"	"11/7864"	0.0505857462064894	0.240751919830105	0.216406220072005	"SLC6A2"	1
"GO:0016849"	"GO:0016849"	"phosphorus-oxygen lyase activity"	"1/37"	"11/7864"	0.0505857462064894	0.240751919830105	0.216406220072005	"GUCY1A2"	1
"GO:0035615"	"GO:0035615"	"clathrin adaptor activity"	"1/37"	"11/7864"	0.0505857462064894	0.240751919830105	0.216406220072005	"AP1M2"	1
"GO:0140312"	"GO:0140312"	"cargo adaptor activity"	"1/37"	"11/7864"	0.0505857462064894	0.240751919830105	0.216406220072005	"AP1M2"	1
"GO:0061135"	"GO:0061135"	"endopeptidase regulator activity"	"2/37"	"79/7864"	0.0529238460401596	0.240751919830105	0.216406220072005	"VIL1/SPINK2"	2
"GO:0005248"	"GO:0005248"	"voltage-gated sodium channel activity"	"1/37"	"12/7864"	0.0550589828536763	0.240751919830105	0.216406220072005	"SCN3A"	1
"GO:0009881"	"GO:0009881"	"photoreceptor activity"	"1/37"	"12/7864"	0.0550589828536763	0.240751919830105	0.216406220072005	"OPN1SW"	1
"GO:0015216"	"GO:0015216"	"purine nucleotide transmembrane transporter activity"	"1/37"	"12/7864"	0.0550589828536763	0.240751919830105	0.216406220072005	"SLC25A52"	1
"GO:0019956"	"GO:0019956"	"chemokine binding"	"1/37"	"12/7864"	0.0550589828536763	0.240751919830105	0.216406220072005	"FGF2"	1
"GO:0047617"	"GO:0047617"	"acyl-CoA hydrolase activity"	"1/37"	"12/7864"	0.0550589828536763	0.240751919830105	0.216406220072005	"OLAH"	1
