"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"M00075"	"M00075"	"N-glycan biosynthesis, complex type"	14	-0.660522170179825	-1.55403849998404	0.0436741203357194	0.789843327930848	0.789843327930848	5743	"tags=57%, list=28%, signal=41%"	"B4GALT1/MAN2A1/MGAT5/MGAT4A/MGAT4B/FUT8/ST6GAL2/MGAT3"
"M00129"	"M00129"	"Ascorbate biosynthesis, animals, glucose-1P => ascorbate"	12	0.728178996957424	1.51473592349933	0.0453808752025932	0.789843327930848	0.789843327930848	968	"tags=42%, list=5%, signal=40%"	"UGT2A3/UGT2B11/UGT2B28/RGN/UGT2A1"
"M00154"	"M00154"	"Cytochrome c oxidase"	20	0.611667552365232	1.41106327827525	0.0846645367412141	0.789843327930848	0.789843327930848	1789	"tags=20%, list=9%, signal=18%"	"COX2/COX3/COX1/COX7A1"
"M00014"	"M00014"	"Glucuronate pathway (uronate pathway)"	15	0.643624260699048	1.40299109236149	0.104132231404959	0.789843327930848	0.789843327930848	968	"tags=27%, list=5%, signal=25%"	"UGT2A3/UGT2B11/UGT2B28/UGT2A1"
"M00009"	"M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"	22	-0.51691458726985	-1.3780548832961	0.0899182561307902	0.789843327930848	0.789843327930848	6038	"tags=55%, list=30%, signal=38%"	"DLST/ACO2/CS/FH/MDH2/SDHA/IDH3A/IDH1/SUCLG2/SDHD/SDHB/OGDHL"
"M00912"	"M00912"	"NAD biosynthesis, tryptophan => quinolinate => NAD"	12	0.662179051856589	1.37744483406811	0.110210696920583	0.789843327930848	0.789843327930848	2308	"tags=33%, list=11%, signal=30%"	"IDO2/NMNAT2/IDO1/KYNU"
"M00011"	"M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"	14	-0.550166962119885	-1.29440112558341	0.167095115681234	0.985413290113452	0.985413290113452	5519	"tags=57%, list=27%, signal=42%"	"DLST/FH/MDH2/SDHA/SUCLG2/SDHD/SDHB/OGDHL"
"M00056"	"M00056"	"O-glycan biosynthesis, mucin type core"	24	-0.452145204954423	-1.22623119014006	0.207650273224044	0.985413290113452	0.985413290113452	1496	"tags=21%, list=7%, signal=19%"	"GCNT4/GALNT16/GALNT13/GALNTL6/GALNT9"
"M00034"	"M00034"	"Methionine salvage pathway"	11	-0.539925972104656	-1.19865750646305	0.238961038961039	0.985413290113452	0.985413290113452	4095	"tags=73%, list=20%, signal=58%"	"ENOPH1/MRI1/ADI1/APIP/MAT2B/SRM/MAT2A/MAT1A"
"M00146"	"M00146"	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex"	15	-0.493594308777815	-1.17684242134977	0.267002518891688	0.985413290113452	0.985413290113452	3418	"tags=20%, list=17%, signal=17%"	"NDUFA7/NDUFA2/NDUFA4L2"
"M00158"	"M00158"	"F-type ATPase, eukaryotes"	17	0.502498564124304	1.12884399541272	0.329032258064516	0.985413290113452	0.985413290113452	834	"tags=12%, list=4%, signal=11%"	"ATP8/ATP6"
"M00095"	"M00095"	"C5 isoprenoid biosynthesis, mevalonate pathway"	10	-0.485840227329126	-1.06408184674136	0.392764857881137	0.985413290113452	0.985413290113452	283	"tags=30%, list=1%, signal=30%"	"MVK/IDI2/HMGCS2"
"M00002"	"M00002"	"Glycolysis, core module involving three-carbon compounds"	12	-0.458679799673402	-1.04702123984856	0.405194805194805	0.985413290113452	0.985413290113452	1554	"tags=42%, list=8%, signal=38%"	"PGAM4/GAPDH/ENO2/PGAM2/ENO4"
"M00104"	"M00104"	"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate"	11	0.508819919633881	1.03087476118789	0.455429497568882	0.985413290113452	0.985413290113452	1520	"tags=27%, list=7%, signal=25%"	"AKR1C4/CYP27A1/ACOX2"
"M00036"	"M00036"	"Leucine degradation, leucine => acetoacetate + acetyl-CoA"	13	0.484836580313892	1.02997167770136	0.44299674267101	0.985413290113452	0.985413290113452	515	"tags=8%, list=3%, signal=8%"	"HMGCLL1"
"M00959"	"M00959"	"Guanine ribonucleotide degradation, GMP => Urate"	10	-0.447052705409876	-0.979129848877262	0.483204134366925	0.985413290113452	0.985413290113452	2077	"tags=50%, list=10%, signal=45%"	"XDH/NT5C/PNP/NT5C1B/NT5DC4"
"M00147"	"M00147"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex"	14	-0.392665259064327	-0.923840194532824	0.570694087403599	0.985413290113452	0.985413290113452	5772	"tags=43%, list=28%, signal=31%"	"NDUFC1/NDUFB10/NDUFB2/NDUFB9/NDUFB8/NDUFC2-KCTD14"
"M00001"	"M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	25	-0.333084031798076	-0.918591157375054	0.572207084468665	0.985413290113452	0.985413290113452	2709	"tags=44%, list=13%, signal=38%"	"ADPGK/PGAM4/GAPDH/ALDOA/ENO2/HK3/HKDC1/GCK/PFKP/PGAM2/ENO4"
"M00130"	"M00130"	"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4"	21	0.389910154897813	0.912026217576534	0.578446909667195	0.985413290113452	0.985413290113452	6330	"tags=48%, list=31%, signal=33%"	"PLCB4/PLCE1/PLCB1/ITPKA/PLCB3/PI4K2B/PIP5K1B/PLCB2/PIP5K1A/PLCG2"
"M00003"	"M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"	16	-0.362108987457552	-0.870282789975249	0.613989637305699	0.985413290113452	0.985413290113452	1699	"tags=19%, list=8%, signal=17%"	"FBP1/PGAM2/ENO4"
"M00052"	"M00052"	"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	12	0.414340175026764	0.861897899121549	0.635332252836305	0.985413290113452	0.985413290113452	6037	"tags=42%, list=30%, signal=29%"	"NME7/CMPK2/CTPS2/NME1-NME2/AK9"
"M00032"	"M00032"	"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA"	11	-0.375883379612996	-0.834476313061086	0.680519480519481	0.985413290113452	0.985413290113452	550	"tags=55%, list=3%, signal=53%"	"ECHS1/DLST/DHTKD1/HADH/ALDH7A1/AADAT"
"M00087"	"M00087"	"beta-Oxidation"	12	0.395822584423312	0.823378167268666	0.679092382495948	0.985413290113452	0.985413290113452	4880	"tags=25%, list=24%, signal=19%"	"ACADL/EHHADH/ACADM"
"M00065"	"M00065"	"GPI-anchor biosynthesis, core oligosaccharide"	17	-0.326751504111427	-0.800619896536738	0.772251308900524	0.985413290113452	0.985413290113452	6710	"tags=65%, list=33%, signal=43%"	"PIGH/PIGP/PIGG/PIGM/PIGC/PIGV/PIGO/PIGY/DPM2/PIGL/PIGW"
"M00004"	"M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"	12	0.383531959279041	0.797811580610605	0.708265802269044	0.985413290113452	0.985413290113452	2755	"tags=17%, list=14%, signal=14%"	"TKTL2/PGD"
"M00089"	"M00089"	"Triacylglycerol biosynthesis"	22	0.328220112612403	0.774705202974059	0.759055118110236	0.985413290113452	0.985413290113452	181	"tags=5%, list=1%, signal=5%"	"PLPP4"
"M00152"	"M00152"	"Cytochrome bc1 complex"	11	0.349699709590547	0.708495463131675	0.828200972447326	0.985413290113452	0.985413290113452	948	"tags=9%, list=5%, signal=9%"	"CYTB"
"M00892"	"M00892"	"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	12	-0.306807324312873	-0.700344304077519	0.857142857142857	0.985413290113452	0.985413290113452	3953	"tags=42%, list=19%, signal=34%"	"UAP1L1/HK3/GFPT2/HKDC1/GCK"
"M00099"	"M00099"	"Sphingosine biosynthesis"	16	-0.287834940111244	-0.691774585577598	0.870466321243523	0.985413290113452	0.985413290113452	3569	"tags=19%, list=18%, signal=15%"	"CERS4/KDSR/ACER1"
"M00101"	"M00101"	"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol"	11	0.336529408228138	0.681812287517177	0.850891410048622	0.985413290113452	0.985413290113452	5010	"tags=27%, list=25%, signal=21%"	"NSDHL/DHCR24/HSD17B7"
"M00035"	"M00035"	"Methionine degradation"	12	0.326478202640829	0.67913008181486	0.86709886547812	0.985413290113452	0.985413290113452	3222	"tags=31%, list=16%, signal=26%"	"LOC102724560/CBS/LOC102724560/DNMT1"
"M00165"	"M00165"	"Reductive pentose phosphate cycle (Calvin cycle)"	10	0.331604872664277	0.666640719446692	0.863414634146341	0.985413290113452	0.985413290113452	3664	"tags=20%, list=18%, signal=16%"	"TKTL2/ALDOB"
"M00160"	"M00160"	"V-type ATPase, eukaryotes"	23	0.274132195510393	0.654715214316514	0.910518053375196	0.985413290113452	0.985413290113452	7113	"tags=57%, list=35%, signal=37%"	"ATP6V0A1/ATP6V1C2/ATP6V0A2/ATP6V0D2/ATP6V1D/ATP6V1B2/ATP6V1C1/ATP6V1G1/ATP6V1E2/ATP6V1E1/ATP6V1G2/ATP6V1H/ATP6V1A"
"M00958"	"M00958"	"Adenine ribonucleotide degradation, AMP => Urate"	14	0.301242174899079	0.651047557123458	0.884176182707993	0.985413290113452	0.985413290113452	2222	"tags=14%, list=11%, signal=13%"	"AMPD1/NT5E"
"M00415"	"M00415"	"Fatty acid elongation in endoplasmic reticulum"	13	0.298909285528377	0.634993543797496	0.882736156351791	0.985413290113452	0.985413290113452	690	"tags=8%, list=3%, signal=7%"	"ELOVL2"
"M00053"	"M00053"	"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP"	11	0.299817999606989	0.607434569320866	0.917341977309562	0.985413290113452	0.985413290113452	6059	"tags=36%, list=30%, signal=26%"	"NME7/NME1-NME2/AK9/RRM2"
"M00143"	"M00143"	"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria"	11	-0.272032728706625	-0.603923665677295	0.924675324675325	0.985413290113452	0.985413290113452	14781	"tags=64%, list=73%, signal=17%"	"NDUFS5/NDUFS3/NDUFS8/NDUFS2/NDUFV1/NDUFV2/NDUFS7"
"M00055"	"M00055"	"N-glycan precursor biosynthesis"	14	-0.251713088489031	-0.592216049849394	0.938303341902314	0.985413290113452	0.985413290113452	15194	"tags=100%, list=75%, signal=25%"	"ALG13/ALG10B/ALG5/ALG6/ALG9/ALG14/ALG2/ALG3/ALG10/DPAGT1/ALG8/ALG1/ALG12"
