"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0003774"	"GO:0003774"	"cytoskeletal motor activity"	"3/63"	"43/7864"	0.00481376354921405	0.563474170324286	0.563474170324286	"DNAH5/KIF6/GPR88"	3
"GO:0004175"	"GO:0004175"	"endopeptidase activity"	"5/63"	"193/7864"	0.0188269557164755	0.563474170324286	0.563474170324286	"PRSS3/HPN/HGFAC/ADAMTS14/USP17L11"	5
"GO:0003777"	"GO:0003777"	"microtubule motor activity"	"2/63"	"29/7864"	0.0223183372616167	0.563474170324286	0.563474170324286	"DNAH5/KIF6"	2
"GO:0004252"	"GO:0004252"	"serine-type endopeptidase activity"	"3/63"	"81/7864"	0.0268610005206009	0.563474170324286	0.563474170324286	"PRSS3/HPN/HGFAC"	3
"GO:0008236"	"GO:0008236"	"serine-type peptidase activity"	"3/63"	"90/7864"	0.0351696033072764	0.563474170324286	0.563474170324286	"PRSS3/HPN/HGFAC"	3
"GO:0017171"	"GO:0017171"	"serine hydrolase activity"	"3/63"	"92/7864"	0.0371769562395229	0.563474170324286	0.563474170324286	"PRSS3/HPN/HGFAC"	3
"GO:0004857"	"GO:0004857"	"enzyme inhibitor activity"	"4/63"	"160/7864"	0.0389172892433113	0.563474170324286	0.563474170324286	"VIL1/SAG/PI16/PINLYP"	4
"GO:0005200"	"GO:0005200"	"structural constituent of cytoskeleton"	"2/63"	"42/7864"	0.0443008383361359	0.563474170324286	0.563474170324286	"TUBAL3/POTEJ"	2
"GO:0005516"	"GO:0005516"	"calmodulin binding"	"3/63"	"101/7864"	0.0469218824675521	0.563474170324286	0.563474170324286	"MAP2/CNN1/CAMKV"	3
"GO:0005125"	"GO:0005125"	"cytokine activity"	"3/63"	"114/7864"	0.0629912851182381	0.563474170324286	0.563474170324286	"BMP3/GREM1/GREM2"	3
"GO:0008233"	"GO:0008233"	"peptidase activity"	"5/63"	"275/7864"	0.0685677970297481	0.563474170324286	0.563474170324286	"PRSS3/HPN/HGFAC/ADAMTS14/USP17L11"	5
"GO:0005198"	"GO:0005198"	"structural molecule activity"	"5/63"	"277/7864"	0.0702713025591022	0.563474170324286	0.563474170324286	"MAP2/TUBAL3/VWA1/RPL39P5/POTEJ"	5
"GO:0008020"	"GO:0008020"	"G protein-coupled photoreceptor activity"	"1/63"	"10/7864"	0.0773273556855855	0.563474170324286	0.563474170324286	"GPR88"	1
"GO:0008483"	"GO:0008483"	"transaminase activity"	"1/63"	"10/7864"	0.0773273556855855	0.563474170324286	0.563474170324286	"GFPT2"	1
"GO:0033612"	"GO:0033612"	"receptor serine/threonine kinase binding"	"1/63"	"10/7864"	0.0773273556855855	0.563474170324286	0.563474170324286	"BMP3"	1
"GO:0019955"	"GO:0019955"	"cytokine binding"	"2/63"	"60/7864"	0.0831724510453999	0.563474170324286	0.563474170324286	"GREM1/GREM2"	2
"GO:0008301"	"GO:0008301"	"DNA binding, bending"	"1/63"	"11/7864"	0.0847284731533481	0.563474170324286	0.563474170324286	"FOXL1"	1
"GO:0016769"	"GO:0016769"	"transferase activity, transferring nitrogenous groups"	"1/63"	"11/7864"	0.0847284731533481	0.563474170324286	0.563474170324286	"GFPT2"	1
"GO:0051721"	"GO:0051721"	"protein phosphatase 2A binding"	"1/63"	"11/7864"	0.0847284731533481	0.563474170324286	0.563474170324286	"FOXO1"	1
"GO:0051959"	"GO:0051959"	"dynein light intermediate chain binding"	"1/63"	"11/7864"	0.0847284731533481	0.563474170324286	0.563474170324286	"DNAH5"	1
"GO:0009881"	"GO:0009881"	"photoreceptor activity"	"1/63"	"12/7864"	0.0920711582662139	0.563474170324286	0.563474170324286	"GPR88"	1
"GO:0016702"	"GO:0016702"	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"	"1/63"	"12/7864"	0.0920711582662139	0.563474170324286	0.563474170324286	"ALOXE3"	1
"GO:0045505"	"GO:0045505"	"dynein intermediate chain binding"	"1/63"	"12/7864"	0.0920711582662139	0.563474170324286	0.563474170324286	"DNAH5"	1
"GO:0047617"	"GO:0047617"	"acyl-CoA hydrolase activity"	"1/63"	"12/7864"	0.0920711582662139	0.563474170324286	0.563474170324286	"OLAH"	1
"GO:0099589"	"GO:0099589"	"serotonin receptor activity"	"1/63"	"12/7864"	0.0920711582662139	0.563474170324286	0.563474170324286	"HTR3A"	1
"GO:0004693"	"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	"1/63"	"13/7864"	0.0993558649688666	0.563474170324286	0.563474170324286	"CDKL2"	1
"GO:0016289"	"GO:0016289"	"CoA hydrolase activity"	"1/63"	"13/7864"	0.0993558649688666	0.563474170324286	0.563474170324286	"OLAH"	1
"GO:0016701"	"GO:0016701"	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"	"1/63"	"13/7864"	0.0993558649688666	0.563474170324286	0.563474170324286	"ALOXE3"	1
"GO:0097472"	"GO:0097472"	"cyclin-dependent protein kinase activity"	"1/63"	"13/7864"	0.0993558649688666	0.563474170324286	0.563474170324286	"CDKL2"	1
"GO:0030295"	"GO:0030295"	"protein kinase activator activity"	"2/63"	"68/7864"	0.102846518371315	0.563474170324286	0.563474170324286	"GPRC5D/GREM1"	2
"GO:0043027"	"GO:0043027"	"cysteine-type endopeptidase inhibitor activity involved in apoptotic process"	"1/63"	"14/7864"	0.10658304373679	0.563474170324286	0.563474170324286	"VIL1"	1
"GO:0019209"	"GO:0019209"	"kinase activator activity"	"2/63"	"71/7864"	0.1105277200885	0.563474170324286	0.563474170324286	"GPRC5D/GREM1"	2
"GO:0140678"	"GO:0140678"	"molecular function inhibitor activity"	"5/63"	"320/7864"	0.11247593940901	0.563474170324286	0.563474170324286	"VIL1/SAG/PI16/PINLYP/MTRNR2L12"	5
"GO:0004683"	"GO:0004683"	"calmodulin-dependent protein kinase activity"	"1/63"	"15/7864"	0.113753141602342	0.563474170324286	0.563474170324286	"CAMKV"	1
"GO:0016712"	"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"1/63"	"15/7864"	0.113753141602342	0.563474170324286	0.563474170324286	"CYP3A43"	1
"GO:0005506"	"GO:0005506"	"iron ion binding"	"2/63"	"74/7864"	0.118356164130989	0.563474170324286	0.563474170324286	"CYP3A43/ALOXE3"	2
"GO:0048019"	"GO:0048019"	"receptor antagonist activity"	"1/63"	"16/7864"	0.120866602180638	0.563474170324286	0.563474170324286	"MTRNR2L12"	1
"GO:0030414"	"GO:0030414"	"peptidase inhibitor activity"	"2/63"	"76/7864"	0.123651426958195	0.563474170324286	0.563474170324286	"VIL1/PI16"	2
"GO:0008395"	"GO:0008395"	"steroid hydroxylase activity"	"1/63"	"17/7864"	0.127923865695243	0.563474170324286	0.563474170324286	"CYP3A43"	1
"GO:0016866"	"GO:0016866"	"intramolecular transferase activity"	"1/63"	"17/7864"	0.127923865695243	0.563474170324286	0.563474170324286	"ALOXE3"	1
"GO:0019789"	"GO:0019789"	"SUMO transferase activity"	"1/63"	"17/7864"	0.127923865695243	0.563474170324286	0.563474170324286	"RNF212"	1
"GO:0030296"	"GO:0030296"	"protein tyrosine kinase activator activity"	"1/63"	"17/7864"	0.127923865695243	0.563474170324286	0.563474170324286	"GREM1"	1
"GO:0019894"	"GO:0019894"	"kinesin binding"	"1/63"	"19/7864"	0.141871545622679	0.60943699773207	0.60943699773207	"DCDC2"	1
"GO:0030545"	"GO:0030545"	"signaling receptor regulator activity"	"4/63"	"254/7864"	0.145529799395321	0.60943699773207	0.60943699773207	"BMP3/GREM1/GREM2/MTRNR2L12"	4
"GO:0030547"	"GO:0030547"	"signaling receptor inhibitor activity"	"1/63"	"20/7864"	0.148762825753434	0.60943699773207	0.60943699773207	"MTRNR2L12"	1
"GO:0048156"	"GO:0048156"	"tau protein binding"	"1/63"	"21/7864"	0.155599636306408	0.60943699773207	0.60943699773207	"MAP2"	1
"GO:0004869"	"GO:0004869"	"cysteine-type endopeptidase inhibitor activity"	"1/63"	"22/7864"	0.162382400926158	0.60943699773207	0.60943699773207	"VIL1"	1
