"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP496"	"WP496"	"Steroid biosynthesis"	"1/17"	"10/8701"	0.0193770318919967	0.201381361555628	0.175432039104721	"1586"	1
"WP4524"	"WP4524"	"Alternative pathway of fetal androgen synthesis"	"1/17"	"11/8701"	0.0212951760017462	0.201381361555628	0.175432039104721	"1586"	1
"WP5320"	"WP5320"	"Male steroid hormones in cardiomyocyte energy metabolism"	"1/17"	"13/8701"	0.0251208752757963	0.201381361555628	0.175432039104721	"1586"	1
"WP5083"	"WP5083"	"Neuroinflammation and glutamatergic signaling"	"2/17"	"140/8701"	0.0298501725803354	0.201381361555628	0.175432039104721	"2247/2900"	2
"WP4523"	"WP4523"	"Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism"	"1/17"	"16/8701"	0.0308330431281669	0.201381361555628	0.175432039104721	"1586"	1
"WP51"	"WP51"	"Regulation of actin cytoskeleton"	"2/17"	"151/8701"	0.0343105002032257	0.201381361555628	0.175432039104721	"7429/2247"	2
"WP5294"	"WP5294"	"Sildenafil treatment"	"1/17"	"23/8701"	0.0440391709028799	0.201381361555628	0.175432039104721	"2977"	1
"WP1539"	"WP1539"	"Angiogenesis"	"1/17"	"24/8701"	0.0459118759149391	0.201381361555628	0.175432039104721	"2247"	1
"WP334"	"WP334"	"GPCRs, class B secretin-like"	"1/17"	"24/8701"	0.0459118759149391	0.201381361555628	0.175432039104721	"2740"	1
"WP702"	"WP702"	"Metapathway biotransformation Phase I and II"	"2/17"	"185/8701"	0.0496071881937287	0.201381361555628	0.175432039104721	"9957/1586"	2
"WP5092"	"WP5092"	"Interactions of natural killer cells in pancreatic cancer"	"1/17"	"28/8701"	0.0533682237743474	0.201381361555628	0.175432039104721	"6346"	1
"WP5200"	"WP5200"	"Dravet syndrome"	"1/17"	"28/8701"	0.0533682237743474	0.201381361555628	0.175432039104721	"6328"	1
"WP4304"	"WP4304"	"Oligodendrocyte specification and differentiation, leading to myelin components for CNS"	"1/17"	"31/8701"	0.0589244554984417	0.201381361555628	0.175432039104721	"2247"	1
