"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0007156"	"BP"	"GO:0007156"	"homophilic cell adhesion via plasma membrane adhesion molecules"	156	0.715033274500469	2.25301198104011	1e-10	9.90399997283765e-07	9.70600370665574e-07	1334	"tags=36%, list=7%, signal=34%"	"CDH7/PCDH8/PCDHA1/PCDHA11/PCDHB7/PCDHA13/PCDHA3/PCDH15/PCDH10/CDH10/PCDHA5/TENM3/ROBO2/PCDHA10/DSC3/PCDH18/PCDH20/CDH11/PCDHA7/PCDHB6/PCDHB16/PCDHA6/PCDHAC1/PCDHB8/PCDHB5/FAT1/PCDHA2/PCDHGB1/PCDHAC2/ROBO1/PCDHB11/PCDH9/CDH22/PCDHB4/DSCAM/PCDHA8/PCDHA12/PCDHB2/CDH6/CNTN4/PCDHGA4/CDH15/PCDHA9/PCDHB9/PCDH7/SDK1/PCDHA4/CDH17/PCDHB15/CLSTN2/RET/CDH5/PCDH11X/NEXN/PCDHB12/PCDHB10"
"GO:0098742"	"BP"	"GO:0098742"	"cell-cell adhesion via plasma-membrane adhesion molecules"	247	0.659190253238602	2.16555793984967	1e-10	9.90399997283765e-07	9.70600370665574e-07	1630	"tags=32%, list=8%, signal=29%"	"CDH7/PCDH8/GATA5/PCDHA1/PCDHA11/PCDHB7/PCDHA13/PCDHA3/PCDH15/PCDH10/CDH10/PCDHA5/TENM3/ROBO2/PCDHA10/DSC3/PCDH18/PCDH20/FLRT3/CDH11/TENM2/NTNG1/NLGN1/PCDHA7/PCDHB6/PCDHB16/PCDHA6/LRRC4C/PCDHAC1/PCDHB8/PCDHB5/FAT1/PCDHA2/GPC4/PCDHGB1/PCDHAC2/ROBO1/ADGRL3/PCDHB11/PCDH9/CDH22/PCDHB4/DSCAM/TENM4/PCDHA8/CLDN3/PCDHA12/PCDHB2/CDH6/CNTN4/PCDHGA4/CDH15/PCDHA9/CD177/CLDN11/PCDHB9/PCDH7/SDK1/PCDHA4/CDH17/PCDHB15/CLSTN2/IL1RAPL1/CLDN5/RET/CDH5/PCDH11X/NEXN/PCDHB12/PCDHB10/SPARCL1/ITGAL/CLDN22/PCDHGB2/VCAM1/PCDHB3/CRB1/CADM1"
"GO:0005509"	"MF"	"GO:0005509"	"calcium ion binding"	616	0.495736427312705	1.69761785569372	1.78756429434846e-10	9.90399997283765e-07	9.70600370665574e-07	2591	"tags=25%, list=13%, signal=23%"	"CDH7/PCDH8/PCDHA1/PCDHA11/PCDHB7/PCDHA13/PCDHA3/PCDH15/CLXN/MYL2/PCDH10/DLK1/CDH10/PCDHA5/UNC13C/SLIT2/PCDHA10/DSC3/PCDH18/PCDH20/CDH11/TENM2/PCLO/PCDHA7/PCDHB6/PCDHB16/PCDHA6/SYT7/PCDHAC1/PCDHB8/PCDHB5/FAT1/PCDHA2/EFEMP1/PCDHGB1/CAPSL/PCDHAC2/ADGRL3/VLDLR/PCDHB11/PCDH9/CDH22/HPGDS/ALPL/PCDHB4/CACNA1B/PCDHA8/PLCB4/UMODL1/FBLN1/HRC/PCDHA12/PCDHB2/CDH6/SYT1/GUCA1A/NKD2/PRRG1/PCDHGA4/EGFLAM/CDH15/RGN/SLIT3/PCDHA9/OTOF/RPH3A/ITSN1/DLL4/FSTL5/ACTN3/CCBE1/LRP1B/PCDHB9/SYT8/PCDH7/FBLN5/CLGN/NINL/PCDHA4/ENPP3/FSTL1/SMOC2/CDH17/PCDHB15/CLSTN2/SULF1/SCUBE1/PLA2G2D/NRXN1/FBN3/PPEF1/CAPN14/RET/SYT13/PLA2G4C/CDH5/PCDH11X/DUOX2/PCDHB12/PPP2R3A/PCDHB10/BCL2L10/SPARCL1/DNASE1L3/NOTCH3/MASP1/SCIN/FKBP10/NCAN/CPS1/PCDHGB2/TUBB4A/FKBP14/DNER/PCDHB3/LDLR/CRB1/DSPP/ADGRL4/STAB1/PCDHGB5/EFHB/PCDHGC3/EML1/RAPGEF2/EFCAB9/MGP/PLS1/THBS1/ADGRV1/DST/AMY1A/COLEC11/CRACR2B/THBS2/PLSCR2/CLEC3B/MATN2/EFCAB12/NOTCH2NLB/EGF/HSPG2/FAT3/PVALB/OIT3/CELSR1/IQGAP1/GALNT3/ANXA10/SVEP1/CD93/PPEF2/TGM3/PCDHGA5/PLSCR4/PKD2L2"
"GO:0098609"	"BP"	"GO:0098609"	"cell-cell adhesion"	875	0.465666698068724	1.6111528065794	1.62622783815007e-10	9.90399997283765e-07	9.70600370665574e-07	3126	"tags=26%, list=15%, signal=23%"	"CDH7/PCDH8/GATA5/PCDHA1/PCDHA11/PCDHB7/PCDHA13/PCDHA3/PCDH15/IFNA2/PCDH10/CDH10/PCDHA5/TENM3/ROBO2/PCDHA10/DSC3/PCDH18/PCDH20/BMP5/FLRT3/WNT7B/CDH11/TENM2/NTNG1/NLGN1/PCDHA7/PCDHB6/PRTG/PCDHB16/PCDHA6/LRRC4C/PCDHAC1/PCDHB8/PCDHB5/FOXF1/FAT1/PCDHA2/STXBP6/CTNNA3/TRIM29/GPC4/PCDHGB1/CDSN/CXCL12/GLI3/RAG2/ITGA8/PCDHAC2/LEP/ROBO1/ADGRL3/PCDHB11/PCK1/ITGAD/PCDH9/CDH22/IFNB1/CNTN5/CELA2A/PCDHB4/DSCAM/TENM4/AQP4/PCDHA8/CLDN3/EPCAM/IL4/PCDHA12/PCDHB2/COL14A1/CDH6/CLEC4M/CNTN4/PCDHGA4/CCN1/CDH15/CD276/PCDHA9/FOXJ1/CD70/EFNB2/CXCL13/PKP2/CD177/IFNG/CLECL1P/CLDN11/NLGN4X/PCDHB9/PCDH7/SDK1/HES1/C1QTNF1/MYO10/PCDHA4/XG/IDO1/CDH17/PCDHB15/CLSTN2/IL1RAPL1/PLA2G2D/NRXN1/MAGI1/CX3CR1/CLDN5/TNF/CAV1/RET/ICAM5/NCAM2/CDH5/PCDH11X/NR4A3/NEXN/PCDHB12/SRC/KIF26B/PCDHB10/TNFSF18/F2RL3/SPARCL1/PARVA/ICAM4/NRCAM/ITGAL/CLDN22/ITGA9/IL6/EGFR/PCDHGB2/CNN3/VCAM1/PCDHB3/CASP3/CRB1/CADM1/RAG1/EFNB3/SFTPD/SLC7A11/PAWR/CD34/PDLIM1/MDK/ASS1/PCDHGB5/PCDHGC3/CD83/CD209/KIRREL1/KLRK1/KLRC4-KLRK1/IL1B/LRP6/ADGRV1/HHLA2/IGSF11/GPNMB/PERP/MYPN/PODXL2/CCL5/TBX21/ICAM1/CD55/NT5E/FAT3/IFNL1/IL1A/RAB10/BVES/FGL2/STXBP1/CELSR1/KIT/CLDN9/PDE5A/NECTIN2/PLEK/CD86/TJP2/RDX/CD93/GLI2/CEACAM19/DNAJB6/MARCHF7/PCDHGA5/MPL/CD84/PTPRM/EGR3/PLAUR/ADAM9/CRTAM/S100A11/CD58/BMP2/CNTN1/CYRIB/IL10/NPHP1/CYP1B1/ADD2/KIRREL2/ITGB1/BRD7/RIPK2/SOX9/CCL28/CEACAM1/SLITRK1/NRXN2/ITCH/PRKAR1A/IL4I1/PDLIM5/LILRB1/FBLIM1/NKAP/NLGN4Y/CTSG/MADCAM1"
"GO:0034330"	"BP"	"GO:0034330"	"cell junction organization"	682	0.443375614881368	1.52460487416721	5.92103029148545e-07	0.00235234948580357	0.00230532238400415	2872	"tags=25%, list=14%, signal=22%"	"CDH7/PCDH8/PPFIA2/CDH10/ERBB4/UNC13C/ROBO2/GREM1/AGT/FLRT3/WNT7B/SFRP1/CDH11/NTNG1/NLGN1/PCLO/GRIN2B/PCDHB6/PCDHB16/CTTNBP2/LRRC4C/GJA1/SLITRK6/POU4F1/PCDHB5/ERC2/SLC6A1/ADGRF1/GPC4/CLDN25/GJA5/GJD3/SHANK1/NRP2/ADGRL3/PCDHB11/GJC1/CDH22/CNTN5/KIF1A/SNAI2/PCDHB4/DSCAM/APLNR/PDZRN3/CLDN3/ARHGEF15/PCDHB2/FLRT2/CDH6/LRRTM3/CDH15/SEMA3E/GLRB/PALM/CHRNA1/EFNB2/ABCC8/APBB2/PKP2/CD177/ACTN3/CLDN11/FRMPD2/DAB2IP/NLGN4X/PCDHB9/APOD/SDK1/ASAP1/EPHA3/CDH17/CLSTN2/IL1RAPL1/NRXN1/GJA4/TPBG/CX3CR1/CDKL5/CLDN5/TNF/RAB8B/CAV1/LAMA3/ICAM5/CDH5/PTPRK/SRC/PTPN13/PCDHB10/SPARCL1/NRCAM/CLDN22/C3/SNCG/SYBU/RHOB/SHANK3/SLC8A3/UGT8/CHRDL1/NTRK1/DNER/PCDHB3/CNTNAP2/MTSS1/ALS2/ZNF804A/THSD1/EFNB3/ROR2/DBN1/SLC7A11/CAMK1/NEURL1/GRID1/PCDHGC3/ELFN1/TNC/ECT2/DLC1/EPHB2/KIRREL1/CAMK2B/ITGB4/IL1B/APP/RAPGEF2/LAMC1/GJB6/APPL1/THBS1/DST/PERP/GPM6B/THBS2/DMPK/PTPRA/IGF1R/ANK2/WHRN/XIRP2/OPHN1/TMEM108/FN1/KDR/POF1B/CLDN9/RAMP2/TJP2/CNKSR2/RDX/SNAI1/SVEP1/ADGRB3/PPFIA4/APOE/SLC8A2/DNM3/ERC1/ABI3/STK38L/HSPA8/RHOD/SPTBN2/RAC3/IL10/PEAK1/NPHP1/ADD2/MARVELD2/ITGB1"
"GO:0009887"	"BP"	"GO:0009887"	"animal organ morphogenesis"	907	0.423030715070624	1.46502558409812	6.36860252451106e-07	0.00235234948580357	0.00230532238400415	2221	"tags=20%, list=11%, signal=19%"	"OLFM3/GATA5/HOXA13/MYL2/ALDH1A3/ID4/FGF5/TENM3/ERBB4/ROBO2/SLIT2/GREM1/MYF6/COL2A1/BMP5/AGT/TNNT2/WNT7B/SFRP1/HOXC9/PROX1/EMX2/RS1/PAX2/SLITRK6/DLX5/CCN2/POU4F1/HOXB8/FOXF1/TBXT/FAT1/MYH6/GPC4/GPC6/EFEMP1/FGF7/TULP1/GATA4/CDSN/FGF10/GJA5/COL3A1/GLI3/MFRP/FRAS1/SYCP2/ITGA8/RSPO3/NRP2/ROBO1/CAV3/RXFP1/COL8A1/SOX18/SNAI2/ALPL/DSCAM/APLNR/CDX2/FGFR2/IGFBP5/DCN/FLRT2/COL1A2/SATB2/CCN1/SP5/FGF8/SLIT3/FOXJ1/SOSTDC1/EFNB2/DLL4/PKP2/ACTN3/HOXC4/FZD3/RSPO2/TBX1/ALPK2/LOC102724560/WNT16/CSMD1/SOX5/MYO3B/SDK1/ACTG2/HES1/FOXC1/PCGF2/COL11A1/MEIS2/FREM1/GHR/HTRA1/SULF1/UNCX/TBX20/FST/LGR4/HEY2/MAFB/PRRX1/ACP4/CSF1/CLDN5/SLC34A1/COL1A1/PAX9/TNF/NFIB/CAV1/FOXD1/DYNC2I1/MESP2/SRC/KIF26B/CHD7/PARVA/PAX6/IL6/EGFR/SCN5A/DLX2/VANGL2/SHANK3/APCDD1/LIF/CRB1/FGF18/DSPP/MFAP2/HOXA1/PDGFRB/ROR2/FRZB/TBX2/TP63/CD34/TBX3/MDK/FOXC2/HOXA11/BCAR3/PAPPA2/TNC/CBS/LOC102724560/CTHRC1/NHERF1/NBL1/MICOS10-NBL1/DLC1/EPHB2/AJAP1/CPE/ITGB4/MSX1/SKI/MGP/PLS1/HOXB7/RORB/GJB6/INHBA/PAX8/VANGL1/PERP/EYA1/BASP1/GATA2/ASB2/FAM20A/YAP1/SMPD3/WHRN/NGFR/SEMA6A/XIRP2/DAB2/SLC44A4/SFRP4/DNAAF1"
"GO:0048729"	"BP"	"GO:0048729"	"tissue morphogenesis"	569	0.448264136349947	1.52798300147224	8.88154686592609e-07	0.00269192426168966	0.00263810853530428	3160	"tags=26%, list=16%, signal=23%"	"PCDH8/GATA5/HOXA13/MYL2/ALDH1A3/ID4/ERBB4/ROBO2/SLIT2/GREM1/MYF6/BMP5/AGT/FLRT3/TNNT2/WNT7B/SFRP1/PROX1/PAX2/GJA1/POU4F1/FOXF1/TBXT/FAT1/MYH6/GPC4/GPC6/FGF7/GATA4/FGF10/COL3A1/GLI3/FRAS1/ITGA8/RSPO3/NRP2/ROBO1/CAV3/SOX18/KRT71/SNAI2/APLNR/FGFR2/IGFBP5/LGR5/CCN1/FGF8/SEMA3E/SOSTDC1/EFNB2/DLL4/PKP2/FZD3/RSPO2/TBX1/WNT16/CSMD1/ACTG2/HES1/FOXC1/COL11A1/SULF1/TBX20/FST/LGR4/HEY2/CSF1/TNF/RET/FOXD1/MESP2/SRC/KIF26B/CHD7/GDF2/EGFR/RHOB/EYA2/VANGL2/LIF/CASP3/MTSS1/ROR2/FRZB/TBX2/TP63/TBX3/MDK/FOXC2/HOXA11/TNC/CTHRC1/NHERF1/DLC1/AJAP1/ITGB4/MSX1/SKI/RALA/HOXB7/INHBA/PAX8/VANGL1/HMGA2/EOMES/EYA1/CECR2/ASB2/YAP1/NGFR/XIRP2/DAB2/OPHN1/DNAAF1/EGF/RAB10/RIPK4/KDR/CELSR1/EDN1/CXCL10/ADAMTS5/SNAI1/MMRN2/GLI2/TGM3/SHOX2/RPGRIP1L/BMP2/PPP3R1/IL10/NPHP1/ITGB1/TRAF3IP1/BMPR2/ARL13B/CLIC4/SOX9/TCF15/CEACAM1/HESX1/STK3/PAK1/PRKAR1A/TLX2/BRSK2/CEP290/LUZP1"
"GO:0007417"	"BP"	"GO:0007417"	"central nervous system development"	956	0.412631177395092	1.43082943870881	9.71726111971722e-07	0.00269192426168966	0.00263810853530428	2234	"tags=19%, list=11%, signal=18%"	"OLIG2/MNX1/ALDH1A3/ID4/ERBB4/ROBO2/SLIT2/PCDH18/COL2A1/BMP5/FOXP2/WNT7B/SFRP1/CDH11/VCX3A/GRIN2B/PROX1/EMX2/CTTNBP2/PAX2/DLX5/POU4F1/HOXB8/AVPR1A/CHST8/FGF10/CXCL12/EN2/POU6F2/COL3A1/GLI3/ITGA8/SEMA3A/NRP2/LEP/ROBO1/NME5/ADGRL3/VLDLR/POU3F3/CDH22/NEUROG3/CNTN5/PTCHD1/AGBL4/SLC17A8/TENM4/RPS6KA6/IL33/FGFR2/EGR2/TRPC4/CLDN3/OLIG1/VCX/CHRD/CNTN4/SYT1/TTBK1/PTPRG/NDNF/FGF8/SEMA3E/SLC17A7/FOXJ1/DLL4/CFAP43/IFNG/NPY/COX1/FZD3/TBX1/DAB2IP/LOC102724560/RTN4RL1/NLGN4X/NDN/APOD/SEMA6D/ND4/UNC5C/FOXB1/HES1/DRAXIN/FOXC1/DCLK1/MYO16/MEIS2/DNAH5/CKB/CEND1/UNCX/TBX20/MAFB/CX3CR1/SPINK5/PPP1R17/DRD3/TNF/NFIB/ADCY1/CYP26C1/MACROD2/SRC/DCLK2/CHD7/NRCAM/NOTCH3/PAX6/C3/IL6/SLC45A3/LHX6/EGFR/NHLH1/H2BC12L/SCIN/SCN5A/SYNJ1/AFF2/GBX1/DLX2/SHANK3/MARCKSL1/SLC8A3/UGT8/DNER/LDLR/LIF/CASP3/MARCKS/CNTNAP2/CADM1/NDEL1/ROR2/SLC7A11/TBX3/NEURL1/MDK/FA2H/UPF3B/SSTR1/EML1/CBS/LOC102724560/DLC1/EPHB2/ATF5/IL1B/MSX1/APP/RAPGEF2/SKI/S100A1/GRIK1/TUBB2A/LRP6/INHBA/PAX8/TYROBP/EOMES/ANP32B/NR4A2/BASP1/GATA2/GLIS2/GPM6B/ADGRL2/RGS4/IGF1R/RHEB/CMA1/WHRN/NGFR/OPHN1/NOTCH2NLB/NR2F2/POTEE/TMEM108/EGF/HSPG2"
"GO:0007507"	"BP"	"GO:0007507"	"heart development"	541	0.452188742729164	1.53872954649464	3.46776439168927e-06	0.00853917716095752	0.00836846581213155	3569	"tags=28%, list=18%, signal=24%"	"SGCZ/GATA5/HOXA13/MYL2/ERBB4/ROBO2/SLIT2/GREM1/COL2A1/BMP5/AGT/FLRT3/TNNT2/JPH2/CDH11/PROX1/DZIP1/GJA1/NEBL/POU4F1/FOXF1/TBXT/LOX/MYH6/ADAMTS9/GATA4/GJA5/HCN4/COL3A1/GLI3/KCNJ8/NRP2/ROBO1/CAV3/SOX18/GJC1/SNAI2/APLNR/TENM4/FGFR2/FLRT2/CCN1/FGF8/SLIT3/FOXJ1/EFNB2/DLL4/PKP2/TBX1/ALPK2/WNT16/DNAI1/HES1/FOXC1/RIPPLY3/COL11A1/DNAH5/MYO18B/SCUBE1/TBX20/HEY2/CLDN5/SGCD/MESP2/PLN/CHD7/PARVA/MSC/EGFR/PDE2A/SCN5A/DNAAF4/VANGL2/VCAM1/PLCE1/CASP3/AP1B1/PDGFRB/TBX2/TBX3/PDLIM1/FOXC2/DLC1/CPE/MSX1/SKI/GJB6/INHBA/PAX8/EOMES/EYA1/BASP1/ASB2/RGS4/IGF1R/YAP1/ANK2/SORBS2/XIRP2/DNAAF1/IL1A/BVES/FN1/KDR/EDN1/RAMP2/ADAMTS5/TBC1D32/SNAI1/GLI2/DYNC2H1/MBD3/SHOX2/FBN1/RPGRIP1L/SENP2/BMP2/PPP3R1/TNFRSF1B/ITGB1/BMPR2/ARL13B/SOX9/ODAD2/STK3/PRKAR1A/PDLIM5/MAPK3/ERBB2/LUZP1/PCNA/CSRP3/WDR11/RB1/JUN/KDM6A/SMAD3/PIFO/TGFB2/ADAP2/ADAMTS6/HAS2/HNRNPU/PAM/SOX4/TP73/BBS7/HEG1/CACYBP/GREB1L/PTCH1/CNTRL/TBX18"
"GO:0060322"	"BP"	"GO:0060322"	"head development"	746	0.426178527238016	1.46888983742802	4.0312887929913e-06	0.00893414222302733	0.00875553491218838	2234	"tags=19%, list=11%, signal=17%"	"OLIG2/ALDH1A3/ID4/ERBB4/ROBO2/SLIT2/PCDH18/COL2A1/BMP5/FLRT3/FOXP2/WNT7B/SFRP1/VCX3A/GRIN2B/PROX1/EMX2/CTTNBP2/PAX2/DLX5/POU4F1/AVPR1A/FGF10/CXCL12/EN2/COL3A1/GLI3/ITGA8/SEMA3A/NRP2/ROBO1/NME5/ADGRL3/POU3F3/CDH22/NEUROG3/CNTN5/PTCHD1/SLC17A8/FGFR2/EGR2/VCX/CNTN4/SYT1/TTBK1/PTPRG/NDNF/FGF8/SEMA3E/SLC17A7/FOXJ1/CFAP43/NPY/COX1/FZD3/TBX1/DAB2IP/LOC102724560/RTN4RL1/NLGN4X/APOD/SEMA6D/ND4/UNC5C/FOXB1/HES1/DRAXIN/FOXC1/DCLK1/MYO16/MEIS2/DNAH5/CKB/CEND1/UNCX/MAFB/CX3CR1/CLDN5/COL1A1/PAX9/NFIB/ADCY1/MACROD2/SRC/DCLK2/CHD7/NRCAM/NOTCH3/PAX6/LHX6/EGFR/H2BC12L/SCN5A/SYNJ1/AFF2/CRISPLD1/DLX2/SHANK3/CASP3/CNTNAP2/CADM1/NDEL1/SLC7A11/TBX3/NEURL1/MDK/UPF3B/SSTR1/EML1/CBS/LOC102724560/DLC1/EPHB2/ATF5/MSX1/APP/RAPGEF2/SKI/S100A1/TUBB2A/LRP6/INHBA/TYROBP/EOMES/ANP32B/NR4A2/BASP1/GATA2/ADGRL2/RGS4/IGF1R/CMA1/WHRN/OPHN1/NOTCH2NLB/NR2F2/POTEE/TMEM108/EGF/HSPG2"
