"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0008307"	"GO:0008307"	"structural constituent of muscle"	"3/78"	"16/7864"	0.000479039285681299	0.104909603564204	0.103371635331228	"NEBL/JPH1/MYL2"	3
"GO:0005509"	"GO:0005509"	"calcium ion binding"	"9/78"	"288/7864"	0.002075484837009	0.219382940844793	0.216166800640147	"MYL2/PCDH10/CDH11/SLIT2/TENM2/VLDLR/CACNA1B/HPGDS/PCDH9"	9
"GO:0005201"	"GO:0005201"	"extracellular matrix structural constituent"	"4/78"	"65/7864"	0.00383613219610899	0.219382940844793	0.216166800640147	"TFPI2/FRAS1/COL2A1/LUM"	4
"GO:0042803"	"GO:0042803"	"protein homodimerization activity"	"9/78"	"332/7864"	0.00534453194044436	0.219382940844793	0.216166800640147	"CRYAB/FOXP2/SLIT2/TENM2/HPGDS/ERBB4/ALDH1A3/TENM3/RFPL4A"	9
"GO:0005198"	"GO:0005198"	"structural molecule activity"	"8/78"	"277/7864"	0.00593345888234343	0.219382940844793	0.216166800640147	"NEBL/JPH1/TFPI2/CRYAB/MYL2/FRAS1/COL2A1/LUM"	8
"GO:0043394"	"GO:0043394"	"proteoglycan binding"	"2/78"	"12/7864"	0.00601049152999433	0.219382940844793	0.216166800640147	"COL2A1/SLIT2"	2
"GO:0015026"	"GO:0015026"	"coreceptor activity"	"2/78"	"22/7864"	0.0197331153196695	0.487186055499264	0.480043938367456	"GPC4/LBP"	2
"GO:0042277"	"GO:0042277"	"peptide binding"	"4/78"	"116/7864"	0.0278120495059037	0.487186055499264	0.480043938367456	"CRYAB/LBP/CACNA1B/AVPR1A"	4
"GO:0022843"	"GO:0022843"	"voltage-gated monoatomic cation channel activity"	"3/78"	"67/7864"	0.0285715223582079	0.487186055499264	0.480043938367456	"CACNA1B/CACNA2D1/KCNJ3"	3
"GO:0005245"	"GO:0005245"	"voltage-gated calcium channel activity"	"2/78"	"27/7864"	0.0290454240998039	0.487186055499264	0.480043938367456	"CACNA1B/CACNA2D1"	2
"GO:0017022"	"GO:0017022"	"myosin binding"	"2/78"	"30/7864"	0.0353180969717193	0.487186055499264	0.480043938367456	"MYL2/STXBP5L"	2
"GO:0001540"	"GO:0001540"	"amyloid-beta binding"	"2/78"	"31/7864"	0.0375155256623054	0.487186055499264	0.480043938367456	"CRYAB/CACNA1B"	2
"GO:0046983"	"GO:0046983"	"protein dimerization activity"	"9/78"	"465/7864"	0.039749249311584	0.487186055499264	0.480043938367456	"CRYAB/FOXP2/SLIT2/TENM2/HPGDS/ERBB4/ALDH1A3/TENM3/RFPL4A"	9
"GO:0004714"	"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	"2/78"	"33/7864"	0.0420628283293439	0.487186055499264	0.480043938367456	"NRP2/ERBB4"	2
"GO:0019199"	"GO:0019199"	"transmembrane receptor protein kinase activity"	"2/78"	"39/7864"	0.0568399151964746	0.487186055499264	0.480043938367456	"NRP2/ERBB4"	2
"GO:0070851"	"GO:0070851"	"growth factor receptor binding"	"2/78"	"42/7864"	0.0648115962921426	0.487186055499264	0.480043938367456	"FGF5/ERBB4"	2
"GO:0005244"	"GO:0005244"	"voltage-gated monoatomic ion channel activity"	"3/78"	"95/7864"	0.067959079269868	0.487186055499264	0.480043938367456	"CACNA1B/CACNA2D1/KCNJ3"	3
"GO:0022832"	"GO:0022832"	"voltage-gated channel activity"	"3/78"	"95/7864"	0.067959079269868	0.487186055499264	0.480043938367456	"CACNA1B/CACNA2D1/KCNJ3"	3
"GO:0033218"	"GO:0033218"	"amide binding"	"4/78"	"156/7864"	0.068845980815546	0.487186055499264	0.480043938367456	"CRYAB/LBP/CACNA1B/AVPR1A"	4
"GO:0004222"	"GO:0004222"	"metalloendopeptidase activity"	"2/78"	"49/7864"	0.0847291738623531	0.487186055499264	0.480043938367456	"ADAMTS9/PAPPA"	2
"GO:0017124"	"GO:0017124"	"SH3 domain binding"	"2/78"	"49/7864"	0.0847291738623531	0.487186055499264	0.480043938367456	"CTTNBP2/KHDRBS2"	2
"GO:0042562"	"GO:0042562"	"hormone binding"	"2/78"	"51/7864"	0.0907235602384961	0.487186055499264	0.480043938367456	"AVPR1A/ALDH1A3"	2
"GO:0005212"	"GO:0005212"	"structural constituent of eye lens"	"1/78"	"10/7864"	0.0949261249160654	0.487186055499264	0.480043938367456	"CRYAB"	1
"GO:0033612"	"GO:0033612"	"receptor serine/threonine kinase binding"	"1/78"	"10/7864"	0.0949261249160654	0.487186055499264	0.480043938367456	"BMP5"	1
"GO:0050699"	"GO:0050699"	"WW domain binding"	"1/78"	"10/7864"	0.0949261249160654	0.487186055499264	0.480043938367456	"NDFIP2"	1
"GO:0070273"	"GO:0070273"	"phosphatidylinositol-4-phosphate binding"	"1/78"	"10/7864"	0.0949261249160654	0.487186055499264	0.480043938367456	"JPH2"	1
"GO:0070300"	"GO:0070300"	"phosphatidic acid binding"	"1/78"	"10/7864"	0.0949261249160654	0.487186055499264	0.480043938367456	"JPH2"	1
"GO:0008514"	"GO:0008514"	"organic anion transmembrane transporter activity"	"3/78"	"114/7864"	0.103618538185374	0.487186055499264	0.480043938367456	"SLC7A10/SLC22A3/GJA1"	3
"GO:0003785"	"GO:0003785"	"actin monomer binding"	"1/78"	"11/7864"	0.103914635516594	0.487186055499264	0.480043938367456	"MYL2"	1
"GO:0005242"	"GO:0005242"	"inward rectifier potassium channel activity"	"1/78"	"11/7864"	0.103914635516594	0.487186055499264	0.480043938367456	"KCNJ3"	1
"GO:0033691"	"GO:0033691"	"sialic acid binding"	"1/78"	"11/7864"	0.103914635516594	0.487186055499264	0.480043938367456	"SIGLEC8"	1
"GO:0080025"	"GO:0080025"	"phosphatidylinositol-3,5-bisphosphate binding"	"1/78"	"11/7864"	0.103914635516594	0.487186055499264	0.480043938367456	"JPH2"	1
"GO:0005262"	"GO:0005262"	"calcium channel activity"	"2/78"	"58/7864"	0.112615202556663	0.487186055499264	0.480043938367456	"CACNA1B/CACNA2D1"	2
"GO:0022829"	"GO:0022829"	"wide pore channel activity"	"1/78"	"12/7864"	0.112815012242648	0.487186055499264	0.480043938367456	"GJA1"	1
"GO:0043236"	"GO:0043236"	"laminin binding"	"1/78"	"12/7864"	0.112815012242648	0.487186055499264	0.480043938367456	"SLIT2"	1
"GO:0071813"	"GO:0071813"	"lipoprotein particle binding"	"1/78"	"12/7864"	0.112815012242648	0.487186055499264	0.480043938367456	"VLDLR"	1
"GO:0071814"	"GO:0071814"	"protein-lipid complex binding"	"1/78"	"12/7864"	0.112815012242648	0.487186055499264	0.480043938367456	"VLDLR"	1
"GO:0019838"	"GO:0019838"	"growth factor binding"	"2/78"	"59/7864"	0.115847075845249	0.487186055499264	0.480043938367456	"NRP2/COL2A1"	2
"GO:0001530"	"GO:0001530"	"lipopolysaccharide binding"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"LBP"	1
"GO:0004693"	"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"CDK15"	1
"GO:0005501"	"GO:0005501"	"retinoid binding"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"CRABP1"	1
"GO:0008143"	"GO:0008143"	"poly(A) binding"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"KHDRBS2"	1
"GO:0008331"	"GO:0008331"	"high voltage-gated calcium channel activity"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"CACNA1B"	1
"GO:0015020"	"GO:0015020"	"glucuronosyltransferase activity"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"UGT2B11"	1
"GO:0019840"	"GO:0019840"	"isoprenoid binding"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"CRABP1"	1
"GO:0032452"	"GO:0032452"	"histone demethylase activity"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"KDM4E"	1
"GO:0097472"	"GO:0097472"	"cyclin-dependent protein kinase activity"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"CDK15"	1
"GO:0140457"	"GO:0140457"	"protein demethylase activity"	"1/78"	"13/7864"	0.121628108147522	0.487186055499264	0.480043938367456	"KDM4E"	1
"GO:0020037"	"GO:0020037"	"heme binding"	"2/78"	"62/7864"	0.12568187610947	0.487186055499264	0.480043938367456	"EPX/CYP2C19"	2
"GO:0008266"	"GO:0008266"	"poly(U) RNA binding"	"1/78"	"14/7864"	0.130354768135358	0.487186055499264	0.480043938367456	"KHDRBS2"	1
"GO:0019213"	"GO:0019213"	"deacetylase activity"	"1/78"	"14/7864"	0.130354768135358	0.487186055499264	0.480043938367456	"NDST3"	1
"GO:0015085"	"GO:0015085"	"calcium ion transmembrane transporter activity"	"2/78"	"64/7864"	0.132346827115012	0.487186055499264	0.480043938367456	"CACNA1B/CACNA2D1"	2
"GO:0016712"	"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"1/78"	"15/7864"	0.138995829037961	0.487186055499264	0.480043938367456	"CYP2C19"	1
"GO:0042287"	"GO:0042287"	"MHC protein binding"	"1/78"	"15/7864"	0.138995829037961	0.487186055499264	0.480043938367456	"COL2A1"	1
"GO:0046906"	"GO:0046906"	"tetrapyrrole binding"	"2/78"	"66/7864"	0.13909168042828	0.487186055499264	0.480043938367456	"EPX/CYP2C19"	2
"GO:0008187"	"GO:0008187"	"poly-pyrimidine tract binding"	"1/78"	"16/7864"	0.147552119690916	0.487186055499264	0.480043938367456	"KHDRBS2"	1
"GO:0015101"	"GO:0015101"	"organic cation transmembrane transporter activity"	"1/78"	"16/7864"	0.147552119690916	0.487186055499264	0.480043938367456	"SLC22A3"	1
"GO:0048019"	"GO:0048019"	"receptor antagonist activity"	"1/78"	"16/7864"	0.147552119690916	0.487186055499264	0.480043938367456	"MTRNR2L6"	1
"GO:0070717"	"GO:0070717"	"poly-purine tract binding"	"1/78"	"16/7864"	0.147552119690916	0.487186055499264	0.480043938367456	"KHDRBS2"	1
"GO:0008395"	"GO:0008395"	"steroid hydroxylase activity"	"1/78"	"17/7864"	0.156024461008972	0.487186055499264	0.480043938367456	"CYP2C19"	1
"GO:0030296"	"GO:0030296"	"protein tyrosine kinase activator activity"	"1/78"	"17/7864"	0.156024461008972	0.487186055499264	0.480043938367456	"ERBB4"	1
"GO:0030332"	"GO:0030332"	"cyclin binding"	"1/78"	"17/7864"	0.156024461008972	0.487186055499264	0.480043938367456	"CDK15"	1
"GO:0035254"	"GO:0035254"	"glutamate receptor binding"	"1/78"	"17/7864"	0.156024461008972	0.487186055499264	0.480043938367456	"NETO1"	1
"GO:0008201"	"GO:0008201"	"heparin binding"	"2/78"	"71/7864"	0.156266832345209	0.487186055499264	0.480043938367456	"NRP2/SLIT2"	2
"GO:0001228"	"GO:0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific"	"4/78"	"211/7864"	0.156767923125035	0.487186055499264	0.480043938367456	"HOXA13/POU4F1/DMRT2/ZNF99"	4
"GO:0001216"	"GO:0001216"	"DNA-binding transcription activator activity"	"4/78"	"212/7864"	0.158650317220921	0.487186055499264	0.480043938367456	"HOXA13/POU4F1/DMRT2/ZNF99"	4
"GO:0001227"	"GO:0001227"	"DNA-binding transcription repressor activity, RNA polymerase II-specific"	"3/78"	"139/7864"	0.159266344445202	0.487186055499264	0.480043938367456	"FOXP2/MNX1/POU4F1"	3
"GO:0004713"	"GO:0004713"	"protein tyrosine kinase activity"	"2/78"	"73/7864"	0.163248140588168	0.487186055499264	0.480043938367456	"NRP2/ERBB4"	2
"GO:0019825"	"GO:0019825"	"oxygen binding"	"1/78"	"18/7864"	0.16441366606075	0.487186055499264	0.480043938367456	"CYP2C19"	1
"GO:0032266"	"GO:0032266"	"phosphatidylinositol-3-phosphate binding"	"1/78"	"18/7864"	0.16441366606075	0.487186055499264	0.480043938367456	"JPH2"	1
"GO:0042169"	"GO:0042169"	"SH2 domain binding"	"1/78"	"18/7864"	0.16441366606075	0.487186055499264	0.480043938367456	"KHDRBS2"	1
"GO:0001217"	"GO:0001217"	"DNA-binding transcription repressor activity"	"3/78"	"142/7864"	0.166481023671853	0.487186055499264	0.480043938367456	"FOXP2/MNX1/POU4F1"	3
"GO:0051020"	"GO:0051020"	"GTPase binding"	"3/78"	"143/7864"	0.168907608943722	0.487186055499264	0.480043938367456	"SYTL5/CDC42EP2/POU4F1"	3
"GO:0008083"	"GO:0008083"	"growth factor activity"	"2/78"	"75/7864"	0.170285406585004	0.487186055499264	0.480043938367456	"BMP5/FGF5"	2
"GO:0005080"	"GO:0005080"	"protein kinase C binding"	"1/78"	"19/7864"	0.172720540142736	0.487186055499264	0.480043938367456	"AVPR1A"	1
"GO:0016620"	"GO:0016620"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	"1/78"	"19/7864"	0.172720540142736	0.487186055499264	0.480043938367456	"ALDH1A3"	1
"GO:0032451"	"GO:0032451"	"demethylase activity"	"1/78"	"19/7864"	0.172720540142736	0.487186055499264	0.480043938367456	"KDM4E"	1
"GO:0016705"	"GO:0016705"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	"2/78"	"76/7864"	0.173823504732179	0.487186055499264	0.480043938367456	"CYP2C19/KDM4E"	2
"GO:0005261"	"GO:0005261"	"monoatomic cation channel activity"	"3/78"	"146/7864"	0.176249654807042	0.487186055499264	0.480043938367456	"CACNA1B/CACNA2D1/KCNJ3"	3
"GO:0030547"	"GO:0030547"	"signaling receptor inhibitor activity"	"1/78"	"20/7864"	0.180945880852598	0.487186055499264	0.480043938367456	"MTRNR2L6"	1
"GO:0015267"	"GO:0015267"	"channel activity"	"4/78"	"225/7864"	0.183866259937141	0.487186055499264	0.480043938367456	"CACNA1B/GJA1/CACNA2D1/KCNJ3"	4
"GO:0022803"	"GO:0022803"	"passive transmembrane transporter activity"	"4/78"	"225/7864"	0.183866259937141	0.487186055499264	0.480043938367456	"CACNA1B/GJA1/CACNA2D1/KCNJ3"	4
"GO:0005547"	"GO:0005547"	"phosphatidylinositol-3,4,5-trisphosphate binding"	"1/78"	"21/7864"	0.189090478161815	0.487186055499264	0.480043938367456	"JPH2"	1
"GO:0016706"	"GO:0016706"	"2-oxoglutarate-dependent dioxygenase activity"	"1/78"	"21/7864"	0.189090478161815	0.487186055499264	0.480043938367456	"KDM4E"	1
"GO:0016709"	"GO:0016709"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"1/78"	"21/7864"	0.189090478161815	0.487186055499264	0.480043938367456	"CYP2C19"	1
"GO:0005504"	"GO:0005504"	"fatty acid binding"	"1/78"	"22/7864"	0.197155114487631	0.493689930586713	0.486452467052517	"CRABP1"	1
"GO:0016903"	"GO:0016903"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"	"1/78"	"22/7864"	0.197155114487631	0.493689930586713	0.486452467052517	"ALDH1A3"	1
"GO:0022836"	"GO:0022836"	"gated channel activity"	"3/78"	"156/7864"	0.201338212731603	0.493689930586713	0.486452467052517	"CACNA1B/CACNA2D1/KCNJ3"	3
"GO:0022839"	"GO:0022839"	"monoatomic ion gated channel activity"	"3/78"	"156/7864"	0.201338212731603	0.493689930586713	0.486452467052517	"CACNA1B/CACNA2D1/KCNJ3"	3
"GO:0008146"	"GO:0008146"	"sulfotransferase activity"	"1/78"	"23/7864"	0.205140564764342	0.493689930586713	0.486452467052517	"NDST3"	1
"GO:0016765"	"GO:0016765"	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	"1/78"	"23/7864"	0.205140564764342	0.493689930586713	0.486452467052517	"HPGDS"	1
"GO:0008237"	"GO:0008237"	"metallopeptidase activity"	"2/78"	"86/7864"	0.209782449291269	0.499373439073783	0.4920526556603	"ADAMTS9/PAPPA"	2
"GO:0004601"	"GO:0004601"	"peroxidase activity"	"1/78"	"25/7864"	0.220876969915942	0.510916805051614	0.503426796614183	"EPX"	1
"GO:0050840"	"GO:0050840"	"extracellular matrix binding"	"1/78"	"25/7864"	0.220876969915942	0.510916805051614	0.503426796614183	"SLIT2"	1
"GO:0050839"	"GO:0050839"	"cell adhesion molecule binding"	"4/78"	"244/7864"	0.222893028599971	0.510916805051614	0.503426796614183	"ITGA8/CDH11/TENM2/TENM3"	4
"GO:0015175"	"GO:0015175"	"neutral L-amino acid transmembrane transporter activity"	"1/78"	"26/7864"	0.228629437876978	0.510916805051614	0.503426796614183	"SLC7A10"	1
"GO:0016684"	"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"1/78"	"26/7864"	0.228629437876978	0.510916805051614	0.503426796614183	"EPX"	1
"GO:0016860"	"GO:0016860"	"intramolecular oxidoreductase activity"	"1/78"	"26/7864"	0.228629437876978	0.510916805051614	0.503426796614183	"HPGDS"	1
"GO:0031406"	"GO:0031406"	"carboxylic acid binding"	"2/78"	"92/7864"	0.23171963763625	0.512591925680189	0.505077360079014	"SIGLEC8/CRABP1"	2
"GO:0005539"	"GO:0005539"	"glycosaminoglycan binding"	"2/78"	"94/7864"	0.239069232307874	0.523561618754243	0.515886238138043	"NRP2/SLIT2"	2
"GO:0017046"	"GO:0017046"	"peptide hormone binding"	"1/78"	"28/7864"	0.243906633148336	0.52396616453561	0.516284853303533	"AVPR1A"	1
"GO:0030545"	"GO:0030545"	"signaling receptor regulator activity"	"4/78"	"254/7864"	0.244275450274672	0.52396616453561	0.516284853303533	"BMP5/FGF5/CDC42EP2/MTRNR2L6"	4
"GO:0043177"	"GO:0043177"	"organic acid binding"	"2/78"	"96/7864"	0.246431575101223	0.52396616453561	0.516284853303533	"SIGLEC8/CRABP1"	2
"GO:0048306"	"GO:0048306"	"calcium-dependent protein binding"	"1/78"	"29/7864"	0.251432830521286	0.524417046515824	0.516729125382091	"VLDLR"	1
