"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0140678"	"GO:0140678"	"molecular function inhibitor activity"	"10/64"	"320/7864"	0.00023146462805577	0.0241770042023858	0.0212712055826176	"LTF/MDFI/SPINK2/SNCA/DENND2A/FRMD7/A2ML1/RAB3IL1/UMODL1/ARHGEF37"	10
"GO:0005506"	"GO:0005506"	"iron ion binding"	"5/64"	"74/7864"	0.000318587828951688	0.0241770042023858	0.0212712055826176	"LTF/CYP24A1/HBZ/CYP2C9/SNCA"	5
"GO:0030414"	"GO:0030414"	"peptidase inhibitor activity"	"5/64"	"76/7864"	0.000360850808990833	0.0241770042023858	0.0212712055826176	"LTF/SPINK2/SNCA/A2ML1/UMODL1"	5
"GO:0061134"	"GO:0061134"	"peptidase regulator activity"	"5/64"	"102/7864"	0.00138351826043374	0.0628262724665772	0.0552752750687874	"LTF/SPINK2/SNCA/A2ML1/UMODL1"	5
"GO:0020037"	"GO:0020037"	"heme binding"	"4/64"	"62/7864"	0.00156284259867107	0.0628262724665772	0.0552752750687874	"CYP24A1/HBZ/CYP2C9/HBG1"	4
"GO:0046906"	"GO:0046906"	"tetrapyrrole binding"	"4/64"	"66/7864"	0.00197074770845771	0.0660200482333333	0.058085195617701	"CYP24A1/HBZ/CYP2C9/HBG1"	4
"GO:0004866"	"GO:0004866"	"endopeptidase inhibitor activity"	"4/64"	"72/7864"	0.0027126869891273	0.0778928692592268	0.0685310397253213	"LTF/SPINK2/SNCA/A2ML1"	4
"GO:0061135"	"GO:0061135"	"endopeptidase regulator activity"	"4/64"	"79/7864"	0.00379740050621957	0.0954096877187668	0.0839425375059064	"LTF/SPINK2/SNCA/A2ML1"	4
"GO:0004497"	"GO:0004497"	"monooxygenase activity"	"3/64"	"48/7864"	0.00685130096352574	0.121448423244176	0.106851715658662	"FMO3/CYP24A1/CYP2C9"	3
"GO:0043177"	"GO:0043177"	"organic acid binding"	"4/64"	"96/7864"	0.00757668024079209	0.121448423244176	0.106851715658662	"SELE/FABP3/HBZ/HBG1"	4
"GO:0005509"	"GO:0005509"	"calcium ion binding"	"7/64"	"288/7864"	0.00855139320307418	0.121448423244176	0.106851715658662	"PCDHB12/SNCA/TENM2/SVEP1/VWA2/UMODL1/ITLN1"	7
"GO:0030695"	"GO:0030695"	"GTPase regulator activity"	"6/64"	"221/7864"	0.0088777954680827	0.121448423244176	0.106851715658662	"STXBP5L/DENND2A/RANBP3L/FRMD7/RAB3IL1/ARHGEF37"	6
"GO:0060589"	"GO:0060589"	"nucleoside-triphosphatase regulator activity"	"6/64"	"221/7864"	0.0088777954680827	0.121448423244176	0.106851715658662	"STXBP5L/DENND2A/RANBP3L/FRMD7/RAB3IL1/ARHGEF37"	6
"GO:0019825"	"GO:0019825"	"oxygen binding"	"2/64"	"18/7864"	0.00917294860245656	0.121448423244176	0.106851715658662	"HBZ/HBG1"	2
"GO:0004857"	"GO:0004857"	"enzyme inhibitor activity"	"5/64"	"160/7864"	0.00950922168850634	0.121448423244176	0.106851715658662	"LTF/SPINK2/SNCA/A2ML1/UMODL1"	5
"GO:0005085"	"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"4/64"	"103/7864"	0.00966753617864087	0.121448423244176	0.106851715658662	"DENND2A/FRMD7/RAB3IL1/ARHGEF37"	4
"GO:0048020"	"GO:0048020"	"CCR chemokine receptor binding"	"2/64"	"20/7864"	0.0112729091336833	0.133285572698255	0.117266175508284	"CCL2/CCL1"	2
"GO:0016709"	"GO:0016709"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	"2/64"	"21/7864"	0.012394703455925	0.138407521924496	0.121772525181018	"FMO3/CYP2C9"	2
"GO:0004869"	"GO:0004869"	"cysteine-type endopeptidase inhibitor activity"	"2/64"	"22/7864"	0.0135632761580072	0.143485184618919	0.126239911055137	"LTF/SNCA"	2
"GO:0008009"	"GO:0008009"	"chemokine activity"	"2/64"	"23/7864"	0.0147778163244395	0.148517054060617	0.130667007500307	"CCL2/CCL1"	2
"GO:0004601"	"GO:0004601"	"peroxidase activity"	"2/64"	"25/7864"	0.0173416039877876	0.159096428386214	0.139974862366504	"HBZ/HBG1"	2
"GO:0016491"	"GO:0016491"	"oxidoreductase activity"	"7/64"	"331/7864"	0.0174135394253568	0.159096428386214	0.139974862366504	"FMO3/CYP24A1/HBZ/CYP2C9/SNCA/LDHAL6A/HBG1"	7
"GO:0016684"	"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"2/64"	"26/7864"	0.0186892779516684	0.163328037751537	0.14369788081832	"HBZ/HBG1"	2
"GO:0016705"	"GO:0016705"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	"3/64"	"76/7864"	0.023718742412637	0.196984741960353	0.173309435188999	"FMO3/CYP24A1/CYP2C9"	3
