"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"WP3298"	"WP3298"	"Melatonin metabolism and effects"	"2/26"	"39/8701"	0.00594481591734569	0.261335465001352	0.246301478642645	"4133/2308"	2
"WP5265"	"WP5265"	"Neurogenesis regulation in the olfactory epithelium"	"2/26"	"57/8701"	0.0123896343079997	0.261335465001352	0.246301478642645	"4133/1600"	2
"WP3630"	"WP3630"	"NAD metabolism, sirtuins and aging"	"1/26"	"11/8701"	0.032401406321916	0.261335465001352	0.246301478642645	"2308"	1
"WP4292"	"WP4292"	"Methionine metabolism leading to sulfur amino acids and related disorders"	"1/26"	"12/8701"	0.0352964078680189	0.261335465001352	0.246301478642645	"635"	1
"WP5324"	"WP5324"	"Octadecanoid formation from linoleic acid"	"1/26"	"12/8701"	0.0352964078680189	0.261335465001352	0.246301478642645	"59344"	1
"WP3876"	"WP3876"	"BMP2-WNT4-FOXO1 pathway in primary endometrial stromal cell differentiation"	"1/26"	"13/8701"	0.0381830799126071	0.261335465001352	0.246301478642645	"2308"	1
"WP4504"	"WP4504"	"Cysteine and methionine catabolism"	"1/26"	"15/8701"	0.0439315274750133	0.261335465001352	0.246301478642645	"635"	1
"WP501"	"WP501"	"GPCRs, class C metabotropic glutamate, pheromone"	"1/26"	"15/8701"	0.0439315274750133	0.261335465001352	0.246301478642645	"55507"	1
"WP3874"	"WP3874"	"Canonical and non-canonical TGF-B signaling"	"1/26"	"17/8701"	0.0496469323563861	0.261335465001352	0.246301478642645	"26585"	1
"WP1742"	"WP1742"	"TP53 network"	"1/26"	"19/8701"	0.0553294769341691	0.261335465001352	0.246301478642645	"666"	1
"WP236"	"WP236"	"Adipogenesis"	"2/26"	"131/8701"	0.0577921660611232	0.261335465001352	0.246301478642645	"2308/651"	2
"WP497"	"WP497"	"Urea cycle and metabolism of amino groups"	"1/26"	"21/8701"	0.0609793426209005	0.261335465001352	0.246301478642645	"1158"	1
"WP5066"	"WP5066"	"FOXA2 pathway"	"1/26"	"21/8701"	0.0609793426209005	0.261335465001352	0.246301478642645	"2308"	1
"WP3580"	"WP3580"	"Methionine de novo and salvage pathway"	"1/26"	"22/8701"	0.0637920773089021	0.261335465001352	0.246301478642645	"635"	1
"WP3599"	"WP3599"	"Transcription factor regulation in adipogenesis"	"1/26"	"22/8701"	0.0637920773089021	0.261335465001352	0.246301478642645	"2308"	1
"WP3872"	"WP3872"	"Regulation of apoptosis by parathyroid hormone-related protein"	"1/26"	"23/8701"	0.0665967098691013	0.261335465001352	0.246301478642645	"666"	1
"WP4830"	"WP4830"	"GDNF/RET signaling axis"	"1/26"	"23/8701"	0.0665967098691013	0.261335465001352	0.246301478642645	"26585"	1
"WP5044"	"WP5044"	"Kynurenine pathway and links to cell senescence"	"1/26"	"23/8701"	0.0665967098691013	0.261335465001352	0.246301478642645	"2308"	1
"WP4288"	"WP4288"	"MTHFR deficiency"	"1/26"	"24/8701"	0.0693932627088574	0.261335465001352	0.246301478642645	"635"	1
"WP5216"	"WP5216"	"Warburg effect modulated by deubiquitinating enzymes and their substrates"	"1/26"	"26/8701"	0.0749622185596556	0.261335465001352	0.246301478642645	"2308"	1
"WP5385"	"WP5385"	"Growth factors and hormones in Beta-cell proliferation"	"1/26"	"26/8701"	0.0749622185596556	0.261335465001352	0.246301478642645	"2308"	1
"WP2035"	"WP2035"	"Follicle stimulating hormone (FSH) signaling pathway"	"1/26"	"27/8701"	0.0777346660890442	0.261335465001352	0.246301478642645	"2308"	1
"WP5092"	"WP5092"	"Interactions of natural killer cells in pancreatic cancer"	"1/26"	"28/8701"	0.0804991229349842	0.261335465001352	0.246301478642645	"2308"	1
"WP706"	"WP706"	"Sudden infant death syndrome (SIDS) susceptibility pathways"	"2/26"	"160/8701"	0.0819412477945628	0.261335465001352	0.246301478642645	"4133/3359"	2
"WP241"	"WP241"	"One-carbon metabolism"	"1/26"	"29/8701"	0.0832556112093633	0.261335465001352	0.246301478642645	"635"	1
"WP2875"	"WP2875"	"Constitutive androstane receptor pathway"	"1/26"	"31/8701"	0.0887447701979115	0.261335465001352	0.246301478642645	"2308"	1
"WP2876"	"WP2876"	"Pregnane X receptor pathway"	"1/26"	"32/8701"	0.0914774848432235	0.261335465001352	0.246301478642645	"2308"	1
"WP3844"	"WP3844"	"PI3K-AKT-mTOR signaling pathway and therapeutic opportunities in prostate cancer"	"1/26"	"32/8701"	0.0914774848432235	0.261335465001352	0.246301478642645	"2308"	1
"WP4149"	"WP4149"	"White fat cell differentiation"	"1/26"	"32/8701"	0.0914774848432235	0.261335465001352	0.246301478642645	"2308"	1
"WP2197"	"WP2197"	"Endothelin pathways"	"1/26"	"33/8701"	0.0942023187795572	0.261335465001352	0.246301478642645	"1264"	1
"WP422"	"WP422"	"MAPK cascade"	"1/26"	"33/8701"	0.0942023187795572	0.261335465001352	0.246301478642645	"4133"	1
"WP4542"	"WP4542"	"Leukocyte-intrinsic Hippo pathway functions"	"1/26"	"35/8701"	0.0996284317479638	0.267751410322653	0.25234833041425	"2308"	1
"WP2877"	"WP2877"	"Vitamin D receptor pathway"	"2/26"	"187/8701"	0.106742499688188	0.278177423429823	0.262174560637655	"2308/386672"	2
"WP4148"	"WP4148"	"Splicing factor NOVA regulated synaptic proteins"	"1/26"	"42/8701"	0.118374773585509	0.299418544951581	0.282193732696105	"1600"	1
"WP1541"	"WP1541"	"Energy metabolism"	"1/26"	"48/8701"	0.134143843536817	0.326669840532257	0.307877328286215	"2308"	1
"WP3981"	"WP3981"	"miRNA regulation of prostate cancer signaling pathways"	"1/26"	"49/8701"	0.13674551464141	0.326669840532257	0.307877328286215	"2308"	1
"WP3286"	"WP3286"	"Copper homeostasis"	"1/26"	"53/8701"	0.147077231912866	0.341855187689364	0.322189099780674	"2308"	1
"WP2272"	"WP2272"	"Pathogenic Escherichia coli infection"	"1/26"	"55/8701"	0.152198400881631	0.344449012521586	0.324633708251678	"79861"	1
"WP4917"	"WP4917"	"Proximal tubule transport"	"1/26"	"57/8701"	0.157289996841961	0.345444129455765	0.32557157855684	"55867"	1
"WP5352"	"WP5352"	"10q11.21q11.23 copy number variation syndrome"	"1/26"	"61/8701"	0.167385124789705	0.345444129455765	0.32557157855684	"196740"	1
"WP5180"	"WP5180"	"DYRK1A involvement regarding cell proliferation in brain development"	"1/26"	"62/8701"	0.169890678812329	0.345444129455765	0.32557157855684	"2308"	1
"WP3624"	"WP3624"	"Lung fibrosis"	"1/26"	"64/8701"	0.174880054884592	0.345444129455765	0.32557157855684	"26585"	1
"WP43"	"WP43"	"Oxidation by cytochrome P450"	"1/26"	"64/8701"	0.174880054884592	0.345444129455765	0.32557157855684	"64816"	1
"WP2324"	"WP2324"	"AGE/RAGE pathway"	"1/26"	"66/8701"	0.179840589028206	0.345444129455765	0.32557157855684	"2308"	1
"WP2525"	"WP2525"	"Trans-sulfuration, one-carbon metabolism and related pathways"	"1/26"	"68/8701"	0.184772441336804	0.345444129455765	0.32557157855684	"635"	1
"WP3303"	"WP3303"	"RAC1/PAK1/p38/MMP2 pathway"	"1/26"	"68/8701"	0.184772441336804	0.345444129455765	0.32557157855684	"2308"	1
"WP2359"	"WP2359"	"Parkin-ubiquitin proteasomal system pathway"	"1/26"	"71/8701"	0.192116789468693	0.351532848815055	0.331310028870982	"79861"	1
"WP5218"	"WP5218"	"Extrafollicular and follicular B cell activation by SARS-CoV-2"	"1/26"	"75/8701"	0.201810346384596	0.353098492478444	0.332785604906245	"2308"	1
"WP2034"	"WP2034"	"Leptin signaling pathway"	"1/26"	"76/8701"	0.204216204371381	0.353098492478444	0.332785604906245	"2308"	1
"WP5205"	"WP5205"	"Clock-controlled autophagy in bone metabolism"	"1/26"	"80/8701"	0.21377009511348	0.353098492478444	0.332785604906245	"651"	1
"WP2261"	"WP2261"	"Glioblastoma signaling pathways"	"1/26"	"83/8701"	0.220863035402753	0.353098492478444	0.332785604906245	"2308"	1
"WP2840"	"WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	"1/26"	"87/8701"	0.230224635104968	0.353098492478444	0.332785604906245	"55507"	1
"WP254"	"WP254"	"Apoptosis"	"1/26"	"88/8701"	0.232548080599195	0.353098492478444	0.332785604906245	"666"	1
"WP5234"	"WP5234"	"Bardet-Biedl syndrome"	"1/26"	"88/8701"	0.232548080599195	0.353098492478444	0.332785604906245	"51473"	1
"WP138"	"WP138"	"Androgen receptor signaling pathway"	"1/26"	"91/8701"	0.239478028163195	0.353098492478444	0.332785604906245	"2308"	1
"WP3925"	"WP3925"	"Amino acid metabolism"	"1/26"	"91/8701"	0.239478028163195	0.353098492478444	0.332785604906245	"635"	1
"WP1772"	"WP1772"	"Apoptosis modulation and signaling"	"1/26"	"92/8701"	0.24177461019197	0.353098492478444	0.332785604906245	"666"	1
"WP673"	"WP673"	"ErbB signaling pathway"	"1/26"	"92/8701"	0.24177461019197	0.353098492478444	0.332785604906245	"2308"	1
