"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"hsa04659"	"hsa04659"	"Th17 cell differentiation"	106	0.500809649920943	1.69265491148496	0.000245663756098449	0.000245663756098449	0.0484137805447332	4999	"tags=41%, list=22%, signal=32%"	"IL21/IL22/PPP3R2/HLA-DQA1/HLA-DQA2/MAPK11/RORA/RORC/IL2RA/GATA3/HLA-DOB/IL23A/IFNG/IRF4/IL2/CD3E/CD247/HLA-DRB5/PLCG1/FOXP3/CD3D/CD3G/IL6/ZAP70/LCK/HLA-DPA1/JAK3/NFKBIA/IL21R/HLA-DOA/MAPK13/HLA-DQA1/NFKBIE/EBI3/LAT/IL4/NFATC1/IKBKG/TGFB1/CD4/IL2RB/IL1B/IL1RAP/TBX21"
"hsa04658"	"hsa04658"	"Th1 and Th2 cell differentiation"	90	0.522132062542416	1.74679858997357	0.000342941358735016	0.000342941358735016	0.0484137805447332	5122	"tags=47%, list=23%, signal=37%"	"IL12B/PPP3R2/HLA-DQA1/HLA-DQA2/MAPK11/IL13/DLL3/IL2RA/GATA3/HLA-DOB/IFNG/IL2/CD3E/CD247/HLA-DRB5/PLCG1/CD3D/CD3G/STAT4/ZAP70/LCK/DLL4/HLA-DPA1/JAK3/NFKBIA/JAG2/HLA-DOA/MAPK13/HLA-DQA1/MAF/NFKBIE/LAT/JAG1/IL4/MAML2/NFATC1/IKBKG/RBPJL/CD4/IL2RB/RUNX3/TBX21/IL5"
"hsa04640"	"hsa04640"	"Hematopoietic cell lineage"	97	0.504842327348896	1.69738282947419	0.000529180316406926	0.000529180316406926	0.0484137805447332	3552	"tags=41%, list=16%, signal=35%"	"ITGB3/HLA-DQA1/HLA-DQA2/CD1B/GP5/CD1E/KITLG/CD1C/ITGA2B/GP1BB/CD8B2/GP9/CD8B/CD5/FLT3LG/IL2RA/HLA-DOB/ITGA3/CD1A/IL3/CD8A/CD24/FCER2/CD3E/CR2/HLA-DRB5/IL9R/CD22/IL11/CD7/CD3D/CD3G/IL6/CSF3/CD38/HLA-DPA1/IL11RA/HLA-DOA/IL7R/HLA-DQA1"
"hsa03320"	"hsa03320"	"PPAR signaling pathway"	72	-0.598658644965065	-1.81483507049921	0.000593459245387052	0.000593459245387052	0.0484137805447332	2202	"tags=33%, list=10%, signal=30%"	"SLC27A6/APOC3/ACSL6/APOA2/OLR1/ANGPTL4/UCP1/RXRA/SORBS1/ADIPOQ/ACOX2/CYP8B1/ACSBG1/CD36/PPARG/FABP6/LPL/CYP27A1/FABP3/APOA5/FABP2/FABP4/MMP1/HMGCS2"
"hsa04740"	"hsa04740"	"Olfactory transduction"	277	-0.409666807571613	-1.46799801108004	0.00132024647992488	0.00132024647992488	0.0729792819638734	3388	"tags=39%, list=15%, signal=33%"	"OR2T4/OR2T27/OR2D2/OR2F1/OR2V1/RGS2/OR1I1/OR6B1/OR2D3/OR11G2/OR52H1/OR4F6/OR10H5/OR5A1/OR1J4/OR4M2/OR2L13/OR11L1/OR6M1/OR10V1/OR5H2/OR2T29/OR2T5/OR9A4/OR13C4/GRK3/OR10X1/OR52E4/OR52D1/OR52B4/OR7C1/PDE1B/PDE1C/OR51I2/PDE1A/OR2T29/OR2T5/SLC8A1/OR56B4/PRKACG/OR2L5/PRKG2/OR6Y1/OR5H6/OR52E2/OR6B3/OR4K14/OR5V1/OR9A2/OR1L1/CAMK2B/OR2T12/OR4F16/OR4F29/OR52N2/OR51M1/OR6B2/OR2C3/OR14C36/OR2L2/OR51B4/OR2T8/OR6K2/OR52A1/OR11H6/OR2L8/OR2AK2/OR6T1/OR2L3/OR2T3/OR1N2/OR2W3/OR2AG2/OR10H1/OR6V1/OR14A16/OR56A5/OR2G3/OR11H4/OR4N4C/OR2AJ1/OR5B2/OR6K3/OR51V1/OR2M3/OR2M4/OR4N4/OR1E2/OR8B4/OR8A1/OR2T10/OR52L1/OR2M5/OR56A1/OR11H12/OR5K1/OR10A2/OR1E1/OR10A4/OR2V2/OR3A3/OR2T35/OR4F5/OR4M1/OR52A5/OR6N1/OR2J3/OR6P1"
"hsa00040"	"hsa00040"	"Pentose and glucuronate interconversions"	29	0.660351589835798	1.76114235879764	0.00137721774423349	0.00137721774423349	0.0729792819638734	4390	"tags=48%, list=20%, signal=39%"	"UGT2B17/UGT2B15/AKR1B10/UGT1A8/UGT2B10/DHDH/UGT1A10/UGT1A6/AKR1B1/KL/UGT2A3/UGT2B11/GUSB/CRYL1"
"hsa05332"	"hsa05332"	"Graft-versus-host disease"	38	0.622430573786738	1.7792082422163	0.00156552330664438	0.00156552330664438	0.0729792819638734	3552	"tags=44%, list=16%, signal=37%"	"HLA-DQA1/HLA-DQA2/KIR3DL3/KIR2DL1/HLA-DOB/KIR2DL3/IFNG/IL2/CD28/HLA-DRB5/CD80/IL6/HLA-DPA1/HLA-B/KIR3DL1/HLA-DOA/HLA-DQA1"
"hsa04630"	"hsa04630"	"JAK-STAT signaling pathway"	162	0.406067351626801	1.45806345027327	0.0021988329648832	0.0021988329648832	0.0799208648806795	3402	"tags=28%, list=15%, signal=24%"	"IL21/IL12B/IL22/IFNA4/CRLF2/LEP/PRL/SOCS1/IFNE/IFNA5/IFNB1/IL9/IL13/AOX1/IL13RA2/SOCS3/TSLP/IFNA2/IL2RA/IL23A/IFNG/IL24/IL31/IFNA1/IFNA14/IL3/IL2/EGF/IFNL3/IL19/IL9R/IL11/IFNLR1/STAT4/IL6/CTF1/CSF3/IFNL1/IL11RA/PDGFB/JAK3/CDKN1A/OSM/GFAP/IL21R"
"hsa00140"	"hsa00140"	"Steroid hormone biosynthesis"	55	0.552892612367295	1.66910856336067	0.00220426901525745	0.00220426901525745	0.0799208648806795	2425	"tags=29%, list=11%, signal=26%"	"UGT2B17/UGT2B15/SRD5A2/CYP11A1/UGT1A8/UGT2B10/HSD17B3/UGT1A10/CYP19A1/CYP3A4/UGT1A6/HSD11B1/AKR1D1/HSD11B1L/HSD17B2/CYP7B1"
"hsa04612"	"hsa04612"	"Antigen processing and presentation"	70	0.510930816303334	1.6347131402964	0.0034014897600825	0.0034014897600825	0.105415842166215	3552	"tags=30%, list=16%, signal=25%"	"HLA-DQA1/HLA-DQA2/KLRC2/CD8B2/KIR3DL3/CD8B/KIR2DS4/KIR2DL1/HLA-DOB/KIR2DL3/IFNG/CD8A/KLRC4/HLA-DRB5/KIR2DL4/HLA-DPA1/HLA-B/KLRC3/KIR3DL1/HLA-DOA/HLA-DQA1"
"hsa04940"	"hsa04940"	"Type I diabetes mellitus"	39	0.580577054787828	1.67156969266779	0.0040066577217633	0.0040066577217633	0.105415842166215	3552	"tags=35%, list=16%, signal=30%"	"IL12B/HLA-DQA1/HLA-DQA2/HLA-DOB/IFNG/IL2/CD28/HLA-DRB5/CD80/LTA/HLA-DPA1/HLA-B/HLA-DOA/HLA-DQA1"
"hsa05322"	"hsa05322"	"Systemic lupus erythematosus"	128	-0.478168610271234	-1.56879105417452	0.00455400423544715	0.00455400423544715	0.105415842166215	4167	"tags=49%, list=19%, signal=40%"	"H2AC8/C4B/H4C6/H2AC25/H3C4/H2AC4/H2AC17/C4A/H4C2/FCGR2A/H4C11/SNRPD3/H2BC17/H2AC12/C8B/H2BW1/H2BC4/H2BC26/H4C3/LOC102724334/H4C8/H4C5/H2AC11/C1S/H2BC18/H3C11/H2BC10/H3C12/H3C13/H2AC16/H2BC7/H3C10/H2BC11/LOC102723407/H4C1/H2AC13/H2AX/C6/H3C14/CD86/H4C9/H2BC9/H2BC13/SNRPD1/H4C14/SSB/H3C2/H2AB3/H4C13/H2BC6/H3C7/C1QC/H2BC14/H3C8/H4C4/C1QB/H4C12/H3C15/H2AC14/H3C3/C1QA/C7/C3/GRIN2B"
"hsa05321"	"hsa05321"	"Inflammatory bowel disease"	63	0.522508259831458	1.62167753096512	0.00471932979359456	0.00471932979359456	0.105415842166215	3680	"tags=34%, list=16%, signal=29%"	"IL21/IL12B/IL22/HLA-DQA1/HLA-DQA2/IL13/RORA/RORC/GATA3/HLA-DOB/IL23A/IFNG/IL2/HLA-DRB5/FOXP3/STAT4/IL6/HLA-DPA1/IL21R/HLA-DOA/HLA-DQA1/MAF"
