ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa03010	Ribosome	17	0.613108759223669	2.04212120763346	0.000142934449558308	0.000142934449558308	0.0445353653360623	244	tags=47%, list=10%, signal=43%	MRPL20/RPL36/MRPS6/MRPL17/MRPL15/MRPL30/MRPS2/MRPL4
hsa00030	Pentose phosphate pathway	2	0.962218649517685	1.60522001665292	0.00181475105813226	0.00181475105813226	0.282719112214289	96	tags=100%, list=4%, signal=96%	RGN/FBP1
hsa03050	Proteasome	22	0.497339990218922	1.7516882619486	0.00383188813759645	0.00383188813759645	0.397978557448614	329	tags=31%, list=13%, signal=27%	PSMB3/PSMB3/PSME2/PSME2/PSMB1/PSMB1/PSMB4/PSMB2/PSMA3/PSME3/PSMB7/PSMA2
hsa03450	Non-homologous end-joining	2	-0.946543408360129	-1.60615358319453	0.00512868030532512	0.00512868030532512	0.399497202730588	136	tags=100%, list=5%, signal=95%	XRCC5
hsa04612	Antigen processing and presentation	13	0.564624503048977	1.77937475818029	0.00645661684296388	0.00645661684296388	0.402349175898381	325	tags=29%, list=13%, signal=25%	PSME2/PSME2/CTSB/CTSB/HSPA5/HSPA4/CALR/PSME3
hsa04925	Aldosterone synthesis and secretion	17	-0.348990985453225	-1.75822572470546	0.0106626804621285	0.0106626804621285	0.553711125752639	1058	tags=90%, list=42%, signal=52%	PRKCA/PRKCE/ATP2B4/PRKD3/ATF4/ADCY9/CAMK4/ATF6B/ATF6B/ATF6B/ATF6B/CACNA1I/ATP1B2/ATF1/ITPR3/ATP2B1/CREB1/CALM1
hsa04922	Glucagon signaling pathway	16	0.511475270822569	1.67627075655714	0.0144011395698164	0.0144011395698164	0.641013129724157	666	tags=63%, list=27%, signal=47%	PDE3B/FBP1/PRKAB1/PRKAA2/LDHA/LDHA/CREB3L3/PLCB4/AKT3/AKT3/PCK2/PCK2
hsa05202	Transcriptional misregulation in cancer	36	-0.200921095259975	-1.26860173567184	0.0212394491618392	0.0212394491618392	0.827220651566368	1009	tags=80%, list=41%, signal=48%	BAX/TRAF1/ETV4/REL/CDKN1B/ETV6/ASPSCR1/JMJD1C/ELANE/ELANE/DOT1L/ETV1/DEFA4/DEFA4/RELA/PLAU/BIRC3/SIN3A/PAX7/RXRB/RXRB/RXRB/RXRB/RXRB/RXRB/TMPRSS2/ATF1/HDAC1/CCNT2/NCOR1/HHEX/MAX/HPGD/MEF2C/ATM
hsa04110	Cell cycle	19	0.460938245583698	1.57484832616078	0.0292923844995255	0.0292923844995255	0.828667413213886	352	tags=32%, list=14%, signal=27%	ABL1/SMAD2/CHEK2/CDKN2A/MAU2/TGFB3
hsa05014	Amyotrophic lateral sclerosis	80	0.329632334495862	1.42920633835699	0.031	0.031	0.828667413213886	374	tags=27%, list=15%, signal=24%	CASP1/PSMB3/PSMB3/NDUFS6/CYC1/CYCS/PSMB1/PSMB1/HSPA5/NDUFA8/NUP133/HNRNPA1L2/PSMB4/CYTB/UQCR10/VDAC1/PSMB2/PSMA3/COX7A2L/NUP35/PSMB7/PSMA2/UQCRQ/COX6C
