ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa04740	Olfactory transduction	169	0.418802469406423	1.88874830514873	2.11572587926177e-08	2.11572587926177e-08	6.56988562507601e-06	955	tags=54%, list=30%, signal=41%	OR52D1/OR6K2/OR52N1/OR8B12/OR1Q1/OR10G7/OR7A5/OR1A2/OR4D1/OR2F1/OR2F1/OR5H15/OR1N1/OR10K2/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR2H1/OR11H12/OR51S1/OR56A3/OR4D5/OR6Q1/OR2A5/OR2A5/OR2M3/OR6C68/OR2A14/OR2A14/OR8K3/OR8K3/OR2M4/OR2T12/OR51A2/OR1L3/OR5AC2/OR51G1/OR10R2/OR1N2/OR12D3/OR12D3/OR12D3/OR12D3/OR12D3/OR12D3/OR12D3/OR52E6/OR13J1/OR4A47/OR52H1/OR2AT4/OR8H1/OR8H1/OR4C45/OR51F1/OR5M10/OR10J1/OR10Q1/OR51Q1/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR2AK2/OR5W2/CALM1/OR5D16/OR51L1/OR2G3/OR52B6/OR10A7/OR1S2/OR1J4/OR4F21/OR52B2/OR8D1/OR5H14/OR14I1/OR4C11/OR6K6/OR51G2/OR5AP2/OR13F1/OR14A16/OR5P2/OR5P2/OR5P2/OR2G2/OR10H2/OR2T27/OR4D6/OR2T34/OR10H1/OR4C3/OR2L3/OR51E2/OR4D9/OR3A3/OR8B2/OR11L1/OR6B1/OR6B1/OR2A2/OR2A2/OR9Q2/OR52E8/OR10G9/OR1S1/OR51B4/OR2A25/OR2A25/OR6C6
hsa04080	Neuroactive ligand-receptor interaction	97	0.387798226093121	1.6809702797112	0.000200653101527902	0.000200653101527902	0.0311540341845953	1320	tags=62%, list=41%, signal=38%	HTR1F/RXFP2/GRM5/SSTR2/GABRQ/ADRB1/ADRA2A/GABRA3/HRH4/CCKBR/TRHR/NTS/AVPR2/CHRM4/NTSR1/P2RX7/GABRA5/GRIN2B/HRH3/ADRB2/DRD1/ADORA2B/GALR1/CGA/NPY5R/GHRH/TBXA2R/RXFP3/RXFP3/TSPO/QRFPR/AVPR1B/TAAR8/GABRE/TAAR2/GRIK2/LPAR3/GRIN2A/CHRNA6/BRS3/VIPR1/MC5R/C3AR1/ADM2/GRIA1/GRM7/KISS1R/P2RY14/HRH2/HCRT/PAQR6/GABRA4/GABRR3/LTB4R/LTB4R/HTR2A/ADRB3/GRIK1/GRIN3A/F2R/THRA/HRH1
hsa05168	Herpes simplex virus 1 infection	176	0.335054448349028	1.51721260729014	0.000572431595224954	0.000572431595224954	0.0592516914355654	1418	tags=62%, list=44%, signal=37%	ZNF91/ZNF776/ZNF677/ZNF548/ZNF229/ZNF425/ZNF226/TICAM1/ZNF418/ZNF517/ZNF676/ZNF676/ZNF549/ZNF799/ZNF107/ZNF607/ZNF682/ZNF17/ZNF675/ZNF623/ZNF623/ZFP28/ZNF596/ZNF74/ZNF662/ZNF530/ZNF257/ZNF557/ZNF705D/ZNF705D/ZNF714/ZNF556/BST2/ZNF154/ZNF317/ZNF8/ZIM3/ZNF700/ZNF404/ZNF480/ZNF431/ZNF34/ZNF320/LTA/LTA/LTA/LTA/LTA/LTA/LTA/ZNF610/ZNF195/ZNF551/ZNF141/ZNF721/ITGB3/FASLG/ZNF135/ZNF256/ZNF780A/ZNF780A/ZNF180/ZNF275/ZNF14/ZNF83/IFNB1/ZNF600/ZNF189/ZNF786/ZNF136/ZNF37A/BIRC2/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/HLA-B/ZNF354B/ZNF254/ZNF823/ZNF436/ZNF436/TAB2/ZNF442/ZNF33B/ZNF529/ZNF230/ZNF573/ZNF224/ZNF613/ZNF331/ZNF12/ZNF792/ZNF544/ZNF3/ZNF641/ZNF23/ZNF10/ZNF19/ZNF528/ZNF350/ZNF227/ZNF626/ZNF566/ZIK1/ZNF571/ZNF550/ZNF324/ZNF7/ZNF620/ZNF124/ZNF569/ZNF98/ZFP57/ZFP57/ZFP57/ZFP57/ZFP57/ZFP57/ZFP57/ZFP57/ZNF772/ZNF383/ZNF768/ZNF77/ZNF554
hsa04659	Th17 cell differentiation	27	-0.32955581401158	-2.02876223403289	0.00123020060865024	0.00123020060865024	0.095502415671532	1847	tags=97%, list=57%, signal=42%	RUNX1/IL17A/MAPK8/PPP3R1/IL4/IL27/NFKBIE/PRKCQ/RXRA/RARA/NFKBIB/NFKBIB/IKBKB/NFATC2/CD4/MAPK12/IL6ST/STAT5A/IL1RAP/PPP3CA/IFNGR1/IL21/IFNGR2/IFNGR2/NFKBIA/TYK2/LAT/RXRB/RXRB/RXRB/RXRB/RXRB/RXRB
hsa04658	Th1 and Th2 cell differentiation	20	-0.382282249781295	-2.03783572563739	0.00193013320033262	0.00193013320033262	0.119871430336447	1649	tags=96%, list=51%, signal=47%	MAPK8/RBPJL/PPP3R1/IL4/NFKBIE/PRKCQ/NFKBIB/NFKBIB/IKBKB/NFATC2/CD4/MAPK12/STAT5A/PPP3CA/IFNGR1/IFNGR2/IFNGR2/NFKBIA/DLL1/DLL1/TYK2/LAT
hsa04710	Circadian rhythm	8	0.667671922398551	1.77973174347194	0.00304609551433255	0.00304609551433255	0.157648802934755	242	tags=50%, list=8%, signal=46%	PER1/PRKAB2/BTRC/NFIL3
hsa04742	Taste transduction	28	0.47761120508779	1.73160628531324	0.00415655735193424	0.00415655735193424	0.184388634409113	496	tags=35%, list=15%, signal=30%	HTR1F/TAS2R19/TAS2R19/TAS2R19/PLCB4/GABRA3/TAS1R2/HTR3B/PKD2L1/TAS2R40/GABRA5/TAS2R5/TAS2R30/TAS2R30/TAS2R30
hsa04140	Autophagy - animal	25	0.48012404577365	1.70498050766474	0.00544938473986354	0.00544938473986354	0.184670586702904	534	tags=41%, list=17%, signal=34%	MAP2K1/CTSB/CTSB/PDPK1/MRAS/PRKCD/CFLAR/IRS2/ULK1/PIK3C3/RAB1A
hsa05410	Hypertrophic cardiomyopathy	13	0.582597894778728	1.7820540341946	0.00572274537021657	0.00572274537021657	0.184670586702904	620	tags=62%, list=19%, signal=50%	TPM4/ITGA9/CACNB3/PRKAB2/TGFB3/DES/CACNA2D3/ITGB3
hsa04350	TGF-beta signaling pathway	17	0.528958331390255	1.7170594297988	0.00594701889382232	0.00594701889382232	0.184670586702904	613	tags=58%, list=19%, signal=47%	GDF6/SMAD2/SMAD1/GREM1/GREM1/GREM1/TGFB3/E2F5/TGIF2/ID2/NEO1
