ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	2	0.993710691823899	1.70272199649224	6.24754565244003e-05	6.24754565244003e-05	0.0198606188109146	16	tags=100%, list=1%, signal=99%	B4GALT1/CHST1
hsa05030	Cocaine addiction	10	0.63834030635931	1.89439323045557	0.00343867594454254	0.00343867594454254	0.477739661395338	500	tags=54%, list=22%, signal=42%	GRIN2B/DRD2/GRIN2C/FOSB/GRIN2A/GRM2/GRIN3A
hsa03022	Basal transcription factors	10	-0.496844003606853	-1.90356793462714	0.00689298057461155	0.00689298057461155	0.477739661395338	1127	tags=100%, list=51%, signal=50%	GTF2H2C/GTF2H2C/GTF2H2/GTF2H2C/GTF2H2/GTF2A1L/GTF2IRD1/GTF2H2C/TAF3/TAF11/TAF5L/TAF1/TBP/TAF9B
hsa00220	Arginine biosynthesis	4	-0.8125	-1.93231310816182	0.00758809278795839	0.00758809278795839	0.477739661395338	422	tags=100%, list=19%, signal=81%	GPT/GPT2/CPS1
hsa00140	Steroid hormone biosynthesis	3	0.846952787805502	1.65957161563448	0.00861015388055684	0.00861015388055684	0.477739661395338	119	tags=88%, list=5%, signal=83%	AKR1C3/CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP21A2/CYP21A2
hsa04913	Ovarian steroidogenesis	4	0.766453925808141	1.67000247498691	0.0102652843776274	0.0102652843776274	0.477739661395338	196	tags=75%, list=9%, signal=69%	AKR1C3/ACOT1/SCARB1
hsa05034	Alcoholism	19	0.473605692300103	1.67704446568645	0.0109022691729019	0.0109022691729019	0.477739661395338	572	tags=50%, list=26%, signal=38%	GNB4/GRIN2B/DRD2/GRIN2C/CAMKK2/FOSB/HDAC5/GRIN2A/ADORA2A/GRIN3A/ADORA2B
hsa00860	Porphyrin metabolism	3	-0.857078651685393	-1.78444165105496	0.0131160804083842	0.0131160804083842	0.477739661395338	322	tags=100%, list=14%, signal=86%	UROD/ALAD
hsa05410	Hypertrophic cardiomyopathy	7	0.63288352476841	1.67496867134888	0.0135254109434773	0.0135254109434773	0.477739661395338	208	tags=57%, list=9%, signal=52%	PRKAB2/ITGA7/CACNA2D3/DES
hsa04912	GnRH signaling pathway	10	0.559075462128043	1.65916010663602	0.0220231160315903	0.0220231160315903	0.683115731567185	487	tags=60%, list=22%, signal=47%	MMP2/PRKCD/ELK1/MAPK7/EGFR/HBEGF
hsa04730	Long-term depression	7	-0.545700135074291	-1.73747036914268	0.0246152270561392	0.0246152270561392	0.683115731567185	1017	tags=86%, list=46%, signal=47%	GNA13/GNAI2/MAPK3/ARAF/GRIA2/CACNA1A
hsa04080	Neuroactive ligand-receptor interaction	62	0.328146918307711	1.46828446319457	0.0291164658634538	0.0291164658634538	0.683115731567185	670	tags=45%, list=30%, signal=32%	CHRM4/VIPR1/P2RX7/GRIN2B/HTR2A/ADRB3/LPAR3/DRD2/CHRNB2/GRIN2C/AVPR1B/GRIN2A/GRIK1/GRM2/NPY5R/NPY2R/UTS2/ADORA2A/GRIN3A/LTB4R/LTB4R/GABRA3/GLP2R/ADRB2/ADORA2B/TRHR/ADRB1/UTS2R/CYSLTR1
hsa04146	Peroxisome	11	0.535530395755401	1.64093596057546	0.0293149156078539	0.0293149156078539	0.683115731567185	149	tags=36%, list=7%, signal=34%	PEX11A/SOD2/ACOT8/FAR1
hsa04213	Longevity regulating pathway - multiple species	8	0.573550107424048	1.58333731443461	0.0300842358604091	0.0300842358604091	0.683115731567185	94	tags=38%, list=4%, signal=36%	PRKAB2/CRYAB/SOD2
