ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa04740	Olfactory transduction	164	0.419880033723785	1.89984905786842	1.3888622353076e-08	1.3888622353076e-08	3.90343386133819e-06	717	tags=48%, list=21%, signal=41%	OR51S1/OR4C3/OR10AD1/OR7A5/OR51Q1/OR2F1/OR2F1/OR52B6/OR10K2/OR1A2/OR10G9/OR6B2/OR5T3/OR5T3/OR8K3/OR8K3/OR56A3/OR5M8/OR8H2/OR52E4/OR14A16/OR5M10/OR52N1/OR4K17/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR5V1/OR12D3/OR12D3/OR12D3/OR12D3/OR12D3/OR12D3/OR12D3/OR4C45/OR10W1/OR13H1/OR4D1/OR7E24/OR6C65/OR6C68/OR4A47/OR4D9/OR4F21/OR11H12/OR51A2/OR13C5/OR8U1/OR13C2/OR2G6/PDE2A/OR52M1/OR11H6/OR1C1/OR5AC2/OR8B2/OR4K5/OR6C76/OR2G2/OR2T4/OR2T4/OR2T4/OR5T1/OR5T1/OR5H14/OR6V1/OR6V1/OR5L2/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR10C1/OR6Q1/OR8H1/OR8H1/OR2T34/OR5L1/OR8D1/CALML5/OR10V1/OR1L4/OR1Q1/OR5D16/OR1E1/OR10H2/OR52D1/OR6M1/OR10J5/OR5I1
hsa05168	Herpes simplex virus 1 infection	169	0.361392109053104	1.63954866746219	5.47227815478533e-05	5.47227815478533e-05	0.00768999088067201	1526	tags=60%, list=45%, signal=35%	ZNF425/ZNF677/TICAM1/ZNF626/BST2/ZNF799/ZNF135/ZNF560/ZNF34/BCL2/ZNF549/ZNF517/ZNF627/ZNF709/ZNF776/ZNF317/ZNF548/ZNF510/ZFP28/ZNF8/ZNF226/ZNF107/ZNF607/ZNF680/ZNF43/ZNF43/ZIM3/ZNF17/MAP3K7/ZNF257/ZNF229/ZNF136/ZNF181/ZNF256/ZNF225/ZNF383/ZNF558/ZNF320/ZNF749/ZNF620/TRAF2/ZNF430/ZNF430/ZNF662/TAB2/ZIK1/IL1B/ZNF556/ZNF529/PIK3CD/ZNF616/ZNF596/ZNF224/ZNF610/ZNF100/ZNF100/ZNF324/ZNF439/ZNF721/ZNF418/ZNF350/ZNF25/ZNF23/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/ZNF12/ZNF705D/ZNF705D/ZNF77/ITGB3/IKBKB/ZNF571/ZNF354C/ZNF480/ZNF566/ZNF641/ZNF154/ZNF777/BAK1/PIK3R1/ZNF768/ZNF773/ZNF195/TSC1/MAVS/ZNF442/ZNF3/ZNF441/ZNF675/IRAK1/ZNF57/ZNF184/ZNF420/ZNF599/ZNF676/ZNF676/ZNF431/ZNF813/ZNF766/ZNF772/EIF2B2/ZNF334/CASP3/ZNF98/ZNF589/LTA/LTA/LTA/LTA/LTA/LTA/LTA/ZNF26/ZNF264/ZNF275/ZNF429
hsa05200	Pathways in cancer	111	0.37334081210039	1.64616772637487	0.000471686013033531	0.000471686013033531	0.0441895317473519	1031	tags=46%, list=30%, signal=33%	MAP2K1/ITGAV/GNB4/ARAF/BCL2/EP300/CXCR4/CTNNB1/WNT3A/PIM2/VEGFA/FGF6/LRP5/PTGER1/RAF1/DDB2/HEY2/RET/CRK/CRKL/PLEKHG5/SPI1/CDKN2B/IL15/MYC/NFE2L2/GLI3/RAC1/TRAF2/ZBTB16/ARHGEF12/CCND3/HEY1/CALML5/CDC42/PIK3CD/STAT3/CCND2/RASSF1/BMP2/DAPK1/SUFU/GNGT2/LAMB3/CALM1/DAPK2/IKBKB/SMAD3/JUP/VHL/BAK1/PIK3R1
hsa04742	Taste transduction	26	0.493715166243006	1.76594717089253	0.00211903826191549	0.00211903826191549	0.117432281931493	998	tags=64%, list=29%, signal=46%	TAS2R19/TAS2R19/TAS2R19/HTR1F/HTR3B/TAS2R30/TAS2R30/TAS2R30/PKD2L1/GABRA6/TAS2R40/TAS1R1/TAS2R43/TAS2R45/TAS2R45/TAS2R43/TAS2R43/TAS2R45/GABRA1/TAS2R7/TAS2R7/TAS2R7/TAS2R5/TAS2R16/TAS2R8/TAS2R8/TAS2R8
hsa05135	Yersinia infection	54	0.421525863045989	1.71730366168648	0.00220581082616289	0.00220581082616289	0.117432281931493	953	tags=57%, list=28%, signal=42%	MAP2K1/TICAM1/ARPC5L/ARPC1B/WIPF1/VAV3/ARPC4/ARPC1A/MAP3K7/CRK/LAT/CRKL/MAP2K6/FCGR2A/RAC1/TRAF2/WAS/TAB2/ARHGEF12/IL1B/CDC42/PIK3CD/ARPC2/MAP2K7/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/RPS6KA6/IKBKB/MAP2K3
hsa04218	Cellular senescence	44	0.433502480853857	1.71838579519657	0.00276465323881629	0.00276465323881629	0.117432281931493	1196	tags=54%, list=35%, signal=36%	CDK1/MAP2K1/TRPV4/SIRT1/PPP3CA/RAF1/MAPKAPK2/MAP2K6/CDKN2B/MYC/CCND3/MRAS/CALML5/E2F5/TRAF3IP2/PIK3CD/CCND2/IL1A/CALM1/MAP2K3/SMAD3/SQSTM1/SQSTM1/ZFP36L1/PIK3R1/TSC1/GATA4/GATA4
hsa04666	Fc gamma R-mediated phagocytosis	39	0.440059818615687	1.71099449909417	0.00292481151627128	0.00292481151627128	0.117432281931493	762	tags=45%, list=22%, signal=35%	MAP2K1/ARPC5L/PRKCD/ARPC1B/VAV3/ARPC4/RAF1/ARPC1A/CRK/LAT/MYO10/CRKL/FCGR2A/RAC1/WAS/CDC42/PIK3CD/ARPC2
hsa05211	Renal cell carcinoma	23	0.499709887680216	1.7228339767306	0.00422583330779981	0.00422583330779981	0.126696170102393	687	tags=48%, list=20%, signal=38%	PRCC/MAP2K1/ARAF/EP300/VEGFA/RAF1/CRK/CRKL/RAC1/CDC42/PIK3CD
hsa04064	NF-kappa B signaling pathway	29	0.457159885796797	1.66607439353124	0.00430027532380967	0.00430027532380967	0.126696170102393	1504	tags=78%, list=44%, signal=44%	TICAM1/BCL2/CCL13/MAP3K7/LAT/CXCL3/TRAF2/TAB2/BLNK/IL1B/PIAS4/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TNF/TICAM2/IKBKB/CCL4L2/CCL4L2/CCL4L1/CCL4L2/CCL4L2/CCL4L1/ICAM1/IRAK1/LTA/LTA/LTA/LTA/LTA/LTA/LTA
hsa04810	Regulation of actin cytoskeleton	61	0.394687143013475	1.62619222780237	0.00450791616469188	0.00450791616469188	0.126696170102393	687	tags=41%, list=20%, signal=33%	MAP2K1/ITGAV/ITGA9/ARAF/ARPC5L/ARPC1B/CXCR4/FGF6/VAV3/ARHGEF4/ARPC4/RAF1/PFN1/ARPC1A/CRK/CYFIP1/CYFIP1/CYFIP1/CRKL/RAC1/PDGFC/ARHGEF12/MRAS/PIP4K2A/CDC42/PIK3CD
