"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Synaptic Membrane Adhesion (GO:0099560)" "4/12" 0.000569402026449503 0.862644070070997 0 0 13.9840579710145 104.473831854728 "LRFN5;SLITRK3;LRRC4;LRRC4C"
"2" "Positive Regulation Of GTPase Activity (GO:0043547)" "16/234" 0.00783922689064525 0.999995390672447 0 0 2.06630402424833 10.0187128112721 "ARHGAP11A;ARHGAP11B;ARHGEF26;ODAM;ASAP3;CX3CL1;RASGRP4;SFRP1;TBC1D2;RASGEF1A;TBC1D21;TBC1D10C;TBC1D13;RGS11;RGS8;TBC1D10B"
"3" "Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)" "10/118" 0.00802760775154932 0.999995390672447 0 0 2.59881957981373 12.538963271728 "ARHGAP11A;ARHGAP32;ARHGAP11B;ARHGAP20;FGD5;ARHGAP40;ARHGAP28;ARHGEF10L;ARHGAP6;ARHGAP23"
"4" "Protein Repair (GO:0030091)" "2/5" 0.011213247134695 0.999995390672447 0 0 18.5963391136802 83.5098254133536 "MSRB3;MSRB1"
"5" "Synaptic Transmission, GABAergic (GO:0051932)" "3/14" 0.0113749955014047 0.999995390672447 0 0 7.61544533613998 34.0893051337597 "GABBR2;GABRA1;GABRA3"
"6" "Extracellular Structure Organization (GO:0043062)" "9/109" 0.0135966229545274 0.999995390672447 0 0 2.52341605839416 10.8454752426243 "MMP12;ADAMTS2;ADAMTS3;MMP7;IBSP;ADAMTS19;MMP23B;MMP3;MMP10"
"7" "External Encapsulating Structure Organization (GO:0045229)" "9/110" 0.0143684712583939 0.999995390672447 0 0 2.49830165498302 10.5995918213704 "MMP12;ADAMTS2;ADAMTS3;MMP7;IBSP;ADAMTS19;MMP23B;MMP3;MMP10"
"8" "Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)" "5/43" 0.0160700339703652 0.999995390672447 0 0 3.67962722481094 15.1998004066617 "NELL1;SFRP1;PLEKHA2;CEACAM6;CX3CL1"
"9" "Negative Regulation Of Response To Type II Interferon (GO:0060331)" "2/6" 0.0164352863187396 0.999995390672447 0 0 13.9465317919075 57.2968803529883 "NR1H2;OTOP1"
"10" "Negative Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060336)" "2/6" 0.0164352863187396 0.999995390672447 0 0 13.9465317919075 57.2968803529883 "NR1H2;OTOP1"
"11" "Cellular Response To Prostaglandin E Stimulus (GO:0071380)" "2/6" 0.0164352863187396 0.999995390672447 0 0 13.9465317919075 57.2968803529883 "SFRP1;PTGER2"
"12" "Positive Regulation Of cAMP-mediated Signaling (GO:0043950)" "2/6" 0.0164352863187396 0.999995390672447 0 0 13.9465317919075 57.2968803529883 "OR51E2;GPR62"
"13" "Determination Of Digestive Tract Left/Right Asymmetry (GO:0071907)" "2/6" 0.0164352863187396 0.999995390672447 0 0 13.9465317919075 57.2968803529883 "CCDC39;DNAAF1"
"14" "Regulation Of Osteoblast Proliferation (GO:0033688)" "3/16" 0.016622894430878 0.999995390672447 0 0 6.44317043304019 26.3975040048037 "NELL1;SFRP1;TMEM119"
"15" "Regulation Of GTPase Activity (GO:0043087)" "14/214" 0.017566648915134 0.999995390672447 0 0 1.96679411764706 7.94929626656466 "EPHA5;ARHGAP11A;ARHGAP11B;ODAM;ASAP3;CX3CL1;RASGRP4;SFRP1;FGD5;TBC1D2;RASGEF1A;RGS11;RGS8;TBC1D10B"
"16" "Extracellular Matrix Disassembly (GO:0022617)" "5/44" 0.0176275411731696 0.999995390672447 0 0 3.58509173458375 14.4776499979954 "MMP12;MMP7;MMP3;KLK4;MMP10"
"17" "Positive Chemotaxis (GO:0050918)" "3/17" 0.0196740631614074 0.999995390672447 0 0 5.98263386396527 23.5025025406482 "NELL1;DEFB104A;CX3CL1"
"18" "Motile Cilium Assembly (GO:0044458)" "3/17" 0.0196740631614074 0.999995390672447 0 0 5.98263386396527 23.5025025406482 "RSPH6A;CCDC39;DNAAF1"
"19" "Positive Regulation Of Hydrolase Activity (GO:0051345)" "12/176" 0.0200402681438831 0.999995390672447 0 0 2.05371575709892 8.03005247940736 "ARHGAP11A;ARHGAP11B;SFRP1;TBC1D2;RASGEF1A;ODAM;CHP2;ASAP3;RGS11;RGS8;RASGRP4;CX3CL1"
"20" "Cellular Component Disassembly (GO:0022411)" "5/46" 0.0210344464538526 0.999995390672447 0 0 3.40985521611384 13.1674760266175 "MMP12;MMP7;MMP3;KLK4;MMP10"
"21" "Negative Regulation Of Osteoblast Proliferation (GO:0033689)" "2/7" 0.0224848547868129 0.999995390672447 0 0 11.1566473988439 42.3385097870046 "NELL1;SFRP1"
"22" "Positive Regulation Of Meiotic Nuclear Division (GO:0045836)" "2/7" 0.0224848547868129 0.999995390672447 0 0 11.1566473988439 42.3385097870046 "STRA8;PRDM9"
"23" "Regulation Of Cdc42 Protein Signal Transduction (GO:0032489)" "2/7" 0.0224848547868129 0.999995390672447 0 0 11.1566473988439 42.3385097870046 "NELL1;RIT2"
"24" "Negative Regulation Of Peptide Hormone Secretion (GO:0090278)" "3/18" 0.0230124805984939 0.999995390672447 0 0 5.583502170767 21.0593988538759 "SFRP1;SIRT4;CRH"
"25" "Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)" "2/8" 0.0292984029387244 0.999995390672447 0 0 9.29672447013487 32.8195037779144 "FCN2;FCN3"
"26" "Complement Activation, Lectin Pathway (GO:0001867)" "2/8" 0.0292984029387244 0.999995390672447 0 0 9.29672447013487 32.8195037779144 "FCN2;FCN3"
"27" "Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054)" "2/8" 0.0292984029387244 0.999995390672447 0 0 9.29672447013487 32.8195037779144 "MMP12;ODAM"
"28" "Positive Regulation Of Opsonization (GO:1903028)" "2/8" 0.0292984029387244 0.999995390672447 0 0 9.29672447013487 32.8195037779144 "FCN2;FCN3"
"29" "Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214)" "3/20" 0.030550595794152 0.999995390672447 0 0 4.92610879373457 17.1840955086187 "GABBR2;GABRA1;GABRA3"
"30" "Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)" "5/52" 0.0337231527836876 0.999995390672447 0 0 2.97362813822067 10.0793226651811 "GABBR2;GABBR1;PSAPL1;NPY1R;MCHR1"
"31" "Regulation Of Cilium Assembly (GO:1902017)" "6/71" 0.0364958995823475 0.999995390672447 0 0 2.58152951699463 8.54629639217039 "TBC1D2;TBC1D21;TBC1D10C;TBC1D24;TBC1D13;TBC1D10B"
"32" "Regulation Of Ceramide Biosynthetic Process (GO:2000303)" "2/9" 0.0368157841447925 0.999995390672447 0 0 7.96820809248555 26.3096574405432 "SAMD8;ORMDL2"
"33" "Negative Regulation Of Hormone Secretion (GO:0046888)" "2/9" 0.0368157841447925 0.999995390672447 0 0 7.96820809248555 26.3096574405432 "IL11;NPVF"
"34" "Cellular Response To Prostaglandin Stimulus (GO:0071379)" "2/9" 0.0368157841447925 0.999995390672447 0 0 7.96820809248555 26.3096574405432 "SFRP1;PTGER2"
"35" "Epithelial Cilium Movement Involved In Determination Of Left/Right Asymmetry (GO:0060287)" "2/9" 0.0368157841447925 0.999995390672447 0 0 7.96820809248555 26.3096574405432 "CCDC39;DNAAF1"
