"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Septin Cytoskeleton (GO:0032156)" "5/13" 6.78499844466029e-05 0.00742957329690302 0 0 16.4171214188267 157.575001972397 "SEPTIN12;SEPTIN3;SEPTIN9;SEPTIN11;SEPTIN8"
"2" "Septin Ring (GO:0005940)" "5/13" 6.78499844466029e-05 0.00742957329690302 0 0 16.4171214188267 157.575001972397 "SEPTIN12;SEPTIN3;SEPTIN9;SEPTIN11;SEPTIN8"
"3" "Cation Channel Complex (GO:0034703)" "6/53" 0.013012555886046 0.923542111741463 0 0 3.35106382978723 14.5497848226572 "CNGA3;KCNA5;MICU2;PKD2;PKD1;RYR3"
"4" "Cornified Envelope (GO:0001533)" "5/41" 0.0168683490729034 0.923542111741463 0 0 3.6429437623162 14.8716485148268 "PKP3;PPL;DSC2;IVL;FGFR1"
"5" "GABA-ergic Synapse (GO:0098982)" "3/19" 0.0312083591450022 0.999992706834185 0 0 4.90969387755102 17.0222489090543 "LRFN5;PCLO;SLITRK3"
"6" "Transferase Complex, Transferring Phosphorus-Containing Groups (GO:0061695)" "2/9" 0.0412081820483707 0.999992706834185 0 0 7.47476708074534 23.8379175987094 "PRPS2;PRPS1"
"7" "Monoatomic Ion Channel Complex (GO:0034702)" "4/36" 0.0425722516344713 0.999992706834185 0 0 3.27486376021798 10.3372797432371 "GRID2;PKD2;SHISA9;PKD1"
"8" "Cytokine Activity (GO:0005125)" "14/178" 0.00638530168286254 0.855864947021713 0 0 2.25181916183803 11.3801458203765 "CXCL9;EPO;GDF3;PPBP;GDF9;CCL7;IL17F;TIMP1;CCL18;IFNL4;WNT2;NODAL;CCL15;IL17A"
"9" "Peptidase Inhibitor Activity (GO:0030414)" "5/37" 0.0110633039359725 0.855864947021713 0 0 4.09916439290587 18.4631348803911 "SMR3A;SPINK1;AHSG;TIMP2;TIMP1"
"10" "G Protein-Coupled Opioid Receptor Activity (GO:0004985)" "2/5" 0.0126245887925315 0.855864947021713 0 0 17.4447463768116 76.2703304603644 "NPBWR2;OPRM1"
"11" "Cytochrome-B5 Reductase Activity, Acting On NAD(P)H (GO:0004128)" "2/5" 0.0126245887925315 0.855864947021713 0 0 17.4447463768116 76.2703304603644 "CYB5R4;CYB5RL"
"12" "Glutamate Receptor Activity (GO:0008066)" "3/16" 0.0195685130899119 0.855864947021713 0 0 6.0436420722135 23.7746815218775 "GRIA2;GRM2;GRID2"
"13" "Cytokine Receptor Activity (GO:0004896)" "7/76" 0.021942557130687 0.855864947021713 0 0 2.66363329962926 10.1732873247828 "IL23R;EBI3;IL17RE;IL17RD;OSMR;CCR2;IL13RA1"
"14" "CCR Chemokine Receptor Binding (GO:0048020)" "5/44" 0.0223481666149198 0.855864947021713 0 0 3.36219260503026 12.7797310487381 "CCL7;CCL18;MSMP;CCL15;CCR2"
"15" "G Protein-Coupled Peptide Receptor Activity (GO:0008528)" "7/77" 0.0233965902166704 0.855864947021713 0 0 2.62544459644323 9.85897761723634 "NPSR1;GHRHR;VIPR1;CCKAR;CYSLTR2;GLP2R;BDKRB1"
"16" "Interleukin-17 Receptor Activity (GO:0030368)" "2/7" 0.0252405828810988 0.855864947021713 0 0 10.4657608695652 38.5066964481582 "IL17RE;IL17RD"
"17" "Chemokine Activity (GO:0008009)" "5/46" 0.0265751624120409 0.855864947021713 0 0 3.19785046417995 11.6010923393208 "CXCL9;CCL7;PPBP;CCL18;CCL15"
"18" "WW Domain Binding (GO:0050699)" "3/20" 0.0357350338455058 0.855864947021713 0 0 4.62064825930372 15.3942613941587 "PRRG4;DAZAP2;WBP2NL"
"19" "Actinin Binding (GO:0042805)" "3/20" 0.0357350338455058 0.855864947021713 0 0 4.62064825930372 15.3942613941587 "CSRP3;KCNA5;PKD2"
"20" "Chemokine Receptor Binding (GO:0042379)" "5/50" 0.0364751068027621 0.855864947021713 0 0 2.91299075337275 9.64527725535301 "CXCL9;CCL7;PPBP;CCL18;CCL15"
"21" "Serine-Type Peptidase Activity (GO:0008236)" "10/142" 0.0377805896439505 0.855864947021713 0 0 1.99071761571762 6.52151090160532 "ENDOU;CELA3B;CELA2B;RHBDD1;KLK13;NAALAD2;TMPRSS2;PRSS3;PCSK6;CORIN"
"22" "Sulfurtransferase Activity (GO:0016783)" "2/9" 0.0412081820483707 0.855864947021713 0 0 7.47476708074534 23.8379175987094 "TSTD1;LIAS"
"23" "Oxidoreductase Activity, Acting On NAD(P)H, Heme Protein As Acceptor (GO:0016653)" "2/9" 0.0412081820483707 0.855864947021713 0 0 7.47476708074534 23.8379175987094 "CYB5R4;CYB5RL"
"24" "G Protein-Coupled Receptor Activity (GO:0004930)" "15/250" 0.0449110763764255 0.855864947021713 0 0 1.67979164827404 5.21251245543259 "VIPR1;P2RY10;GPR15;MRGPRX3;GLP2R;OPRM1;GPR6;TAAR1;GHRHR;GRM2;P2RY6;CYSLTR2;NPBWR2;ADORA1;TAS1R3"
"25" "Receptor Ligand Activity (GO:0048018)" "18/319" 0.0498123431427182 0.855864947021713 0 0 1.57483388704319 4.72370238787727 "SEMA6B;CXCL9;EPO;SEMA3A;VEGFB;GDF3;CGB2;NTF4;ENDOU;GDF9;IL17F;TIMP1;IFNL4;LACRT;WNT2;NODAL;CCL15;IL17A"
"26" "GPCR Ligand Binding R-HSA-500792" "33/458" 0.000209764084813991 0.139912644570932 0 0 2.07466332916145 17.5714172158254 "NPSR1;VIPR1;CXCL9;UCMA;FZD10;HTR4;QRFP;NPS;GHRHR;GRM2;P2RY6;CYSLTR2;CCKAR;CALCR;CCL7;P2RY4;NPBWR2;ADORA1;BDKRB1;GNG8;TAS2R1;INSL3;WNT2;TAS1R3;CCR2;P2RY10;XCR1;GLP2R;TAS2R13;PPBP;OPRM1;TAAR1;CORT"
"27" "ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821" "13/131" 0.00112571840407533 0.375427087759121 0 0 2.90908240794857 19.7507317104898 "NPSR1;VIPR1;GPR25;GPR15;GLP2R;HTR4;TAAR1;NPS;GHRHR;CYSLTR2;CALCR;GNG8;INSL3"
"28" "Nucleotide-like (Purinergic) Receptors R-HSA-418038" "4/16" 0.00234698508226109 0.406584786636757 0 0 8.74205267938238 52.9298394985313 "P2RY10;P2RY6;P2RY4;ADORA1"
"29" "Synthesis Of diphthamide-EEF2 R-HSA-5358493" "3/8" 0.00243828957503302 0.406584786636757 0 0 15.72 94.5787272950207 "DPH1;DPH2;DPH3"
"30" "G Alpha (S) Signaling Events R-HSA-418555" "13/153" 0.00444996946048131 0.437824126118733 0 0 2.44912315270936 13.2616542082133 "NPSR1;VIPR1;GPR25;GPR15;GLP2R;HTR4;TAAR1;NPS;GHRHR;CYSLTR2;CALCR;GNG8;INSL3"
"31" "Class A/1 (Rhodopsin-like Receptors) R-HSA-373076" "22/327" 0.00514123725167179 0.437824126118733 0 0 1.9097627987911 10.0653313396113 "NPSR1;P2RY10;CXCL9;XCR1;UCMA;PPBP;OPRM1;HTR4;TAAR1;QRFP;NPS;CORT;P2RY6;CCKAR;CYSLTR2;CCL7;P2RY4;NPBWR2;ADORA1;BDKRB1;INSL3;CCR2"
"32" "Formation Of Cornified Envelope R-HSA-6809371" "8/74" 0.00583535441207335 0.437824126118733 0 0 3.18738065587381 16.3953132452903 "CASP14;LCE4A;KLK13;PKP3;PCSK6;PPL;IVL;DSPP"
"33" "Peptide Ligand-Binding Receptors R-HSA-375276" "15/196" 0.00622903854089653 0.437824126118733 0 0 2.18713463698677 11.1074360535807 "NPSR1;CXCL9;XCR1;UCMA;PPBP;OPRM1;QRFP;NPS;CORT;CCKAR;CCL7;NPBWR2;BDKRB1;INSL3;CCR2"
"34" "Diseases Of Glycosylation R-HSA-3781865" "12/143" 0.00677363160367864 0.437824126118733 0 0 2.41385401551953 12.0565198832799 "ADAMTS16;EXT1;ADAMTS4;SBSPON;NUS1;VCAN;GALT;RFT1;CSPG4;THSD7A;MAN1B1;ADAMTS20"
