"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Connexin Complex (GO:0005922)" "4/18" 0.00157878793935384 0.250672754610098 0 0 9.5746360720454 61.7669142107591 "GJB2;GJC3;GJA3;GJA5"
"2" "Gap Junction (GO:0005921)" "4/21" 0.00288129603000112 0.250672754610098 0 0 7.88377527176674 46.1162623051696 "GJB2;GJC3;GJA3;GJA5"
"3" "Bicellular Tight Junction (GO:0005923)" "7/81" 0.00934382403843624 0.541941794229302 0 0 3.17663757507508 14.8445534518428 "CLDN6;CDH5;CLMP;MARVELD2;MARVELD3;CGN;CLDN1"
"4" "Tight Junction (GO:0070160)" "7/93" 0.0189487280309462 0.735590807331443 0 0 2.73169008397933 10.8339333330708 "CLDN6;CDH5;CLMP;MARVELD2;MARVELD3;CGN;CLDN1"
"5" "Chromatoid Body (GO:0033391)" "2/8" 0.0211376668773403 0.735590807331443 0 0 11.136546184739 42.9503028584197 "PIWIL1;TDRD6"
"6" "Apical Junction Complex (GO:0043296)" "7/106" 0.035484153785237 0.999993184437007 0 0 2.37138748597082 7.91727801540541 "CLDN6;CDH5;CLMP;MARVELD2;MARVELD3;CGN;CLDN1"
"7" "Gap Junction Channel Activity (GO:0005243)" "4/20" 0.00238689449825322 0.623326561626812 0 0 8.37694300518135 50.5779892508304 "GJB2;GJC3;GJA3;GJA5"
"8" "Wide Pore Channel Activity (GO:0022829)" "4/25" 0.00555466408992782 0.623326561626812 0 0 6.38078789374126 33.1361801745934 "GJC3;GJB2;GJA3;GJA5"
"9" "Gap Junction Channel Activity Involved In Cell Communication By Electrical Coupling (GO:1903763)" "2/5" 0.00800070257851497 0.623326561626812 0 0 22.2765347102697 107.556142270154 "GJB2;GJA5"
"10" "Gap Junction Hemi-Channel Activity (GO:0055077)" "2/5" 0.00800070257851497 0.623326561626812 0 0 22.2765347102697 107.556142270154 "GJA3;GJA5"
"11" "Trace-Amine Receptor Activity (GO:0001594)" "2/6" 0.0117703314872673 0.623326561626812 0 0 16.7065404475043 74.2133461464366 "TAAR8;TAAR9"
"12" "Fucose Binding (GO:0042806)" "2/7" 0.0161624420478825 0.623326561626812 0 0 13.3645438898451 55.1296138511478 "FUOM;ASGR2"
"13" "RNA Nuclease Activity (GO:0004540)" "6/70" 0.0162351470431215 0.623326561626812 0 0 3.14444324090121 12.95691991863 "PIWIL1;YBEY;SLFN14;ELAC1;ANKZF1;DIS3L2"
"14" "Postsynaptic Neurotransmitter Receptor Activity (GO:0098960)" "3/19" 0.0168635612300583 0.623326561626812 0 0 6.271875 25.6055576596327 "CHRNA2;CHRNA6;DRD1"
"15" "Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)" "5/53" 0.0188003198563752 0.623326561626812 0 0 3.49066464821223 13.8714873039976 "SERPINC1;SERPINI1;SERPINB7;SERPINA4;SERPINA5"
"16" "Acetylcholine Receptor Activity (GO:0015464)" "3/20" 0.0194182729478758 0.623326561626812 0 0 5.9026369168357 23.2654839501784 "CHRNA2;CHRM5;CHRNA6"
"17" "RNA Endonuclease Activity (GO:0004521)" "4/41" 0.0309022797831184 0.891388355829065 0 0 3.61854082061336 12.5813961948945 "PIWIL1;YBEY;SLFN14;ANKZF1"
"18" "Complement Receptor Activity (GO:0004875)" "2/11" 0.0391943329329947 0.891388355829065 0 0 7.42321667622872 24.0454550131698 "C5AR2;C5AR1"
"19" "Sequence-Specific mRNA Binding (GO:1990825)" "2/11" 0.0391943329329947 0.891388355829065 0 0 7.42321667622872 24.0454550131698 "NOVA1;LARP6"
"20" "G Protein-Coupled Amine Receptor Activity (GO:0008227)" "3/28" 0.0470587285543542 0.891388355829065 0 0 4.01213793103448 12.2625335280796 "TAAR8;TAAR9;CHRM5"
"21" "Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844" "4/20" 0.00238689449825322 0.999996007537251 0 0 8.37694300518135 50.5779892508304 "PPFIA1;SLITRK6;SLITRK5;LRRC4B"
"22" "Amine Ligand-Binding Receptors R-HSA-375280" "5/40" 0.00586145371083567 0.999996007537251 0 0 4.79041028175976 24.6196316450244 "TAAR8;TAAR9;CHRM5;DRD1;ADRA1A"
"23" "Regulation Of Gene Expression In Endocrine-Committed (NEUROG3+) Progenitor Cells R-HSA-210746" "2/5" 0.00800070257851497 0.999996007537251 0 0 22.2765347102697 107.556142270154 "NEUROD1;PAX4"
"24" "Gap Junction Assembly R-HSA-190861" "3/16" 0.0103959098285867 0.999996007537251 0 0 7.72042440318302 35.2541046636189 "GJB2;GJA3;GJA5"
