"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Serine-Type Endopeptidase Complex (GO:1905370)" "3/10" 0.00368644276480881 0.60453293855723 0 0 12.5127319810099 70.1100048059874 "FCN2;FCN3;MBL2"
"2" "Serine-Type Peptidase Complex (GO:1905286)" "3/12" 0.00643120147401309 0.60453293855723 0 0 9.73111782477341 49.108999891207 "FCN2;FCN3;MBL2"
"3" "Endopeptidase Complex (GO:1905369)" "3/14" 0.0101272250841888 0.634639438609163 0 0 7.96099972535018 36.5611135792999 "FCN2;FCN3;MBL2"
"4" "G Protein-Coupled Receptor Dimeric Complex (GO:0038037)" "2/6" 0.0151487641662526 0.711991915813873 0 0 14.578431372549 61.0812413049217 "GABBR2;GABBR1"
"5" "Serine C-palmitoyltransferase Complex (GO:0017059)" "2/7" 0.0207448070420494 0.780004744781057 0 0 11.6621417797888 45.1961561293164 "SPTLC3;ORMDL2"
"6" "Metalloendopeptidase Activity (GO:0004222)" "14/101" 6.25684584904674e-06 0.0018908272367854 0 0 4.75787912495365 57.0081195696819 "MMP7;CLCA3P;ADAM33;OMA1;ECE2;MMEL1;MMP12;ADAMTS2;ADAMTS3;ADAMTS19;MMP23B;TLL1;RCE1;TRABD2B"
"7" "GTPase Regulator Activity (GO:0030695)" "32/424" 1.54078400852649e-05 0.0018908272367854 0 0 2.44291839958732 27.0690848771438 "DENND1C;ARHGAP11A;DENND1B;ARHGAP11B;DENND5B;ASAP3;ARHGEF10L;ARHGAP6;RASGRP4;RANBP3L;ARHGAP20;CYTH4;ARHGAP40;RASGEF1A;TBC1D10C;TBC1D13;RGS8;GARNL3;TBC1D10B;PLEKHG2;DENND4B;HPS1;ARAP2;ARHGAP28;ARHGAP23;ARHGAP32;TBC1D2;CDC42EP2;RGL4;DENND6A;RGS11;MON1A"
"8" "Metallopeptidase Activity (GO:0008237)" "15/124" 1.59788217193133e-05 0.0018908272367854 0 0 4.07043048694425 44.9548370689428 "MMP7;CLCA3P;ADAM33;OMA1;ECE2;MMEL1;MMP12;ADAMTS2;ADAMTS3;ADAMTS19;MMP23B;TLL1;RCE1;MPND;TRABD2B"
"9" "GTPase Activator Activity (GO:0005096)" "20/211" 2.69210920477909e-05 0.00238924691924145 0 0 3.10791834084176 32.7033830487602 "ARHGAP11A;ARHGAP11B;ARAP2;ASAP3;ARHGAP28;ARHGEF10L;ARHGAP6;ARHGAP23;ARHGAP32;RANBP3L;ARHGAP20;TBC1D2;ARHGAP40;TBC1D10C;CDC42EP2;TBC1D13;RGS11;RGS8;TBC1D10B;GARNL3"
"10" "G Protein-Coupled Receptor Activity (GO:0004930)" "20/250" 0.000278630627283112 0.0197827745371009 0 0 2.57566565554432 21.0834294980579 "GPR17;GABBR2;GHSR;ADCYAP1R1;GABBR1;TAAR8;TAAR9;SCTR;TAAR2;GPR50;GPR62;PDGFRL;GPRC6A;HCAR3;GALR1;OPN1MW3;FFAR1;DRD1;MRGPRX4;NTSR1"
