"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Cellular Response To Prostaglandin E Stimulus (GO:0071380)" "3/6" 0.0006788827103255 0.543699035602781 0 0 29.202416918429 213.033447347992 "SFRP1;GNG2;PTGER2"
"2" "Positive Regulation Of cAMP-mediated Signaling (GO:0043950)" "3/6" 0.0006788827103255 0.543699035602781 0 0 29.202416918429 213.033447347992 "OR51E2;SCTR;GPR62"
"3" "Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)" "3/8" 0.00180820009686887 0.543699035602781 0 0 17.5196374622357 110.643927514097 "FCN2;FCN3;MBL2"
"4" "Complement Activation, Lectin Pathway (GO:0001867)" "3/8" 0.00180820009686887 0.543699035602781 0 0 17.5196374622357 110.643927514097 "FCN2;FCN3;MBL2"
"5" "Positive Regulation Of Opsonization (GO:1903028)" "3/8" 0.00180820009686887 0.543699035602781 0 0 17.5196374622357 110.643927514097 "FCN2;FCN3;MBL2"
"6" "Positive Regulation Of GTPase Activity (GO:0043547)" "17/234" 0.00221272084683391 0.543699035602781 0 0 2.31130170108665 14.1302177624668 "ARHGAP11A;ARHGAP11B;ARHGEF26;ASAP3;CX3CL1;RASGRP4;SFRP1;TBC1D2;RASGEF1A;TBC1D10C;TBC1D13;PRTN3;RGL4;RGS11;RGS8;TBC1D10B;GARNL3"
"7" "Cellular Response To Prostaglandin Stimulus (GO:0071379)" "3/9" 0.00264552755771948 0.543699035602781 0 0 14.5989425981873 86.6430422132278 "SFRP1;GNG2;PTGER2"
"8" "Positive Regulation Of Protein Sumoylation (GO:0033235)" "3/9" 0.00264552755771948 0.543699035602781 0 0 14.5989425981873 86.6430422132278 "RWDD3;UBA2;SAE1"
"9" "Proteolysis (GO:0006508)" "21/330" 0.00359874770301458 0.543699035602781 0 0 2.00780920219502 11.2982824118959 "FCN2;FCN3;MMP7;ADAM33;KLK4;MMEL1;ECE2;MMP12;CAPN14;ADAMTS2;F9;SPCS1;ADAMTS3;ADAMTS19;CAPN10;MMP23B;SDE2;PRTN3;TLL1;TRABD2B;MBL2"
"10" "Regulation Of Opsonization (GO:1903027)" "3/10" 0.00368644276480881 0.543699035602781 0 0 12.5127319810099 70.1100048059874 "FCN2;FCN3;MBL2"
"11" "Regulation Of Respiratory Burst (GO:0060263)" "3/10" 0.00368644276480881 0.543699035602781 0 0 12.5127319810099 70.1100048059874 "NOXA1;IGHA1;IGHA2"
"12" "Response To Prostaglandin E (GO:0034695)" "3/10" 0.00368644276480881 0.543699035602781 0 0 12.5127319810099 70.1100048059874 "SFRP1;GNG2;PTGER2"
"13" "Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289)" "4/20" 0.00383718103302723 0.543699035602781 0 0 7.30673222390318 40.6474776800147 "TUT7;NLRP6;SAMD4B;CNOT10"
"14" "Response To Nutrient Levels (GO:0031667)" "5/35" 0.00568778121326211 0.748349499630629 0 0 4.875 25.2009958777071 "UCN3;CSH2;SCTR;PRKAB1;OTUD3"
"15" "Defense Response To Bacterium (GO:0042742)" "14/204" 0.00848446829012347 0.924322233566115 0 0 2.16694963214488 10.3353053773409 "IGHM;WFDC9;FCN2;DEFB118;DEFA5;IL18;LCE3C;NLRP10;NLRP6;S100A12;IGHA1;IGHA2;MBL2;GBP3"
"16" "Response To Catecholamine (GO:0071869)" "2/5" 0.0103254589888024 0.924322233566115 0 0 19.4389140271493 88.8969275265146 "GNG2;DRD1"
"17" "Protein Repair (GO:0030091)" "2/5" 0.0103254589888024 0.924322233566115 0 0 19.4389140271493 88.8969275265146 "MSRB3;MSRB1"
"18" "Regulation Of Neurotransmitter Receptor Activity (GO:0099601)" "5/42" 0.0123286564794842 0.924322233566115 0 0 3.95126945126945 17.369104569206 "CACNG7;LYNX1;PATE4;CRH;SHISA8"
"19" "Negative Regulation Of Signaling (GO:0023057)" "4/28" 0.013150825483791 0.924322233566115 0 0 4.86913767019667 21.0895535584004 "IL11;NLRP12;ADIPOQ;AP1AR"
"20" "Negative Regulation Of RNA Biosynthetic Process (GO:1902679)" "3/16" 0.014831127756593 0.924322233566115 0 0 6.7355333488264 28.363513330827 "APOBEC3D;FCN3;SETDB1"
"21" "Positive Regulation Of Hydrolase Activity (GO:0051345)" "12/176" 0.0148571681459245 0.924322233566115 0 0 2.14817166548388 9.04224061875426 "ARHGAP11A;ARHGAP11B;SFRP1;TBC1D2;RASGEF1A;ASAP3;PRTN3;RGL4;RGS11;RGS8;RASGRP4;CX3CL1"
"22" "Defense Response To Fungus (GO:0050832)" "4/29" 0.0148628720002526 0.924322233566115 0 0 4.67413010590015 19.6728947303843 "CLEC4C;NLRP10;CARD9;S100A12"
"23" "Cellular Response To Monoamine Stimulus (GO:0071868)" "2/6" 0.0151487641662526 0.924322233566115 0 0 14.578431372549 61.0812413049217 "GNG2;DRD1"
"24" "Detection Of Stimulus Involved In Sensory Perception Of Pain (GO:0062149)" "2/6" 0.0151487641662526 0.924322233566115 0 0 14.578431372549 61.0812413049217 "PRDM12;SCN1A"
"25" "Histidine Catabolic Process (GO:0006548)" "2/6" 0.0151487641662526 0.924322233566115 0 0 14.578431372549 61.0812413049217 "CARNMT1;HDC"
"26" "Histidine Metabolic Process (GO:0006547)" "2/6" 0.0151487641662526 0.924322233566115 0 0 14.578431372549 61.0812413049217 "CARNMT1;HDC"
"27" "Protein Processing (GO:0016485)" "9/117" 0.016168158148803 0.924322233566115 0 0 2.44245426829268 10.0744192509913 "ADAMTS3;F9;SPCS1;SDE2;TLL1;OMA1;RCE1;ECE2;MMEL1"
"28" "Negative Regulation Of Interleukin-1 Production (GO:0032692)" "4/30" 0.0167092594097496 0.924322233566115 0 0 4.49412312347259 18.3890182010546 "GHSR;NLRP12;FFAR1;CX3CL1"
"29" "Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)" "9/118" 0.017006127030926 0.924322233566115 0 0 2.41992056388454 9.8591958016276 "ARHGAP11A;ARHGAP32;ARHGAP11B;ARHGAP20;ARHGAP40;ARHGAP28;ARHGEF10L;ARHGAP6;ARHGAP23"
"30" "Regulation Of Protein Sumoylation (GO:0033233)" "3/17" 0.0175720698102359 0.924322233566115 0 0 6.25410012947777 25.2755990714645 "RWDD3;UBA2;SAE1"
"31" "Positive Regulation Of Cell-Cell Adhesion (GO:0022409)" "5/46" 0.0178355456430045 0.924322233566115 0 0 3.5650406504065 14.3548567361427 "FOXA1;CEACAM6;DENND6A;CX3CL1;JAK1"
"32" "Antimicrobial Humoral Response (GO:0019730)" "8/100" 0.0183385279112552 0.924322233566115 0 0 2.54688637416452 10.1843646442615 "IGHM;WFDC9;DEFB118;DEFA5;S100A12;PRTN3;IGHA1;IGHA2"
"33" "Regulation Of Mitochondrial Membrane Permeability (GO:0046902)" "3/18" 0.0205755628145122 0.924322233566115 0 0 5.8368580060423 22.6683204739228 "ARHGAP11B;THEM4;SLC25A31"
"34" "Negative Regulation Of Peptide Hormone Secretion (GO:0090278)" "3/18" 0.0205755628145122 0.924322233566115 0 0 5.8368580060423 22.6683204739228 "SFRP1;SIRT4;CRH"
"35" "Regulation Of cAMP-mediated Signaling (GO:0043949)" "3/18" 0.0205755628145122 0.924322233566115 0 0 5.8368580060423 22.6683204739228 "OR51E2;SCTR;GPR62"
"36" "Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)" "4/32" 0.0208163703726142 0.924322233566115 0 0 4.17268208342338 16.156689973482 "PHF20L1;SDCBP;GIPC1;SVIP"
"37" "Antibacterial Humoral Response (GO:0019731)" "5/49" 0.0228904532757872 0.924322233566115 0 0 3.32145316804408 12.5452460053698 "IGHM;WFDC9;DEFA5;IGHA1;IGHA2"
"38" "Defense Response To Gram-positive Bacterium (GO:0050830)" "7/85" 0.0230112298081787 0.924322233566115 0 0 2.62643207855974 9.9063054155547 "LCE3C;FCN2;DEFB118;NLRP6;DEFA5;IL18;MBL2"
