"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Spinal Cord Development (GO:0021510)" "4/12" 0.000718111648677878 0.660740077700856 0 0 13.1158038147139 94.9438020742408 "SOX11;PKD2;PKD1;SOX4"
"2" "Ribose Phosphate Biosynthetic Process (GO:0046390)" "3/6" 0.000920543421993846 0.660740077700856 0 0 26.2027210884354 183.171337213928 "PRPS2;PRPS1;G6PD"
"3" "Placenta Development (GO:0001890)" "5/22" 0.00105328746112925 0.660740077700856 0 0 7.72209292994142 52.9414265700338 "PKD2;PHLDA2;PKD1;NODAL;TEX19"
"4" "Regulation Of Cytoplasmic Translational Elongation (GO:1900247)" "3/7" 0.00156679567787528 0.660740077700856 0 0 19.6510204081633 126.920491878115 "DPH1;DPH2;DPH3"
"5" "Neuroepithelial Cell Differentiation (GO:0060563)" "3/7" 0.00156679567787528 0.660740077700856 0 0 19.6510204081633 126.920491878115 "SOX11;SOX4;DSPP"
"6" "Sympathetic Nervous System Development (GO:0048485)" "4/15" 0.00181272997997491 0.660740077700856 0 0 9.53728015853356 60.2080989975647 "NELL1;SEMA3A;SOX11;SOX4"
"7" "Autonomic Nervous System Development (GO:0048483)" "4/16" 0.00234698508226109 0.733265196415002 0 0 8.74205267938238 52.9298394985313 "NELL1;SEMA3A;SOX11;SOX4"
"8" "Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338)" "4/19" 0.00457764020391724 0.955349913641779 0 0 6.99255222524977 37.6658835983505 "CLDN22;CLDN5;CLDN9;CLDN18"
"9" "Columnar/Cuboidal Epithelial Cell Differentiation (GO:0002065)" "3/10" 0.00494372182482853 0.955349913641779 0 0 11.2274052478134 59.6134443598851 "GATA5;SOX11;SOX4"
"10" "Inner Ear Receptor Cell Stereocilium Organization (GO:0060122)" "3/11" 0.0066127135824876 0.955349913641779 0 0 9.8234693877551 49.3016468408431 "GRXCR1;USH1C;PLS1"
"11" "Positive Regulation Of Protein Maturation (GO:1903319)" "3/11" 0.0066127135824876 0.955349913641779 0 0 9.8234693877551 49.3016468408431 "RHBDD1;NLRC4;SOX4"
"12" "Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281)" "5/33" 0.00679572045646577 0.955349913641779 0 0 4.68573377509257 23.3886630624238 "NPSR1;CXCL9;P2RY6;PKD2;LACRT"
"13" "Positive Regulation Of Interleukin-1 Production (GO:0032732)" "7/64" 0.00907766037498135 0.955349913641779 0 0 3.22641418868649 15.1704020184048 "PANX1;ORM1;CLEC7A;S100A13;TRIM16;NLRC4;IL17A"
"14" "Protein Localization To Synapse (GO:0035418)" "3/13" 0.0108487352291048 0.955349913641779 0 0 7.85795918367347 35.5471031932145 "PCLO;NRXN2;ZDHHC15"
"15" "Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)" "13/172" 0.0115122228567515 0.955349913641779 0 0 2.15431793537194 9.61762055180827 "GRID2;CADM4;GATA5;PKD1;CDH8;CLDN22;CLDN5;LRFN5;CLDN9;SLITRK3;HMCN2;CLDN18;CBLN1"
"16" "Negative Regulation Of Trophoblast Cell Migration (GO:1901164)" "2/5" 0.0126245887925315 0.955349913641779 0 0 17.4447463768116 76.2703304603644 "TIMP1;NODAL"
"17" "Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)" "2/5" 0.0126245887925315 0.955349913641779 0 0 17.4447463768116 76.2703304603644 "DPH2;DPH3"
"18" "Peptidyl-Diphthamide Metabolic Process (GO:0017182)" "2/5" 0.0126245887925315 0.955349913641779 0 0 17.4447463768116 76.2703304603644 "DPH2;DPH3"
"19" "Striated Muscle Tissue Development (GO:0014706)" "3/14" 0.0134341164645582 0.955349913641779 0 0 7.14322820037106 30.7870121192778 "CSRP3;POLR2D;GATA5"
"20" "Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824)" "3/14" 0.0134341164645582 0.955349913641779 0 0 7.14322820037106 30.7870121192778 "CLEC7A;IL23R;CCR2"
"21" "Visual System Development (GO:0150063)" "5/41" 0.0168683490729034 0.955349913641779 0 0 3.6429437623162 14.8716485148268 "RS1;SCO2;MAB21L1;POLR2D;GDF3"
"22" "Chemokine-Mediated Signaling Pathway (GO:0070098)" "6/57" 0.0181901222087688 0.955349913641779 0 0 3.08759241401479 12.3716016952989 "CXCL9;CCL7;PPBP;CCL18;CCR2;CCL15"
"23" "Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)" "6/57" 0.0181901222087688 0.955349913641779 0 0 3.08759241401479 12.3716016952989 "PANX1;ORM1;CLEC7A;TRIM16;NLRC4;IL17A"
"24" "Regulation Of Metallopeptidase Activity (GO:1905048)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "TIMP2;TIMP1"
"25" "Axon Extension Involved In Axon Guidance (GO:0048846)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "NELL1;SEMA3A"
"26" "Dendrite Arborization (GO:0140059)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "NELL1;SEMA3A"
"27" "Inner Ear Receptor Cell Differentiation (GO:0060113)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "GRXCR1;USH1C"
"28" "Metanephric Nephron Tubule Development (GO:0072234)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "PKD2;PKD1"
"29" "Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "TIMP2;TIMP1"
"30" "Neuron Projection Extension Involved In Neuron Projection Guidance (GO:1902284)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "NELL1;SEMA3A"
"31" "Noradrenergic Neuron Differentiation (GO:0003357)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "SOX11;SOX4"
"32" "Placenta Blood Vessel Development (GO:0060674)" "2/6" 0.018476630538241 0.955349913641779 0 0 13.0828804347826 52.2170276904119 "PKD2;PKD1"
