"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Superoxide Metabolic Process (GO:0006801)" "6/34" 0.000326638320866888 0.50269637581414 0 0 7.49459459459459 60.1565405515051 "NRROS;NOXA1;NCF1B;NCF1C;NOX4;APOA4"
"2" "Extracellular Matrix Disassembly (GO:0022617)" "6/44" 0.00135294397645646 0.508629373460006 0 0 5.51948790896159 36.4588247001237 "ADAMTS4;KIF9;CMA1;CAPG;PRSS2;MMP10"
"3" "3'-UTR-mediated mRNA Stabilization (GO:0070935)" "4/18" 0.00137002799961409 0.508629373460006 0 0 9.96409335727109 65.6925112465066 "DAZL;DAZ4;DAZ3;DAZ2"
"4" "Superoxide Anion Generation (GO:0042554)" "4/19" 0.0016972080377985 0.508629373460006 0 0 9.29934171154997 59.3183685201081 "NOXA1;NCF1B;NCF1C;NOX4"
"5" "Cellular Component Disassembly (GO:0022411)" "6/46" 0.00171248603056685 0.508629373460006 0 0 5.24297297297297 33.3967371912503 "ADAMTS4;KIF9;CMA1;CAPG;PRSS2;MMP10"
"6" "Cellular Response To Cholesterol (GO:0071397)" "3/10" 0.00227344839810097 0.508629373460006 0 0 14.9247311827957 90.8387417754901 "OSBPL7;MYL1;PTCH1"
"7" "Positive Regulation Of Translational Initiation (GO:0045948)" "4/21" 0.00250686504982184 0.508629373460006 0 0 8.20445664800929 49.1342124102268 "DAZL;DAZ4;DAZ3;DAZ2"
"8" "Positive Regulation Of Developmental Growth (GO:0048639)" "6/50" 0.00264394736041589 0.508629373460006 0 0 4.76535626535627 28.2846876054428 "RNF157;GHSR;UNC13A;ISLR2;ZP3;POU4F2"
"9" "mRNA Stabilization (GO:0048255)" "6/53" 0.0035596232155537 0.608695569859683 0 0 4.46049453709028 25.1487168279446 "DAZL;DAZ4;DAZ3;DAZ2;NRDE2;RBM24"
"10" "Eye Photoreceptor Cell Development (GO:0042462)" "3/13" 0.00508896549861222 0.783191790236421 0 0 10.4456989247312 55.1604008247319 "USH1C;MYO7A;TULP1"
"11" "mRNA Modification (GO:0016556)" "4/27" 0.00643762243648717 0.796762170127454 0 0 6.06229021934275 30.5878672446538 "TRUB2;TRMT6;TRMT61A;TRMT61B"
"12" "Positive Regulation Of Immune System Process (GO:0002684)" "4/27" 0.00643762243648717 0.796762170127454 0 0 6.06229021934275 30.5878672446538 "TNFSF18;C8G;C8B;ZP3"
"13" "Equilibrioception (GO:0050957)" "2/5" 0.00742431862112118 0.796762170127454 0 0 23.1794871794872 113.648895064102 "USH1C;MYO7A"
"14" "Cellular Response To Sterol (GO:0036315)" "3/15" 0.00776571315913698 0.796762170127454 0 0 8.70385304659498 42.2836400021379 "OSBPL7;MYL1;PTCH1"
"15" "mRNA Methylation (GO:0080009)" "3/15" 0.00776571315913698 0.796762170127454 0 0 8.70385304659498 42.2836400021379 "TRMT6;TRMT61A;TRMT61B"
"16" "Defense Response To Fungus (GO:0050832)" "4/29" 0.00833688715540417 0.801904333260439 0 0 5.57673249551167 26.696183035131 "CLEC4C;DEFB119;CARD9;S100A8"
"17" "Antifungal Innate Immune Response (GO:0061760)" "3/16" 0.0093611986562194 0.847463807760097 0 0 8.0339123242349 37.5278661173837 "CLEC4C;DEFB119;CARD9"
"18" "Adult Feeding Behavior (GO:0008343)" "2/6" 0.0109304255019103 0.885364465654735 0 0 17.3837209302326 78.5084482150967 "GHSR;CARTPT"
"19" "Maintenance Of Protein Location In Extracellular Region (GO:0071694)" "2/6" 0.0109304255019103 0.885364465654735 0 0 17.3837209302326 78.5084482150967 "NRROS;DAND5"
"20" "Proton Transmembrane Transport (GO:1902600)" "5/49" 0.0117784760460469 0.906353731743308 0 0 3.96398790058862 17.6059788356559 "ATP4A;RNASEK;SLC4A11;OTOP3;TMEM175"
"21" "Response To Cholesterol (GO:0070723)" "3/18" 0.0130864370668759 0.956001231168879 0 0 6.96200716845878 30.1885087492277 "OSBPL7;MYL1;PTCH1"
"22" "Sensory Organ Development (GO:0007423)" "6/70" 0.0136660344936422 0.956001231168879 0 0 3.27280405405405 14.0496299108885 "ATOH7;RS1;NEUROD2;MYO7A;BHLHE23;FREM2"
"23" "Cardiolipin Biosynthetic Process (GO:0032049)" "2/7" 0.0150201280075812 0.96817328486694 0 0 13.9062611806798 58.3835478481311 "PLSCR3;TAMM41"
"24" "Response To Fatty Acid (GO:0070542)" "3/19" 0.0152219229501649 0.96817328486694 0 0 6.52654569892473 27.3137150843039 "PDK3;FFAR2;FFAR1"
