"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Pyrimidine Nucleotide-Sugar Transmembrane Transport (GO:0090481)" "3/6" 0.000238533851961772 0.376406418395676 0 0 42.1835853131749 351.85325644447 "SLC35A3;SLC35B4;SLC35D1"
"2" "Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)" "4/20" 0.00104793932628591 0.826824128439579 0 0 10.5616883116883 72.4629998529986 "PACS2;CCDC47;THADA;KCTD17"
"3" "Synaptic Transmission, Glutamatergic (GO:0035249)" "4/27" 0.00333769422077231 0.864124989093022 0 0 7.34462638810465 41.8825488285905 "GRIN2A;GRID2;GRIK5;GRIA3"
"4" "Regulation Of Renal Sodium Excretion (GO:0035813)" "2/5" 0.00517038930179074 0.864124989093022 0 0 28.0617816091954 147.7398724747 "NPPB;NPR1"
"5" "Positive Regulation Of Urine Volume (GO:0035810)" "2/5" 0.00517038930179074 0.864124989093022 0 0 28.0617816091954 147.7398724747 "NPPB;NPR1"
"6" "Cytolysis By Host Of Symbiont Cells (GO:0051838)" "2/6" 0.00763632811128741 0.864124989093022 0 0 21.0452586206897 102.592234968165 "CFHR5;ROMO1"
"7" "Peripheral Nervous System Development (GO:0007422)" "3/20" 0.0106687146729965 0.864124989093022 0 0 7.43882607038496 33.7755410825814 "ADGRG6;GFRA3;NEUROG3"
"8" "Chordate Embryonic Development (GO:0043009)" "5/59" 0.0119949008629898 0.864124989093022 0 0 3.91258937896682 17.3064534938082 "STIL;NKX2-6;DEAF1;TGFBR1;MYH6"
"9" "Regulation Of Urine Volume (GO:0035809)" "2/8" 0.013820727009631 0.864124989093022 0 0 14.0287356321839 60.0652360660588 "NPPB;NPR1"
"10" "cGMP Biosynthetic Process (GO:0006182)" "2/9" 0.0174978624483541 0.864124989093022 0 0 12.0240147783251 48.6452746414121 "NPPB;NPR1"
"11" "Receptor Guanylyl Cyclase Signaling Pathway (GO:0007168)" "2/9" 0.0174978624483541 0.864124989093022 0 0 12.0240147783251 48.6452746414121 "NPPB;NPR1"
"12" "Regulation Of Cell Growth (GO:0001558)" "11/227" 0.0178283233819673 0.864124989093022 0 0 2.16216931216931 8.70698422001895 "NPPB;NPR1;TAOK2;PTCH2;NAIF1;CCN3;AGTR2;TEAD1;ESR2;TGFBR1;RAB33B"
"13" "Negative Regulation Of Smoothened Signaling Pathway (GO:0045879)" "3/25" 0.0197587137154018 0.864124989093022 0 0 5.74671117219713 22.5510180451338 "KCTD21;HHIP;PTCH2"
"14" "Protein Processing (GO:0016485)" "7/117" 0.0197635275234619 0.864124989093022 0 0 2.69296890473361 10.5669866925066 "IMMP1L;IMMP2L;ADAMTS13;HJV;TLL2;MYRFL;MMEL1"
"15" "Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)" "7/118" 0.0206044023433777 0.864124989093022 0 0 2.66857053131563 10.3600593329349 "PLEKHG4;RASGRF2;ARHGEF17;RABL3;ARHGEF19;ARHGAP5;KALRN"
"16" "Mitochondrial Protein Processing (GO:0034982)" "2/10" 0.0215386257346317 0.864124989093022 0 0 10.520474137931 40.3766056497306 "IMMP1L;IMMP2L"
"17" "Negative Regulation Of Response To Cytokine Stimulus (GO:0060761)" "2/10" 0.0215386257346317 0.864124989093022 0 0 10.520474137931 40.3766056497306 "PALM3;IRAK3"
"18" "Phosphate Ion Transmembrane Transport (GO:0035435)" "2/10" 0.0215386257346317 0.864124989093022 0 0 10.520474137931 40.3766056497306 "SLC37A2;XPR1"
"19" "Protein Kinase C Signaling (GO:0070528)" "2/10" 0.0215386257346317 0.864124989093022 0 0 10.520474137931 40.3766056497306 "DGKQ;PLEK"
"20" "In Utero Embryonic Development (GO:0001701)" "3/27" 0.0242857962502459 0.864124989093022 0 0 5.26727861771058 19.5830235280301 "STIL;TGFBR1;MYH6"
"21" "Actin Crosslink Formation (GO:0051764)" "2/11" 0.0259241508211616 0.864124989093022 0 0 9.35105363984674 34.1554741278656 "BAIAP2L2;GAS2L1"
"22" "cGMP Metabolic Process (GO:0046068)" "2/11" 0.0259241508211616 0.864124989093022 0 0 9.35105363984674 34.1554741278656 "NPPB;NPR1"
"23" "Cell Differentiation In Hindbrain (GO:0021533)" "2/11" 0.0259241508211616 0.864124989093022 0 0 9.35105363984674 34.1554741278656 "GRID2;KNDC1"
"24" "Digestive System Development (GO:0055123)" "2/11" 0.0259241508211616 0.864124989093022 0 0 9.35105363984674 34.1554741278656 "NKX2-6;COBL"
