"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Pseudouridine Synthesis (GO:0001522)" "6/12" 0.000215325123651643 0.734043346528451 0 0 10.8482513337285 91.5957073175929 "PUS3;RPUSD4;TRUB2;PUS1;PUSL1;NOP10"
"2" "mRNA Modification (GO:0016556)" "8/27" 0.00133197112106813 0.999932077896224 0 0 4.56985787911916 30.2574649271543 "PUS3;RPUSD4;TRUB2;PUS1;METTL3;TRMT6;TRMT61A;TRMT61B"
"3" "mRNA Pseudouridine Synthesis (GO:1990481)" "4/8" 0.0027115308370523 0.999932077896224 0 0 10.8365896980462 64.0468666930093 "PUS3;RPUSD4;TRUB2;PUS1"
"4" "Anterior/Posterior Pattern Specification (GO:0009952)" "12/59" 0.00344405418436415 0.999932077896224 0 0 2.7734251395446 15.7283878372813 "HES6;HEY1;CDX2;WT1;HEY2;BHLHE41;HOXC4;HOXA7;HES3;CER1;HOXB6;HES4"
"5" "Bicarbonate Transport (GO:0015701)" "6/19" 0.0037694925424661 0.999932077896224 0 0 5.00497013360084 27.9318118491212 "CYB5R2;CYB5R4;SLC4A10;SLC4A11;SLC4A1;CYB5RL"
"6" "Glomerular Epithelial Cell Differentiation (GO:0072311)" "3/5" 0.00531403000711719 0.999932077896224 0 0 16.2470414201183 85.0923324734866 "WT1;CD24;KLF15"
"7" "Medium-Chain Fatty Acid Biosynthetic Process (GO:0051792)" "3/5" 0.00531403000711719 0.999932077896224 0 0 16.2470414201183 85.0923324734866 "OLAH;ABHD2;OXSM"
"8" "Negative Regulation Of Protein Kinase Activity By Regulation Of Protein Phosphorylation (GO:0044387)" "3/5" 0.00531403000711719 0.999932077896224 0 0 16.2470414201183 85.0923324734866 "ADARB1;CDK5RAP3;CORO1C"
"9" "Renal Filtration Cell Differentiation (GO:0061318)" "3/5" 0.00531403000711719 0.999932077896224 0 0 16.2470414201183 85.0923324734866 "WT1;CD24;KLF15"
"10" "Reproductive System Development (GO:0061458)" "3/5" 0.00531403000711719 0.999932077896224 0 0 16.2470414201183 85.0923324734866 "LHCGR;WT1;HSD17B3"
