"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Ionotropic Glutamate Receptor Complex (GO:0008328)" "5/33" 0.000930716148732063 0.158221745284451 0 0 7.5557793616362 52.7359868083823 "GRIN2A;GRID2;GRIK5;VWC2L;GRIA3"
"2" "Postsynaptic Density Membrane (GO:0098839)" "4/34" 0.00776097578641759 0.650886304363481 0 0 5.62886002886003 27.3486450579271 "GRIN2A;GRID2;GRIK5;GRIA3"
"3" "Postsynaptic Specialization Membrane (GO:0099634)" "4/38" 0.011486228900532 0.650886304363481 0 0 4.96562261268144 22.1794819805524 "GRIN2A;GRID2;GRIK5;GRIA3"
"4" "Cul2-RING Ubiquitin Ligase Complex (GO:0031462)" "3/23" 0.0157431537951819 0.669084036295231 0 0 6.32203023758099 26.2449582535629 "PRAMEF6;ASB4;ZSWIM4"
"5" "Actin Filament (GO:0005884)" "5/71" 0.0249203373966818 0.847291471487181 0 0 3.19923749424834 11.8118121216698 "AVIL;COBL;MICAL2;GAS2L1;ACTL8"
"6" "Cytoplasmic Side Of Endoplasmic Reticulum Membrane (GO:0098554)" "2/13" 0.0356573932697964 0.99991460411943 0 0 7.65007836990596 25.5038218506329 "SPPL2B;THADA"
"7" "Axonal Growth Cone (GO:0044295)" "2/15" 0.0465598522502579 0.99991460411943 0 0 6.4724801061008 19.8512042449764 "TAOK2;COBL"
"8" "Pyrimidine Nucleotide-Sugar Transmembrane Transporter Activity (GO:0015165)" "3/6" 0.000238533851961772 0.0775235018875759 0 0 42.1835853131749 351.85325644447 "SLC35A3;SLC35B4;SLC35D1"
"9" "Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:0099529)" "4/21" 0.00127088155483109 0.206518252660052 0 0 9.93990323402088 66.2797169077627 "GRID2;GRIN2A;GRIK5;GRIA3"
"10" "Ionotropic Glutamate Receptor Activity (GO:0004970)" "3/16" 0.00561440952780927 0.366959969279089 0 0 9.72968931716232 50.4233253813155 "GRIN2A;GRIK5;GRIA3"
"11" "Intracellular Calcium Activated Chloride Channel Activity (GO:0005229)" "3/17" 0.00670091267681372 0.366959969279089 0 0 9.03424868867634 45.2210360794304 "TTYH3;TTYH2;ANO9"
"12" "Oxysterol Binding (GO:0008142)" "2/6" 0.00763632811128741 0.366959969279089 0 0 21.0452586206897 102.592234968165 "INSIG2;OSBP"
"13" "Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315)" "4/34" 0.00776097578641759 0.366959969279089 0 0 5.62886002886003 27.3486450579271 "GRIN2A;GRID2;GRIK5;GRIA3"
"14" "Intracellular Chloride Channel Activity (GO:0061778)" "3/18" 0.00790375318447268 0.366959969279089 0 0 8.43153347732181 40.8121425806588 "TTYH3;TTYH2;ANO9"
"15" "Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824)" "4/40" 0.013714445781279 0.499081808681121 0 0 4.68927368927369 20.1137277316136 "GRIN2A;GRID2;GRIK5;GRIA3"
"16" "Volume-Sensitive Anion Channel Activity (GO:0005225)" "2/8" 0.013820727009631 0.499081808681121 0 0 14.0287356321839 60.0652360660588 "TTYH3;TTYH2"
"17" "G Protein-Coupled Purinergic Nucleotide Receptor Activity (GO:0045028)" "2/9" 0.0174978624483541 0.545604500685659 0 0 12.0240147783251 48.6452746414121 "P2RY11;GPR34"
"18" "Guanyl-Nucleotide Exchange Factor Activity (GO:0005085)" "10/203" 0.0210250986911242 0.545604500685659 0 0 2.19764112353422 8.48737436267625 "PLEKHG4;TBXA2R;DIS3;RASGRF2;ARHGEF17;ARHGEF19;SH3BP5;KNDC1;C9ORF72;KALRN"
"19" "Ligand-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential (GO:0099507)" "2/10" 0.0215386257346317 0.545604500685659 0 0 10.520474137931 40.3766056497306 "GRIK5;GRIA3"
"20" "GTPase Regulator Activity (GO:0030695)" "17/424" 0.0218241800274264 0.545604500685659 0 0 1.77932396863355 6.80544576995983 "PLEKHG4;DIS3;TBC1D3B;RASGRF2;ARHGEF17;ARHGEF19;ARAP3;KNDC1;ARHGAP5;C9ORF72;KALRN;RGPD1;TBXA2R;AGAP5;SGSM2;SH3BP5;TBC1D10B"
"21" "Endonuclease Activity (GO:0004519)" "4/58" 0.0460723438868141 0.801658680725672 0 0 3.12329645662979 9.61207735015677 "RNASEK;DIS3;N4BP2;ANKZF1"
"22" "Transmembrane Receptor Protein Serine/Threonine Kinase Activity (GO:0004675)" "2/15" 0.0465598522502579 0.801658680725672 0 0 6.4724801061008 19.8512042449764 "HJV;TGFBR1"
"23" "Inorganic Cation Transmembrane Transporter Activity (GO:0022890)" "3/35" 0.0474574719860327 0.801658680725672 0 0 3.94883909287257 12.0357507640469 "GRIN2A;GRIA3;RHCE"
"24" "Transport Of Nucleotide Sugars R-HSA-727802" "3/9" 0.000950792201314384 0.436413620403302 0 0 21.0885529157667 146.73868574867 "SLC35A3;SLC35B4;SLC35D1"
"25" "G Alpha (12/13) Signaling Events R-HSA-416482" "7/78" 0.00226643315859748 0.520146409898121 0 0 4.18058240510602 25.4578571362267 "GNG2;TBXA2R;RASGRF2;ARHGEF17;ARHGEF19;GNG8;KALRN"
"26" "Glucagon Signaling In Metabolic Regulation R-HSA-163359" "4/32" 0.00624135939967468 0.800250900312214 0 0 6.03153988868275 30.6194576580099 "GNG2;GNG8;GCG;ADCY1"
"27" "Signal Amplification R-HSA-392518" "4/33" 0.0069738640550084 0.800250900312214 0 0 5.82325720256755 28.9158834147777 "GNG2;GNAT3;TBXA2R;GNG8"
"28" "GLI Proteins Bind Promoters Of Hh Responsive Genes To Promote Transcription R-HSA-5635851" "2/7" 0.010526785802978 0.85212035816642 0 0 16.8353448275862 76.6653360695088 "HHIP;PTCH2"
"29" "ADP Signaling Thru P2Y Purinoceptor 12 R-HSA-392170" "3/22" 0.0139260907120717 0.85212035816642 0 0 6.65510969648744 28.4438800689772 "GNG2;GNAT3;GNG8"
"30" "Activation Of GABAB Receptors R-HSA-991365" "4/42" 0.0161994786967652 0.85212035816642 0 0 4.44201412622465 18.3134301928387 "GNG2;GNAT3;GNG8;ADCY1"
"31" "GPER1 Signaling R-HSA-9634597" "4/43" 0.0175409461389494 0.85212035816642 0 0 4.32789432789433 17.4986174428906 "GNG2;GNAT3;GNG8;ADCY1"
"32" "Thromboxane Signaling Thru TP Receptor R-HSA-428930" "3/24" 0.0176871469285704 0.85212035816642 0 0 6.02067263190373 24.2929147477365 "GNG2;TBXA2R;GNG8"
"33" "RHOA GTPase Cycle R-HSA-8980692" "8/147" 0.0220205898017973 0.85212035816642 0 0 2.43724670918287 9.29999082149108 "ANLN;PLEKHG4;RASGRF2;ARHGEF17;ARHGEF19;ARAP3;ARHGAP5;KALRN"
"34" "G Alpha (Z) Signaling Events R-HSA-418597" "4/47" 0.0235872066502035 0.85212035816642 0 0 3.92449411054062 14.7052788162294 "GNG2;GNAT3;GNG8;ADCY1"
