"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "Protein Homotetramerization (GO:0051289)" "6/53" 0.00429403837685127 0.975020621295421 0 0 4.28555625207419 23.3585428143292 "TDO2;DEFA5;OSBPL2;AQP2;CBR4;HCN1"
"2" "Positive Regulation Of Endothelial Cell Development (GO:1901552)" "2/5" 0.00800070257851497 0.975020621295421 0 0 22.2765347102697 107.556142270154 "CDH5;PROC"
"3" "Positive Regulation Of Establishment Of Endothelial Barrier (GO:1903142)" "2/5" 0.00800070257851497 0.975020621295421 0 0 22.2765347102697 107.556142270154 "CDH5;PROC"
"4" "Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064)" "3/16" 0.0103959098285867 0.975020621295421 0 0 7.72042440318302 35.2541046636189 "GJC3;GJA5;ATP1A2"
"5" "Bicellular Tight Junction Assembly (GO:0070830)" "5/47" 0.0115756018579475 0.975020621295421 0 0 3.99056681496128 17.7933615252505 "CLDN6;CDH5;MARVELD2;MARVELD3;CLDN1"
"6" "AV Node Cell To Bundle Of His Cell Communication (GO:0086067)" "2/6" 0.0117703314872673 0.975020621295421 0 0 16.7065404475043 74.2133461464366 "GJC3;GJA5"
"7" "Elastic Fiber Assembly (GO:0048251)" "2/6" 0.0117703314872673 0.975020621295421 0 0 16.7065404475043 74.2133461464366 "MFAP4;EMILIN1"
"8" "Gap Junction Assembly (GO:0016264)" "2/6" 0.0117703314872673 0.975020621295421 0 0 16.7065404475043 74.2133461464366 "GJB2;GJA5"
"9" "UV Protection (GO:0009650)" "2/7" 0.0161624420478825 0.975020621295421 0 0 13.3645438898451 55.1296138511478 "MFAP4;SCARA3"
"10" "Response To Hydroperoxide (GO:0033194)" "2/7" 0.0161624420478825 0.975020621295421 0 0 13.3645438898451 55.1296138511478 "RNF112;PSG1"
"11" "Tight Junction Assembly (GO:0120192)" "5/53" 0.0188003198563752 0.975020621295421 0 0 3.49066464821223 13.8714873039976 "CLDN6;CDH5;MARVELD2;MARVELD3;CLDN1"
"12" "Protein Tetramerization (GO:0051262)" "6/73" 0.0196083624496363 0.975020621295421 0 0 3.00318166533019 11.8079071134657 "TDO2;DEFA5;OSBPL2;AQP2;CBR4;HCN1"
"13" "Apical Junction Assembly (GO:0043297)" "5/54" 0.0202376628575086 0.975020621295421 0 0 3.41925005296236 13.3357929505542 "CLDN6;CDH5;MARVELD2;MARVELD3;CLDN1"
"14" "Regulation Of Defense Response To Bacterium (GO:1900424)" "2/8" 0.0211376668773403 0.975020621295421 0 0 11.136546184739 42.9503028584197 "NLRP10;EMILIN1"
"15" "Negative Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904153)" "2/8" 0.0211376668773403 0.975020621295421 0 0 11.136546184739 42.9503028584197 "YOD1;SVIP"
"16" "Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)" "5/55" 0.0217450098104091 0.975020621295421 0 0 3.35069204152249 12.8276921806312 "GRIK3;ATP1A2;DRD1;CACNG3;HCN1"
"17" "Embryonic Organ Development (GO:0048568)" "6/77" 0.0248066100546816 0.975020621295421 0 0 2.83340249469085 10.4740835244382 "NEUROD1;RNF112;NDRG4;PKDCC;SOX18;PBX3"
"18" "Blood Vessel Endothelial Cell Migration (GO:0043534)" "3/22" 0.0251322990270185 0.975020621295421 0 0 5.28076225045372 19.4522234630963 "CDH5;SOX18;EMP2"
"19" "Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862)" "2/9" 0.0266583979325504 0.975020621295421 0 0 9.54511925252029 34.5977266030126 "YOD1;SVIP"
"20" "Endothelial Cell Migration (GO:0043542)" "4/40" 0.0285234033136927 0.975020621295421 0 0 3.71924774515448 13.2294771450606 "CDH5;SOX18;GIPC1;EMP2"
"21" "Positive Regulation Of Defense Response To Bacterium (GO:1900426)" "2/10" 0.0326887177136728 0.975020621295421 0 0 8.35154905335628 28.5683550128951 "NLRP10;EMILIN1"
