"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "G Protein-Coupled Receptor Dimeric Complex (GO:0038037)" "2/6" 0.0164352863187396 0.999995283730961 0 0 13.9465317919075 57.2968803529883 "GABBR2;GABBR1"
"2" "Acrosomal Vesicle (GO:0001669)" "6/64" 0.0233430006834424 0.999995283730961 0 0 2.89414595028067 10.8746321330482 "PATE4;SPACA1;SPATA1;CABS1;IQCF1;SPACA7"
"3" "GABA-ergic Synapse (GO:0098982)" "3/19" 0.0266383246056571 0.999995283730961 0 0 5.23426193921852 18.9763158750631 "LRFN5;LRRTM1;SLITRK3"
"4" "Perineuronal Net (GO:0072534)" "2/8" 0.0292984029387244 0.999995283730961 0 0 9.29672447013487 32.8195037779144 "TNR;HAPLN1"
"5" "Perisynaptic Extracellular Matrix (GO:0098966)" "2/9" 0.0368157841447925 0.999995283730961 0 0 7.96820809248555 26.3096574405432 "TNR;HAPLN1"
"6" "Serine-Type Endopeptidase Complex (GO:1905370)" "2/10" 0.0449800956395316 0.999995283730961 0 0 6.97182080924855 21.6233476910997 "FCN2;FCN3"
"7" "Trace-Amine Receptor Activity (GO:0001594)" "4/6" 2.03916756874991e-05 0.00646416119293722 0 0 55.9536231884058 604.320605151418 "TAAR8;TAAR9;TAAR5;TAAR2"
"8" "GTPase Regulator Activity (GO:0030695)" "31/424" 8.4302722354508e-05 0.0133619814931895 0 0 2.25017366508161 21.1090960684896 "DENND1C;ARHGAP11A;DENND1B;ARHGAP11B;RTKN;DENND5B;ASAP3;ARHGEF10L;ARHGAP6;RASGRP4;FGD5;ARHGAP20;CYTH4;ARHGAP40;RASGEF1A;TBC1D10C;TBC1D13;RGS8;TBC1D10B;PLEKHG2;DENND4B;HPS1;ARAP2;ARHGAP28;ARHGAP23;NELL1;ARHGAP32;TBC1D2;TBC1D21;DENND6A;RGS11"
"9" "GTPase Activator Activity (GO:0005096)" "19/211" 0.000147987494650532 0.0155514443639798 0 0 2.80220679012346 24.7109321134802 "ARHGAP11A;ARHGAP11B;ARAP2;ASAP3;ARHGAP28;ARHGEF10L;ARHGAP6;ARHGAP23;ARHGAP32;NELL1;ARHGAP20;TBC1D2;ARHGAP40;TBC1D21;TBC1D10C;TBC1D13;RGS11;RGS8;TBC1D10B"
"10" "Metalloendopeptidase Activity (GO:0004222)" "12/101" 0.000196232736454004 0.0155514443639798 0 0 3.79920260964117 32.430788163786 "ADAM2;MMP12;ADAMTS2;ADAMTS3;MMP7;ADAMTS19;MMP23B;MMP3;CLCA3P;TLL1;MMEL1;MMP10"
"11" "Metallopeptidase Activity (GO:0008237)" "13/124" 0.000377808881704955 0.0227511692219021 0 0 3.30112050376368 26.0165337376985 "MMP7;MMP3;CLCA3P;MMEL1;MMP10;ADAM2;MMP12;ADAMTS2;ADAMTS3;ADAMTS19;MMP23B;TLL1;MPND"
"12" "Serine-Type Peptidase Activity (GO:0008236)" "14/142" 0.000430621499468178 0.0227511692219021 0 0 3.08469669117647 23.9072662957721 "MMP7;C1R;MMP3;OVCH2;KLK4;PRSS16;PRSS56;KLK8;MMP10;KLK11;KLK6;MMP12;F9;TLL1"
"13" "Serine-Type Endopeptidase Activity (GO:0004252)" "11/125" 0.00419861052204634 0.190137076498384 0 0 2.71136112609489 14.8392838802942 "MMP12;MMP7;F9;C1R;MMP3;OVCH2;TLL1;PRSS56;KLK8;MMP10;KLK6"
"14" "Endopeptidase Activity (GO:0004175)" "21/335" 0.00686533505719636 0.272038901641406 0 0 1.88731887829947 9.40124572870076 "USP17L15;MMP7;C1R;HTRA4;MMP3;OVCH2;CLCA3P;MMEL1;KLK8;PRSS56;MMP10;KLK6;MMP12;ADAM2;SFRP1;ADAMTS2;F9;ADAMTS3;ADAMTS19;MMP23B;TLL1"
"15" "G Protein-Coupled Amine Receptor Activity (GO:0008227)" "4/28" 0.015177373392582 0.520998576304046 0 0 4.65748792270531 19.5053244629622 "TAAR8;TAAR9;TAAR5;TAAR2"
"16" "Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Disulfide As Acceptor (GO:0016671)" "2/6" 0.0164352863187396 0.520998576304046 0 0 13.9465317919075 57.2968803529883 "MSRB3;MSRB1"
"17" "GABA Receptor Activity (GO:0016917)" "3/21" 0.0347472269832304 0.921828039688006 0 0 4.65219488663772 15.6297721807607 "GABBR2;GABRA1;GABRA3"
"18" "Dipeptidyl-Peptidase Activity (GO:0008239)" "2/10" 0.0449800956395316 0.921828039688006 0 0 6.97182080924855 21.6233476910997 "DPP6;PRSS16"
"19" "Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824)" "4/40" 0.0490277309191783 0.921828039688006 0 0 3.10305958132045 9.35687029915537 "GABRA1;GRID2;GABRA3;HTR3C"
"20" "Keratinization R-HSA-6805567" "21/208" 1.23242302935974e-05 0.0056075247835868 0 0 3.19027262397597 36.0626608236461 "KRT71;KRTAP25-1;SPRR3;KRTAP11-1;SPRR2G;KRTAP12-2;KRTAP21-3;KRTAP8-1;KRT34;KRTAP19-1;KRT32;KLK8;KRT33B;LCE3C;KRT33A;LCE3D;KRTAP6-1;KRTAP1-5;KRTAP1-3;KRTAP20-2;SPRR2D"
"21" "Defensins R-HSA-1461973" "8/43" 9.98189917938327e-05 0.0227088206330969 0 0 6.42099125364432 59.1511480242016 "DEFB104A;DEFB119;DEFB118;DEFB116;DEFA5;DEFB115;DEFB123;DEFB112"
"22" "Beta Defensins R-HSA-1461957" "7/35" 0.000169198947104891 0.0256618403109084 0 0 7.01528384279476 60.9237788795709 "DEFB104A;DEFB119;DEFB118;DEFB116;DEFB115;DEFB123;DEFB112"
"23" "Antimicrobial Peptides R-HSA-6803157" "10/89" 0.00102124986330573 0.116167171951026 0 0 3.55818343326671 24.5042416414096 "DEFB119;DEFB104A;DEFB118;BPIFA2;DEFB116;BPIFB6;DEFB115;DEFA5;DEFB112;DEFB123"
"24" "Rab Regulation Of Trafficking R-HSA-9007101" "11/122" 0.00348626271285142 0.317249906869479 0 0 2.7850764380779 15.7605386056494 "DENND1C;DENND1B;TBC1D2;DENND4B;DENND5B;HPS1;TBC1D10C;TBC1D24;TBC1D13;DENND6A;TBC1D10B"
"25" "Ficolins Bind To Repetitive Carbohydrate Structures On Target Cell Surface R-HSA-2855086" "2/5" 0.011213247134695 0.739374707591306 0 0 18.5963391136802 83.5098254133536 "FCN2;FCN3"
"26" "Creation Of C4 And C2 Activators R-HSA-166786" "3/14" 0.0113749955014047 0.739374707591306 0 0 7.61544533613998 34.0893051337597 "FCN2;FCN3;C1R"
"27" "RHOA GTPase Cycle R-HSA-8980692" "11/147" 0.0136028931563508 0.773664548267452 0 0 2.27015330290242 9.75592201833984 "ARHGAP11A;ARHGAP32;ARHGAP11B;ARHGAP20;RTKN;ARHGAP40;ARAP2;ARHGAP28;ARHGEF10L;ARHGAP6;ARHGAP23"
"28" "Protein Repair R-HSA-5676934" "2/6" 0.0164352863187396 0.830895030558504 0 0 13.9465317919075 57.2968803529883 "MSRB3;MSRB1"
"29" "TBC/RABGAPs R-HSA-8854214" "5/45" 0.0192816476741252 0.877314969172697 0 0 3.49528301886792 13.8014798871826 "TBC1D2;TBC1D10C;TBC1D13;TBC1D24;TBC1D10B"
"30" "Defective Factor IX Causes Hemophilia B R-HSA-9668250" "2/8" 0.0292984029387244 0.999995784877413 0 0 9.29672447013487 32.8195037779144 "F9;GGCX"
"31" "Synthesis Of diphthamide-EEF2 R-HSA-5358493" "2/8" 0.0292984029387244 0.999995784877413 0 0 9.29672447013487 32.8195037779144 "DNAJC24;DPH6"
"32" "Lectin Pathway Of Complement Activation R-HSA-166662" "2/8" 0.0292984029387244 0.999995784877413 0 0 9.29672447013487 32.8195037779144 "FCN2;FCN3"
