	TF	size	nes	pval	pval.fdr
1	ZFR2	32	3.18061543039204	0.00146962578005408	0.999202820618175
2	ZNF622	20	3.00402925853894	0.00266429701797904	0.999202820618175
3	ZDHHC2	38	-2.93629852108179	0.00332154510523448	0.999202820618175
4	ZNF552	8	-2.91751670537747	0.00352830748367766	0.999202820618175
5	ZNF784	93	2.89900692210345	0.00374346629611203	0.999202820618175
6	MAP4K5	26	-2.89291736751563	0.00381681698586119	0.999202820618175
7	OR7C2	27	-2.87649107210171	0.00402123570779727	0.999202820618175
8	NISCH	29	2.85884092094949	0.0042519194981683	0.999202820618175
9	GLI1	60	-2.829298637903	0.00466501457817335	0.999202820618175
10	ZNF707	35	2.77508993799578	0.00551864441330441	0.999202820618175
11	ZBTB16	38	2.71717105530708	0.00658425688025968	0.999202820618175
12	CHEK2	18	-2.66958428857902	0.00759452089172887	0.999202820618175
13	CPE	27	2.66812946531032	0.00762748602317222	0.999202820618175
14	CDYL	39	-2.6593224248086	0.00782979925096151	0.999202820618175
15	KDSR	18	2.62952318307216	0.00855047016962941	0.999202820618175
16	CHRM5	28	2.62727760689441	0.0086071083310003	0.999202820618175
17	OMD	28	-2.60080661373385	0.00930048659201067	0.999202820618175
18	RAMP2	30	-2.58259645416259	0.00980599473684563	0.999202820618175
19	TAS2R46	21	-2.54372118062938	0.0109678593849715	0.999202820618175
20	RABEP1	10	-2.52941311619966	0.0114253457834989	0.999202820618175
21	MAP3K7	34	-2.45907532235403	0.0139295389492586	0.999202820618175
22	ZBTB11	42	-2.43853865654145	0.0147467813594281	0.999202820618175
23	CAMLG	48	2.43354192677025	0.0149519036951772	0.999202820618175
24	PURB	21	2.43197797723226	0.0150166203323935	0.999202820618175
25	ZNF320	13	2.41543532545467	0.0157164133068705	0.999202820618175
26	MACF1	31	-2.41445793911196	0.015758642308734	0.999202820618175
27	BTF3	90	2.40819079385157	0.0160318002465859	0.999202820618175
28	MED14	21	-2.36464611547331	0.0180473066735984	0.999202820618175
29	GPR87	30	-2.34683363027805	0.0189337068566607	0.999202820618175
30	ITGB7	6	2.34437003276825	0.0190592517954912	0.999202820618175
31	TBX4	33	-2.31928058411766	0.0203798274946209	0.999202820618175
32	OR6A2	19	2.30185749870481	0.0213432097067405	0.999202820618175
33	NME2	94	-2.30015906090386	0.0214392102431094	0.999202820618175
34	RAPGEF2	40	-2.29171806779292	0.0219219171396884	0.999202820618175
35	FAM120B	51	-2.26213673509619	0.0236889565835218	0.999202820618175
36	TBK1	35	-2.26189977297194	0.0237035964103718	0.999202820618175
37	EGR3	44	-2.24250213379458	0.024928937555906	0.999202820618175
38	ARHGAP39	17	2.22554318017896	0.0260447957461548	0.999202820618175
39	MLST8	36	2.22284166772907	0.0262264782973606	0.999202820618175
40	ABT1	48	2.22109943552668	0.0263442272719065	0.999202820618175
41	ZNF780B	9	-2.18224913179313	0.0290911510052086	0.999202820618175
42	SCRIB	25	2.17014826991262	0.0299956154605986	0.999202820618175
43	TAF7	41	-2.16510239188441	0.0303798448492198	0.999202820618175
44	GTF2A1	36	-2.16395166928517	0.0304680588411245	0.999202820618175
45	BAD	38	2.15778600269355	0.0309444736544253	0.999202820618175
46	RYK	28	-2.15705842419736	0.0310011125140934	0.999202820618175
47	UBA52	53	2.1541832203527	0.0312258062254491	0.999202820618175
48	ACAP3	25	2.15087089204164	0.0314863916109272	0.999202820618175
49	ADAM17	39	-2.13896267027478	0.0324386917604081	0.999202820618175
50	STARD8	31	2.13566723784813	0.0327065466376527	0.999202820618175
51	ELOVL4	24	2.13025700233742	0.0331504013022603	0.999202820618175
52	IRAK1	23	2.10748198171655	0.0350758219261766	0.999202820618175
53	OR52N5	26	-2.10696391782785	0.0351207073442599	0.999202820618175
54	SDHB	51	2.10640800877249	0.0351689262186384	0.999202820618175
55	PSIP1	42	-2.10289919424753	0.0354745822938821	0.999202820618175
56	ARHGDIB	18	2.0998543390355	0.0357416564715441	0.999202820618175
57	CUX2	57	2.07935873014105	0.0375843907624836	0.999202820618175
58	TRIP11	78	-2.07892539806814	0.0376242078899517	0.999202820618175
59	RPL7	50	2.07540644615995	0.0379488812706286	0.999202820618175
60	APBA3	24	2.07034701385716	0.0384198599176687	0.999202820618175
61	SHARPIN	48	2.06391024415038	0.0390262272783631	0.999202820618175
62	RSC1A1	73	-2.05382400787222	0.0399927284239924	0.999202820618175
63	ATG10	38	2.03951620430387	0.0413985356527999	0.999202820618175
64	TLR3	15	-2.0394484692352	0.041405289204834	0.999202820618175
65	ZSCAN10	45	2.03885586144825	0.0414644152008277	0.999202820618175
66	ZRANB1	35	-2.03592330892742	0.0417580568389191	0.999202820618175
67	GNAI1	36	-2.03180868097383	0.0421730280363563	0.999202820618175
68	RANBP2	30	-2.0302766359276	0.0423284277454857	0.999202820618175
69	F2RL2	33	-2.02886326964542	0.0424722188211334	0.999202820618175
70	IFI16	58	-2.0280175261621	0.0425584592964485	0.999202820618175
71	TBL3	47	2.02610565934316	0.0427539582850987	0.999202820618175
72	CREB1	45	-2.01811527537357	0.0435792571551362	0.999202820618175
73	RASL10A	27	2.00837801267972	0.0446031375570482	0.999202820618175
74	SS18	37	-2.00366518287067	0.0451059382907577	0.999202820618175
75	RPS3	40	2.00154658694098	0.04533351853455	0.999202820618175
76	NFIX	57	-1.99895578644753	0.0456131378972812	0.999202820618175
77	ZMAT5	21	1.99528649115447	0.0460116424037367	0.999202820618175
78	ZMYM6	44	-1.99177817722545	0.0463954016633345	0.999202820618175
79	ITGA3	33	1.9862028827984	0.0470108008976478	0.999202820618175
80	CAND1	103	-1.9831137311096	0.0473547271721351	0.999202820618175
81	NPY5R	27	-1.98156977789884	0.0475274124869702	0.999202820618175
82	PHB2	80	1.97480586006953	0.0482901837796351	0.999202820618175
83	USP6NL	31	-1.9726535315201	0.0485350495860427	0.999202820618175
84	DNAJB6	127	-1.96884643501367	0.0489707281559492	0.999202820618175
85	RPS14	25	1.96719963234194	0.0491602004017678	0.999202820618175
86	SMAD4	32	-1.96480645832702	0.0494366424331426	0.999202820618175
87	SPIC	60	-1.95689784233999	0.0503594802990611	0.999202820618175
88	AKAP11	42	-1.95275498161489	0.0508486352630828	0.999202820618175
89	TAX1BP3	38	1.9523776218321	0.0508933878900474	0.999202820618175
90	FGD6	39	-1.94924319834943	0.0512663883701934	0.999202820618175
91	NOTCH1	65	-1.94233598644534	0.0520964392211306	0.999202820618175
92	ETV2	42	1.94224770301657	0.052107120710347	0.999202820618175
93	ZNF599	8	1.93826913368995	0.052590396108519	0.999202820618175
94	GAPVD1	24	-1.92966007266114	0.0536489702181737	0.999202820618175
95	STUB1	85	1.92965600144718	0.053649474994333	0.999202820618175
96	CASP8AP2	54	-1.92530403323039	0.0541913333694655	0.999202820618175
97	COMMD7	51	1.92418511225796	0.054331384564659	0.999202820618175
98	MAP3K12	24	1.92187990210675	0.0546208712650636	0.999202820618175
99	CARD8	25	-1.90760421687862	0.0564423897150216	0.999202820618175
100	PCSK6	15	1.90742070425868	0.0564661303989082	0.999202820618175
101	MS4A3	30	1.9063960789384	0.05659883707361	0.999202820618175
102	LBX2	32	-1.90075128477381	0.0573345976500429	0.999202820618175
103	HPGD	23	-1.90009787613473	0.0574202763816012	0.999202820618175
104	PC	38	1.89687282296825	0.0578447250939823	0.999202820618175
105	CALY	18	1.89408526201843	0.0582136936282845	0.999202820618175
106	STX2	36	1.8907671412083	0.0586554352954763	0.999202820618175
107	ZNF606	22	-1.88458678310557	0.0594856481045742	0.999202820618175
108	TCF23	31	1.88426586801072	0.0595290218344835	0.999202820618175
109	ASCC1	63	-1.87972782782077	0.0601451809794194	0.999202820618175
110	ZNF135	27	-1.876676008626	0.0605625127650916	0.999202820618175
111	DLX4	71	-1.87185343721034	0.0612268829557495	0.999202820618175
112	ZMYM2	40	-1.86777227413079	0.0617938196331271	0.999202820618175
113	OR52H1	48	-1.86570844539363	0.0620821674502859	0.999202820618175
114	JUN	28	-1.8653516333181	0.0621321321495199	0.999202820618175
115	HBS1L	18	-1.85869128832574	0.0630709090046451	0.999202820618175
116	GSPT1	35	1.85242960366795	0.0639641575753623	0.999202820618175
117	MYCBP2	76	-1.85022292588092	0.0642814259648573	0.999202820618175
118	OR2T34	23	1.84610888887138	0.0648763964541837	0.999202820618175
119	ETV1	64	1.8394121918508	0.0658545822441351	0.999202820618175
120	ACKR3	57	-1.83868196689276	0.0659619773131383	0.999202820618175
121	CIITA	139	-1.83589551707861	0.0663731108429083	0.999202820618175
122	TBC1D32	42	-1.83505559466776	0.0664974524878846	0.999202820618175
123	OR13C4	28	-1.8333981060741	0.0667433890657356	0.999202820618175
124	ZNF571	9	-1.83206334228751	0.0669419840478659	0.999202820618175
125	COPS5	57	1.82862462730228	0.0674558607634374	0.999202820618175
126	DOT1L	27	-1.82833718633005	0.0674989621413741	0.999202820618175
127	ARHGDIA	61	1.82124523006347	0.0685695878744242	0.999202820618175
128	BAK1	27	1.81858561627194	0.0689746739007116	0.999202820618175
129	EBP	58	1.81742664419534	0.0691518110667748	0.999202820618175
130	CLIC1	46	1.81660370712769	0.0692778154090366	0.999202820618175
131	BST2	35	-1.81579398346228	0.0694019805700454	0.999202820618175
132	GAB1	41	-1.8108635316891	0.0701619789289024	0.999202820618175
133	SOCS4	60	-1.81002160247304	0.0702924372131284	0.999202820618175
134	MSI2	34	-1.80564333703117	0.070974068752366	0.999202820618175
135	LMO1	37	-1.8051332801132	0.0710538283852459	0.999202820618175
136	MAP3K11	23	1.80239758851022	0.0714828743397576	0.999202820618175
137	ITGB8	28	-1.80175506880053	0.0715839497254806	0.999202820618175
138	APH1A	32	1.801418583753	0.07163692921373	0.999202820618175
139	RASAL1	33	1.79784348924298	0.0722018134377737	0.999202820618175
140	OR52I2	21	-1.79748394292412	0.0722588250090803	0.999202820618175
141	NCOA7	88	-1.79278077056956	0.0730079854262308	0.999202820618175
142	ITGA2	17	-1.78988744726735	0.073472007222081	0.999202820618175
143	ARHGEF33	41	-1.78798316917764	0.0737787232937021	0.999202820618175
144	CD81	43	1.7836388233795	0.0744823728013336	0.999202820618175
145	UNC13A	23	1.78105580591314	0.0749033344916195	0.999202820618175
146	TGFB1	10	1.7807310133582	0.0749564041136484	0.999202820618175
147	NRL	21	1.7805233678862	0.0749903485247558	0.999202820618175
148	DLL4	32	1.77770088738911	0.0754529938715482	0.999202820618175
149	FOXR1	36	-1.76990889940948	0.0767423180662182	0.999202820618175
150	OR4M1	28	-1.76764381277841	0.0771204686508576	0.999202820618175
151	TARBP2	55	1.76374785263764	0.0777744406486684	0.999202820618175
152	ADRA1A	16	1.7562317864943	0.07904883925235	0.999202820618175
153	NEDD8	51	1.75600831336793	0.0790869890709828	0.999202820618175
154	OR2T33	28	-1.75365915983377	0.0794889274327653	0.999202820618175
155	NFYA	36	1.75151724612995	0.0798568532378666	0.999202820618175
156	PRDX1	30	-1.74820116125432	0.080429200602264	0.999202820618175
157	NPBWR1	24	-1.74494554039639	0.0809943491394284	0.999202820618175
158	KRIT1	17	-1.73675460410082	0.0824304950145533	0.999202820618175
159	PTGES2	81	1.73475934555925	0.0827834398457318	0.999202820618175
160	DGKZ	22	-1.73431749165245	0.082861765579161	0.999202820618175
161	ZFAND1	74	1.72733763444181	0.0841070439945611	0.999202820618175
162	PREB	42	1.72717533847091	0.0841361784879993	0.999202820618175
163	USP33	55	-1.71719098284232	0.0859442825638895	0.999202820618175
164	MED13	59	-1.71710126045936	0.0859606719430964	0.999202820618175
165	LIMD1	31	-1.7150021820019	0.0863448268778181	0.999202820618175
166	SAP18	70	-1.71088410090568	0.0871025101803357	0.999202820618175
