	TF	size	nes	pval	pval.fdr
1	KHDRBS2	68	-3.42850162139949	0.000606922910127937	0.999156935125477
2	HTR3A	21	3.16958907867409	0.00152654657762456	0.999156935125477
3	CYSLTR2	15	3.13575779519109	0.00171410702914266	0.999156935125477
4	C18orf32	66	-3.11205630409547	0.00185789061030455	0.999156935125477
5	NKX6-2	38	3.0104951151399	0.00260822143316492	0.999156935125477
6	SHC2	24	2.98692634974812	0.00281797601804874	0.999156935125477
7	CAMK4	17	2.96648699471386	0.00301223100396366	0.999156935125477
8	ZNF430	12	-2.83768673090257	0.0045441757890629	0.999156935125477
9	OR6B3	20	2.8291078283158	0.00466779690953628	0.999156935125477
10	ZSCAN10	46	2.71766685832312	0.00657439965690344	0.999156935125477
11	CAMLG	51	2.68201225045369	0.00731807798817786	0.999156935125477
12	OR2A25	26	-2.67146208617257	0.00755216034711781	0.999156935125477
13	CASP7	27	-2.64133864585892	0.0082579131645274	0.999156935125477
14	CRX	30	-2.58977829472232	0.00960377613917763	0.999156935125477
15	SALL4	52	2.58695343434519	0.00968286767289815	0.999156935125477
16	BAIAP2L2	27	2.58159731829065	0.00983442594713181	0.999156935125477
17	RAB4A	25	-2.57701503784819	0.00996576149457653	0.999156935125477
18	SH2D2A	26	2.54402514098657	0.0109583196984243	0.999156935125477
19	MEAF6	52	-2.51261861980361	0.0119838809587364	0.999156935125477
20	JARID2	64	-2.48589359465298	0.0129226597712901	0.999156935125477
21	LHCGR	37	2.4781513889073	0.0132065096825651	0.999156935125477
22	NEUROD1	43	-2.46918871711847	0.0135419780501691	0.999156935125477
23	CSNK1A1L	14	2.46757291852349	0.0136032512083051	0.999156935125477
24	RALBP1	32	-2.46332525557832	0.0137654977564102	0.999156935125477
25	GPR151	20	2.37280531412847	0.0176535662297441	0.999156935125477
26	SAP18	70	-2.36719561831303	0.0179234564733673	0.999156935125477
27	ZFX	22	-2.32913276616549	0.0198520333377337	0.999156935125477
28	CD40	32	2.32545544470242	0.0200476197155182	0.999156935125477
29	PLXNA4	31	2.3194329871393	0.0203715707601059	0.999156935125477
30	RABL3	12	2.31756438104596	0.0204730078941043	0.999156935125477
31	BIRC2	25	-2.31503361240262	0.02061109264566	0.999156935125477
32	OR2B2	12	2.31188579585247	0.0207839776875125	0.999156935125477
33	FZD2	33	2.30851137611727	0.0209707108407881	0.999156935125477
34	EPGN	32	-2.3050750884494	0.0211623684062625	0.999156935125477
35	GREM2	25	2.29423502513276	0.0217770024682882	0.999156935125477
36	VSX2	33	2.29270318052237	0.0218650993129568	0.999156935125477
37	FARP2	37	-2.29255219511197	0.0218737992953874	0.999156935125477
38	ETV3	54	2.2807629091158	0.022562480304969	0.999156935125477
39	NPBWR1	25	-2.27701048895764	0.0227855992690295	0.999156935125477
40	ARHGEF1	15	2.26614941824748	0.0234422363858735	0.999156935125477
41	RCOR2	42	2.26472419676467	0.0235296096680361	0.999156935125477
42	ASB5	15	-2.25683381404298	0.024018460979217	0.999156935125477
43	OR52E2	17	2.24548214816191	0.0247371970019155	0.999156935125477
44	CNOT2	47	-2.24474590402727	0.0247844493341384	0.999156935125477
45	OR4F17	20	-2.24223407212582	0.0249462481444039	0.999156935125477
46	ZNF711	62	-2.20582386669777	0.0273963345265426	0.999156935125477
47	IDE	38	-2.20362122205003	0.0275509935289583	0.999156935125477
48	ARID4A	29	-2.19887607381384	0.0278867353252691	0.999156935125477
49	CAMKK2	24	-2.18992812703865	0.0285294497273871	0.999156935125477
50	FGF2	45	2.17930206776551	0.0293092357243227	0.999156935125477
51	HTR2C	27	-2.17792953117738	0.0294112835284712	0.999156935125477
52	IL17F	54	2.16713496732416	0.0302245643469748	0.999156935125477
53	ELP4	75	-2.16488072929198	0.0303968203436165	0.999156935125477
54	FBXO31	33	2.15488803092771	0.0311705972289287	0.999156935125477
55	GJA1	19	-2.1515641619077	0.0314316973034306	0.999156935125477
56	AGAP11	29	-2.1503884399474	0.0315245019774255	0.999156935125477
57	ZNF575	36	2.14946896401644	0.031597243758928	0.999156935125477
58	ZNF609	32	2.14853036684266	0.0316716466940343	0.999156935125477
59	ATF4	58	-2.14552337629618	0.0319110244451642	0.999156935125477
60	TNF	26	2.14437883622072	0.0320025446141664	0.999156935125477
61	PIK3CA	34	-2.14247835373495	0.0321550087189975	0.999156935125477
62	GRTP1	44	2.11375126349599	0.0345365175485793	0.999156935125477
63	ARHGEF7	44	-2.09450150974125	0.036215328718859	0.999156935125477
64	ASB9	27	2.09365595642713	0.0362906390330971	0.999156935125477
65	TNFSF15	16	2.08935311545539	0.0366759483426486	0.999156935125477
66	MRGPRX3	26	2.08045887388942	0.0374834640501177	0.999156935125477
67	ILF3	46	-2.06155302800338	0.0392503099610077	0.999156935125477
68	KLRK1	5	2.05906819686543	0.0394877059427639	0.999156935125477
69	TACSTD2	30	-2.05673992036028	0.0397112499726314	0.999156935125477
70	GNA12	28	-2.05648804172859	0.0397354977624956	0.999156935125477
71	TFAP2D	44	-2.05259541076156	0.0401118330159837	0.999156935125477
72	MLST8	36	2.04885141555925	0.040476646352901	0.999156935125477
73	CAV1	30	-2.04820336052002	0.0405400773149954	0.999156935125477
74	NFATC1	40	2.04358501205856	0.0409945611798228	0.999156935125477
75	TNFRSF19	29	-2.03861193363674	0.041488773266402	0.999156935125477
76	CHRNA1	13	-2.03013314265818	0.0423430074554677	0.999156935125477
77	RASSF1	25	2.01901632842555	0.0434855224093351	0.999156935125477
78	CARD14	10	2.01471935939785	0.0439340625751738	0.999156935125477
79	SMARCA5	67	-2.0124219258148	0.0441754791332512	0.999156935125477
80	CDX4	38	-2.00231705998613	0.0452506423385792	0.999156935125477
81	IL17A	44	1.98093923812445	0.0475980880747612	0.999156935125477
82	ZC3H14	42	-1.9806940731977	0.04762559182857	0.999156935125477
83	LECT2	28	1.9713637703035	0.0486822819674901	0.999156935125477
84	ANKRD1	51	1.96427124917993	0.0494986440105751	0.999156935125477
85	RNF14	53	1.96016131756852	0.0499769381749509	0.999156935125477
86	TBC1D23	39	-1.94679905667496	0.051558830111927	0.999156935125477
87	PTCH2	27	1.9462857037544	0.051620429911814	0.999156935125477
88	ERF	30	-1.94620775889196	0.0516297882914844	0.999156935125477
89	MAFA	31	1.944396177697	0.0518476944458246	0.999156935125477
90	OR2V2	21	1.9395999709581	0.052428324413372	0.999156935125477
91	CREB3L2	17	-1.93560034255994	0.0529166683934715	0.999156935125477
92	MED9	67	1.93194709588324	0.0533660360217052	0.999156935125477
93	DRD1	26	1.92912320174339	0.0537155692689069	0.999156935125477
94	UTS2R	38	1.92462376504034	0.0542764440735914	0.999156935125477
95	TEF	40	1.92447978976542	0.0542944716112835	0.999156935125477
96	OR3A2	27	1.91668826521876	0.055277546961193	0.999156935125477
97	C2CD3	49	-1.91067159144669	0.0560467977847658	0.999156935125477
98	ELF5	35	1.90367557354227	0.0569524495655196	0.999156935125477
99	RSC1A1	73	-1.90151217681577	0.0572349590872881	0.999156935125477
100	RAB19	28	1.89308849999906	0.0583461012438439	0.999156935125477
101	LPAR5	45	1.88891325469624	0.0589034531060652	0.999156935125477
102	ASB7	25	-1.88708498634274	0.0591488957297693	0.999156935125477
103	CD69	14	-1.87660658571317	0.0605720340931195	0.999156935125477
104	ZNF317	25	-1.87488741537554	0.0608082137194568	0.999156935125477
105	CEP63	18	-1.87033084368862	0.0614378889230307	0.999156935125477
106	LTB	12	1.86483859012513	0.0622040323336113	0.999156935125477
107	IGSF1	57	-1.86321530361828	0.0624319806158244	0.999156935125477
108	FOXA1	40	-1.85679452826507	0.0633403924972405	0.999156935125477
109	OR5AN1	19	1.85203248876568	0.0640211577541377	0.999156935125477
110	CACNB4	34	1.83739075527834	0.0661522305999325	0.999156935125477
111	HAND2	40	1.83666634334504	0.0662591667526737	0.999156935125477
112	GPRC5A	23	-1.83299516813965	0.0668032896494237	0.999156935125477
113	CCND3	30	1.830421688421	0.0671869070304856	0.999156935125477
114	CHN1	37	1.82099630902832	0.0686074179313314	0.999156935125477
115	ZNF704	46	-1.81792234926213	0.0690760018779907	0.999156935125477
116	ZNF708	19	-1.80740218980171	0.0706995927779216	0.999156935125477
117	NDFIP1	42	1.80308208171858	0.0713753247590248	0.999156935125477
118	CTNNB1	52	1.80220387325289	0.0715133355483212	0.999156935125477
119	GAB2	20	-1.8001799962256	0.0718322213686785	0.999156935125477
120	RPS6KB1	53	-1.79768865150283	0.0722263608136255	0.999156935125477
121	DRG2	18	1.79759116786203	0.0722418189981073	0.999156935125477
122	BRCA2	18	-1.79371550459124	0.072858589305519	0.999156935125477
123	PTGDR2	40	-1.78912041359273	0.0735954252565914	0.999156935125477
124	CUX2	58	1.78711280115757	0.0739192589096284	0.999156935125477
125	TLR3	15	1.77986270534353	0.0750984324755166	0.999156935125477
126	RND2	41	1.77635514723279	0.0756743989517468	0.999156935125477
127	ZNF701	12	-1.76959204235787	0.0767951254498561	0.999156935125477
128	KCNH8	49	1.76842521722398	0.0769898439215852	0.999156935125477
129	ZNF474	46	-1.76509274476031	0.0775481798310741	0.999156935125477
130	SH2B1	24	1.76307430258154	0.0778879586797374	0.999156935125477
131	ABCA1	39	-1.76193064312397	0.0780810164997158	0.999156935125477
132	NKX6-3	33	1.75379441152677	0.0794657410011201	0.999156935125477
133	PTPN11	32	-1.74955829264229	0.0801945618438523	0.999156935125477
134	GRIN2A	42	1.74484935286629	0.0810110953973073	0.999156935125477
135	CBX6	57	1.74321032333863	0.0812968828699755	0.999156935125477
136	DKKL1	25	-1.74311313555658	0.0813138545698765	0.999156935125477
137	GNG8	24	1.74181021881828	0.0815416580022129	0.999156935125477
138	OR51E1	24	-1.73936334103919	0.0819708722040952	0.999156935125477
139	GRIN1	23	1.73850842637907	0.0821212666311079	0.999156935125477
140	BHLHA15	56	1.73611279199805	0.082543892960084	0.999156935125477
141	PBRM1	89	-1.72827913300421	0.0839381923246962	0.999156935125477
142	MPP2	33	1.72814287992538	0.083962611435067	0.999156935125477
143	PPP2R5E	63	-1.72569673302136	0.0844019861026038	0.999156935125477
144	ZC3H3	18	1.72204615419731	0.0850611580229395	0.999156935125477
145	GTF2A2	72	-1.72047895318114	0.0853454162211828	0.999156935125477
146	CEBPG	55	1.71796651793433	0.0858027225792815	0.999156935125477
147	HPGDS	41	-1.7154616577404	0.0862606193319535	0.999156935125477
148	ZMYND11	28	-1.71237035917972	0.086828437876909	0.999156935125477
149	SFRP5	28	1.71195217838899	0.0869054817013856	0.999156935125477
150	RARB	35	-1.71178683346615	0.0869359593560245	0.999156935125477
151	CUL3	27	-1.71007231987785	0.0872525006084904	0.999156935125477
152	GRIK3	28	1.70928082317226	0.0873989437770129	0.999156935125477
153	PCSK1N	25	1.70898492289664	0.0874537423172935	0.999156935125477
154	APOA1	22	1.70724980421228	0.0877756315601485	0.999156935125477
155	ZNF41	59	-1.70610417969117	0.0879886845205322	0.999156935125477
156	RASGRP2	23	1.70567289167511	0.0880689995629964	0.999156935125477
157	RAB34	33	1.70559640062153	0.0880832500012658	0.999156935125477
158	GPC3	32	1.69930743179907	0.0892612730256066	0.999156935125477
159	KCNIP1	20	-1.69239785170122	0.0905701416995104	0.999156935125477
160	POT1	18	-1.69085019241127	0.0908654180945827	0.999156935125477
161	ZNF750	20	-1.6850128481621	0.0919860926724212	0.999156935125477
162	TBP	45	-1.68442530862291	0.0920995030649259	0.999156935125477
163	MS4A15	27	1.68300556295854	0.092374014520353	0.999156935125477
164	FGFRL1	49	1.68199733753005	0.0925693561988866	0.999156935125477
165	ZNF444	42	1.6803616602415	0.0928869708434946	0.999156935125477
166	BAZ1B	51	-1.67960596931864	0.0930340055036178	0.999156935125477
167	NR2C1	52	-1.67637767770795	0.0936642384574951	0.999156935125477
168	PTPRZ1	21	-1.67592737926904	0.0937524180513264	0.999156935125477
169	DBX1	31	1.67480954712766	0.0939716051064547	0.999156935125477
170	NOD1	31	1.67071467800882	0.0947780482486141	0.999156935125477
171	PDK3	27	-1.66630250590628	0.0956531778760972	0.999156935125477
172	ZFYVE16	66	-1.66608668269456	0.0956961506197458	0.999156935125477
173	DEAF1	75	1.66176302178174	0.0965602992881611	0.999156935125477
174	SNAPC3	62	-1.65898816030702	0.0971181781053217	0.999156935125477
175	PROX1	18	-1.65625278495832	0.0976706377122166	0.999156935125477
176	TRIP11	78	-1.65471147855146	0.0979830375589345	0.999156935125477
177	EGF	34	1.65284565348549	0.0983622800259494	0.999156935125477
178	INSL4	20	1.65200631682595	0.0985332631340842	0.999156935125477
179	TPRA1	33	1.6451824715177	0.0999321871530563	0.999156935125477
180	MRGPRX2	19	1.64507567047568	0.0999542071612041	0.999156935125477
181	ZNF784	94	1.64081026792128	0.100836806172414	0.999156935125477
182	CIZ1	39	-1.63967052090575	0.101073691473819	0.999156935125477
183	SLC30A9	56	-1.6391328172587	0.101185601735805	0.999156935125477
184	MKLN1	29	-1.63869716327428	0.101276345141192	0.999156935125477
185	ZNF746	36	1.63847971925592	0.101321661316578	0.999156935125477
186	ZNF557	18	-1.63396252820729	0.102266718956911	0.999156935125477
187	ID3	41	1.63328240386767	0.102409615819956	0.999156935125477
188	SRFBP1	41	-1.63301751619856	0.102465312754049	0.999156935125477
189	BLZF1	33	-1.6315442050467	0.102775540293015	0.999156935125477
190	SGSM2	46	1.63122675723705	0.102842481370107	0.999156935125477
191	USP8	36	-1.62990907482693	0.103120715408849	0.999156935125477
192	UBA52	53	1.62783444621407	0.103559994420316	0.999156935125477
193	NCOA7	89	-1.62760712427031	0.103608217533883	0.999156935125477
194	CITED2	64	-1.61753134646606	0.10576363494343	0.999156935125477
195	RAPGEF2	40	-1.61690743394096	0.105898263502219	0.999156935125477
196	OR6B1	23	1.61688536698025	0.105903027623751	0.999156935125477
197	KHDRBS1	28	-1.61672132551125	0.10593844850013	0.999156935125477
198	SSBP4	60	1.61577332846611	0.106143330126915	0.999156935125477
199	OR1F1	12	-1.61531812666896	0.106241820173499	0.999156935125477
200	FASTK	35	1.6130865128064	0.106725713616747	0.999156935125477
201	GTF2H2C	57	-1.61160410244178	0.107048117406394	0.999156935125477
202	E4F1	89	1.60900922487588	0.107614324517816	0.999156935125477
203	CELSR3	36	1.60622838334081	0.108223739175891	0.999156935125477
