	TF	size	nes	pval	pval.fdr
1	IRX5	41	-2.26061448943141	0.0237831397201869	0.99911771824828
2	KLF6	25	-2.09374764158704	0.0362824665272909	0.99911771824828
3	PRDM14	75	1.98643258707084	0.0469853112526446	0.99911771824828
4	IRX3	40	-1.95266520803527	0.0508592788868926	0.99911771824828
5	ZSCAN4	179	1.93326103768525	0.0532040489525565	0.99911771824828
6	KMT2A	7	-1.92661923539107	0.0540270996714545	0.99911771824828
7	HAND2	188	1.82634736858961	0.0677979543334445	0.99911771824828
8	ZFY	21	1.81272784077003	0.0698738082409592	0.99911771824828
9	SOX30	14	-1.80684571891343	0.0707863379739913	0.99911771824828
10	IRF8	8	-1.77276636621205	0.0762674288024943	0.99911771824828
11	MEOX1	267	1.76817108064543	0.0770323072700431	0.99911771824828
12	POU3F2	5	1.76446578243856	0.0776535913800883	0.99911771824828
13	CREB5	5	1.75863252713889	0.0786399444865299	0.99911771824828
14	RELB	7	-1.66972579657169	0.0949736274349508	0.99911771824828
15	ZNF711	189	-1.66800388110987	0.0953149563366331	0.99911771824828
16	FOXL2	9	1.61095366595234	0.107189821709491	0.99911771824828
17	SMAD3	15	-1.60364380438717	0.108792589327975	0.99911771824828
18	SOX6	15	1.57985903813942	0.114139151689925	0.99911771824828
19	MKX	104	-1.55557525335886	0.11980912705937	0.99911771824828
20	FOXK1	38	1.5330184578677	0.125271307123148	0.99911771824828
21	ZNF462	67	-1.48747799751391	0.136888610149283	0.99911771824828
22	NR1H3	6	1.46572391574169	0.142723516033412	0.99911771824828
23	ZNF426	34	-1.45809811664326	0.144813500450356	0.99911771824828
24	SIX5	17	1.42521042624888	0.154096383368864	0.99911771824828
25	ZNF543	14	-1.41847624338696	0.156051769764616	0.99911771824828
26	WT1	15	1.39954726407093	0.161648935443967	0.99911771824828
27	DNMT1	26	-1.37991934761487	0.167611478805018	0.99911771824828
28	PROX2	50	1.36541247153505	0.172123446256477	0.99911771824828
29	ZEB1	5	-1.36521119979237	0.172186679261303	0.99911771824828
30	FOXG1	253	-1.3535352768706	0.175884688068596	0.99911771824828
31	ZNF117	91	1.35192844162937	0.176398207993067	0.99911771824828
32	EN2	187	-1.32966982993314	0.183627079432766	0.99911771824828
33	UNCX	265	-1.32227801451559	0.186075590998494	0.99911771824828
34	SIX4	34	1.32080259194325	0.186567195259849	0.99911771824828
35	PROX1	9	-1.24705378905827	0.212377775454057	0.99911771824828
36	E2F3	4	-1.23722786029246	0.216002501099408	0.99911771824828
37	GATAD2A	412	-1.23130686795154	0.218208114174561	0.99911771824828
38	TBX1	264	-1.23107765768851	0.218293820892875	0.99911771824828
39	HOXC8	8	-1.22617136320562	0.220134195301086	0.99911771824828
40	POU6F1	452	1.21677326722444	0.22369049382367	0.99911771824828
41	ZNF148	5	-1.19772168518364	0.231025384269967	0.99911771824828
42	PDX1	26	-1.19054472052965	0.233832363932221	0.99911771824828
43	VSX2	84	-1.18519253163129	0.235941332122746	0.99911771824828
44	TGIF1	424	1.18029432769217	0.237883173391945	0.99911771824828
45	BATF2	95	-1.16645898462844	0.243428922311118	0.99911771824828
46	HOXA3	43	1.16536091068022	0.243872932997379	0.99911771824828
47	MYOG	364	-1.15692094921072	0.247304658836525	0.99911771824828
48	PRDM8	173	1.14137691538359	0.25371310688998	0.99911771824828
49	HEY1	173	-1.13007218805556	0.258445807760033	0.99911771824828
50	FOXE1	48	1.11886066574477	0.263199585838534	0.99911771824828
51	SP4	33	-1.11667509035299	0.264133272211253	0.99911771824828
52	EBF2	235	-1.10816415654631	0.267790927541055	0.99911771824828
53	DMRTA1	79	-1.1056497867351	0.268878131673474	0.99911771824828
54	NKX2-5	343	1.08298487350102	0.278815137212126	0.99911771824828
55	HOXA5	194	1.07170446096789	0.283852796517606	0.99911771824828
56	GATA6	21	1.07111262553187	0.284118791948828	0.99911771824828
57	ARX	159	-1.06760706635528	0.285697794775413	0.99911771824828
58	SP100	283	-1.06410738811174	0.287280054350492	0.99911771824828
59	STAT4	4	1.0560553013954	0.290942950126577	0.99911771824828
60	BHLHE22	8	-1.05531880942089	0.291279541418095	0.99911771824828
61	ZNF454	21	1.04915488567941	0.294106838530105	0.99911771824828
62	SMAD4	12	1.04395856551709	0.29650456019118	0.99911771824828
63	ZNF410	235	-1.03085565049335	0.302608516676027	0.99911771824828
64	HSF4	477	1.02754268136744	0.304164998474701	0.99911771824828
65	HOXA7	19	1.02589810098424	0.304939617878677	0.99911771824828
66	SOX11	13	-1.02203677846921	0.306763493617983	0.99911771824828
67	SALL1	34	-1.01770332771403	0.30881896536447	0.99911771824828
68	NFKB2	7	-1.01359838619213	0.310774428053692	0.99911771824828
69	GATA1	10	-1.00376135876786	0.315493653800578	0.99911771824828
70	ZNF331	242	-0.991345065269415	0.321517114808756	0.99911771824828
71	SOX8	348	0.989241115104253	0.322545186651359	0.99911771824828
72	ELF5	8	0.98901530583964	0.32265565311959	0.99911771824828
73	JDP2	230	-0.97991113332494	0.327129986843125	0.99911771824828
74	NR6A1	288	-0.974117643175819	0.329998130254627	0.99911771824828
75	INSM1	338	-0.961123149093366	0.336490251458455	0.99911771824828
76	SPI1	52	-0.960190731965467	0.336959230482478	0.99911771824828
77	IRF5	560	0.94944595754022	0.342393845712111	0.99911771824828
78	ZNF518B	116	-0.948253832163635	0.343000247997902	0.99911771824828
79	SPIC	176	0.94577607293829	0.344262811998419	0.99911771824828
80	HOXA13	286	-0.936863216469674	0.348828922345577	0.99911771824828
81	HHEX	4	0.91905041484862	0.358069203157689	0.99911771824828
82	ZSCAN21	27	0.909512457729333	0.363079684952402	0.99911771824828
83	ZNF215	132	-0.908851229678222	0.36342866041826	0.99911771824828
84	GBX1	178	0.907608683866765	0.364085004677409	0.99911771824828
85	MLXIPL	195	0.904241219647822	0.365867507679252	0.99911771824828
86	SRY	275	0.889868660688605	0.37353641347026	0.99911771824828
87	PAX4	84	0.884477237797806	0.376438644627597	0.99911771824828
88	KLF3	6	-0.879319269022607	0.379228190994404	0.99911771824828
89	ZSCAN32	20	-0.873987553741811	0.382125031823793	0.99911771824828
90	ZBTB7A	34	-0.87195023466355	0.383235527007539	0.99911771824828
91	ZNF430	126	-0.871948091364271	0.383236696309946	0.99911771824828
92	ASCL1	26	-0.869846917269345	0.384384067785411	0.99911771824828
93	ZBTB2	156	-0.857459226559853	0.391191139318459	0.99911771824828
94	NR2C1	372	0.845267603635669	0.397961444613308	0.99911771824828
95	ZNF143	24	-0.843283334783345	0.399070000955512	0.99911771824828
96	SOHLH1	56	-0.832279728517277	0.405251070100928	0.99911771824828
97	MYBL2	15	-0.804381375618504	0.421176753901557	0.99911771824828
98	FIZ1	321	-0.804279844973118	0.421235375046094	0.99911771824828
99	CTCF	65	-0.796383187139773	0.425809347423175	0.99911771824828
100	HOXA6	14	0.795364756528803	0.426401354771007	0.99911771824828
101	OLIG1	170	-0.788317143140253	0.430511222575319	0.99911771824828
102	EGR4	198	-0.788183113784115	0.430589604893317	0.99911771824828
103	TCF7L1	640	0.786353806120686	0.431660238200866	0.99911771824828
