	TF	size	nes	pval	pval.fdr
1	VSX2	32	3.04315607569058	0.00234110876431783	0.998048200494635
2	MED9	65	2.88749068367919	0.00388328105780428	0.998048200494635
3	CEBPG	55	2.87344621375485	0.0040602020699176	0.998048200494635
4	LYL1	27	-2.86577344881334	0.00415991829661516	0.998048200494635
5	OR1L1	30	-2.85028063596002	0.00436806696114418	0.998048200494635
6	NOD1	31	-2.79223653932447	0.00523450754137212	0.998048200494635
7	FER	16	-2.76310744926028	0.00572539152027607	0.998048200494635
8	ZBTB16	38	-2.69730194711582	0.00699038532173435	0.998048200494635
9	ADCY4	34	2.56206268417083	0.010405253646734	0.998048200494635
10	HPGDS	41	-2.55838461600171	0.0105159711729006	0.998048200494635
11	ZNF320	13	-2.54743539564329	0.0108517944266601	0.998048200494635
12	DPF1	89	-2.48442869277083	0.012975949291859	0.998048200494635
13	VIPR2	23	2.47693906878733	0.0132514522339669	0.998048200494635
14	FARP1	47	-2.42330151604154	0.0153801553600031	0.998048200494635
15	ZNF117	32	-2.37936821235078	0.017342343005291	0.998048200494635
16	FZD10	19	2.35743644592774	0.0184016048931741	0.998048200494635
17	SALL4	51	2.35406422964574	0.0185694021479324	0.998048200494635
18	ADRA1A	17	-2.33586848226323	0.0194980970676736	0.998048200494635
19	EBF2	25	2.31426668689007	0.0206530979446956	0.998048200494635
20	FAS	28	2.29845094688928	0.0215361367027969	0.998048200494635
21	TBX2	52	-2.2939542782712	0.0217931251477123	0.998048200494635
22	PTGDR2	40	-2.29174696855191	0.021920248418567	0.998048200494635
23	GABRB3	28	-2.28589487256356	0.0222604094941916	0.998048200494635
24	RAB6C	21	2.28341066863377	0.0224061894201853	0.998048200494635
25	OR2A1	30	2.27092397401843	0.0231515806783249	0.998048200494635
26	OR1F1	12	2.22493012597624	0.0260859292505789	0.998048200494635
27	TEAD3	38	2.22407848043871	0.0261431644723257	0.998048200494635
28	OR2G3	19	2.21736517984319	0.0265981471321352	0.998048200494635
29	GLRB	27	-2.20484646646244	0.0274648701340797	0.998048200494635
30	ZIM2	44	-2.19793768414505	0.0279535469890705	0.998048200494635
31	GFRA1	12	-2.19257117606636	0.0283382897413587	0.998048200494635
32	MAP2K7	25	2.18624823851508	0.028797448814687	0.998048200494635
33	ZNF773	13	-2.18118962820144	0.0291693936527893	0.998048200494635
34	RABL2A	41	2.17134279955436	0.0299052692963825	0.998048200494635
35	MPP2	31	2.16061907534641	0.0307247766785437	0.998048200494635
36	OMD	29	-2.14524413493862	0.0319333325357305	0.998048200494635
37	CALY	18	2.13222179255747	0.0329886177583867	0.998048200494635
38	GRIN2D	18	2.13103708220492	0.0330860873473142	0.998048200494635
39	INSL4	18	-2.11968620383012	0.0340325172247792	0.998048200494635
40	HIC1	26	-2.11553297452359	0.0343845475849142	0.998048200494635
41	OR51I1	11	-2.1151616405065	0.0344161730775635	0.998048200494635
42	ZMYND8	44	-2.11424462577947	0.0344943791760673	0.998048200494635
43	RIIAD1	30	-2.09954320284515	0.035769043566739	0.998048200494635
44	SYK	24	2.09217178781261	0.0364231512386369	0.998048200494635
45	ATF6B	19	2.08940917992567	0.0366709055796743	0.998048200494635
46	WSB2	14	2.08890642444562	0.0367161474254615	0.998048200494635
47	ZNF492	18	-2.08127907644647	0.0374083691817832	0.998048200494635
48	RAB3C	15	2.06521455913097	0.0389027035603483	0.998048200494635
49	EXT2	19	-2.06497886179615	0.0389250003999274	0.998048200494635
50	FARP2	37	-2.05497370500216	0.039881544554201	0.998048200494635
51	DLX5	41	-2.05155683557909	0.0402127507449254	0.998048200494635
52	CYP26B1	28	-2.05092769510454	0.0402739886184428	0.998048200494635
53	CBX6	56	2.04582985306456	0.0407731137887614	0.998048200494635
54	CHRNE	26	-2.04469777515584	0.0408846631130105	0.998048200494635
55	NISCH	29	2.02763670690575	0.0425973397688073	0.998048200494635
56	PDE11A	27	-2.02084338519643	0.0432959800765228	0.998048200494635
57	ZNF711	62	-2.01742959194933	0.0436507017284746	0.998048200494635
58	PIK3R3	39	-2.0139820396233	0.0440114191853346	0.998048200494635
59	DGKZ	22	2.00975038712745	0.0444576141279907	0.998048200494635
60	NKX6-2	36	2.00892697791297	0.0445448783946705	0.998048200494635
61	TERF2IP	74	1.98572006129856	0.0470644161835149	0.998048200494635
62	NMBR	32	-1.98344673198243	0.0473175515386221	0.998048200494635
63	CD79A	20	-1.98262072614503	0.0474098104783638	0.998048200494635
64	GATA1	65	-1.98009837907711	0.0476924752683213	0.998048200494635
65	MED26	83	-1.97705478695762	0.0480354376751399	0.998048200494635
66	CASR	25	1.97574137179645	0.0481840766219155	0.998048200494635
67	IL17A	42	1.97373508325464	0.0484118737394865	0.998048200494635
68	TAS2R8	22	-1.96492227581977	0.0494232340747621	0.998048200494635
69	KDR	9	-1.96199199776687	0.0497634159157072	0.998048200494635
70	PKNOX2	56	-1.9506017503883	0.0511044388360472	0.998048200494635
71	ZNF12	26	-1.94873745004395	0.0513267869843827	0.998048200494635
72	TBC1D19	13	-1.94636107010633	0.0516113824686068	0.998048200494635
73	GPRC5A	23	-1.94562057143719	0.0517003340693755	0.998048200494635
74	ZNF784	92	1.94524145661599	0.0517459244556214	0.998048200494635
75	GHSR	21	-1.94005704727852	0.0523727572895016	0.998048200494635
76	MYOD1	36	1.93741019706721	0.0526952211392981	0.998048200494635
77	ZNF597	14	-1.9358010104255	0.0528920771301921	0.998048200494635
78	KHDRBS2	65	-1.93456413417881	0.0530438048128387	0.998048200494635
79	SCGB1A1	26	1.93309917995943	0.0532239810964066	0.998048200494635
80	TAS2R7	23	-1.92459745600503	0.0542797379268227	0.998048200494635
81	OR10J5	19	1.92372789993463	0.0543886989839532	0.998048200494635
82	ZNF648	31	1.91136301620115	0.055957946015917	0.998048200494635
83	OR2A25	23	-1.91085196680549	0.0560236072695324	0.998048200494635
84	NDN	26	-1.90890964599648	0.0562737484665711	0.998048200494635
85	HOXB4	37	-1.90278955765225	0.0570680103332053	0.998048200494635
86	MIER2	42	-1.9019999424542	0.0571711621196842	0.998048200494635
87	OR4F21	23	1.89603024367485	0.0579560454672364	0.998048200494635
88	RGS18	30	1.89445662827815	0.058164426048493	0.998048200494635
89	PDE10A	18	-1.8844194123614	0.0595082660596771	0.998048200494635
90	CD79B	25	1.8838057009564	0.0595912621429764	0.998048200494635
91	FSTL1	31	-1.87314295871702	0.0610486465887672	0.998048200494635
92	ZNF704	43	-1.86944742757635	0.0615605913801191	0.998048200494635
93	ZFYVE19	32	1.86406684522589	0.0623123177834648	0.998048200494635
94	ROBO2	17	-1.86328142737652	0.062422681777109	0.998048200494635
95	ASIC2	30	-1.86220245220307	0.0625745589249533	0.998048200494635
96	OR2G2	28	1.86130243912565	0.0627014789215373	0.998048200494635
97	TAS2R3	46	1.85524366711018	0.0635614385550772	0.998048200494635
98	EGFR	25	-1.84809806877125	0.0645881571257932	0.998048200494635
99	OXTR	20	1.84501387776846	0.0650355198761076	0.998048200494635
100	POU3F2	36	-1.82876816897548	0.0674343453670545	0.998048200494635
101	EPGN	32	-1.82592517753036	0.0678615331142417	0.998048200494635
102	PTGFR	26	-1.82590151784545	0.0678650975344688	0.998048200494635
103	STAC	26	1.82534176465413	0.0679494713782791	0.998048200494635
104	OPN1SW	29	1.82292994868707	0.06831400130651	0.998048200494635
105	ZMYM6	43	-1.8197300636759	0.0688001226615194	0.998048200494635
106	PTPRG	28	-1.81634401225494	0.0693176178160372	0.998048200494635
107	RCVRN	33	1.80856952508298	0.0705179065387605	0.998048200494635
108	ZNF174	17	-1.80554091675702	0.070990078725785	0.998048200494635
109	TBC1D32	42	-1.79907467189163	0.0720068695532205	0.998048200494635
110	GABRA2	23	-1.79592291671357	0.0725067772070531	0.998048200494635
111	CASP8AP2	54	-1.79534451374135	0.0725988269640937	0.998048200494635
112	SPIC	61	-1.79512399470469	0.0726339465740718	0.998048200494635
113	ZNF595	30	-1.78785761865705	0.0737989820520971	0.998048200494635
114	HIF1AN	49	-1.76432359371969	0.0776775138821015	0.998048200494635
115	LRCH4	47	1.7596316984487	0.0784702733479481	0.998048200494635
116	CCL26	28	1.75668884793216	0.078970859433407	0.998048200494635
117	FUT8	15	-1.74567461475038	0.0808675085900996	0.998048200494635
118	APOE	26	-1.74404782142422	0.0811507514265989	0.998048200494635
119	ADCY1	41	-1.74112763693374	0.0816612079396584	0.998048200494635
120	ITGA2	17	1.7406656455592	0.0817422034988806	0.998048200494635
121	FGFR1	27	-1.74005873116118	0.0818487057541958	0.998048200494635
122	CXCL14	21	-1.73558466648396	0.0826372991145665	0.998048200494635
123	SRY	37	-1.73430701818034	0.0828636228994482	0.998048200494635
124	TAF7	41	-1.73202152511056	0.0832697300135911	0.998048200494635
125	CNKSR3	24	-1.72957740082518	0.0837058066178898	0.998048200494635
126	GRB10	28	-1.72647163570318	0.0842625979033706	0.998048200494635
127	PLEK2	27	-1.7149694335517	0.0863508311793	0.998048200494635
128	ZNF154	25	-1.70899690912987	0.0874515220170487	0.998048200494635
129	PLCZ1	13	-1.70822572915726	0.0875944661890995	0.998048200494635
130	NKD2	26	-1.70653595421453	0.0879083380558633	0.998048200494635
131	SIM1	46	-1.70602176035828	0.0880040281942126	0.998048200494635
132	CNTNAP4	20	-1.70434734265941	0.0883162152151178	0.998048200494635
133	ZNF717	14	-1.69730489111496	0.0896390330162486	0.998048200494635
134	MAPRE2	26	1.6949623364459	0.0900825658402803	0.998048200494635
135	GFI1B	60	-1.69007342495249	0.0910139083231944	0.998048200494635
136	DLX6	41	-1.68546452003726	0.0918989845678909	0.998048200494635
137	OR52N1	44	1.67862891704355	0.0932243872374619	0.998048200494635
138	DDIT4L	41	-1.67376786530793	0.0941762301428058	0.998048200494635
139	SGPL1	31	1.671445869998	0.0946336420560177	0.998048200494635
140	CHRM5	27	1.67062794108299	0.0947951899990242	0.998048200494635
141	SNAI2	88	-1.66927785386872	0.0950623270739307	0.998048200494635
142	ANKRD1	51	1.66215902205007	0.0964808938919321	0.998048200494635
143	OR2B11	20	1.66115956500709	0.0966814040865198	0.998048200494635
144	RGS13	28	-1.66070553988966	0.0967726002393035	0.998048200494635
145	TENM2	17	-1.66041537686061	0.0968309188385929	0.998048200494635
146	DNASE1L3	11	-1.65816172595214	0.0972848277653746	0.998048200494635
147	SMARCA5	67	-1.65725557629721	0.0974678145976715	0.998048200494635
148	SH2D2A	26	1.65441549735998	0.0980431198052715	0.998048200494635
149	PRDX2	35	-1.65219477805801	0.0984948506366458	0.998048200494635
150	OR51M1	25	-1.64875417804451	0.0991980058496454	0.998048200494635
151	GALR1	16	-1.64809393820231	0.0993333960398162	0.998048200494635
152	EID2B	84	1.64590868057791	0.09978256150448	0.998048200494635
153	OR4F17	18	-1.64514837635139	0.0999392164003903	0.998048200494635
154	KCNH5	22	-1.64349833982942	0.100279868557261	0.998048200494635
155	ACTN2	47	1.64260837016176	0.100463987857916	0.998048200494635
156	MNAT1	46	-1.64048791476334	0.100903759223422	0.998048200494635
157	KLF1	60	-1.63932049702655	0.101146529435609	0.998048200494635
158	MAPK4	24	-1.6329399940954	0.102481617593103	0.998048200494635
159	SMOC2	25	-1.61939857077242	0.105361534164738	0.998048200494635
160	SPARCL1	17	-1.61711677586448	0.105853076319001	0.998048200494635
161	EID2	38	1.61684813663467	0.105911065812445	0.998048200494635
162	CXCL3	21	1.6154402623231	0.106215387099645	0.998048200494635
163	ATP2C1	29	-1.61411173684338	0.106503192035756	0.998048200494635
164	ANK2	12	-1.61103033808367	0.107173110172337	0.998048200494635
165	ZFHX3	65	1.60922681142325	0.107566755819684	0.998048200494635
166	GNRHR	28	-1.60910061201922	0.107594343462559	0.998048200494635
167	EBF1	70	-1.60758920240932	0.10792517858738	0.998048200494635
168	PPARGC1A	29	-1.60578239982351	0.10832172903513	0.998048200494635
169	DCDC2	31	1.60423421865713	0.108662434732898	0.998048200494635
170	ZFPM1	58	-1.59953408396048	0.109701981522451	0.998048200494635
171	ZNF90	22	-1.59473157944142	0.110772273035316	0.998048200494635
172	PILRB	29	1.58957739957197	0.111930094738625	0.998048200494635
173	RASEF	32	-1.58839581712201	0.112196862745779	0.998048200494635
174	ZFAT	44	-1.58698001566983	0.112517170851027	0.998048200494635
175	OPRM1	14	1.57876120216057	0.11439084082216	0.998048200494635
176	SHC2	21	1.57820842973265	0.114517734290611	0.998048200494635
177	JUN	29	-1.57530801208268	0.115185365505466	0.998048200494635
178	MAPK8IP2	34	1.57289187084944	0.115743857736926	0.998048200494635
179	TPRA1	32	-1.57161977443112	0.116038757673955	0.998048200494635
180	TAS2R10	25	-1.56796421679512	0.116889483532609	0.998048200494635
181	RP1L1	32	1.56654096011844	0.117222027269586	0.998048200494635
182	ZNF85	8	-1.56642853051952	0.117248328051198	0.998048200494635
183	EPHA7	22	-1.56485135950261	0.117617765930247	0.998048200494635
184	GALR2	24	-1.55853687254873	0.11910603432341	0.998048200494635
185	IGFBP3	17	-1.55756151114291	0.119337228543479	0.998048200494635
186	ADORA1	14	1.55459173790108	0.120043332743233	0.998048200494635
187	IL17RD	14	-1.55150406312829	0.120780934389009	0.998048200494635
188	CTNNB1	52	1.54932755369696	0.121302999351415	0.998048200494635
189	ADIPOQ	23	-1.54779539915143	0.121671564571675	0.998048200494635
190	COL1A1	19	-1.54343270894426	0.12272582260533	0.998048200494635
191	PSD2	22	1.54134639403899	0.123232503151544	0.998048200494635
192	AGK	12	1.54121747858377	0.123263864947043	0.998048200494635
193	ALDH1A2	21	1.53770274198883	0.124121312917135	0.998048200494635
194	CTCF	47	-1.53610449447076	0.124512754164352	0.998048200494635
195	ZNF606	22	-1.53582315819154	0.124581758331139	0.998048200494635
196	MRGPRX3	25	-1.53495680627991	0.124794438329623	0.998048200494635
197	NEUROG1	21	1.53164357473652	0.125610413411348	0.998048200494635
198	NPBWR1	25	-1.53160240682371	0.125620578236968	0.998048200494635
199	NTRK2	27	-1.5310201203244	0.125764420048808	0.998048200494635
200	ZNF543	5	-1.52290058602076	0.127783579165496	0.998048200494635
201	FOXP2	38	-1.52276201275465	0.127818256984064	0.998048200494635
202	IGF1R	35	-1.52244968209531	0.127896444250545	0.998048200494635
203	ADAP1	22	1.51935437320629	0.128673320185266	0.998048200494635
204	SOX17	42	1.51898048485666	0.128767408234582	0.998048200494635
205	ASCC3	48	-1.51756504185226	0.129124085196202	0.998048200494635
206	APH1A	32	1.51384616048501	0.130064861937496	0.998048200494635
207	TENM4	16	-1.51191597626711	0.130555239196366	0.998048200494635
208	DMRTC1	47	-1.5109994080579	0.13078860168802	0.998048200494635
209	RAB4A	25	1.50977529684203	0.131100770489447	0.998048200494635
210	FGD1	24	-1.50601887056329	0.132062329479604	0.998048200494635
211	RAB26	30	1.5055065875566	0.132193884501673	0.998048200494635
212	GEM	21	-1.50431101914241	0.132501303146068	0.998048200494635
213	HOXB8	11	-1.50361340880923	0.132680936560431	0.998048200494635
214	CALCR	13	1.50046670631918	0.133493551487818	0.998048200494635
215	SLC1A2	46	1.50009195971385	0.133590583378518	0.998048200494635
216	FGF7	21	-1.49966142637123	0.13370212729483	0.998048200494635
217	RRAD	14	-1.49637033280212	0.13455717614449	0.998048200494635
218	FCER1A	36	-1.49509920075876	0.134888554449939	0.998048200494635
219	ASCC2	74	1.49470251273132	0.134992098229727	0.998048200494635
220	NDFIP2	29	-1.49350143604038	0.135305978636259	0.998048200494635
221	CHRDL1	32	-1.49298430047164	0.135441296504635	0.998048200494635
222	SENP2	32	-1.4795151816735	0.13900267685265	0.998048200494635
223	ARHGEF37	28	-1.47874430331285	0.139208666697766	0.998048200494635
224	GLP1R	34	1.47714008078644	0.13963809153428	0.998048200494635
225	ASIC1	29	1.47659075787277	0.13978537062787	0.998048200494635
226	OR1K1	30	1.47420562415501	0.140426236048828	0.998048200494635
227	GJA1	18	-1.472937456388	0.140767901012432	0.998048200494635
228	HBP1	29	1.47184940907293	0.14106154773156	0.998048200494635
229	OR2A2	21	1.46654281809242	0.142500465132294	0.998048200494635
230	JADE1	69	-1.46363876000447	0.143292676249669	0.998048200494635
231	RPS6KA5	23	1.46345489584618	0.143342946889473	0.998048200494635
232	OR11H1	15	-1.4610822456111	0.143992871959835	0.998048200494635
233	ARHGEF1	15	1.45863697245275	0.144665051855792	0.998048200494635
234	ZNF839	69	1.45373565144999	0.146019609910888	0.998048200494635
235	MAGI1	13	-1.45220298435168	0.146445173139353	0.998048200494635
236	RAB23	27	-1.44982717031073	0.147106720741477	0.998048200494635
237	VCP	36	-1.44826894051288	0.147541850523527	0.998048200494635
238	CYP27B1	50	1.44809015023907	0.147591839880149	0.998048200494635
239	RXFP3	25	1.44630550525627	0.148091532326323	0.998048200494635
240	CD226	20	1.44589595577273	0.148206386437953	0.998048200494635
241	TNFSF15	15	1.44440339757706	0.148625535574459	0.998048200494635
242	PTPRO	13	1.44437535127016	0.148633420362013	0.998048200494635
243	ACAP3	25	1.44254934919483	0.149147460430836	0.998048200494635
244	ELOF1	58	1.44135504574308	0.149484403523115	0.998048200494635
245	IDE	38	-1.44135234386328	0.149485166449424	0.998048200494635
246	TBC1D23	39	-1.44066422484082	0.149679566480434	0.998048200494635
247	MDM2	20	-1.43844265651412	0.150308496813606	0.998048200494635
248	ANXA5	9	1.43711800805521	0.15068446516673	0.998048200494635
249	ANK1	19	-1.43645949639239	0.150871633790051	0.998048200494635
250	ZFP41	48	1.43208217564946	0.15212030494587	0.998048200494635
251	ZNF141	12	-1.43008160070333	0.152693600295378	0.998048200494635
252	CDYL	38	-1.42592363147915	0.153890387273959	0.998048200494635
253	ZFX	22	1.42390844485493	0.154472976907755	0.998048200494635
254	KHDRBS3	127	-1.42372258418398	0.154526793436798	0.998048200494635
255	NEUROD1	41	-1.42224207258701	0.154955988869021	0.998048200494635
256	GABRA4	23	-1.42165449791439	0.155126575546415	0.998048200494635
257	CCND1	32	-1.41728245736506	0.156400361996121	0.998048200494635
258	ZNF331	26	-1.41613852632068	0.156734950117729	0.998048200494635
259	OR51V1	19	-1.41501741949626	0.157063388718838	0.998048200494635
260	EHMT1	109	-1.41491762890196	0.157092648561954	0.998048200494635
261	GREM2	24	1.41027710021462	0.158457877567685	0.998048200494635
262	NBN	57	-1.40863385881629	0.158943461629012	0.998048200494635
