	TF	size	nes	pval	pval.fdr
1	ASB5	15	-3.37243996956395	0.00074505326099755	0.997967193337042
2	KHDRBS2	65	-3.21598875779809	0.00129995924498719	0.997967193337042
3	OR2Z1	31	-3.04018271635625	0.00236434662817909	0.997967193337042
4	DOCK1	36	3.02773680062449	0.00246392584624228	0.997967193337042
5	EGF	33	-3.01438606289851	0.00257499908999817	0.997967193337042
6	CYSLTR2	15	2.9624343654345	0.00305216873708502	0.997967193337042
7	PRKCH	33	2.95171041692825	0.00316019149108403	0.997967193337042
8	CASKIN1	37	2.93681458312265	0.00331602303113386	0.997967193337042
9	SOX11	32	2.83658791101469	0.00455984232497083	0.997967193337042
10	PROX1	18	-2.66131770740868	0.00778354750555045	0.997967193337042
11	RGN	32	-2.6216750992354	0.00874988017456658	0.997967193337042
12	EPGN	31	-2.60550939024739	0.0091737758914654	0.997967193337042
13	MAST1	23	2.5529932346672	0.0106801570714379	0.997967193337042
14	CD69	14	2.53050282710875	0.0113899167030531	0.997967193337042
15	HOXA1	41	-2.51678793204403	0.0118430088299051	0.997967193337042
16	OR52A1	21	-2.51440299631887	0.0119234098684849	0.997967193337042
17	MS4A2	17	-2.47906491628433	0.01317273292284	0.997967193337042
18	OR2A25	26	-2.40936984583027	0.0159800947756067	0.997967193337042
19	IL17A	43	2.38034977689204	0.0172962116818393	0.997967193337042
20	ZSCAN1	49	-2.37855024192282	0.0173808681624028	0.997967193337042
21	FARP1	48	2.37658327050582	0.0174738168732091	0.997967193337042
22	PRKG2	30	-2.36708448302061	0.0179288396623688	0.997967193337042
23	OR2T34	23	-2.33948779053899	0.0193102027335935	0.997967193337042
24	ASB4	22	-2.31233331560683	0.0207593220872633	0.997967193337042
25	RASL10B	20	2.29705470971827	0.0216156489551283	0.997967193337042
26	SLIT2	24	2.28291889559114	0.0224351462268187	0.997967193337042
27	OR2B2	12	2.24168630848716	0.0249816533842637	0.997967193337042
28	UTS2R	38	2.23616180501337	0.0253411741497724	0.997967193337042
29	FADD	29	2.22888433632737	0.0258216015772153	0.997967193337042
30	STK24	44	-2.20958495402744	0.0271339804766687	0.997967193337042
31	OR13C4	30	2.17550237321215	0.0295924904673438	0.997967193337042
32	ZSCAN21	40	2.1669469734571	0.0302388976356219	0.997967193337042
33	ZNF750	19	2.16628621281785	0.0302893226131844	0.997967193337042
34	GREM1	35	2.16240110247318	0.0305872726752444	0.997967193337042
35	SOX8	45	2.16172319335575	0.0306395187929534	0.997967193337042
36	OR11H4	15	2.15300935996594	0.031317942934134	0.997967193337042
37	OR6B3	20	2.13506947712439	0.0327553354111758	0.997967193337042
38	TBX4	36	2.1298299939821	0.0331856514458505	0.997967193337042
39	PCSK6	15	-2.12375166608015	0.0336909145918454	0.997967193337042
40	PRKD1	19	-2.09281360903534	0.0363657964892333	0.997967193337042
41	NCKIPSD	21	2.09171631867017	0.0364638998468828	0.997967193337042
42	MRGPRX2	18	2.08623923754539	0.0369569576277614	0.997967193337042
43	TENM4	16	2.08311398863511	0.0372408345945371	0.997967193337042
44	CAV1	30	-2.0774709053148	0.0377581178530249	0.997967193337042
45	LBX1	35	2.05369975061773	0.0400047607128052	0.997967193337042
46	HOXD1	37	-2.04813015448212	0.040547247941414	0.997967193337042
47	DIXDC1	24	-2.02450466052706	0.042918252934211	0.997967193337042
48	HTR2A	32	-2.01775576890153	0.0436167034945057	0.997967193337042
49	BAIAP2L2	27	2.01670766673005	0.0437260293845087	0.997967193337042
50	GPR85	28	-2.0107329138528	0.0443536755043382	0.997967193337042
51	PIK3CA	34	-1.99279554315225	0.0462838400024871	0.997967193337042
52	RCOR2	42	1.99142170678477	0.046434544789089	0.997967193337042
53	SLC7A3	27	1.99016260310911	0.04657302639663	0.997967193337042
54	MST1R	26	-1.97942558270105	0.047768110535707	0.997967193337042
55	SHC2	24	1.97260833875668	0.0485402022261064	0.997967193337042
56	ZDHHC22	34	1.9712736566157	0.0486925828748469	0.997967193337042
57	NDRG2	23	-1.97088365377442	0.0487371852520257	0.997967193337042
58	HEY2	39	-1.96059866847667	0.0499258578354372	0.997967193337042
59	ZNF320	13	1.95382688111287	0.0507216941076277	0.997967193337042
60	HNRNPK	65	-1.95007034687602	0.051167735015544	0.997967193337042
61	PLEKHB1	30	1.94744217987882	0.05148174534711	0.997967193337042
62	ASB9	27	-1.94143865111434	0.0522050939456095	0.997967193337042
63	HCRTR1	35	1.94020880158841	0.0523543192923374	0.997967193337042
64	TNF	26	1.93277376567137	0.0532640734670731	0.997967193337042
65	KCNIP1	19	1.93075561598126	0.0535132815136926	0.997967193337042
66	TBP	45	-1.9238247499995	0.0543765540146643	0.997967193337042
67	ACKR3	57	1.90562166162721	0.0566993096377285	0.997967193337042
68	OR1C1	36	-1.8977205848748	0.0577328994218754	0.997967193337042
69	PDGFC	30	1.89371138243876	0.058263329659263	0.997967193337042
70	USP6	26	-1.88643220370281	0.0592367363382518	0.997967193337042
71	OR52N5	26	1.88642506809594	0.059237697127164	0.997967193337042
72	RGMA	24	1.8862102116771	0.0592666329831803	0.997967193337042
73	ZSCAN32	12	1.88051562701073	0.060037838648665	0.997967193337042
74	IFT88	28	1.87647198278166	0.0605904983721625	0.997967193337042
75	ACTL6B	37	-1.87516324521172	0.0607702689069849	0.997967193337042
76	OR52E2	17	1.86650369770535	0.0619709272071368	0.997967193337042
77	RASA4	27	1.86550800059338	0.0621102318126739	0.997967193337042
78	DBX1	29	1.86330322388983	0.062419616832433	0.997967193337042
79	TNFRSF19	28	-1.86269399734779	0.0625053309001396	0.997967193337042
80	FZD3	35	-1.85952513817027	0.0629527394628839	0.997967193337042
81	RALBP1	31	-1.85785071615365	0.0631902167174962	0.997967193337042
82	IL17F	54	1.8447628382718	0.0650720454405411	0.997967193337042
83	OR2A2	21	1.83600242637495	0.0663572977998061	0.997967193337042
84	CSNK1A1L	14	1.82941820465581	0.0673369824899116	0.997967193337042
85	ADORA2A	38	-1.82827381890228	0.0675084670476392	0.997967193337042
86	EDA2R	29	1.82791576120969	0.0675621952208668	0.997967193337042
87	GNG7	54	1.82679904839911	0.0677299890275889	0.997967193337042
88	GPR151	20	1.81872897235265	0.0689527893031367	0.997967193337042
89	DEPDC7	35	-1.81852824598968	0.0689834335899605	0.997967193337042
90	FZD6	46	-1.81539173219186	0.0694637307502803	0.997967193337042
91	M6PR	22	-1.81492766284855	0.0695350267550708	0.997967193337042
92	SALL1	37	-1.8080821093396	0.0705937222073279	0.997967193337042
93	HOXB4	36	1.80376386530493	0.0712683327910808	0.997967193337042
94	RGS4	19	1.79771154800024	0.0722227304610537	0.997967193337042
95	ZFX	22	-1.78719542843926	0.0739059079449103	0.997967193337042
96	ZNF329	4	1.78402637251387	0.0744193799070179	0.997967193337042
97	OR2A5	23	1.78215175864613	0.0747244872437987	0.997967193337042
98	ZNF484	18	1.77846773707048	0.075327066214807	0.997967193337042
99	RIPK2	27	-1.77347511313291	0.0761500121637782	0.997967193337042
100	CHN1	36	1.76266354573756	0.0779572525644923	0.997967193337042
101	HTR2C	26	-1.76154981901227	0.0781453887058785	0.997967193337042
102	ELL2	125	-1.76112715627936	0.0782168836380358	0.997967193337042
103	GPR101	23	1.75884936295276	0.0786030978535081	0.997967193337042
104	GSN	27	1.752467494073	0.0796934545689884	0.997967193337042
105	LHX4	18	1.75244221626894	0.0796977976601256	0.997967193337042
106	SOX2	29	1.7510699319594	0.0799338647745129	0.997967193337042
107	OPRM1	15	-1.7501745459467	0.0800881996146938	0.997967193337042
108	FGF9	22	1.74174483096532	0.0815531041207637	0.997967193337042
109	TAS1R2	23	1.73768960693032	0.0822655210032226	0.997967193337042
110	SLC20A1	23	-1.73678171443883	0.0824257078324089	0.997967193337042
111	AGK	12	-1.73618206991383	0.0825316465740419	0.997967193337042
112	ITGB1	23	-1.73605672683155	0.082553804782256	0.997967193337042
113	OR2V2	20	1.73082139853278	0.0834836240936965	0.997967193337042
114	FOXA1	39	-1.72868420823983	0.083865629187924	0.997967193337042
115	HOXA6	47	1.72443502620052	0.0846293389801089	0.997967193337042
116	OR6B1	22	1.72034395564693	0.0853699378950894	0.997967193337042
117	ARHGEF10	53	-1.70871734348284	0.087503319909006	0.997967193337042
118	PAX6	6	1.70566310480613	0.0880708227727974	0.997967193337042
119	POT1	17	1.70018156553603	0.0890967786451616	0.997967193337042
120	BNIP3	26	-1.6956011793515	0.0899614342909111	0.997967193337042
121	DACT1	33	1.69556047178802	0.0899691489738591	0.997967193337042
122	OR52N2	33	1.68539561366909	0.0919122693608251	0.997967193337042
123	CYTH3	21	1.68400650559186	0.0921804114742927	0.997967193337042
124	KLRK1	5	1.68052383458258	0.0928554409318349	0.997967193337042
125	CLDN3	32	-1.68001257995636	0.0929548681398991	0.997967193337042
126	FOXL2	39	1.67914243067194	0.0931242885390251	0.997967193337042
127	OR4A47	16	1.67266276120512	0.0943937040370521	0.997967193337042
128	RHBDL3	36	-1.66670582963388	0.0955729131600624	0.997967193337042
129	ZFY	38	1.65976651482732	0.0969614324880061	0.997967193337042
130	FOXC2	29	1.65839578724619	0.0972376063523504	0.997967193337042
131	NPY1R	21	-1.65808055106837	0.0973012089218529	0.997967193337042
132	PRDM14	31	1.65547443832383	0.0978282973489826	0.997967193337042
133	HNF4A	30	-1.64946685784479	0.0990520275226971	0.997967193337042
134	OR4F6	20	-1.6465350426337	0.0996536515627673	0.997967193337042
135	MS4A14	5	-1.64618112852614	0.0997264733680158	0.997967193337042
136	CRABP1	31	-1.64285575283401	0.100412781650831	0.997967193337042
137	CDKN1B	49	1.64144569714447	0.100704930597878	0.997967193337042
138	MAP2K3	14	1.63996664163823	0.101012103081591	0.997967193337042
139	CITED2	63	-1.63392228039635	0.102275170764827	0.997967193337042
140	DLX1	40	1.63200005702187	0.102679474177384	0.997967193337042
141	VSX2	32	-1.62813999581176	0.103495204530322	0.997967193337042
142	ZNF317	25	-1.61879276512564	0.105491859317252	0.997967193337042
143	MYF6	39	-1.61028596871659	0.107335440969876	0.997967193337042
144	MS4A6E	21	-1.60879101720852	0.107662045733043	0.997967193337042
145	RASL10A	27	1.60840964196594	0.107745491333326	0.997967193337042
146	HOXA2	41	1.60620473441313	0.108228933469308	0.997967193337042
