nodeLabel	flow_class_1	flow_class_2	distance
ZNF184	0	0.892495377784365	0.6297
ANGPTL3	0	0.796657586754092	0.5653
GNAT1	0	0.79460552280076	0.5639
OR13C4	0	0.787622663252815	0.5592
ZNF225	0	0.780970006962232	0.5547
CPNE3	0	0.7494589127754	0.5336
RAB27B	0	0.747331877321656	0.5321
CSF1R	0	0.741609486229882	0.5283
SCARB2	0	0.740715799277214	0.5277
OR6Y1	0	0.729596143216684	0.5202
GRB14	0	0.727083692956893	0.5185
PRDM2	0	0.723240385250737	0.5159
MMP14	0	0.722879067911922	0.5157
GOLT1B	0	0.722216867197905	0.5152
GRIN3B	0	0.714477122936429	0.51
B3GAT3	0	0.710168207408302	0.5071
GNB2	0	0.709722813414516	0.5068
DOK3	0	0.705893168558331	0.5043
PECAM1	0	0.705200869387369	0.5038
INTS12	0	0.705091444295499	0.5037
TMA16	0.0595075821628038	0.770632046693099	0.5037
GFI1B	0	0.698784745696307	0.4995
MLLT10	0	0.696507539196042	0.498
MAR09234	0.0199106306743916	0.714412326600921	0.4953
MAR12769	0.0218671345406067	0.709757485316968	0.4907
MAR04276	0.0234914038284383	0.708548553309935	0.4887
OGFR	0	0.680040098026997	0.4869
NDUFAF3	0	0.678662191604527	0.486
MAR12459	0.0244515744914981	0.704662299563071	0.4853
AASDHPPT	0.0607123779233381	0.738855884391527	0.4815
POU3F1	0	0.663334553787224	0.4757
SIX4	0	0.663095685322204	0.4755
DGKK	0	0.659387929762407	0.473
NOSTRIN	0	0.656856780716416	0.4713
PRDM4	0	0.653547953876479	0.4691
MRPS14	0	0.652436408148263	0.4683
RALGAPB	0	0.652355262136151	0.4683
STK26	0	0.65100358996928	0.4674
HCRTR2	0	0.649074525403442	0.4661
SMC2	0	0.64244596846474	0.4616
TRIM27	0	0.636307120915482	0.4575
FGF20	0	0.634243232328583	0.4561
ARRDC2	0	0.63322010270849	0.4554
PPM1L	0	0.632906737441904	0.4552
DRD5	0	0.630588106763976	0.4537
SOX1	0	0.630307947302615	0.4535
CRCP	0	0.630099586768697	0.4533
GP1BA	0	0.629991716047731	0.4533
PLA2G4A	0	0.629944730316431	0.4532
MED31	0	0.629656955263117	0.453
TRIB1	0	0.628041184844842	0.452
HEYL	0	0.626283268389451	0.4508
MAR02300	0.0634854111474207	0.696283867529922	0.4508
OR52L1	0	0.6263242454942	0.4508
GRHL3	0	0.622699887296554	0.4484
ABRA	0	0.622474393641861	0.4482
OR4Q3	0	0.621308200663193	0.4474
MAR09406	0.142661570743618	0.775965832714489	0.4457
RIPPLY1	0	0.617979365721687	0.4452
MAD2L1	0	0.614921857766173	0.4431
MAR12348	0.0218671345406067	0.639006538567804	0.4431
MAR12885	0.0218671345406067	0.639006538567804	0.4431
HLX	0	0.613764722961018	0.4424
RFX5	0	0.613112433094488	0.4419
IRF1	0	0.612020258829411	0.4412
SORBS1	0	0.610994525918994	0.4405
TBP	0	0.611002257514247	0.4405
GINS3	0	0.609618895626316	0.4396
ZC3H8	0	0.608503943357371	0.4388
AGTR2	0	0.607498475477144	0.4381
TAS2R4	0	0.606506603715858	0.4375
ZC3H14	0	0.60536664535367	0.4367
MAR00624	0.0308717656701549	0.639006538567804	0.4365
ZNF594	0	0.603400986659575	0.4354
DVL3	0	0.601298916115042	0.434
MAP2K5	0	0.601109873289925	0.4339
CLIC4	0	0.600797107305905	0.4336
OR52I2	0	0.598619284175672	0.4322
ZNF791	0	0.598604945375797	0.4322
IL1A	0	0.597173038180299	0.4312
TBC1D2B	0	0.596167055352267	0.4305
ZNF674	0	0.595752235385651	0.4303
OR8D4	0	0.595029037508116	0.4298
DNLZ	0	0.594645532438378	0.4295
ZNF616	0	0.594667504318397	0.4295
ITGA1	0	0.594299585412293	0.4293
CORO1A	0	0.594020123288606	0.4291
AXL	0	0.593784453604766	0.4289
NR0B2	0	0.59312797629097	0.4285
GLRA1	0	0.592712735051038	0.4282
OR8B3	0	0.592139970779389	0.4278
ZCCHC17	0	0.591491043907923	0.4274
CYTH1	0	0.590632712968818	0.4268
HIVEP2	0	0.589827091305876	0.4263
ZMIZ1	0	0.589620177712426	0.4261
MAR09219	0.0461720714601319	0.640358266088443	0.426
ZSWIM5	0	0.589235573498204	0.4259
ARHGAP32	0	0.587507727668123	0.4247
LHX1	0	0.587334076758633	0.4246
OR1L1	0	0.586567566484072	0.4241
SOCS1	0.133797739686309	0.733462838878471	0.4237
MAR05472	0.0461720714601319	0.636719740212728	0.4236
BMP2	0	0.584596220126128	0.4228
CYTH2	0	0.583930120026876	0.4223
CSRNP2	0	0.583148655244975	0.4218
NR2C2	0	0.58310760161999	0.4218
PPARA	0	0.581915453972494	0.421
GRIK3	0	0.581837791622304	0.4209
PPP1R1B	0	0.581370000531551	0.4206
TMED2	0	0.58132928656524	0.4206
ARID3B	0	0.581059160174871	0.4204
PDE9A	0	0.580281789348965	0.4199
MAPK9	0	0.580007181027081	0.4197
MAR11323	0.023336960330898	0.60334997745638	0.4181
ARL6	0	0.577583069545012	0.418
NDUFB9	0	0.577521021209751	0.418
MAR11315	0.0339148607059625	0.614133228933367	0.4175
TNF	0	0.57645394042752	0.4173
MAR09625	0.0635488155110616	0.645789765440454	0.4168
MRPS34	0.108256340042206	0.69505431285374	0.4168
TRIM55	0	0.575631360191751	0.4167
PTPRF	0	0.575340112781784	0.4165
RASSF7	0	0.574742630395557	0.4161
TCEAL5	0	0.574607082532018	0.416
EIF4G3	0	0.57351797674713	0.4153
