nodeLabel	flow_class_1	flow_class_2	distance
MAR06373	0	0.885480220103792	0.1622
MS4A7	0	0.861184137237846	0.1594
SH2D3C	0	0.861184137237846	0.1594
CDKN2B	0	0.847930190100239	0.1579
OR10S1	0	0.842845987237351	0.1574
STX5	0	0.802307710257027	0.1528
ZCCHC14	0	0.800667406609933	0.1526
ATP6V1B2	0	0.777788804788274	0.15
BLOC1S5	0	0.775896485006674	0.1498
RALY	0	0.775896485006674	0.1498
GTF3C2	0	0.772047949017835	0.1494
MAR11012	0	0.743543628840612	0.1461
SAR1B	0	0.742391581805419	0.146
SMAP	0	0.740064106801511	0.1457
AK2	0	0.727931046814636	0.1444
BIN1	0	0.727931046814636	0.1444
GOLPH3L	0	0.727931046814636	0.1444
RIF1	0	0.727931046814636	0.1444
MAR04396	0	0.720218870337177	0.1435
MAR10421	0	0.714878447546595	0.1429
MAR09403	0	0.713516935100617	0.1427
MAR01965	0	0.712144572960379	0.1426
MAR05545	0	0.712144572960379	0.1426
MAR09302	0	0.712144572960379	0.1426
MAR11937	0	0.712144572960379	0.1426
MAR11938	0	0.712144572960379	0.1426
MAR13014	0	0.709367104361403	0.1423
PDE6B	0	0.706543591520684	0.1419
MAR02755	0	0.7036730141429	0.1416
MAR10434	0	0.7036730141429	0.1416
MAR09707	0	0.700754308772582	0.1413
SOX2	0	0.682118325961163	0.1392
MAR00181	0	0.680470176064878	0.139
MAR00204	0	0.680470176064878	0.139
MAR10497	0	0.680470176064878	0.139
MAR11262	0	0.680470176064878	0.139
MAR09657	0	0.661217545488007	0.1368
MCM3AP	0	0.661217545488007	0.1368
MAR08372	0	0.657473933163691	0.1364
DHRS4	0	0.645727103735677	0.1351
MAGI3	0	0.645727103735677	0.1351
MAR05655	0	0.635286443196192	0.1339
TAL2	0	0.633119990184075	0.1337
MAR08682	0	0.628704376973808	0.1332
HDX	0	0.624171731837685	0.1326
MAR06907	0	0.614732923086559	0.1316
ADH1A	0	0.604746643751345	0.1304
DBX1	0	0.599528087156026	0.1299
OR2A1	0	0.599528087156026	0.1299
MAR00565	0	0.579904444058001	0.1276
MAR01342	0	0.579904444058001	0.1276
MAR02671	0	0.579904444058001	0.1276
MAR02674	0	0.579904444058001	0.1276
MAR02682	0	0.579904444058001	0.1276
MAR02706	0	0.579904444058001	0.1276
MAR02707	0	0.579904444058001	0.1276
MAR02719	0	0.579904444058001	0.1276
MAR02729	0	0.579904444058001	0.1276
MAR04455	0	0.579904444058001	0.1276
MEIS2	0	0.576909051629056	0.1273
MAR01507	0	0.573861748160561	0.127
MAR02703	0	0.573861748160561	0.127
MAR02710	0	0.573861748160561	0.127
MAR02739	0	0.573861748160561	0.127
MAR02821	0	0.573861748160561	0.127
MAR02822	0	0.573861748160561	0.127
MAR02823	0	0.573861748160561	0.127
MAR05484	0	0.573861748160561	0.127
MAR06677	0	0.573861748160561	0.127
MAR06701	0	0.573861748160561	0.127
MAR08684	0	0.573861748160561	0.127
FSHR	0	0.570758418997837	0.1266
MAR09888	0	0.567598140315163	0.1262
MAR02635	0	0.561098095453531	0.1255
MAR04519	0	0.561098095453531	0.1255
MAR04806	0	0.561098095453531	0.1255
MAR06444	0	0.561098095453531	0.1255
MAR02888	0	0.554344306390203	0.1247
MAR06472	0	0.554344306390203	0.1247
MAR12147	0	0.554344306390203	0.1247
TAF1L	0	0.550864784351103	0.1244
MAR03125	0	0.54731350867275	0.124
MAR03214	0	0.54731350867275	0.124
MAR03795	0	0.54731350867275	0.124
MAR03833	0	0.54731350867275	0.124
MAR05957	0	0.54731350867275	0.124
MAR07568	0	0.54731350867275	0.124
MAR09918	0	0.54731350867275	0.124
MAR11552	0	0.54731350867275	0.124
MAR11553	0	0.54731350867275	0.124
AGAP11	0	0.543688782398293	0.1235
MAR00319	0	0.539984767883962	0.1231
MAR05295	0	0.539984767883962	0.1231
MAR12276	0	0.536199333502852	0.1227
MAR12278	0	0.536199333502852	0.1227
MAR00813	0	0.532328819185653	0.1223
MAR02610	0	0.532328819185653	0.1223
MAR04087	0	0.532328819185653	0.1223
MAR07169	0	0.532328819185653	0.1223
MAR08330	0	0.532328819185653	0.1223
MAR10865	0	0.532328819185653	0.1223
DUSP2	0	0.528369312380476	0.1218
HSD17B4	0	0.524318106831924	0.1214
MAR00081	0	0.524318106831924	0.1214
MAR04534	0	0.524318106831924	0.1214
