A	B	scaled_weight
ethanol[c]	MAR03905	1
NAD+[c]	MAR03905	1
ethanol[c]	MAR03907	1
NADP+[c]	MAR03907	1
acetate[c]	MAR04097	0.72787448989308
ATP[c]	MAR04097	0.72787448989308
CoA[c]	MAR04097	0.72787448989308
acetate[m]	MAR04099	0.68982752019545
ATP[m]	MAR04099	0.68982752019545
CoA[m]	MAR04099	0.68982752019545
acetyl adenylate[c]	MAR04108	0.726785111209893
CoA[c]	MAR04108	0.726785111209893
acetate[c]	MAR04133	0.726785111209893
ATP[c]	MAR04133	0.726785111209893
H+[c]	MAR04133	0.726785111209893
CoA[m]	MAR04137	0.817818151682769
NAD+[m]	MAR04137	0.817818151682769
pyruvate[m]	MAR04137	0.817818151682769
H+[x]	MAR04281	1
NADH[x]	MAR04281	1
pyruvate[x]	MAR04281	1
MAR04281	L-lactate[x]	0.99533969820744
MAR04281	NAD+[x]	0.99533969820744
H+[c]	MAR04388	0.995014816028118
NADH[c]	MAR04388	0.995014816028118
pyruvate[c]	MAR04388	0.995014816028118
MAR04388	L-lactate[c]	1
MAR04388	NAD+[c]	1
acetaldehyde[c]	MAR04283	0.766382481874602
H2O[c]	MAR04283	0.766382481874602
NADP+[c]	MAR04283	0.766382481874602
acetaldehyde[m]	MAR08357	0.791641131639186
H2O[m]	MAR08357	0.791641131639186
NAD+[m]	MAR08357	0.791641131639186
ATP[c]	MAR04379	0.700788434418617
fructose-6-phosphate[c]	MAR04379	0.700788434418617
fructose-6-phosphate[c]	MAR04301	0.700821310173143
UTP[c]	MAR04301	0.700821310173143
DHAP[c]	MAR04355	0.700821310173143
erythrose-4-phosphate[c]	MAR04355	0.700821310173143
ADP[c]	MAR04358	0.354799299817374
H+[c]	MAR04358	0.354799299817374
PEP[c]	MAR04358	0.354799299817374
H2O[c]	MAR04360	0.690536706247684
methylglyoxal[c]	MAR04360	0.690536706247684
NADP+[c]	MAR04360	0.690536706247684
2-phospho-D-glycerate[c]	MAR04363	0.789513992843353
MAR04363	H2O[c]	0.7234627089387
MAR04363	PEP[c]	0.7234627089387
2-phospho-D-glycerate[c]	MAR04365	0.746030686099892
MAR04365	3-phospho-D-glycerate[c]	0.789043367410576
1,3-bisphospho-D-glycerate[c]	MAR04368	0.786355979155176
ADP[c]	MAR04368	0.786355979155176
MAR04368	3-phospho-D-glycerate[c]	0.752681620455539
MAR04368	ATP[c]	0.752681620455539
1,3-bisphospho-D-glycerate[c]	MAR04370	0.78963432183571
H2O[c]	MAR04370	0.78963432183571
1,3-bisphospho-D-glycerate[c]	MAR04371	0.784121433926643
2,3-bisphospho-D-glycerate[c]	MAR04372	0.784121433926647
H2O[c]	MAR04372	0.784121433926647
1,3-bisphospho-D-glycerate[c]	MAR04373	0.725835455824882
H+[c]	MAR04373	0.725835455824882
NADH[c]	MAR04373	0.725835455824882
MAR04373	GAP[c]	0.786355979155175
MAR04373	NAD+[c]	0.786355979155175
MAR04373	Pi[c]	0.786355979155175
DHAP[c]	MAR04375	0.653080383954324
GAP[c]	MAR04375	0.653080383954324
MAR04375	fructose-1,6-bisphosphate[c]	0.700821310173143
fructose-1,6-bisphosphate[c]	MAR04377	0.680424954175026
H2O[c]	MAR04377	0.680424954175026
fructose-6-phosphate[c]	MAR04381	0.7031083504862
MAR04381	glucose-6-phosphate[c]	0.896687783588976
DHAP[c]	MAR04391	0.678633301785144
MAR04391	GAP[c]	0.712877066442073
ATP[c]	MAR04394	0.782358487960947
glucose[c]	MAR04394	0.782358487960947
glucose-1-phosphate[c]	MAR04396	0.882125948620832
MAR04396	glucose-6-phosphate[c]	0.683821467144152
glucose-6-phosphate[r]	MAR04521	0.763960162552378
H2O[r]	MAR04521	0.763960162552378
H+[m]	MAR06410	0.823424643780699
lipoamide[m]	MAR06410	0.823424643780699
pyruvate[m]	MAR06410	0.823424643780699
CoA[m]	MAR06412	0.823424643780699
S-acetyldihydrolipoamide[m]	MAR06412	0.823424643780699
beta-D-glucose[c]	MAR07745	0.26825327920442
MAR07745	glucose[c]	0.26825327920442
ADP[c]	MAR07747	0.77834206021784
glucose[c]	MAR07747	0.77834206021784
ethanol[x]	MAR08360	1
H2O2[x]	MAR08360	1
carbamoyl-phosphate[r]	MAR08652	0.26825327920442
glucose[r]	MAR08652	0.26825327920442
ethanol[c]	MAR08757	1
H+[c]	MAR08757	1
NADPH[c]	MAR08757	1
O2[c]	MAR08757	1
H2O[e]	MAR03989	0.972991629946848
maltose[e]	MAR03989	0.972991629946848
H2O[c]	MAR04122	0.727661673899084
NAD+[c]	MAR04122	0.727661673899084
UDP-glucose[c]	MAR04122	0.727661673899084
H2O[e]	MAR04837	1
trehalose[e]	MAR04837	1
glycogenin[c]	MAR05395	0.707942040755054
UDP-glucose[c]	MAR05395	0.707942040755054
glycogenin G8[c]	MAR05396	0.707942040755054
UDP-glucose[c]	MAR05396	0.707942040755054
UDP-glucose[c]	MAR09727	0.799289761609047
glycogenin G11[c]	MAR05397	0.707942040755054
glycogenin G4G7[c]	MAR05398	0.707942040755054
Pi[c]	MAR05398	0.707942040755054
glycogenin G4G4[c]	MAR05399	0.706732213464059
glycogenin G7G1[c]	MAR05400	0.706732213464059
H2O[c]	MAR05400	0.706732213464059
glycogenin G7[c]	MAR05401	0.706750257990489
Pi[c]	MAR05401	0.706750257990489
H2O[c]	MAR08568	1
maltodecaose[c]	MAR08568	1
H2O[e]	MAR08569	1
maltodecaose[e]	MAR08569	1
H2O[c]	MAR08570	1
maltononaose[c]	MAR08570	1
H2O[e]	MAR08571	1
maltononaose[e]	MAR08571	1
H2O[c]	MAR08572	1
maltoheptaose[c]	MAR08572	1
H2O[e]	MAR08573	1
maltoheptaose[e]	MAR08573	1
H2O[c]	MAR08574	1
maltohexaose[c]	MAR08574	1
H2O[e]	MAR08575	1
maltohexaose[e]	MAR08575	1
H2O[c]	MAR08576	1
maltopentaose[c]	MAR08576	1
H2O[e]	MAR08577	1
maltopentaose[e]	MAR08577	1
H2O[c]	MAR08578	1
maltotetraose[c]	MAR08578	1
H2O[e]	MAR08579	1
maltotetraose[e]	MAR08579	1
H2O[e]	MAR08581	0.999146550471246
maltotriose[e]	MAR08581	0.999146550471246
H2O[c]	MAR08591	1
maltotriose[c]	MAR08591	1
H2O[l]	MAR08592	1
maltotriose[l]	MAR08592	1
H2O[c]	MAR08580	1
maltotriose[c]	MAR08580	1
H2O[c]	MAR08582	1
maltose[c]	MAR08582	1
H2O[c]	MAR08587	1
maltose[c]	MAR08587	1
H2O[l]	MAR08589	1
maltose[l]	MAR08589	1
H2O[e]	MAR08583	1
starch structure 1[e]	MAR08583	1
H2O[e]	MAR08584	1
starch structure 2[e]	MAR08584	1
1,3-bisphospho-D-glycerate[c]	MAR08585	0.741952374036726
glucose-1-phosphate[c]	MAR08585	0.741952374036726
glucose-1-phosphate[c]	MAR03944	0.837816371409877
H+[c]	MAR03944	0.837816371409877
UTP[c]	MAR03944	0.837816371409877
UDP-galactose[c]	MAR04128	0.964024460952849
MAR04128	UDP-glucose[c]	0.691731006754237
ATP[c]	MAR04130	0.707773545134941
galactose[c]	MAR04130	0.707773545134941
glucose-1-phosphate[c]	MAR04131	0.818213673645899
UDP-galactose[c]	MAR04131	0.818213673645899
MAR04131	alpha-D-galactose-1-phosphate[c]	0.707451826674455
MAR04131	UDP-glucose[c]	0.707451826674455
galactose-1-phosphate[c]	MAR04132	0.707451826674461
UDP-glucose[c]	MAR04132	0.707451826674461
H2O[e]	MAR04303	1
sucrose[e]	MAR04303	1
ATP[c]	MAR04414	0.707451826674461
galactose[c]	MAR04414	0.707451826674461
H2O[e]	MAR04415	0.633655025908692
lactose[e]	MAR04415	0.633655025908692
galactosylglycerol[e]	MAR04416	1
H2O[e]	MAR04416	1
CDP[c]	MAR04774	0.754231635352799
H+[c]	MAR04774	0.754231635352799
tagatose-1,6-bisphosphate[c]	MAR04774	0.754231635352799
MAR04774	CTP[c]	0.754231635352799
MAR04774	D-tagatose-6-phosphate[c]	0.754231635352799
D-tagatose-6-phosphate[c]	MAR04775	0.754231635352799
ITP[c]	MAR04775	0.754231635352799
MAR04775	H+[c]	0.754231635352799
MAR04775	IDP[c]	0.754231635352799
MAR04775	tagatose-1,6-bisphosphate[c]	0.754231635352799
lactose[e]	MAR04831	0.979691943289552
NAD+[e]	MAR04831	0.979691943289552
MAR04831	3-ketolactose[e]	0.26825327920442
MAR04831	H+[e]	0.26825327920442
MAR04831	NADH[e]	0.26825327920442
3-keto-beta-D-galactose[e]	MAR04832	1
glucose[e]	MAR04832	1
MAR04832	3-ketolactose[e]	0.971419896930637
MAR04832	H2O[e]	0.971419896930637
glucose[g]	MAR07674	0.633396431516823
UDP-galactose[g]	MAR07674	0.633396431516823
ATP[c]	MAR08761	1
D-tagatose[c]	MAR08761	1
D-tagatose-6-phosphate[c]	MAR08762	1
MAR08762	DHAP[c]	0.26825327920442
MAR08762	glyceraldehyde[c]	0.26825327920442
H2O[l]	MAR08764	0.620621588200211
lactose[l]	MAR08764	0.620621588200211
galactose[c]	MAR08766	0.754021774447291
H+[c]	MAR08766	0.754021774447291
NADPH[c]	MAR08766	0.754021774447291
MAR08766	galactitol[c]	1
MAR08766	NADP+[c]	1
alpha-D-galactose-1-phosphate[c]	MAR08767	0.816879287803228
H+[c]	MAR08767	0.816879287803228
UTP[c]	MAR08767	0.816879287803228
ATP[c]	MAR00454	0.658597059126276
glyceraldehyde[c]	MAR00454	0.658597059126276
ATP[c]	MAR04297	0.796681611118936
fructose-6-phosphate[c]	MAR04297	0.796681611118936
ATP[c]	MAR04310	0.26825327920442
fructose[c]	MAR04310	0.26825327920442
D-glucitol[c]	MAR04315	0.670834509506248
NAD+[c]	MAR04315	0.670834509506248
MAR04315	fructose[c]	0.810906237414511
MAR04315	H+[c]	0.810906237414511
MAR04315	NADH[c]	0.810906237414511
D-glucitol[c]	MAR04316	0.889177841369344
NADP+[c]	MAR04316	0.889177841369344
MAR04316	glucose[c]	0.889177841369344
MAR04316	H+[c]	0.889177841369344
MAR04316	NADPH[c]	0.889177841369344
ATP[c]	MAR04317	0.26825327920442
D-glucitol[c]	MAR04317	0.26825327920442
ATP[c]	MAR04318	0.26825327920442
fructose[c]	MAR04318	0.26825327920442
ATP[c]	MAR04319	0.675114764260375
fructose[c]	MAR04319	0.675114764260375
ATP[c]	MAR04320	0.26825327920442
mannose-1-phosphate[c]	MAR04320	0.26825327920442
DHAP[c]	MAR04356	0.26825327920442
glyceraldehyde[c]	MAR04356	0.26825327920442
fructose-6-phosphate[c]	MAR04383	0.772224727015852
MAR04383	mannose-6-phosphate[c]	1
mannose-6-phosphate[c]	MAR04385	0.649749385571036
GDP[c]	MAR04386	0.64987207127283
H+[c]	MAR04386	0.64987207127283
mannose-1-phosphate[c]	MAR04386	0.64987207127283
GTP[c]	MAR04387	0.619731344342785
H+[c]	MAR04387	0.619731344342785
mannose-1-phosphate[c]	MAR04387	0.619731344342785
GDP-mannose[c]	MAR04399	0.773886748601893
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR04400	0.774094309132531
H+[c]	MAR04400	0.774094309132531
NADH[c]	MAR04400	0.774094309132531
GDP-L-fucose[c]	MAR04401	0.26825327920442
PPi[c]	MAR04401	0.26825327920442
MAR04401	GTP[c]	0.26825327920442
MAR04401	H+[c]	0.26825327920442
