nodeLabel	flow_class_1	flow_class_2	distance
CRISP1	0.16660888321398	0.362903964791485	0.1473
PTDSS2	0.253732435084316	0.444389712546652	0.1441
DPPA5	0.199545077344689	0.385726774288206	0.1404
DNAJC24	0.2087836955157	0.39153031432108	0.1381
TRIM47	0.195185619617457	0.371805592739375	0.1336
HMSD	0.169950843324093	0.344632342082026	0.132
PSAPL1	0.20050476965806	0.373975760750881	0.1314
LY6H	0.154105368807616	0.327820567713556	0.1312
AASDH	0.227293254864321	0.396384720868844	0.1285
C8orf33	0.275815949921453	0.442054030120268	0.1269
CCDC28A	0.242796346903719	0.407765320681172	0.1257
DSCR8	0.247217036022828	0.410378860089039	0.1245
POTEA	0.217567167966198	0.38108137017846	0.1244
KRTAP17-1	0.231100416839572	0.393312436125971	0.1236
KRT222	0.25685736341815	0.418479832615909	0.1234
FAM66A	0.277101159528637	0.43794347633985	0.1231
GLTP	0.277222946834014	0.435237557111769	0.1211
ALPL	0.278281232245207	0.43593538032037	0.1208
HIGD2B	0.238406045490874	0.396560909475435	0.1208
LEPROTL1	0.186793026794969	0.345574198812545	0.1208
POTEB	0.241785113177127	0.399312973548331	0.1204
DPPA2	0.251659438391656	0.408618919062674	0.1201
CRYBA2	0.211440943107413	0.368831992569181	0.12
KRTAP5-4	0.198333169278426	0.35589351548406	0.12
BTBD8	0.26222064680414	0.416208180438551	0.1181
TNPO2	0.311779061379696	0.464631148407363	0.1177
KRTAP4-3	0.220739349493485	0.374156889714138	0.1173
SPRR4	0.241576326926028	0.394122229777648	0.1169
ABCC3	0.291730462825738	0.443464367955458	0.1167
MAGEC2	0.219854356602364	0.372106406128714	0.1165
TMEM187	0.259367090570367	0.411179087068866	0.1165
SOD3	0.28651554184269	0.436365914773246	0.1153
CEACAM7	0.21354215869203	0.362917741146048	0.1144
FRMD5	0.250155479717756	0.399199401627679	0.1144
PPFIBP2	0.267038594731641	0.41545105115383	0.1141
KCNK12	0.278249304420115	0.42601850907997	0.1138
FAM3D	0.14181802691623	0.29082885562712	0.1135
TAGLN	0.272563950470268	0.418981254057909	0.1128
FNDC5	0.211481135374996	0.358363386931253	0.1126
PGRMC1	0.252116365302642	0.397888297687509	0.1121
HSPB7	0.236848320476977	0.38258049925796	0.112
ABCA7	0.223444226376495	0.369077792180108	0.1118
BOLL	0.0718676957007117	0.218974129055226	0.1115
TRIM46	0.314556784918424	0.458501992419428	0.1114
SCARNA3	0.242641801754159	0.387133597182985	0.1111
PPEF1	0.207959920904698	0.352697881006915	0.111
C2orf15	0.272839132251325	0.416571697281554	0.1109
GGPS1	0.20057899278113	0.344262095448131	0.1102
USH2A	0.290031447179554	0.431892784858303	0.1097
ARL16	0.240384349290477	0.382667435044896	0.1095
PGA4	0.252572107231663	0.394601943189261	0.1095
SLC6A6	0.272199127692606	0.413429005967494	0.1091
OR13C2	0.359779577362258	0.4995890182153	0.1088
GAL3ST4	0.305111700735265	0.445456681025156	0.1087
OBP2B	0.307793464388769	0.447836872539798	0.1085
DNAJC28	0.220321486562395	0.360294056856112	0.1077
TTC39B	0.280129745417633	0.419368538233359	0.1077
MYCT1	0.306540212602405	0.445014389668468	0.1074
GUCA2B	0.270475792231678	0.40919210930032	0.1073
B4GALNT3	0.293081640933598	0.431447986529702	0.1072
ATG4B	0.318674460767097	0.456563116336867	0.1071
FGGY	0.287287156359763	0.424856109807412	0.1066
PPM1M	0.279449117525479	0.417165032105793	0.1066
SAMD5	0.282972555048193	0.420040077928698	0.1062
CADM2	0.268589003776769	0.405711289578902	0.1061
SFTA3	0.255463721332778	0.392432305689117	0.1059
HHLA1	0.246947175456211	0.383869793832058	0.1058
SLC25A45	0.258249013722786	0.39449227531558	0.1054
P4HA3	0.221144204448337	0.357306254065366	0.105
SULT1C4	0.265302747288747	0.40075748490184	0.1049
SNORA24	0.245097406450248	0.380705492133903	0.1048
BMP2K	0.244926441618528	0.380393821244968	0.1047
SLC25A33	0.334594182462466	0.468741517874189	0.1046
CLDN15	0.310803313940763	0.444867625659488	0.1043
LRRC36	0.323779594432138	0.457680493893695	0.1043
NAPSA	0.257833994482687	0.392368374146267	0.1042
PART1	0.276563150551925	0.410743184881733	0.1041
CTRB2	0.237660744659989	0.372052179580836	0.1039
TXLNB	0.247741013942723	0.381778563467172	0.1037
VWA5B1	0.245714902933317	0.379579254621374	0.1036
KCNC3	0.294383670154848	0.427397587385704	0.1034
FRG2	0.264057689848288	0.39733913433984	0.1033
OR1C1	0.428365346086297	0.559395829293095	0.1032
C8orf44	0.259471726612295	0.392512410717986	0.1031
VWA1	0.31410968140998	0.446446694554923	0.1031
ZNF227	0.391164513704987	0.522511921371437	0.1031
VCX	0.249334102650373	0.382288183251511	0.103
OR52N1	0.443503720661151	0.5738613716654	0.1028
PIGF	0.320752484497018	0.452512652087514	0.1027
PRND	0.255697406229672	0.387938378806892	0.1025
TM2D2	0.342500810787334	0.473601916982574	0.1025
MMD	0.329336328539139	0.460113135760383	0.1021
USP25	0.311883713551562	0.442678350146081	0.102
HSFY2	0.425805079308534	0.554891484271603	0.1018
SRBD1	0.228611364819479	0.360033247396649	0.1017
PLA2G7	0.305307140441498	0.435497297379622	0.1015
C11orf40	0.242217361583894	0.37291015446812	0.1013
ALS2CL	0.337848527810919	0.467019972550192	0.1011
PDZD11	0.303635283506562	0.43311131306953	0.101
DNAJC5B	0.241459699267397	0.371622021523403	0.1009
BTBD3	0.346460525938004	0.475121175905644	0.1008
GAS2L1	0.340611098998365	0.469225298726956	0.1007
FHL3	0.302783520904177	0.431647178494482	0.1005
PRAMEF22	0.297811132999258	0.4267179159615	0.1005
RHBDF2	0.301777255462625	0.430569410618949	0.1005
APCDD1	0.320770191934118	0.449177842078992	0.1004
HTRA3	0.350732033105327	0.478850504803946	0.1004
LCMT2	0.315539017848756	0.444054102697079	0.1004
C1orf210	0.298019200727183	0.426631071052281	0.1003
FDFT1	0.29461629004409	0.423310961167963	0.1003
RAVER1	0.284200066259774	0.412920756463093	0.1003
SLC37A2	0.305013179675538	0.433294867002999	0.1001
GPR107	0.272051592226075	0.40056237514976	0.1
PMP22	0.347433247686719	0.474341244784494	0.0995
CT47A6	0.177438306247298	0.306125858926429	0.0993
GLIPR1L2	0.243990419832175	0.371864457519403	0.0993
HYAL4	0.229081182738745	0.356927076408369	0.0992
LCN12	0.291695780271859	0.418835796337138	0.0992
MMP26	0.293443641624192	0.420210597686484	0.099
SNORA71A	0.257600600089176	0.384813553543548	0.099
TLX1NB	0.234471370122764	0.361812218568106	0.0989
ARMCX5	0.191032723870199	0.318769055496511	0.0988
COLEC11	0.283238871470207	0.409846806450151	0.0988
MRC1	0.354355304819106	0.480157223191309	0.0988
SNORD113-7	0.281337385751369	0.407813181812726	0.0986
CCDC103	0.329602299329979	0.454965266094032	0.0983
VSIG10	0.230382046110448	0.356855430739944	0.0982
PID1	0.303823794748577	0.429266449411637	0.0981
SNORD94	0.314495654447784	0.439823423665241	0.0981
SPATA16	0.234595199417087	0.360878726818952	0.0981
ANXA8L1	0.323480751649801	0.448473301157614	0.098
FPGT	0.306926055163487	0.432108394855652	0.098
SH3BP5	0.413118378070381	0.537103386009824	0.098
ACSM3	0.242584724365919	0.368161613595493	0.0977
SNORD53	0.299908918252253	0.424884523923157	0.0977
DIRC3	0.206261188238181	0.332224330948811	0.0976
EFHC1	0.317812848709495	0.442125382793992	0.0974
ATL1	0.32078159535879	0.444682373660517	0.0972
MYCNOS	0.271942672797317	0.3964400958667	0.0972
AGBL1	0.236314192664612	0.360981471208386	0.097
GPR137B	0.27606112030108	0.400299055067613	0.097
RGPD6	0.303906047307834	0.427696854411431	0.0969
ANKFN1	0.25243556394509	0.376604654982255	0.0968
MAGEB1	0.279313715244171	0.403200135689942	0.0968
PATE3	0.243498445674881	0.367537936140547	0.0966
EHBP1	0.305642373226675	0.428380234635477	0.0962
MT1IP	0.262888430996998	0.385989733577705	0.0961
BTF3L4	0.365556978189875	0.487269938696923	0.096
LY9	0.309312732211301	0.431763508410698	0.096
MICALL2	0.302054984778174	0.424524115159893	0.096
C22orf42	0.253773057547795	0.376754709425979	0.0959
TTTY10	0.356365957902834	0.477753133196662	0.0957
CALCB	0.287464694905823	0.409420954539252	0.0955
PIGV	0.300564308856713	0.422082471181478	0.0953
GAS2L3	0.30876889457871	0.429973126783206	0.0951
KLHDC3	0.323926913244806	0.444249006830285	0.0946
SHPK	0.226095789232059	0.347572015756516	0.0946
NHSL1	0.356962392022539	0.476477331874136	0.0944
RDM1	0.301529304333398	0.421734499949501	0.0944
SIGLEC6	0.278442446069923	0.398650766547514	0.0942
ADAT3	0.310505709061211	0.430125962167611	0.094
CXCL17	0.28983381812637	0.409608845878551	0.094
GPRIN1	0.274858973488938	0.394808821353664	0.0939
CYP21A2	0.309421669675188	0.428673541657352	0.0938
GATA5	0.452222841945884	0.569762532128706	0.0938
