name	IDH2_vs_IDH1_diff	IDH2_vs_IDH1_p.val
AATF	-1.10880320436363	0.0130231556512428
ACAA1	1.00326818443428	0.0119765822669906
ACAT1	-0.688428549412691	0.0169403318254888
ACTL6A	-0.580208215908602	0.0157420260431217
ACTR10	-1.14206704208879	0.0334172968694648
ADSS	0.669951013676762	0.0123054112894825
AGO2	-0.654028057443448	0.0440835182261327
ALG9	-0.870270970323219	0.014841424871798
ALOX5	2.47238915552517	3.26343854522619e-05
ALOX5AP	1.94702792711043	0.00178789369982178
AMPD2	0.888175040679837	0.0217464261026402
AMPD3	0.790209778549933	0.0315750690995956
ANAPC2	-0.769175767505303	0.0321309705012824
ANKRD11	-0.569898767577921	0.0482224373398269
ANKRD44	0.795628043050183	0.013213286657015
ANO10	0.985391523044925	0.00308897492573516
ANXA3	2.43696037889447	0.00733604453109631
ANXA5	1.50013441750943	0.0315133359997055
ANXA6	0.771399353833878	0.0378740404752088
APMAP	1.36441245216429	0.00356531338251931
APOBR	1.51854071586432	0.0037612924685943
APOOL	-0.55857285690286	0.0434101070491278
ARF6	1.21839376850675	0.0217751615284173
ARMC8	0.830503134670728	0.0115763442155449
ARPC2	0.536085401825606	0.0486638646079378
ASAH1	0.791718339489528	0.028664400769453
ATP11A	0.701168014621246	0.0477741431512989
ATP5L	-0.574311715177199	0.0256625254037781
ATP6AP1	0.772941405908178	0.00499844524434327
ATP6V0D1	0.960064706316722	0.0178689828337833
ATP6V1H	0.573365586303861	0.0181800293090525
BAG2	1.13913972491342	0.0122181781566204
BICD2	0.755903349224557	0.0421861081727648
BPI	3.18330233329842	0.00109688777010331
BRD7	-0.700322502911938	0.0382021167009823
BRK1	0.684285906401985	0.0285004719224692
BSG	0.619915000545248	0.0489212077534308
BST1	1.15526289109366	0.0472906491507557
CAMP	4.11121052667631	8.34856769700383e-05
CAPN2	0.911181561097326	0.0416342243002597
CAPN7	0.533131655478588	0.048194272319537
CAST	1.26786961864487	0.0137494015594093
CCDC12	-1.15752693906176	0.0221414067915838
CCDC58	-0.562817901185984	0.0217532569308993
CCDC88B	1.03761591733974	0.0370877906400054
CCNK	-0.546666071456169	0.0355892919431493
CD14	2.47116380213959	0.0126223849499655
CD247	1.51512313147177	0.032143114417561
CD58	1.03383416924189	0.0158282864955971
CD63	2.33550283848245	0.00757398233209437
CDC42	0.904701971120275	0.00760976046628032
CDK12	-0.757552791930486	0.0271220151819296
CEACAM8	2.87064169670886	0.00135978720819406
CENPC	-0.621221545554679	0.0348574048009666
CERS5	1.27350274165536	0.0235473989717196
CHCHD1	-0.771672120294639	0.0309758113218374
CHD1	-0.754977884879086	0.0375587363771006
CHMP1B	1.11454488455752	0.00144463847127248
CHTOP	-1.33639808750143	0.0141858022587096
CISD2	-1.03940860120603	0.039858261796753
CKAP4	1.15192339557268	0.0463081757416964
CLP1	-0.695792101616576	0.0135571625348194
CLPX	-0.651863185977287	0.0100700910189849
CLTB	0.755828724106188	0.0341048977731847
COA3	-1.11737387475905	0.0329855099739308
COQ3	-0.877994985012972	0.0362529427918373
CORO1A	0.846736459495581	0.0340351248469501
CORO1C	0.889128249903276	0.0276970570645225
CPNE3	0.935261429450378	0.0365424759714284
CRK	-1.01248240194415	0.0359289977530753
CSNK2B	-0.784559957221191	0.013217857440865
CSTF1	-0.515383719860939	0.0269941754163609
CTSG	3.02392952962546	0.0101848662597461
CTSZ	0.810096728565767	0.0436304437616765
CYBB	2.94493759651766	0.00379295350211687
CYBRD1	0.716386901558316	0.0360395894661288
DAP3	-0.741890362143437	0.00755974840191395
DBR1	-0.871536090999953	0.0431245398163909
DDX10	-0.710088419164176	0.0436602655721153
DDX17	-0.546318536525767	0.0174692096012277
DDX28	-1.22028217094601	0.0320230276598879
DDX31	-1.24493570783807	0.0110550024142466
DDX39A	-0.527343404125773	0.0389039094694484
DDX49	-0.936774028601512	0.00403635127429092
DDX51	-0.656744475948411	0.0352057960594593
DHRS7	0.821782987770469	0.00671018096142429
DHX29	-1.13950166383398	0.00701932817797658
DHX40	-0.93260538648455	0.0198954004660711
DNAJB12	-0.86618175903919	0.0471681105632643
DNAJC5	0.961806331204972	0.0186367083314778
DNPH1	-0.624564819562494	0.0439666935556391
DPH1	-0.84384825961148	0.0116573745396615
DPYSL2	1.45757044831852	0.027252032287328
DPYSL3	1.32936669492506	0.0467013065294012
DR1	1.24861453037821	0.000274490192855654
DYNLL1	-0.536132422539463	0.037955127808197
ECHS1	-0.534026345403891	0.0430033959588453
EFHD2	0.838993137362412	0.0273473415761336
EIF4A1	0.823377938663008	0.0317351581468575
ELANE	4.04211911170694	1.24944847165919e-05
ENPP4	0.807404728319135	0.0424949350106167
EOGT	2.64902676919821	0.00500329917507619
ERAL1	-1.33548926866845	0.00566215189893163
ERBB2IP	0.765901483481557	0.00442503993283935
ESF1	-0.73443730106754	0.0361893913388459
EVI2B	1.10357421926797	0.00964087657960688
F13A1	2.33243772430503	0.0124906042892936
FAM105A	1.5097639775338	0.0161685877881991
FAM107B	1.01856994046083	0.0376492823051192
FARS2	-0.778190458615757	0.0142145691473558
FASTKD2	-0.73410425198643	0.0200623488170752
FCER1G	1.63570052026518	0.0348816131501986
FCN1	3.77512034935793	0.000293204823883452
FIP1L1	-0.619183652934694	0.0471676854481059
FKBP15	0.681494377372573	0.0306668235082919
FOXK2	-0.705210883208061	0.0443223877270943
GAA	0.708159933087639	0.031130647147472
GBP1	1.33565584738644	0.0161054569664274
GCA	1.53306109795249	0.00518614413447342
GIMAP4	1.27185472019656	0.0251054733924776
GINS3	-0.806527599965197	0.0271616696283049
GLIPR2	1.54212551654447	0.00137945536949368
GLTSCR2	-1.18920547138169	0.00313040171098089
GNAI2	0.603622164550142	0.0487763460099594
GNAQ	1.04046653031891	0.00311907938480772
GNAS	0.609380235257344	0.00632898264040587
GNG2	2.06006635698998	0.00366907667001361
GPI	0.80847747513177	0.0450404136588187
GTF3C5	-0.607109240064251	0.0125421378169166
GZMA	1.7528527816415	0.0267606350987127
GZMM	1.52537954887455	0.0390939824070278
HDAC6	0.797209330486904	0.0379870785308737
HEATR1	-0.938290706913051	0.0196915589930767
HIRIP3	-0.697362820082581	0.00693439731915823
HK1	0.829440606948218	0.0147188165509179
HN1L	-0.58934399638034	0.0269035865321063
HOOK3	0.520144652120109	0.014289812712011
HP	2.15153802137803	0.00211017702712808
HSPA9	-0.548532987538831	0.0493350814743457
HTT	0.604755023655784	0.0206607660974883
HUWE1	0.678647029785033	0.0485493005952757
IMPAD1	0.63755813039872	0.0117118032225012
INTS10	-0.823274867749227	0.017452549343057
IQGAP1	1.11663962623207	0.0206475347493006
IST1	0.500628251455776	0.037492927315621
