name	IDH1_vs_Group_control_diff	IDH1_vs_Group_control_p.val
A0A096LPI6	0.613012664487634	0.112349756960459
A0A0A6YYC8	-0.202189381841844	0.656932187405991
A1BG	0.757902527443726	0.506793160061889
A2M	0.708139853497983	0.542967558663499
AAAS	-0.188816629309255	0.612040524474025
AAMDC	0.425310282469042	0.34324831250995
AARS	0.111983225723151	0.700175013663729
AARS2	0.45935739866114	0.233331260728945
AASDHPPT	0.322429480451049	0.467337317703183
AATF	0.748416807550154	0.0684284792245133
ABCB10	0.542196947908916	0.350009793805922
ABCB7	0.825714213712587	0.0750167359708202
ABCC1	0.991035701164236	0.0359606300510043
ABCC4	-0.0674354820440648	0.886257181896037
ABCD1	-1.48204537247078	0.0123435243766912
ABCD3	-0.0714606012082086	0.843813356019501
ABCE1	-0.174233043438814	0.556482618617923
ABCF1	0.0285243481041846	0.907887554911364
ABCF2	0.214507318307344	0.549750487907642
ABCF3	0.172116816020061	0.636614088498
ABHD10	-0.266014210450805	0.467571952778829
ABHD11	-0.441890071395829	0.359164937552622
ABHD12	0.433766049628769	0.156908815966015
ABHD14B	0.550088489782809	0.246035671214895
ABHD16A	-0.441340816784177	0.20506566910351
ABHD17B	1.48198130334745	0.0365415679890268
ABI1	0.0714826539395617	0.830680455640748
ABR	-0.312752908540869	0.541980512781984
ABT1	1.17448514290622	0.0304320195280795
ACAA1	-0.513102529110917	0.223917822073849
ACAA2	-0.443247235231091	0.2243892875442
ACACA	0.066026821005007	0.879958899651992
ACAD8	0.527424781186863	0.147434011210775
ACAD9	-0.252138575646804	0.438239042194476
ACADM	0.390006017549315	0.227485867587466
ACADS	0.258097318471457	0.523015119036603
ACADSB	0.206566312603748	0.622599293308872
ACADVL	-0.0300913209106852	0.9204171046031
ACAP1	0.342489825881092	0.44304366256754
ACAP2	-0.25833392035096	0.517732925375328
ACAT1	0.129442927207275	0.722302868552368
ACAT2	0.0974171582924548	0.761634014308732
ACBD3	-0.139405354655285	0.573022966467617
ACIN1	0.0610478468081013	0.812802936662902
ACLY	0.145982395354608	0.568480529588711
ACO1	-0.329470121327848	0.286641691767071
ACO2	0.434783149632676	0.140472290489302
ACOT1	-0.0635278394762118	0.879477029146666
ACOT13	0.813981114179896	0.0273888569028012
ACOT7	-0.115775829354789	0.835993987958621
ACOT8	-0.313261622799757	0.463972931472072
ACOT9	-0.000213659710130543	0.999588115273116
ACOX1	-0.520102691548576	0.0868784352970367
ACOX3	-0.616579830918283	0.163234115165419
ACP1	0.0806602553925266	0.793025419919075
ACP2	-0.714891253985545	0.264312350261909
ACPP	-0.629339520416387	0.416047567379426
ACSF2	0.931588583416637	0.123583816363138
ACSF3	0.819863187960912	0.0131101010223016
ACSL1	-0.509775056048792	0.401697244646883
ACSL3	-0.266349121799536	0.41934448169064
ACSL4	0.233746602337874	0.580663754353443
ACSL5	-0.382868386776963	0.230741055865326
ACSS1	1.10397312236313	0.0102417654922616
ACSS2	0.552058286957962	0.360826008613088
ACTB	-0.194384401670668	0.584755457034736
ACTBL2	-0.00351996974685775	0.998621367295199
ACTC1	-0.365643638485224	0.316895600658778
ACTL6A	0.60362587225374	0.0550429850094961
ACTN1	-0.40346388898212	0.354870783938604
ACTN4	-0.220623932975059	0.513980886837978
ACTR10	0.758569437702342	0.205418650203627
ACTR1A	0.127999201669937	0.741598187642298
ACTR1B	0.0731695766409466	0.817259295337761
ACTR2	-0.889447048966595	0.121559736551469
ACTR3	-0.279272577876565	0.453008038727834
ACTR8	0.298403849911658	0.345364803010296
ACY1	0.61820448998655	0.320894278601831
ACYP1	0.328908245478832	0.488606751552917
ACYP2	-0.0780923457551914	0.852051054069115
ADA	1.18137268081038	0.0805608772719874
ADAM10	-0.375482818664061	0.268505694251101
ADAR	-0.0490215408400978	0.860647817748442
