name	IDH2_vs_Group_control_diff	IDH2_vs_Group_control_p.val
AARS	0.746159331974983	0.0199814756768827
ABCC1	0.741315313183115	0.0231234717708705
ABCD1	-1.13031417221917	0.00733964352364729
ABHD14B	0.7445807831511	0.0223632199736143
ACAD8	0.673355530105319	0.0147260924722846
ACAD9	-0.619884119145652	0.00462110514661873
ACAT1	-0.701275563246213	0.00489320314096035
ACO1	0.917968179632613	0.0191850171095397
ADA	1.08599997468387	0.0413528351886256
ADH5	0.764654410197814	0.0302864208394466
AGO1	0.550215874467138	0.0227325900106621
AGTRAP	-1.07621448900963	0.0423163232756316
ALCAM	0.603295724281605	0.0371867518628413
ALDH5A1	0.953954906574683	0.0435056162011082
AMPD2	0.871853415741093	0.012242478772428
ANXA11	-0.567932069600303	0.0483398385266671
APIP	0.804414901301659	0.0320450790912802
APOBR	-0.842809356863825	0.0430452674439569
APOL2	0.809214377184997	0.00456424057147998
ARHGAP1	-0.624729771114239	0.0183438191991675
ARHGAP4	-0.503778426746639	0.031925619847187
ARID1B	0.906170875753524	0.0106744874329215
ARL8A	-0.853879636810895	0.00759209124749912
ARMC10	0.685802636234619	0.0448253053384969
ATP6V0D1	-0.772010901100998	0.0196844717657222
BAZ1A	-0.654345895811964	0.0141576408178253
BOLA2	1.0771605800266	0.037636290736499
BRK1	0.939566064821591	0.000723044086333178
BST1	-1.48110813727948	0.00525605344437358
C19orf52	0.552898500665329	0.0264533344384198
C2orf49	0.836588752871489	0.0316894635537839
C4orf27	0.748654214830268	0.0222915556280322
CACYBP	0.906869309213143	0.0467552183907681
CASP6	1.18384612633713	0.00159358863773111
CD151	0.930496444880077	0.0271026566949972
CD247	1.55484910703269	0.0104742363938763
CD59	1.97887168414216	0.0113123565621639
CDKN2AIP	0.601346412754008	0.0385720483282064
CEBPB	-0.945354967231349	0.0450995243155965
CECR1	-1.37567598369113	0.027175420045379
CGGBP1	0.619383747417835	0.0255469251267081
CIRBP	0.588959673582135	0.0471495510351568
CKAP5	0.522350981865038	0.0221030396255985
CLIC4	0.943047530942707	0.0281184597007623
CNOT10	0.544101663062094	0.0132055038567109
COA3	-1.11103798802186	0.00283991665077843
COLGALT1	-0.903382110401399	0.00399798117058114
COMMD9	-0.591016392500421	0.0258814736383474
CORO1C	1.01598658547247	0.00170568576106376
CREG1	-1.1205720342091	0.047128053744224
CRYL1	1.25258585704894	0.00380092089032563
CTSS	-1.14066456826815	0.00798716703532665
CTSZ	-0.639331648296835	0.0433127325482819
CUL1	0.600325372245351	0.00796160467664357
CYCS	0.63845553482037	0.0162416766669836
DCAF7	0.576195424876872	0.0370555209157206
DCTN5	0.667473197595505	0.0404256745584601
DDAH2	1.14169762122912	0.0118516364427623
DERA	1.10028014307412	0.00777302788536182
DHX36	0.508750240973942	0.0163278812433857
DMTN	1.53554471118849	0.0419409667873274
DNAAF5	0.822879080669022	0.0353395425319066
DNAJB11	-0.560840021228465	0.0107200594612117
DNAJC5	-0.976810478999194	0.0119187113972808
DNTTIP2	0.619525429276436	0.0114798984640127
DPF2	0.661548794695491	0.0181042426919079
DPP9	0.862755168273807	0.00811835292635469
DR1	0.953898154727195	0.00406829428317714
DTD1	0.963280470914071	0.00485911050698782
DYSF	-1.2575204620883	0.0302757408089601
EARS2	0.853402067839468	0.045731732943995
EDC3	0.52804707249075	0.0403658691578464
EDEM3	-0.591995399627965	0.0470809299258857
EIF1AD	0.721105832951785	0.0239700783410798
EMSY	3.98961921250442	0.0117129112235754
ENOPH1	0.663145492587432	0.033771972165861
EPX	-3.3466871507994	0.0054351606141588
ERLIN1	-0.758907022269184	0.0161864173380963
ESD	0.727568403004359	0.0203623078694013
ETFDH	-0.649622271798922	0.00749583162902246
FAHD1	0.76233074113745	0.00702430470552262
FAM136A	-0.538154843956374	0.0360182276398188
FAM160B1	0.596417118653068	0.0239104743104418
FAM175A	1.01910928692081	0.000670274998524372
FHIT	-0.79750081617772	0.0456833028025127
FHL1	1.4821886306115	0.0243437201382257
FLYWCH2	0.575415409551784	0.0167722576241321
FSCN1	1.14846910817187	0.0376770604303276
FUCA2	-0.599835366909076	0.0322542736203054
GBP2	0.89186938830596	0.0403068058030874
GLB1	-0.593502035831271	0.0376096256421212
GLO1	0.969467485001932	0.0038140281305494
GLUL	1.92317520599298	0.000389736740951108
GM2A	-0.99645758096435	0.0168423121219676
GNA15	1.52484651142252	0.0349296279422851
GNG5	-0.529012365257643	0.0305664631367475
GNS	-0.637598009756029	0.0288160722488775
H1F0	2.13276178855126	0.0234138349174935
H1FX	0.695244820613247	0.045368196006548
H2AFX	1.07214469218494	0.012888423650832
HDGF	0.566226406475348	0.0381757788902935
HEBP1	1.38828329468578	0.0154397534680827
HGSNAT	-1.2776927287652	0.00187293412883679
HLA-DPB1	-1.5174886782192	0.0288918038593396
HLA-DRA	-1.29170211546748	0.0400840220552525
HLA-DRB5	-2.02507389795485	0.00641761857816002
HMGA1	-0.644233204698267	0.0259262957004148
HMGB3	-1.22480073968397	0.01154782155983
HMGN5	1.44099229582168	0.00614662762034503
HNRNPAB	0.75883941913856	0.0217462620013217
HNRNPDL	0.525550220920408	0.045178912338871
HSD17B11	-0.652198684692774	0.0292737409917916
HSDL2	0.835347862941713	0.0105419209096515
HSP90B1	-0.728407246858932	0.00111323809838154
HVCN1	-1.65916792638851	0.00534153149510087
IFITM3	1.1870572713987	0.0118682276867762
IGHM	1.59919906136651	0.0201343367085371
IGKV3-20	1.21671805274512	0.0161415920372934
ILK	1.07009474017073	0.0435913277891019
INTS3	-0.748757061533595	0.0434622532535179
IRF2BP1	0.70725699122881	0.0402040457949438
ISCA2	-0.61239593076051	0.00565603509739819
ISOC1	0.574081279850045	0.0292380378422336
ITGB2	-0.797817709767827	0.0425693028568459
KCTD12	-1.56349019841006	0.0248611450601601
KDM3B	0.583538145842958	0.00457865445208679
KRT1	1.32934115059903	0.0395643937853098
LDB1	1.62657974284411	0.00107753270745594
LGALS1	-1.84286993001178	0.00364378950119596
LGALS3BP	-2.74103164425516	0.00135552127337502
LIMA1	0.994485511293835	0.00343057535084514
LMAN2	-0.54707971615305	0.0301035018661682
LRCH1	0.988915040844059	0.000457086585646591
LRPPRC	-0.510071582739588	0.0346738213573481
LSM14A	0.670594105662218	0.0248014498553808
LUC7L	0.79290553421577	0.0488416430659121
LUZP1	0.697078940443706	0.013988616706495
LYPLAL1	0.829898272114075	0.00843979735172022
LYST	-0.886300640990957	0.00716912360956782
LYZ	-1.39051410218691	0.032404579376932
MAFG	-0.574466275889659	0.0362826815760414
MAN2B1	-1.16288988649598	0.00345953273563539
MAN2C1	0.564599767816556	0.0429149121233625
MAP4	0.726165382077067	0.0237647546529009
MAPRE2	0.727578830853876	0.0369023887835367
MBNL1	0.564855846186475	0.0108588803441524
MBP	1.30086885346224	0.0142684880687052
MEMO1	0.847357442951996	0.0349688314350123
METAP1	0.806171402698268	0.00553271723055721
METTL3	0.698542636214725	0.0246579513039545
MGST2	-0.633263312281095	0.0353517727691805
MICAL1	-1.45586264486144	0.00878874626083142
MKI67	0.553486808141354	0.043890147005582
MOB3A	-1.32115205452771	0.0316621254452109
MRPS10	-0.759459454245064	0.0256088662875615
MRPS15	-0.697428870909079	0.0370990143108252
MRPS16	-0.784839465629172	0.00879219747651897
MRPS2	-0.511573788950919	0.0343238663052102
MRPS27	-0.655180855566872	0.00272849965193442
MRPS34	-0.625154765028366	0.00716910246756505
MRPS6	-0.5245899038344	0.00527490577291301
MTA1	0.784808890153364	0.0148409482168973
MYO1F	-0.776497081555206	0.0406313935377576
NAGA	-0.676633129701941	0.0302375497988806
NCK1	0.797190142527846	0.00428295740114643
NCLN	-0.517476215036954	0.0265818300263047
NCSTN	-0.674880255227279	0.0041031256965745
NDUFAF4	-0.608790395404149	0.0427915306546632
NELFA	0.602294362842827	0.024791549965044
NO66	0.580195657363618	0.0215507664260839
NPC1	-0.598120185816175	0.043717210474102
NUBP2	0.660400036242791	0.0407491807059472
NUDCD1	0.867799818666853	0.0024864603874406
P4HA1	1.43651405617017	0.000127561620695473
PANK4	0.771842035516098	0.00713775051458512
PARN	-0.602155121323857	0.0184069481267772
PCIF1	0.662524837481456	0.0350246329395477
PDXP	0.72165484716545	0.0140208261552276
PEBP1	0.755536248617851	0.0399483807406966
PHGDH	2.2929711105558	0.000197205611796408
PIK3C3	-0.944126815604534	0.027600948695321
PIP4K2B	0.647251009874946	0.0151740520425863
PITPNB	0.503008989150079	0.0480713431505725
PLD3	-1.65951701442358	0.0140672214643566
PM20D2	1.38799009781882	0.00212939088819912
PMVK	0.647219577455797	0.0373926877481657
POLR1D	0.775134856912558	0.0250608867600897
POLR3C	0.709134151046474	0.0485879317973725
PPAT	0.855905562857675	0.0252555219509468
PPIB	-0.510124481557753	0.011397517961003
PPID	0.670997991136893	0.0461882360805506
PPIE	0.648207750902206	0.0287931196631997
PPP1CB	1.15426199504546	0.0135017071419899
PRDX2	2.06804210046006	0.00894716997696552
PRDX6	0.653259990431632	0.0321545560996401
PRKAR1A	0.62161267134093	0.0165780474828639
PRPF38B	0.778063658102827	0.0234817537615482
PRPS2	1.12544126797219	0.0113385882647957
PSIP1	0.549158723018689	0.037981823078543
PSPC1	0.568957307963142	0.0300385729746997
PTMS	1.88737362561622	0.000376306491343576
PTPN11	0.614191541946212	0.042987741138679
PURA	0.778815244281631	0.0444043122831666
RAB27A	-1.19197582076616	0.0073336863485774
RAB5B	-0.511667564128583	0.049078433831372
RABEP1	0.618369815536649	0.00965306045540366
RAP1GAP2	0.943032370461104	0.00987024140147585
RAP1GDS1	0.78145847288787	0.0239751181462668
RBM3	0.695770318800879	0.0455522487327169
RBM7	1.02598935470852	0.00333939225830566
RBMXL1	0.824000431705205	0.00941134351246683
RCN1	0.673274378509308	0.0324329859252571
RCOR1	-0.708425620262883	0.0293823416100147
REXO2	1.04182299510731	0.0200059482399639
RMND1	-0.728002185402236	0.00573681672629689
RNASE2	-2.6649800810954	7.77516574236956e-05
RNF20	0.939465135148001	0.0146211124540337
RP2	-0.546710025548833	0.0294402157302575
RPE	-0.56991096629806	0.0278499952040076
RPL13	-0.552250575628783	0.0320203135411204
RRBP1	-0.602565767425659	0.0317912068327035
RRP12	-0.583934563218435	0.0156952227008278
RRP8	0.645387298156624	0.0484226625497027
S100A11	-0.87383812045573	0.0242465705231215
SATB1	0.732173004676444	0.0346038759078817
SCAF8	0.606766827919774	0.0340172446388488
SCAMP1	-0.542068154254782	0.0358777770023302
SCPEP1	-1.81132238160881	0.000364494143878313
SEC61A1	-0.612887649320271	0.020907438804888
SELH	0.638297439488806	0.0210732732486648
SELPLG	-0.674142677387621	0.0352131374752404
SEP11	0.539952525289021	0.0449177889068862
SEPT7	0.649256511693149	0.0219369226109695
SERPINH1	1.33448875378084	0.0128443093365439
SFSWAP	0.738192497171234	0.00638759152281268
SGTA	0.559252170468682	0.0316127137080336
SH3BGRL	0.638888944455587	0.0302607181695092
SLC27A3	-0.99778074300804	0.00574095106148382
SLC38A10	-0.606954146454441	0.0400465691112633
SLC9A1	1.0114042071414	0.00204752190890375
SMARCC1	0.654958763842277	0.0229232502040093
SMG1	0.791206074158527	0.049328879543179
SNCA	1.97656992989195	0.0020386992619471
SOD2	0.77526630554787	0.0324240137567103
SORL1	-0.942885774628476	0.0396686763156918
SPCS3	-0.693694801929272	0.00815665007768947
SPG20	0.761009742257308	0.0285431191740485
SRC	1.35576907815345	0.0135197955951256
SSBP2	0.743748829010816	0.0470691639874135
SSU72	0.915345506521568	0.00369659548672674
STAT3	0.827308880191651	0.0336934013310724
STAT5B	1.01151605260451	0.0101846110971584
STK24	1.19620646381985	0.0101934196669202
STX7	-0.525061785337357	0.0344617821881767
SUMO2	0.753902336778125	0.0379757502969622
SYNE1	0.94253949946793	0.00251094183217291
SYNE3	-0.688360437015572	0.0300912539314142
TAB1	0.639600758309307	0.0280108526925978
TALDO1	0.673041743933958	0.0213832395449243
TBXAS1	-0.753345432886558	0.0300474317219512
TCEAL3	1.09251614728518	0.000843902968054851
TES	0.917541283742668	0.0301527822768268
THAP11	0.614252391001397	0.026064482350681
THOC3	0.74295961609803	0.0132988279698491
THUMPD1	0.709876152819568	0.0137067198136616
TIPRL	0.707306238493938	0.0221548623924632
TMEM41B	0.626509342090749	0.0337295152246403
TRAP1	-0.642223650730894	0.00621081526500445
TROVE2	0.58115649677972	0.00287227475939899
TSPO	-0.551038110671506	0.0416009696713233
TTC37	0.590384894158056	0.0351699224878298
TTLL12	0.637295282198192	0.0210002418083524
TYROBP	-1.15835946009055	0.0293653805629236
UBE2H	0.636422109403373	0.0451629857541973
UBE2J1	0.639232786773618	0.00839790897055331
UBE2O	0.938412743759454	0.0231142724107112
USP24	0.581028091563358	0.043221617703821
