name	IDH2_vs_IDH1_diff	IDH2_vs_IDH1_p.val
A0A096LPI6	-0.360586663959364	0.208134930415898
A0A0A6YYC8	0.197146437695718	0.660916682625202
A1BG	-0.684886217839079	0.405561737580095
A2M	-0.0881448691991125	0.918772132730529
AAAS	-0.099029917408	0.727798849065443
AAK1	0.620896228871452	0.0832029261455688
AAMDC	-0.241824437567022	0.473630416054933
AARS	0.311231761736099	0.301512331775611
AARS2	-0.384682419132808	0.223483357267291
AASDHPPT	-0.0432507501971493	0.895665603111895
AATF	-1.10880320436363	0.0130231556512428
ABCB10	-0.173371649366153	0.747240510287158
ABCB7	-0.0548238521116708	0.846434280482478
ABCC1	-0.267090579092407	0.302151572775894
ABCC4	-0.0586750413304955	0.891707456792523
ABCD1	0.257051177725874	0.647835796243214
ABCD3	-0.0258393358678966	0.933717742286544
ABCE1	0.107032963272797	0.665464625231769
ABCF1	-0.0635287133145539	0.761057992146588
ABCF2	-0.0410515245777212	0.894697744817425
ABCF3	-0.00364974151723629	0.98822371987195
ABHD10	0.218695841943497	0.51469656035962
ABHD11	0.092844830417544	0.829855854001304
ABHD12	0.189126433085139	0.469556544430884
ABHD14B	0.118428708351139	0.723200609346035
ABHD16A	0.378901802002453	0.252169551776512
ABHD17B	-0.145462923768289	0.748029299729828
ABI1	0.163232118094164	0.583082672395484
ABR	0.199615856528769	0.612007172175011
ABT1	-0.38682442485247	0.194274572603752
ACAA1	1.00326818443428	0.0119765822669906
ACAA2	0.519064348333668	0.0980115795882254
ACACA	-0.323067787082181	0.271152994033934
ACAD8	0.0326689038912811	0.921257892380303
ACAD9	-0.212523215411785	0.399246083599265
ACADM	-0.431990021142902	0.0920506360416254
ACADS	-0.609082554906138	0.103073531530402
ACADSB	-0.356421225527665	0.246862736670933
ACADVL	-0.133754642420364	0.587083856100011
ACAP1	0.0261771197061584	0.92801132760931
ACAP2	0.524843028970043	0.0666971101445548
ACAT1	-0.688428549412691	0.0169403318254888
ACAT2	0.111330477000536	0.670030366027471
