"tf"	"target"	"mor"	"likelihood"	"state"
"AR"	"ABCE1"	0.819713332419266	1	"activation"
"AR"	"ACAD10"	0.911242213157061	1	"activation"
"AR"	"AHSG"	0.893635778725731	1	"activation"
"AR"	"AKR1B1"	0.861319105269732	1	"activation"
"AR"	"AKR1C3"	0.330723875616043	1	"activation"
"AR"	"AKT1"	-0.136866353620233	1	"inhibition"
"AR"	"ANAPC10"	0.848391104426977	1	"activation"
"AR"	"AP2M1"	0.343589476996267	1	"activation"
"AR"	"APPBP2"	0.728604858119104	1	"activation"
"AR"	"ATF6"	0.856938683576831	1	"activation"
"AR"	"ATM"	0.974495432908171	1	"activation"
"AR"	"ATP2B4"	0.612754848003521	1	"activation"
"AR"	"BANF1"	0.856692397678508	1	"activation"
"AR"	"BTD"	0.86606959474942	1	"activation"
"AR"	"C1orf21"	0.688720668704474	1	"activation"
"AR"	"CCNG2"	0.648146416102094	1	"activation"
"AR"	"CD4"	0.573488037344361	1	"activation"
"AR"	"CDC6"	-0.0014907779085515	1	"inhibition"
"AR"	"CDH2"	0.884912711047162	1	"activation"
"AR"	"CDKL5"	0.471775635593804	1	"activation"
"AR"	"CDKN1A"	-0.00170777277769545	1	"inhibition"
"AR"	"CITED2"	-0.00241586441920696	1	"inhibition"
"AR"	"COASY"	0.753185863367622	1	"activation"
"AR"	"CPT2"	0.910558369834872	1	"activation"
"AR"	"CRISP1"	0.997436225929831	1	"activation"
"AR"	"CYCS"	0.49653214790731	1	"activation"
"AR"	"DBI"	0.601615122310651	1	"activation"
"AR"	"DDC"	0.994391020758925	1	"activation"
"AR"	"DDT"	0.710521275962166	1	"activation"
"AR"	"DHX15"	0.759130762631343	1	"activation"
"AR"	"EGFR"	0.914267675734892	1	"activation"
"AR"	"EIF3I"	0.969993884314393	1	"activation"
"AR"	"ELF3"	-0.00179663671597556	1	"inhibition"
"AR"	"ERBB3"	0.938025884603	1	"activation"
"AR"	"ESRRA"	0.36454531785081	1	"activation"
"AR"	"EYA2"	0.97254609386885	1	"activation"
"AR"	"FAM13A"	0.404883230016252	1	"activation"
"AR"	"FAM174B"	0.511820883783097	1	"activation"
"AR"	"FKBP5"	0.835710305115861	1	"activation"
"AR"	"FOXA1"	0.687532753034244	1	"activation"
"AR"	"FXYD3"	0.921313351791446	1	"activation"
"AR"	"GLRX"	-0.547137803053616	1	"inhibition"
"AR"	"GNL1"	0.987999460039438	1	"activation"
"AR"	"GRB10"	0.907956243234883	1	"activation"
"AR"	"GTF2F1"	0.775131830862532	1	"activation"
"AR"	"HES1"	0.398717012150703	1	"activation"
"AR"	"HK2"	-0.00511574723253562	1	"inhibition"
"AR"	"HLA-E"	0.785003389279106	1	"activation"
"AR"	"HNRNPA1"	0.9297303309779	1	"activation"
"AR"	"HSD17B11"	0.828819678854268	1	"activation"
"AR"	"IFI35"	0.639814073886666	1	"activation"
"AR"	"IGF1R"	0.492174021691008	1	"activation"
