nodeID nodeLabel
1 chr1:1005127-1034268
2 chr1:1096739-1107115
3 chr1:1109733-1122642
4 chr1:1160798-1206873
5 chr1:1212439-1220554
6 chr1:1239426-1278099
7 chr1:1465274-1482323
8 chr1:1533887-1545982
9 chr1:1648711-1672992
10 chr1:2104999-2122560
11 chr1:2354920-2357804
12 chr1:2387105-2417285
13 chr1:2420090-2426369
14 chr1:2927637-2944794
15 chr1:3470648-3481073
16 chr1:3665843-3671123
17 chr1:5861508-5877773
18 chr1:6553634-6581701
19 chr1:6614862-6634284
20 chr1:6808226-6817296
21 chr1:7279196-7281793
22 chr1:7500933-7503257
23 chr1:7879742-7888412
24 chr1:7909867-7918134
25 chr1:8265143-8268856
26 chr1:8351923-8354157
27 chr1:8571654-8573207
28 chr1:8943321-8945270
29 chr1:9082025-9091716
30 chr1:9148201-9150970
31 chr1:9205544-9214053
32 chr1:9336978-9341933
33 chr1:10221034-10226462
34 chr1:10355588-10362375
35 chr1:10494029-10510019
36 chr1:10517783-10519585
37 chr1:11039443-11046834
38 chr1:11085726-11113120
39 chr1:11192293-11204078
40 chr1:11210175-11212490
41 chr1:11228704-11246524
42 chr1:11248311-11249465
43 chr1:11285314-11287968
44 chr1:11837145-11851241
45 chr1:11901356-11913795
46 chr1:12566709-12567962
47 chr1:12627258-12642357
48 chr1:12700924-12716452
49 chr1:12773296-12776419
50 chr1:12794756-12801844
51 chr1:12832196-12836206
52 chr1:15495408-15502593
53 chr1:15659242-15665924
54 chr1:15667944-15673815
55 chr1:15763811-15767301
56 chr1:15779730-15788479
57 chr1:15855326-15870456
58 chr1:15932824-15936842
59 chr1:15985644-15986908
60 chr1:16059770-16064295
61 chr1:16064296-16081772
62 chr1:16232922-16239426
63 chr1:16321496-16331357
64 chr1:16331358-16347268
65 chr1:16358634-16372517
66 chr1:16485103-16490906
67 chr1:16516866-16525321
68 chr1:16538420-16542892
69 chr1:16555003-16560581
70 chr1:16763583-16765770
71 chr1:17297144-17307321
72 chr1:17530817-17533093
73 chr1:17573271-17575857
74 chr1:17728739-17733875
75 chr1:17773612-17779452
76 chr1:18504333-18508604
77 chr1:19180246-19189771
78 chr1:19834133-19846538
79 chr1:19852468-19871393
80 chr1:19965667-19968102
81 chr1:20140001-20141953
82 chr1:20247143-20260754
83 chr1:20301548-20307716
84 chr1:20458341-20473891
85 chr1:20503783-20504897
86 chr1:20644901-20650388
87 chr1:21064878-21072569
88 chr1:21167001-21172670
89 chr1:21314908-21317537
90 chr1:21592479-21598521
91 chr1:21904946-21937583
92 chr1:22137923-22169002
93 chr1:22974711-22980184
94 chr1:23072076-23078076
95 chr1:23150255-23167762
96 chr1:23283163-23292199
97 chr1:23487352-23489391
98 chr1:23489392-23491849
99 chr1:23521149-23521709
100 chr1:23903672-23918990
