node	agg	layer1	layer2	layer3	layer4
44152	1513	0	0	0	1513
44182	1231	0	0	0	1231
44160	519	0	0	0	519
44492	465	0	0	0	465
44162	452	0	0	0	452
44209	369	0	0	0	369
44200	332	0	0	0	332
44156	323	0	0	0	323
44154	321	0	0	0	321
9648	301	0	0	301	0
9724	253	0	0	253	0
44197	250	0	0	0	250
9640	249	0	0	249	0
9719	234	0	0	234	0
9812	234	0	2	232	0
9701	223	0	0	223	0
6522	221	0	22	207	0
9869	218	0	0	218	0
6108	217	0	30	193	0
44215	215	0	0	0	215
44217	212	0	0	0	212
9765	204	0	0	204	0
9777	200	0	0	200	0
6507	194	0	38	163	0
44645	190	0	0	0	190
6643	188	0	23	171	0
9647	187	0	1	186	0
44194	185	0	0	0	185
9850	184	0	0	184	0
9642	181	0	1	180	0
5987	180	0	28	159	0
9746	179	0	2	177	0
9689	178	0	0	178	0
6837	173	0	11	167	0
9875	173	0	0	173	0
10448	173	0	1	172	0
9754	172	0	0	172	0
9984	172	0	0	172	0
9731	171	0	0	171	0
10014	170	0	0	170	0
44504	168	0	0	0	168
9776	167	0	0	167	0
44167	167	0	0	0	167
9667	166	0	3	163	0
9766	166	0	0	166	0
9945	164	0	0	164	0
9698	162	0	3	159	0
9885	162	0	0	162	0
44251	162	0	0	0	162
9836	161	0	6	158	0
44249	161	0	0	0	161
44165	160	0	0	0	160
9650	159	0	0	159	0
9662	159	0	0	159	0
6171	158	0	36	142	0
6890	157	0	20	140	0
9747	157	0	0	157	0
6673	156	0	26	139	0
7114	155	0	2	153	0
9651	153	0	1	152	0
9705	153	0	0	153	0
10194	153	0	0	153	0
44400	153	0	0	0	153
9799	152	0	0	152	0
9694	150	0	3	149	0
9715	150	0	0	150	0
9811	150	0	2	148	0
9821	150	0	0	150	0
9807	149	0	1	148	0
9138	148	0	3	145	0
9693	148	0	0	148	0
13051	148	0	0	0	148
5988	145	0	58	106	0
9695	144	0	0	144	0
9711	144	0	0	144	0
9727	144	0	0	144	0
6310	143	0	15	130	0
9824	143	0	0	143	0
10003	143	0	0	143	0
8321	142	0	7	137	0
9658	142	0	0	142	0
9712	139	0	0	139	0
9718	139	0	12	127	0
44166	139	0	0	0	139
44588	138	0	0	0	138
9899	137	0	4	134	0
9758	136	0	0	136	0
6400	135	0	45	103	0
9699	135	0	0	135	0
9714	135	0	0	135	0
9759	135	0	4	132	0
9919	135	0	6	129	0
