	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP411	WP411	mRNA processing	10/101	126/8701	1.78772134675446e-06	10978/3187/3191/51690/11051/10181/9410/6429/6431/57794	10
WP4946	WP4946	DNA repair pathways, full network	8/101	120/8701	7.18176140176283e-05	2177/2237/4350/4436/2956/4683/5985/57599	8
WP531	WP531	DNA mismatch repair	3/101	23/8701	0.00227116366735243	4436/2956/5985	3
WP4016	WP4016	DNA IR-damage and cellular response via ATR	5/101	81/8701	0.0024336570916726	2177/2237/4436/4683/7156	5
WP4686	WP4686	Leucine, isoleucine and valine metabolism	3/101	24/8701	0.00257389660131856	1629/64087/5096	3
WP4352	WP4352	Ciliary landscape	8/101	215/8701	0.00344142386360769	324/246175/1488/80344/10238/8655/54585/4436	8
WP5351	WP5351	Kleefstra syndrome	3/101	29/8701	0.00445585177571433	86/57492/9070	3
WP4844	WP4844	Influence of laminopathies on Wnt signaling	3/101	37/8701	0.00886200728354161	27161/324/860	3
WP4290	WP4290	Metabolic reprogramming in colon cancer	3/101	42/8701	0.0125590979325543	5471/29920/6888	3
WP4921	WP4921	Mitochondrial complex III assembly	2/101	16/8701	0.0144003454908587	90624/4519	2
WP3959	WP3959	DNA IR-double strand breaks and cellular response via ATM	3/101	55/8701	0.0257680527801416	86/2177/4683	3
WP4482	WP4482	Vitamin D in inflammatory diseases	2/101	22/8701	0.0265001686827758	9282/2908	2
WP4673	WP4673	Male infertility	5/101	145/8701	0.0265331953217268	27161/847/222229/23369/6470	5
WP4258	WP4258	lncRNA in canonical Wnt signaling and colorectal cancer	4/101	99/8701	0.0278288503397324	324/1460/1488/6929	4
WP4879	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	3/101	57/8701	0.0282684723914852	27161/324/860	3
WP4224	WP4224	Purine metabolism and related disorders	2/101	23/8701	0.028807692969959	100/5471	2
WP5407	WP5407	15q11q13 copy number variation	3/101	59/8701	0.0308935071722228	2177/197370/79677	3
WP3658	WP3658	Wnt/beta-catenin signaling pathway in leukemia	2/101	26/8701	0.0361862251440476	324/6929	2
WP2263	WP2263	Androgen receptor network in prostate cancer	4/101	110/8701	0.0387973630193491	86/57492/4436/2956	4
WP2361	WP2361	Gastric cancer network 1	2/101	28/8701	0.0414649808916346	86/324	2
WP4204	WP4204	Tumor suppressor activity of SMARCB1	2/101	31/8701	0.0498838569558234	86/57492	2
WP4752	WP4752	Base excision repair	2/101	31/8701	0.0498838569558234	2237/4350	2
WP4868	WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	2/101	31/8701	0.0498838569558234	5610/4940	2
WP3584	WP3584	MECP2 and associated Rett syndrome	3/101	73/8701	0.0526872217103894	3187/4155/6670	3
WP4216	WP4216	Chromosomal and microsatellite instability in colorectal cancer 	3/101	73/8701	0.0526872217103894	324/4436/2956	3
WP4880	WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	2/101	33/8701	0.0558086068848567	5610/4940	2
WP2516	WP2516	ATM signaling pathway	2/101	40/8701	0.0782923469946107	2177/4683	2
WP3594	WP3594	Circadian rhythm genes	5/101	201/8701	0.0841639433390368	100/1374/1859/55269/83759	5
WP4336	WP4336	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	3/101	90/8701	0.0866651695604587	324/1460/1488	3
WP2853	WP2853	Endoderm differentiation	4/101	145/8701	0.0878974417407349	324/9425/1488/2908	4
WP5355	WP5355	Metabolic Epileptic Disorders	3/101	91/8701	0.0888975320553287	6470/292/6518	3
WP4754	WP4754	IL-18 signaling pathway	6/101	273/8701	0.0974069088022867	55738/1374/7913/5546/5763/860	6
WP2038	WP2038	Microtubule cytoskeleton regulation	2/101	46/8701	0.0994144505804179	324/6249	2
WP3934	WP3934	Leptin and adiponectin	1/101	10/8701	0.110253213742654	1374	1
WP1971	WP1971	Integrated cancer pathway	2/101	49/8701	0.110509845556006	4436/2956	2
WP706	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	4/101	160/8701	0.115171170458776	1374/2908/6670/6929	4
WP363	WP363	Wnt signaling pathway	2/101	51/8701	0.118079880797915	324/6929	2
WP4157	WP4157	GABA metabolism (aka GHB)	1/101	11/8701	0.120593154533356	7915	1
WP5118	WP5118	SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome	1/101	11/8701	0.120593154533356	4683	1
WP5233	WP5233	Arsenic metabolism and reactive oxygen species generation	1/101	11/8701	0.120593154533356	847	1
WP5409	WP5409	PAFAH1B1 copy number variation	1/101	11/8701	0.120593154533356	6249	1
WP4321	WP4321	Thermogenesis	3/101	108/8701	0.130297947406578	86/57492/1374	3
