	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0003677	GO:0003677	DNA binding	46/179	483/3928	3.89619368648638e-07	ABT1/ACTL6A/AGO2/AKAP9/ARID1B/ASH2L/BANF1/BRD7/CENPC/CERS2/CHD1/DEK/DNAJC1/FEN1/FOXK2/GTF3C1/GTF3C2/GTF3C3/GTF3C5/HNRNPL/LRWD1/MPG/MSH2/MSH6/NBN/NKRF/NR3C1/PBRM1/PHC2/POLR3C/RBM5/RFC5/RREB1/RUNX2/SMC6/SP3/SSBP2/TADA2A/TCF3/TOP3A/WDR48/ZMYM3/ZNF362/ZNF451/ZNF579/ZNF629	46
GO:0003690	GO:0003690	double-stranded DNA binding	21/179	211/3928	0.000488305460470776	AGO2/ASH2L/BANF1/BRD7/CENPC/FEN1/FOXK2/GTF3C5/HNRNPL/MSH2/MSH6/NKRF/NR3C1/RREB1/RUNX2/SP3/TCF3/WDR48/ZNF362/ZNF579/ZNF629	21
GO:0035064	GO:0035064	methylated histone binding	7/179	34/3928	0.00068560194055935	CBX8/CDYL/CHD1/ING5/LRWD1/MSH6/SPIN1	7
GO:0140034	GO:0140034	methylation-dependent protein binding	7/179	34/3928	0.00068560194055935	CBX8/CDYL/CHD1/ING5/LRWD1/MSH6/SPIN1	7
GO:0140110	GO:0140110	transcription regulator activity	23/179	258/3928	0.00124597082263027	ABT1/ACTL6A/ARID1B/BRD7/CDYL/CNOT2/CTBP2/DDX17/DYRK1A/FOXK2/MED14/NKRF/NR3C1/RREB1/RUNX2/SP3/TADA2A/TCERG1/TCF3/ZNF362/ZNF451/ZNF579/ZNF629	23
GO:0003700	GO:0003700	DNA-binding transcription factor activity	11/179	86/3928	0.00159423782571059	FOXK2/NKRF/NR3C1/RREB1/RUNX2/SP3/TCF3/ZNF362/ZNF451/ZNF579/ZNF629	11
GO:1990837	GO:1990837	sequence-specific double-stranded DNA binding	17/179	171/3928	0.00173557111940124	AGO2/ASH2L/BRD7/CENPC/FOXK2/GTF3C5/HNRNPL/MSH2/NKRF/NR3C1/RREB1/RUNX2/SP3/TCF3/ZNF362/ZNF579/ZNF629	17
GO:0008270	GO:0008270	zinc ion binding	17/179	175/3928	0.00223194873087568	ADA/APOBEC3B/APOBEC3F/CLIP1/LANCL1/MSRB3/NR3C1/PHC2/RBM4B/RNF2/SHMT1/TADA2A/TOP3A/ZCCHC8/ZMYM2/ZMYM3/ZNF346	17
GO:0003682	GO:0003682	chromatin binding	19/179	206/3928	0.00227218643904981	ACTL6A/ARID1B/CBX8/CDYL/CHD1/CSNK2B/CTBP2/ING5/LRWD1/MSH2/MSH6/NUDT21/PBRM1/RNF2/RUNX2/SAMD1/SP3/TADA2A/ZC3H4	19
GO:0061980	GO:0061980	regulatory RNA binding	5/179	22/3928	0.0025978188751523	AGO2/AGO3/FAM172A/PUM2/ZNF346	5
GO:0042393	GO:0042393	histone binding	12/179	106/3928	0.00285480822518737	BRD7/CBX8/CDYL/CHD1/DEK/ING5/LRWD1/MSH6/PHF10/PTMS/SPIN1/YEATS4	12
GO:0001216	GO:0001216	DNA-binding transcription activator activity	7/179	43/3928	0.00290328324617866	FOXK2/NKRF/NR3C1/RREB1/RUNX2/TCF3/ZNF629	7
GO:0001228	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	7/179	43/3928	0.00290328324617866	FOXK2/NKRF/NR3C1/RREB1/RUNX2/TCF3/ZNF629	7
