	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
WP2272	WP2272	Pathogenic Escherichia coli infection	6/94	55/8701	2.56230223043182e-05	10109/929/998/3688/7277/7454	6
WP3945	WP3945	TYROBP causal network in microglia	6/94	62/8701	5.11353897952041e-05	23307/3684/3689/10577/170954/107987457	6
WP185	WP185	Integrin-mediated cell adhesion	7/94	102/8701	0.00010989296667389	824/23473/998/3684/3688/3689/5604	7
WP5122	WP5122	Prostaglandin and leukotriene metabolism in senescence 	4/94	31/8701	0.000321469603378094	241/2776/2778/4048	4
WP5314	WP5314	Lactate shuttle in glial cells	3/94	13/8701	0.000322896106343168	3098/9123/6515	3
WP5321	WP5321	Prostaglandin and leukotriene metabolism in senescence 	4/94	34/8701	0.000462226025979648	241/2776/2778/4048	4
WP722	WP722	Serotonin HTR1 group and FOS pathway	4/94	37/8701	0.00064218322761991	2771/2776/5604/9252	4
WP3888	WP3888	VEGFA-VEGFR2 signaling	13/94	432/8701	0.00070864707676563	382/9114/682/824/998/1536/8826/3688/5604/5034/9252/7086/7114	13
WP524	WP524	G13 signaling pathway	4/94	39/8701	0.000786690365344808	998/8826/5585/7454	4
WP3937	WP3937	Microglia pathogen phagocytosis pathway	4/94	40/8701	0.000866931241634485	1536/2207/3684/3689	4
WP734	WP734	Serotonin receptor 4/6/7 and NR3C signaling	3/94	19/8701	0.0010437760888814	2778/5604/9252	3
WP5413	WP5413	IL-24 Signaling pathway	10/94	291/8701	0.00113205574160943	308/682/929/1973/3684/3848/4318/5788/6277/10652	10
WP51	WP51	Regulation of actin cytoskeleton	7/94	151/8701	0.00119616346073763	55845/929/998/8826/5604/7114/7454	7
WP98	WP98	Prostaglandin synthesis and regulation	4/94	45/8701	0.00135640573293159	306/308/309/6277	4
WP4217	WP4217	Ebola virus infection in host	6/94	129/8701	0.00265306431916917	998/1212/8826/3688/10577/27072	6
WP2355	WP2355	Corticotropin-releasing hormone signaling pathway	5/94	92/8701	0.00310273887571479	2771/2776/2778/3848/5604	5
WP2806	WP2806	Complement system	5/94	97/8701	0.00389820476244878	1991/2162/2771/3689/7454	5
WP2877	WP2877	Vitamin D receptor pathway	7/94	187/8701	0.00401489476233431	820/929/3684/6275/6277/6279/6280	7
WP2380	WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway	6/94	144/8701	0.00456913214609128	998/1808/5604/391/9252/140885	6
WP2032	WP2032	Thyroid stimulating hormone (TSH) signaling pathway	4/94	66/8701	0.00552362524218129	2771/2776/2778/5604	4
WP5394	WP5394	UDP-derived sugars synthesis in fibroblasts	2/94	11/8701	0.00596099099842734	2821/3098	2
WP4629	WP4629	Aerobic glycolysis	2/94	12/8701	0.00710312156792165	2821/3098	2
WP5269	WP5269	Genetic causes of porto-sinusoidal vascular disease	3/94	37/8701	0.00727451989162737	998/1536/285203	3
WP5055	WP5055	Burn wound healing	5/94	113/8701	0.00742077835150455	2162/4318/6282/6277/6280	5
WP437	WP437	EGF/EGFR signaling pathway	6/94	163/8701	0.00826954969073231	382/998/8826/5604/5899/9252	6
WP1434	WP1434	Osteopontin signaling	2/94	13/8701	0.00833588983366319	5604/4318	2
WP5171	WP5171	Leukotriene metabolic pathway	2/94	13/8701	0.00833588983366319	241/4048	2
WP2828	WP2828	Bladder cancer	3/94	40/8701	0.00903734467411236	5604/4318/9252	3
WP5178	WP5178	Disorders of fructose metabolism	2/94	14/8701	0.00965724676429629	2821/3098	2
WP4290	WP4290	Metabolic reprogramming in colon cancer	3/94	42/8701	0.0103395356683071	2821/9123/7086	3
WP4136	WP4136	Fibrin complement receptor 3 signaling pathway	3/94	43/8701	0.0110293417072155	929/3684/3689	3
WP3853	WP3853	ERK pathway in Huntington's disease	2/94	15/8701	0.0110651762031845	3064/9252	2
WP5353	WP5353	A network map of Macrophage-stimulating protein (MSP) signaling	4/94	82/8701	0.0117658761913087	3688/5604/4318/9252	4
WP534	WP534	Glycolysis and gluconeogenesis	3/94	45/8701	0.0124872491675906	2821/3098/6515	3
WP2038	WP2038	Microtubule cytoskeleton regulation	3/94	46/8701	0.0132556556017714	998/1808/2776	3
WP4566	WP4566	Translation inhibitors in chronically activated PDGFRA cells	3/94	46/8701	0.0132556556017714	1973/5604/9252	3
WP1946	WP1946	Cori cycle	2/94	17/8701	0.0141328496055372	2821/3098	2
WP4153	WP4153	Degradation pathway of sphingolipids, including diseases	2/94	17/8701	0.0141328496055372	10577/5660	2
