	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0003735	GO:0003735	structural constituent of ribosome	18/196	126/3928	3.99328363016521e-05	DAP3/MRPL17/MRPL19/MRPL20/MRPL27/MRPL37/MRPL55/MRPS16/MRPS18B/MRPS2/MRPS22/MRPS23/MRPS24/MRPS31/MRPS34/MRPS5/MRPS6/MRPS7	18
GO:0030515	GO:0030515	snoRNA binding	7/196	26/3928	0.000202320900888073	HEATR1/NOLC1/NOP14/RRP9/TBL3/UTP6/WDR3	7
GO:0004540	GO:0004540	ribonuclease activity	7/196	43/3928	0.00481839982332223	EXOSC10/PARN/PNPT1/RNASE2/RNASEH2A/RNASET2/TOE1	7
GO:0140662	GO:0140662	ATP-dependent protein folding chaperone	5/196	25/3928	0.00689424825463103	CLPX/HSP90B1/HSPA13/HSPA9/TRAP1	5
GO:0016887	GO:0016887	ATP hydrolysis activity	16/196	166/3928	0.00786775149224408	ABCD1/ATAD3A/BCS1L/CLPX/DDX27/DDX41/DDX47/DDX49/DDX51/HSP90B1/HSPA13/HSPA9/MDN1/NVL/TRAP1/VWA8	16
GO:0016796	GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	5/196	28/3928	0.0112962431928043	EXOSC10/PARN/PLD3/PNPT1/TOE1	5
GO:0000062	GO:0000062	fatty-acyl-CoA binding	3/196	10/3928	0.0113159727672325	ACADVL/ALDH6A1/GCDH	3
GO:0120227	GO:0120227	acyl-CoA binding	3/196	10/3928	0.0113159727672325	ACADVL/ALDH6A1/GCDH	3
GO:1901567	GO:1901567	fatty acid derivative binding	3/196	10/3928	0.0113159727672325	ACADVL/ALDH6A1/GCDH	3
GO:0004518	GO:0004518	nuclease activity	8/196	65/3928	0.0145395636471572	EXOSC10/PARN/PLD3/PNPT1/RNASE2/RNASEH2A/RNASET2/TOE1	8
GO:0044183	GO:0044183	protein folding chaperone	6/196	41/3928	0.0149114516639371	CCDC47/CLPX/HSP90B1/HSPA13/HSPA9/TRAP1	6
GO:0000175	GO:0000175	3'-5'-RNA exonuclease activity	4/196	20/3928	0.015515928764566	EXOSC10/PARN/PNPT1/TOE1	4
GO:0016896	GO:0016896	RNA exonuclease activity, producing 5'-phosphomonoesters	4/196	21/3928	0.0184358453248629	EXOSC10/PARN/PNPT1/TOE1	4
GO:0004532	GO:0004532	exoribonuclease activity	4/196	22/3928	0.0216750070922258	EXOSC10/PARN/PNPT1/TOE1	4
GO:0019843	GO:0019843	rRNA binding	6/196	45/3928	0.0229183961560249	MRPL20/MRPS27/MRPS6/MRPS7/PTCD3/RRS1	6
GO:0140098	GO:0140098	catalytic activity, acting on RNA	14/196	157/3928	0.0235400113311165	DDX27/DDX41/DDX47/DDX49/DDX51/EXOSC10/FARS2/PARN/PNPT1/RNASE2/RNASEH2A/RNASET2/TOE1/TRMT10C	14
GO:0004527	GO:0004527	exonuclease activity	5/196	34/3928	0.02512981937461	EXOSC10/PARN/PLD3/PNPT1/TOE1	5
GO:0008408	GO:0008408	3'-5' exonuclease activity	4/196	24/3928	0.0291407915070903	EXOSC10/PARN/PNPT1/TOE1	4
GO:0140318	GO:0140318	protein transporter activity	3/196	15/3928	0.0357074334099454	SEC61A1/SEC63/TIMM8B	3
GO:0005198	GO:0005198	structural molecule activity	19/196	246/3928	0.035725521994285	DAP3/MRPL17/MRPL19/MRPL20/MRPL27/MRPL37/MRPL55/MRPS16/MRPS18B/MRPS2/MRPS22/MRPS23/MRPS24/MRPS31/MRPS34/MRPS5/MRPS6/MRPS7/NUP85	19
GO:0016758	GO:0016758	hexosyltransferase activity	5/196	40/3928	0.0467885582061411	ALG8/ALG9/COLGALT1/POFUT1/STT3A	5
GO:0000049	GO:0000049	tRNA binding	4/196	30/3928	0.0596898434379488	FARS2/MRPS27/NAT10/TRMT10C	4
GO:0050660	GO:0050660	flavin adenine dinucleotide binding	4/196	30/3928	0.0596898434379488	ACAD9/ACADVL/ETFDH/GCDH	4
GO:0004521	GO:0004521	RNA endonuclease activity	3/196	19/3928	0.0657717776246397	RNASE2/RNASEH2A/RNASET2	3
GO:1901681	GO:1901681	sulfur compound binding	6/196	60/3928	0.0765757060016113	ACADVL/ALDH6A1/FTH1/FTL/GCDH/RCC1	6
GO:0003724	GO:0003724	RNA helicase activity	5/196	46/3928	0.0769084839788261	DDX27/DDX41/DDX47/DDX49/DDX51	5
GO:0008186	GO:0008186	ATP-dependent activity, acting on RNA	5/196	46/3928	0.0769084839788261	DDX27/DDX41/DDX47/DDX49/DDX51	5
GO:0008320	GO:0008320	protein transmembrane transporter activity	2/196	11/3928	0.101320207676773	SEC61A1/SEC63	2
GO:0070034	GO:0070034	telomerase RNA binding	2/196	11/3928	0.101320207676773	EXOSC10/PARN	2
GO:0016765	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	3/196	23/3928	0.104141227480839	FDFT1/MMAB/PDSS2	3
GO:0016757	GO:0016757	glycosyltransferase activity	5/196	51/3928	0.108373877931661	ALG8/ALG9/COLGALT1/POFUT1/STT3A	5
GO:0004180	GO:0004180	carboxypeptidase activity	2/196	12/3928	0.117730079577601	CPVL/SCPEP1	2
GO:0003714	GO:0003714	transcription corepressor activity	6/196	68/3928	0.121523090939875	CREG1/DNMT3A/MYBBP1A/NOC2L/RCOR1/ZMYND8	6
GO:0140640	GO:0140640	catalytic activity, acting on a nucleic acid	16/196	238/3928	0.134109435025036	DDX27/DDX41/DDX47/DDX49/DDX51/DNMT3A/EXOSC10/FARS2/PARN/PLD3/PNPT1/RNASE2/RNASEH2A/RNASET2/TOE1/TRMT10C	16
GO:0140657	GO:0140657	ATP-dependent activity	16/196	238/3928	0.134109435025036	ABCD1/ATAD3A/BCS1L/CLPX/DDX27/DDX41/DDX47/DDX49/DDX51/HSP90B1/HSPA13/HSPA9/MDN1/NVL/TRAP1/VWA8	16
GO:0022884	GO:0022884	macromolecule transmembrane transporter activity	2/196	13/3928	0.134744902647956	SEC61A1/SEC63	2
GO:0016903	GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	3/196	26/3928	0.137445623154456	ALDH1B1/ALDH6A1/MRPS36	3
GO:0017111	GO:0017111	ribonucleoside triphosphate phosphatase activity	18/196	278/3928	0.150020165674561	ABCD1/ARL2/ATAD3A/BCS1L/CLPX/DDX27/DDX41/DDX47/DDX49/DDX51/HSP90B1/HSPA13/HSPA9/MDN1/NVL/TRAP1/TUFM/VWA8	18
GO:0016462	GO:0016462	pyrophosphatase activity	19/196	298/3928	0.157148667254173	ABCD1/ARL2/ATAD3A/BCS1L/CLPX/DDX27/DDX41/DDX47/DDX49/DDX51/HSP90B1/HSPA13/HSPA9/MDN1/NVL/PPA2/TRAP1/TUFM/VWA8	19
GO:0016817	GO:0016817	hydrolase activity, acting on acid anhydrides	19/196	298/3928	0.157148667254173	ABCD1/ARL2/ATAD3A/BCS1L/CLPX/DDX27/DDX41/DDX47/DDX49/DDX51/HSP90B1/HSPA13/HSPA9/MDN1/NVL/PPA2/TRAP1/TUFM/VWA8	19
GO:0016818	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	19/196	298/3928	0.157148667254173	ABCD1/ARL2/ATAD3A/BCS1L/CLPX/DDX27/DDX41/DDX47/DDX49/DDX51/HSP90B1/HSPA13/HSPA9/MDN1/NVL/PPA2/TRAP1/TUFM/VWA8	19
GO:0004553	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	3/196	28/3928	0.161401702525103	EDEM3/FUCA2/MAN2B1	3
GO:0043022	GO:0043022	ribosome binding	4/196	44/3928	0.174666697487582	CCDC47/MRPS27/NCLN/SEC61A1	4
GO:0016746	GO:0016746	acyltransferase activity	6/196	76/3928	0.176828712987779	ACAT1/AGPAT5/HGSNAT/MCAT/NAT10/QPCTL	6
GO:0016627	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	3/196	30/3928	0.186505030377203	ACAD9/ACADVL/GCDH	3
GO:0001671	GO:0001671	ATPase activator activity	2/196	16/3928	0.188456173170268	DNAJC19/NKRF	2
GO:0051787	GO:0051787	misfolded protein binding	2/196	16/3928	0.188456173170268	HSPA13/HSPA9	2
GO:0043021	GO:0043021	ribonucleoprotein complex binding	7/196	95/3928	0.194151654142713	CCDC47/MRPS27/NCLN/NOLC1/NVL/PTCD3/SEC61A1	7
GO:0008236	GO:0008236	serine-type peptidase activity	3/196	32/3928	0.212541177500545	CPVL/CTSC/SCPEP1	3
GO:0017171	GO:0017171	serine hydrolase activity	3/196	33/3928	0.225844147839066	CPVL/CTSC/SCPEP1	3
GO:0016747	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	5/196	66/3928	0.231612014791143	ACAT1/AGPAT5/HGSNAT/MCAT/NAT10	5
GO:0004519	GO:0004519	endonuclease activity	3/196	34/3928	0.239303675557612	RNASE2/RNASEH2A/RNASET2	3
GO:0035064	GO:0035064	methylated histone binding	3/196	34/3928	0.239303675557612	PWP1/UHRF1/ZMYND8	3
GO:0140034	GO:0140034	methylation-dependent protein binding	3/196	34/3928	0.239303675557612	PWP1/UHRF1/ZMYND8	3
GO:0051082	GO:0051082	unfolded protein binding	5/196	67/3928	0.240991570697089	CLPX/HSP90B1/HSPA13/HSPA9/TRAP1	5
GO:0004222	GO:0004222	metalloendopeptidase activity	2/196	19/3928	0.244471092234126	PITRM1/PMPCA	2
GO:0043621	GO:0043621	protein self-association	2/196	19/3928	0.244471092234126	CARD9/CTSC	2
GO:0008238	GO:0008238	exopeptidase activity	3/196	35/3928	0.252895629613014	CPVL/CTSC/SCPEP1	3
GO:0003730	GO:0003730	mRNA 3'-UTR binding	4/196	53/3928	0.271041969837546	LRPPRC/PARN/RSL1D1/TAF15	4
GO:0016788	GO:0016788	hydrolase activity, acting on ester bonds	12/196	196/3928	0.271231990144056	ABCD1/BPHL/EXOSC10/PARN/PGAM5/PLD3/PNPT1/PPA2/RNASE2/RNASEH2A/RNASET2/TOE1	12
GO:0032559	GO:0032559	adenyl ribonucleotide binding	28/196	498/3928	0.274275508832511	ABCD1/ACADVL/ACAT1/ALDH6A1/ATAD3A/BCS1L/CLCN7/CLPX/DDX27/DDX41/DDX47/DDX49/DDX51/FARS2/FLAD1/GCDH/HSP90B1/HSPA13/HSPA9/MDN1/MMAB/NAT10/NME3/NMNAT1/NOLC1/NVL/TRAP1/VWA8	28
GO:0008080	GO:0008080	N-acetyltransferase activity	2/196	21/3928	0.282218349228426	HGSNAT/NAT10	2
