	ID	Description	GeneRatio	BgRatio	pvalue	geneID	Count
GO:0004252	GO:0004252	serine-type endopeptidase activity	7/154	22/3928	1.29049536226982e-05	CTSG/ELANE/GZMA/GZMM/HP/MMP9/PRTN3	7
GO:0008236	GO:0008236	serine-type peptidase activity	8/154	32/3928	2.19559225344715e-05	CTSG/ELANE/GZMA/GZMM/HP/MMP9/PRCP/PRTN3	8
GO:0017171	GO:0017171	serine hydrolase activity	8/154	33/3928	2.80276904477755e-05	CTSG/ELANE/GZMA/GZMM/HP/MMP9/PRCP/PRTN3	8
GO:0005509	GO:0005509	calcium ion binding	14/154	113/3928	0.000106280919698496	ANXA3/ANXA5/ANXA6/CAPN2/EFHD2/GCA/IQGAP1/PLS3/S100A12/S100A6/S100A8/S100A9/TESC/TKT	14
GO:0003779	GO:0003779	actin binding	15/154	128/3928	0.000114123465167671	ANXA6/ARPC2/CORO1A/CORO1C/FKBP15/GBP1/IQGAP1/ITGB1/P4HB/PLS3/PPP1R18/PSTPIP1/S100A4/TMSB4X/WAS	15
GO:0005102	GO:0005102	signaling receptor binding	23/154	260/3928	0.000153789120093385	CD58/CDC42/CPNE3/CTSG/GNAI2/GNAQ/GNAS/GPI/ITGAM/ITGB1/ITGB2/LRPAP1/P4HB/PRTN3/PSMC5/PTPRC/RAB8B/RABEP1/S100A12/S100A4/S100A8/S100A9/TOLLIP	23
GO:0008092	GO:0008092	cytoskeletal protein binding	24/154	283/3928	0.000210413930163172	ANXA6/ARPC2/BICD2/CAPN2/CORO1A/CORO1C/FKBP15/GBP1/HOOK3/HTT/IQGAP1/ITGB1/P4HB/PLS3/PPP1R18/PSTPIP1/PTPRC/S100A4/S100A6/S100A8/S100A9/TMSB4X/VPS41/WAS	24
GO:0001530	GO:0001530	lipopolysaccharide binding	4/154	12/3928	0.000879303471375174	BPI/CAMP/CD14/RNASE3	4
GO:0005525	GO:0005525	GTP binding	14/154	140/3928	0.00100489687731072	ANXA6/ARF6/CDC42/GBP1/GIMAP4/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG/TUBA4A	14
GO:0019001	GO:0019001	guanyl nucleotide binding	14/154	143/3928	0.0012387022252042	ANXA6/ARF6/CDC42/GBP1/GIMAP4/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG/TUBA4A	14
GO:0032561	GO:0032561	guanyl ribonucleotide binding	14/154	143/3928	0.0012387022252042	ANXA6/ARF6/CDC42/GBP1/GIMAP4/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG/TUBA4A	14
GO:0048306	GO:0048306	calcium-dependent protein binding	5/154	22/3928	0.00133010317377067	ANXA3/ANXA6/CPNE3/S100A11/S100A6	5
GO:0004175	GO:0004175	endopeptidase activity	10/154	85/3928	0.00159068986521606	CAPN2/CAPN7/CTSG/CTSZ/ELANE/GZMA/GZMM/HP/MMP9/PRTN3	10
GO:0008233	GO:0008233	peptidase activity	13/154	139/3928	0.00279367517698251	CAPN2/CAPN7/CTSG/CTSZ/ELANE/GZMA/GZMM/HP/LTA4H/MMP9/PRCP/PRTN3/RNPEP	13
GO:0005539	GO:0005539	glycosaminoglycan binding	6/154	37/3928	0.00279387040078201	ANXA6/CTSG/ELANE/HK1/LRPAP1/PTPRC	6
GO:0005544	GO:0005544	calcium-dependent phospholipid binding	4/154	18/3928	0.00452188913989384	ANXA3/ANXA5/ANXA6/CPNE3	4
GO:0003924	GO:0003924	GTPase activity	11/154	114/3928	0.00462169809217254	ARF6/CDC42/GBP1/GNAI2/GNAQ/GNAS/RAB1B/RAB35/RAB8B/RALB/RHOG	11
GO:0038023	GO:0038023	signaling receptor activity	7/154	61/3928	0.0091473248270823	CD14/FCER1G/ITGB1/ITGB2/KRT1/OGFR/PTPRC	7
GO:0060089	GO:0060089	molecular transducer activity	7/154	61/3928	0.0091473248270823	CD14/FCER1G/ITGB1/ITGB2/KRT1/OGFR/PTPRC	7
GO:0003925	GO:0003925	G protein activity	4/154	22/3928	0.00956886121275305	ARF6/CDC42/RAB1B/RALB	4
GO:0033293	GO:0033293	monocarboxylic acid binding	4/154	22/3928	0.00956886121275305	ALOX5AP/PSAP/S100A8/S100A9	4
GO:0008289	GO:0008289	lipid binding	16/154	217/3928	0.0100494511953114	ALOX5AP/ANXA3/ANXA5/ANXA6/BPI/CAMP/CD14/CPNE3/IQGAP1/NPC2/PSAP/RAB35/RNASE3/S100A8/S100A9/SH3GLB1	16
GO:0030246	GO:0030246	carbohydrate binding	7/154	64/3928	0.0118129383682211	BSG/GAA/GPI/HK1/KRT1/MAN2C1/SLC2A3	7
GO:0038024	GO:0038024	cargo receptor activity	3/154	13/3928	0.012651507327519	APOBR/ITGAM/ITGB2	3
GO:0098631	GO:0098631	cell adhesion mediator activity	3/154	13/3928	0.012651507327519	ITGB1/S100A11/SIRPA	3
GO:0008201	GO:0008201	heparin binding	4/154	24/3928	0.013081099225453	CTSG/ELANE/LRPAP1/PTPRC	4
