name	IDH2_vs_IDH1_diff	IDH2_vs_IDH1_p.val
A0A096LPI6	-0.360586663959364	0.208152067260792
A0A0A6YYC8	0.172375303439242	0.70779675781769
A1BG	-0.684886217839079	0.405553919392841
A2M	-0.0881448691991125	0.918770729029714
AAAS	-0.099029917408	0.727808917406878
AAK1	0.610554170027623	0.08658589326342
AAMDC	-0.241824437567022	0.473639441087517
AARS	0.311231761736099	0.301527688249997
AARS2	-0.384682419132808	0.223495702647279
AASDHPPT	-0.0883830469814875	0.80927153679496
AATF	-1.03403771446614	0.00986445265436122
ABCB10	-0.173371649366153	0.747238898072372
ABCB7	-0.0548238521116708	0.846440219317958
ABCC1	-0.267090579092407	0.302176503184219
ABCC4	-0.0881168869304751	0.841147168731533
ABCD1	0.257051177725874	0.647833131789294
ABCD3	-0.0258393358678966	0.933719621177256
ABCE1	0.107032963272797	0.665483048031264
ABCF1	-0.0635287133145539	0.76107932060592
ABCF2	-0.0410515245777212	0.89470073851175
ABCF3	-0.00364974151723629	0.988224412422962
ABHD10	0.218695841943497	0.51470534184294
ABHD11	0.092844830417544	0.829856363144884
ABHD12	0.189126433085139	0.469578770104572
ABHD14B	0.118428708351139	0.723206245087414
ABHD16A	0.378901802002453	0.252180079940753
ABHD17B	-0.188740745132165	0.691326569828286
ABI1	0.163232118094164	0.58309518554904
ABR	0.199615856528769	0.612010238120005
ABT1	-0.362617727729216	0.221025800543285
ACAA1	1.00326818443428	0.0119772439085419
ACAA2	0.519064348333668	0.0980207907998507
ACACA	-0.356297275311437	0.232835622912106
ACAD8	0.0326689038912811	0.921259642947914
ACAD9	-0.212523215411785	0.399272327007708
ACADM	-0.431990021142902	0.0920678846193075
ACADS	-0.609082554906138	0.103077738835489
ACADSB	-0.356421225527665	0.246876636034193
ACADVL	-0.133754642420364	0.587106093560936
ACAP1	0.0261771197061584	0.928013932540956
ACAP2	0.524843028970043	0.0667074099335643
ACAT1	-0.688428549412691	0.0169444049349422
ACAT2	0.111330477000536	0.670045940853187
ACBD3	0.178768913188055	0.351371159781852
ACIN1	-0.188440599068187	0.39227886252198
ACLY	0.208790881740764	0.289639814841025
ACO1	0.417067440562171	0.205955128923172
ACO2	-0.240683248614644	0.322170402636181
ACOT1	-0.333343171481019	0.360080903972711
ACOT13	-0.277668539356636	0.357954138108524
ACOT7	0.371419710721362	0.351941427648236
ACOT8	0.382249799118956	0.232713998880527
ACOT9	0.00862836615311124	0.981120725862672
ACOX1	0.253586047512062	0.376151623014082
ACOX3	0.378041992874465	0.192627088677906
ACP1	0.183315635309221	0.429107329303221
ACP2	0.664262844979131	0.152056874526546
ACPP	0.601556552339481	0.29147705470139
ACSF2	-0.711923525151299	0.192851759004676
ACSF3	-0.259103630421521	0.364910347537642
ACSL1	0.682307610827234	0.190961377970241
ACSL3	0.152356086729313	0.595249210903191
ACSL4	-0.132788208492471	0.665138859471386
ACSL5	0.265177415167969	0.38507907635101
ACSS1	-0.505055912611667	0.145493413761082
ACSS2	-0.321188701649927	0.476871777414335
ACTB	0.455581644548737	0.144241227665816
ACTBL2	-0.0725811094479027	0.968323674010308
ACTC1	0.473552386401195	0.148483089259755
ACTL6A	-0.580208215908602	0.0157486936818587
ACTN1	0.448321539379556	0.345899566187883
ACTN4	0.294562365160395	0.213127885184706
ACTR10	-1.15449601011943	0.0347358731178512
ACTR1A	0.303057176835363	0.245046328794792
ACTR1B	0.110957265533433	0.620924035696507
ACTR2	0.94877785036411	0.0553552569388451
ACTR3	0.599242726354007	0.0575926805807173
ACTR8	-0.688887149328451	0.0650250639436189
ACY1	-0.1858133483492	0.651142929835941
ACYP1	-0.203863781927669	0.441975138863123
ACYP2	-0.243629113471648	0.52884658103613
ADA	-0.219271679089633	0.688646221666191
ADAM10	0.461656507041983	0.111431166001433
ADAR	0.0806643622870489	0.700948927231727
ADCK3	-0.483644600710793	0.173361625829414
ADD1	0.562894625921732	0.0621361184035865
ADD3	0.513011813263592	0.0679473488092949
ADH5	0.0781234156463064	0.78317576779277
ADK	-0.212839062576069	0.431936258371703
ADNP	-0.241428469303042	0.48406014010285
ADPGK	0.165221920879429	0.700019965039306
ADPRH	-0.522195956529171	0.290263163839187
ADPRHL2	-0.0324759048052812	0.868793012785765
ADRBK1	0.0816443644184162	0.797203402969683
ADRM1	-0.198314410199202	0.632670794395557
ADSL	0.204919993546476	0.49604623704233
ADSS	0.669951013676762	0.0123094874801283
AFG3L2	-0.340191507440558	0.194924568976794
AFM	-0.139849943093445	0.864626523321797
AFP	-0.0324038559279387	0.967397454036545
AGA	0.402551180460296	0.269657432814255
AGAP2	-0.0512964482436864	0.894327369546578
AGFG1	-0.0583470336260348	0.840759045152698
AGK	-0.492492872670784	0.084621149337986
AGL	0.167834744648022	0.582055021216091
AGO1	0.144447971037632	0.481256008293663
AGO2	-0.559385530565162	0.0554530700902551
AGO3	-0.587537789277103	0.0765756549175765
AGPAT3	-0.172059827375513	0.564346948618851
AGPAT5	-0.629575350964362	0.0775233644585509
AGPS	0.164552956928915	0.492094874481069
AGTRAP	0.0318817174028183	0.957431261411042
AHCTF1	-0.126955255042745	0.614493047419774
AHCY	-0.218212843979259	0.383401255020582
AHCYL1	-0.207023284067226	0.75251633844392
AHNAK	0.53198445529717	0.411910161338106
AHSA1	0.148794519221891	0.494106742671845
AHSP	1.39093154492447	0.278323823057927
AIDA	-0.159669052092358	0.658316894248164
AIF1	0.877574752992178	0.139861172927267
AIFM1	-0.223442441753082	0.395807549746102
AIMP1	-0.0557962113942025	0.825786824496726
AIMP2	0.0583800481370318	0.849072265547007
AIP	0.211236249835071	0.368146146538598
AK2	-0.0391247538255506	0.920073823066658
AK3	-0.119237008323189	0.711292801787556
AKAP13	0.361517412634353	0.284917070025961
AKAP17A	-0.321704229238694	0.191725174987189
AKAP8	-0.177313555941272	0.537970715984799
AKAP9	-0.242416114283088	0.458143872912844
AKR1A1	-0.386811510689245	0.176191686521673
AKR1B1	0.0209993043793659	0.951072327154264
AKR1C3	-0.0385718924760603	0.953724020291419
AKR7A2	0.17001132491637	0.533621059730443
AKT1	-0.00715987007653496	0.980650453725074
AKT2	0.246439640451914	0.430097874522397
ALAD	0.562097021663394	0.133678233888153
ALB	0.00755699333590343	0.991656108225444
ALCAM	0.00954842774017806	0.979238376275061
ALDH16A1	-0.156034319336388	0.674757725357669
ALDH18A1	-0.0273746897151845	0.936053768069882
ALDH1B1	-0.532411900953385	0.179347089528129
ALDH2	1.09306178140338	0.0687944854359808
ALDH3A2	0.245037564146543	0.565129280690505
ALDH3B1	0.133006884115165	0.811712172000045
ALDH4A1	0.048516737166107	0.874196469918524
ALDH5A1	-0.473112926912286	0.282654501258731
ALDH6A1	-0.217490380087657	0.499531512130214
ALDH9A1	0.0991112793777447	0.677907596147122
ALDOA	0.454162479176958	0.0907593167339354
ALDOC	0.351303646993252	0.337127301685291
ALG1	-0.491419782359447	0.216182970891766
ALG11	0.128512373814388	0.676502307208747
ALG2	0.578702183959475	0.120833155611629
ALG3	-0.199298510870349	0.397209171575326
ALG6	-0.504152475711237	0.194879828023959
ALG8	-0.33615788668078	0.215795591303431
ALG9	-0.857986351607423	0.013877031846695
ALOX5	2.54422361730856	2.65600986004812e-05
ALOX5AP	1.94702792711043	0.0017876848276889
ALYREF	-0.214655913705826	0.362395110845398
AMDHD2	0.148622227977746	0.715801717865869
AMPD2	0.888175040679837	0.0217477127715262
AMPD3	0.790209778549933	0.0315773576261697
ANAPC1	-0.0309815131922164	0.862770230339079
ANAPC2	-0.826531974122542	0.0267793556978093
ANAPC5	0.161458633689758	0.593278941080872
ANAPC7	-0.453981625201266	0.149070745388098
ANK1	0.979150445332341	0.327662838343672
ANKFY1	0.33254156973581	0.197449207162898
ANKLE2	-0.14181501396385	0.746269444310897
ANKRD11	-0.569641691331654	0.0513238747989831
ANKRD13A	0.0302847644614417	0.911960190490646
ANKRD17	-0.183224698158376	0.492825416519488
ANKRD28	-1.04258968921141	0.190862539860363
ANKRD44	0.795628043050183	0.0132155961253631
ANO10	1.00590243238223	0.00299585587726157
ANO6	0.302498642242668	0.481521829507968
ANP32A	-0.199383612702739	0.479410244557439
ANP32B	-0.144010486666982	0.633377648557905
ANP32E	-0.0168442181625359	0.95963611497194
ANPEP	-0.414433367116999	0.412160763395715
ANTXR2	-0.129201479696526	0.70887910911481
ANXA1	0.425887287994922	0.301413400379544
ANXA11	0.268139663110631	0.266983900356588
ANXA2	1.1880674577065	0.0959267678455517
ANXA3	2.43696037889447	0.0073349882943252
ANXA4	0.301739515364694	0.23032298159385
ANXA5	1.50013441750943	0.0315110095289655
ANXA6	0.771399353833878	0.0378764683229177
ANXA7	-0.135557667722651	0.613724501745196
AP1B1	0.349961425357005	0.21461660047736
AP1G1	0.1673503254382	0.484025634040745
AP1G2	0.245682311430347	0.214960754126246
AP1M1	0.32153870143209	0.203460457453109
AP1S2	0.445078996400362	0.121692314895657
AP2A1	0.597229222150176	0.113101995359439
AP2A2	0.112782188885443	0.655859329349788
AP2B1	0.139960158964055	0.59683200344488
AP2M1	-0.00752088733549883	0.976130469133036
AP2S1	0.457647789946552	0.057684552006801
AP3B1	0.201018791581436	0.415617656887171
AP3D1	0.033017641067584	0.882288881229507
AP3M1	0.228709261898366	0.28630392796801
AP3S1	0.203605681189327	0.470247332908985
AP5B1	0.34182604577185	0.268906723135715
AP5Z1	0.486037967357813	0.0100294194903332
APAF1	0.75369679868399	0.0744575919804355
APBB1IP	0.0427193358440654	0.88048905470007
APC	-0.857447895661632	0.215752936024412
APEH	-0.0741355274797435	0.806980997866494
APEX1	0.0572916721282155	0.840579426178002
API5	-0.338054858910063	0.112007969720457
APIP	0.287784670592906	0.489423904303697
APMAP	1.36441245216429	0.00356528341280142
APOA1	0.802300164115351	0.206832648076859
APOA1BP	0.0347269770669349	0.869229117566548
APOB	-0.177339661851615	0.78403599351215
APOBEC3B	-0.558252871230899	0.129259585227605
APOBEC3F	-1.15586161878101	0.0727548226998287
APOBR	1.51854071586432	0.0037610981836188
APOC3	0.714606289553974	0.232482966620238
APOD	-0.0423649972409343	0.942375138843445
APOE	-0.19570233585678	0.737157279796651
APOL2	0.220171684620283	0.451984266638045
APOO	-0.277148310394875	0.281679000596965
APOOL	-0.55857285690286	0.0434189616556213
APPL1	0.211053336713796	0.464537702531505
APRT	0.16990123354481	0.588796908159262
APTX	-0.617447867526366	0.0606833139641159
AQR	-0.0689946382761022	0.788057588075815
ARAF	0.356729178112918	0.301207271798826
ARAP1	0.300856809273849	0.530573244645415
ARCN1	0.40071200190728	0.0933363984648636
ARF3	0.260712703390016	0.398489809809104
ARF4	0.24893902373578	0.356246718856195
ARF5	0.609448935021213	0.0607600722635641
ARF6	1.21450665907325	0.0220031194911926
ARFGAP1	-0.296970425008521	0.432693989564348
ARFGAP2	-0.260646970616488	0.213424539135929
ARFGAP3	0.553290141310502	0.0895891888123942
ARFGEF1	0.110187484679397	0.69689043613923
ARFGEF2	0.0648251164823002	0.788266181280965
ARFIP1	0.465481709893041	0.257897120884395
ARGLU1	-0.423789931454849	0.177282599689315
ARHGAP1	0.258145393214864	0.430571738880814
ARHGAP15	0.190211545855224	0.495459038197107
ARHGAP17	-0.148056731008456	0.67575635535133
ARHGAP18	0.580554243717696	0.279320966901012
ARHGAP25	0.207021004074512	0.511582038017132
ARHGAP30	0.363454917724447	0.27362355529724
ARHGAP4	-0.249183985644255	0.370674155202304
ARHGAP9	-0.512266716209833	0.17670093278638
ARHGDIA	0.44294835909929	0.176537348712788
ARHGDIB	0.371101115566582	0.277586630228261
ARHGEF1	-0.104613748339091	0.753059787484383
ARHGEF2	-0.131243666051581	0.541473652647206
ARHGEF6	-0.203044107870184	0.534276334763096
ARHGEF7	0.230533927626276	0.471762062273782
ARID1A	-0.0127754746484463	0.958328182175859
ARID1B	-0.667483708908374	0.0889470290948324
ARID2	-0.158021631755286	0.59027597074491
ARID4A	-0.0814407267130051	0.882015209982465
ARL1	0.511470190562605	0.0787879759570712
ARL2	-0.651603443114016	0.0973956826865763
ARL3	0.210281666616272	0.509798006478128
ARL5A	0.32173287261741	0.327029526575998
ARL6IP4	-0.0864995098549031	0.753525950391608
