name	IDH2_vs_IDH1_diff	IDH2_vs_IDH1_p.val
AATF	-1.03403771446614	0.00986445265436122
ACAA1	1.00326818443428	0.0119772439085419
ACAT1	-0.688428549412691	0.0169444049349422
ACTL6A	-0.580208215908602	0.0157486936818587
ACTR10	-1.15449601011943	0.0347358731178512
ADSS	0.669951013676762	0.0123094874801283
ALG9	-0.857986351607423	0.013877031846695
ALOX5	2.54422361730856	2.65600986004812e-05
ALOX5AP	1.94702792711043	0.0017876848276889
AMPD2	0.888175040679837	0.0217477127715262
AMPD3	0.790209778549933	0.0315773576261697
ANAPC2	-0.826531974122542	0.0267793556978093
ANKRD44	0.795628043050183	0.0132155961253631
ANO10	1.00590243238223	0.00299585587726157
ANXA3	2.43696037889447	0.0073349882943252
ANXA5	1.50013441750943	0.0315110095289655
ANXA6	0.771399353833878	0.0378764683229177
APMAP	1.36441245216429	0.00356528341280142
APOBR	1.51854071586432	0.0037610981836188
APOOL	-0.55857285690286	0.0434189616556213
ARF6	1.21450665907325	0.0220031194911926
ARMC8	0.830503134670728	0.0115782442963758
ARPC2	0.536085401825606	0.0486738944657087
ASAH1	0.791718339489528	0.0286667366163653
ATP11A	0.701168014621246	0.0477777780734404
ATP5L	-0.574311715177199	0.0256702843320137
ATP6AP1	0.772941405908178	0.00500031780671591
ATP6V0D1	0.960064706316722	0.0178697592651943
ATP6V1H	0.573365586303861	0.0181872200856951
BAG2	1.04585535090769	0.0161478796158019
BICD2	0.755903349224557	0.0421886898582427
BPI	3.18330233329842	0.0010966506916492
BRD7	-0.698063305204919	0.0382817391226938
BRK1	0.684285906401985	0.0285049006611914
BSG	0.619915000545248	0.0489273314362145
BST1	1.15526289109366	0.0472886219176565
CAMP	4.08090534242694	0.000109200937531438
CAPN2	0.911181561097326	0.0416344787542809
CAPN7	0.533131655478588	0.0482044776953785
CAST	1.26786961864487	0.0137489349118568
CCDC12	-1.15752693906176	0.0221408359455966
CCDC58	-0.562817901185984	0.0217611934947941
CCDC88B	1.07557608483076	0.0334401023092503
CCNK	-0.546666071456169	0.0355986718728571
CD14	2.52804245745245	0.0113290256597524
CD58	1.03383416924189	0.015828658291428
CD63	2.34870807277361	0.00755456449126485
CDC42	0.904701971120275	0.00761097762767274
CDK12	-0.757552791930486	0.0271249430590333
CEACAM8	2.78066821291434	0.00159245600570235
CENPC	-0.621221545554679	0.0348636648433664
CERS5	1.27350274165536	0.0235462762533235
CHCHD1	-0.821788777034026	0.0399619852290613
CHD1	-0.782016737122554	0.0314824660760807
CHMP1B	1.11454488455752	0.00144491728856381
CHTOP	-1.34867579030884	0.0141478216272886
CISD2	-1.03940860120603	0.0398574126328078
CKAP4	1.15192339557268	0.0463062236274882
CLP1	-0.80318441389517	0.0241804715161145
CLPX	-0.651863185977287	0.0100742174050393
CLTB	0.755828724106188	0.0341077229924559
COA3	-0.971531495385385	0.0246254992572922
COQ3	-1.02393308374841	0.0246641562525074
CORO1A	0.846736459495581	0.0340365003594286
CORO1C	0.889128249903276	0.0276981476670841
CPNE3	0.935261429450378	0.0365427095227462
CRK	-1.0108318301725	0.0340495677142979
CSNK2B	-0.784559957221191	0.013220295602441
CSTF1	-0.515383719860939	0.0270047877646756
CTSG	3.02392952962546	0.0101833213186896
CTSZ	0.810096728565767	0.0436319915952894
CYBB	2.94493759651766	0.00379228175170716
CYBRD1	0.716386901558316	0.0360431849223975
DAP3	-0.741890362143437	0.00756226290028027
DBR1	-0.871536090999953	0.0431252097263575
DDX10	-0.798874287086022	0.0272862941974734
DDX17	-0.546318536525767	0.0174773157492576
DDX28	-1.05675065168995	0.0396012274509072
DDX31	-1.18701778108682	0.0127545513511017
DDX39A	-0.527343404125773	0.0389144049225095
DDX49	-0.901236449630332	0.00340299917720897
DDX51	-0.656744475948411	0.0352109329437937
DHRS7	0.821782987770469	0.00671189376805621
DHX29	-1.06805460021202	0.00550790705084196
DHX40	-0.898249621475621	0.0196660170673444
DNAJB12	-0.865927977042478	0.0462195955435118
DNAJC5	0.961806331204972	0.0186374475453208
DNPH1	-0.624564819562494	0.0439727537035516
DPH1	-0.728438455797939	0.00974226479671963
DPYSL2	1.45757044831852	0.0272501118251988
DR1	1.38793007277306	0.000513950103697999
DYNLL1	-0.536132422539463	0.0379651118565023
ECHS1	-0.534026345403891	0.0430135571552778
EFHD2	0.838993137362412	0.027349038529599
EIF4A1	0.823377938663008	0.0317369369068165
ELANE	4.04211911170694	1.24899666124545e-05
ENPP4	0.807404728319135	0.0424965723835865
EOGT	2.69584917496295	0.00388063668722751
ERAL1	-1.32881809336566	0.00470814643698793
ERBB2IP	0.765901483481557	0.00442686548753499
EVI2B	1.10357421926797	0.00964115490052554
F13A1	2.33243772430503	0.0124889939361787
FAM105A	1.5097639775338	0.0161673924659593
FAM107B	1.01856994046083	0.0376487117527196
FARS2	-0.778190458615757	0.0142171175837419
FASTKD2	-0.708504728176816	0.021010487220872
FCER1G	1.63570052026518	0.0348787620197936
FCN1	3.84232202822105	0.00029149595518877
FIP1L1	-0.619183652934694	0.0471738774037375
FKBP15	0.681494377372573	0.0306713187640173
GAA	0.708159933087639	0.0311345080557934
GBP1	1.33565584738644	0.0161046470311737
GCA	1.53306109795249	0.00518582077034185
GIMAP4	1.27185472019656	0.0251042546707452
GINS3	-0.783585796511851	0.0270509428639644
GLIPR2	1.54212551654447	0.0013794219725356
GLTSCR2	-1.19238543970638	0.00317094407746431
GNAI2	0.603622164550142	0.0487831062935025
GNAQ	1.04046653031891	0.00311958651719409
GNAS	0.609380235257344	0.00633307068693032
GNG2	1.9217442016471	0.00533741523720899
GPI	0.80847747513177	0.0450419305614944
GTF3C5	-0.607109240064251	0.0125475950657023
GTPBP6	-0.73911051348087	0.0426462459146876
GZMA	1.74365272077134	0.0281924168460833
GZMM	1.61704818156858	0.0268703913197336
HDAC6	0.803259017446237	0.0374567807887555
HEATR1	-0.938290706913051	0.0196924487440438
HIRIP3	-0.865469620484838	0.00699099501280417
HK1	0.829440606948218	0.0147207855593488
HN1L	-0.58934399638034	0.0269108304010038
HOOK3	0.520144652120109	0.0142984276115324
HP	2.15153802137803	0.00210987865012145
HSPA9	-0.548532987538831	0.0493444090983507
HTT	0.604755023655784	0.02066714286302
HUWE1	0.678647029785033	0.0485535190336182
IMPAD1	0.63755813039872	0.0117164444626143
INTS10	-0.833912090871681	0.0185187740725858
IQGAP1	1.11663962623207	0.0206472421301173
IST1	0.500628251455776	0.0375050428021438
ITFG3	-0.768062911178241	0.0344413899939148
ITGAM	3.15214664689166	3.543397292696e-05
ITGB1	0.74570770314617	0.0493518831415042
ITGB2	1.23677876764154	0.0176573336409965
ITPRIP	1.36301157810441	0.000416175010788734
K7EQG2	-1.43393453335117	0.00640671265637859
KCTD12	2.07217048556288	0.0180808435804056
KDM5C	-1.09051144090598	0.0280283358106968
KIAA0391	-0.76955532767311	0.0138118468250624
KMT2A	-0.7693871619866	0.0456867214971803
KRT1	1.53601913803375	0.0251415431865049
L2HGDH	-0.854760381539769	0.0109677501208444
LHPP	0.695293755438762	0.0220755204092119
LNP	0.536459987287966	0.0427865864211552
LRBA	-0.91781757616226	0.0241738576752041
LRPAP1	1.08181331144377	0.015297431177368
LSM14B	-0.745471793546091	0.0322389049723747
LTA4H	0.82630918583715	0.0498209056579727
